e842eba774d975629bec724a9c57528d8a47be6133b3291ee99be450037f324d,59c2d9bcf2cc680d2a8a1246125883f92ee2524dda6a9abc09802884f3dd8ff2,90ed42dcb4a2684ae4e7f60110d7a35edea700289a94dd6d899491d20200b77a,ffcf71b0511f7161ab950791f4f78cbfc9c14c0a548720bdf9b0d2cad85ba761,b4fde50b4e5ccd1d73ee42f4af0008adff068ae579cd5fe4b48b172de127f6b8,07a8a56fe854d9cc06be179e7b7a9a32c98dab97a0126765c9ae1b6d1edb7eee,f423a2af2c7fb24e43f4b729ff191c382c7e2a26a2dd136c015eda5df9911962,23b6f12387c8c3627491be606b0a00e56e95cdbd7f75d3a0f0c5ead98470cf63,e3ceeb47eeee888e5038591faf73fd2731de4e50f43b4864d7e5b08dcdb30b63,e39da017882413d00285785171b849e9c1f7c56004d394c3e9aff49f62638800,9e90d85588f5d62a6823de1552d6a724a3fb569e673470610349fb6b13ed3c75,1f0cf132a89643808e729100622dcded7bbabe055dde55e2b758ead118e49fcc,222914302dd1067dcd6987926ad1cbec07d57f382eac9eb4e5c75f2ac6b24c16,18d76642554b7b081b6eec5d65ab9e33b501fd20613956dc3af9d0bec4fac8df,ef85bf0e6e11f062a99eba6f60a516361c079214eae750fb52f2f603bad1354a,483015c1f5be48f18536c83e9fd60dcc72e8331cfa8d847eb5c1b6fb4d780235,9311e9434d417466b2a9db2e250e2188b3b7569f00fa5aff99d9cfb9880253dc,3d25d78553a66e571fd6b2b44e07867275b3713d9494d7fc54d2db5aec30ea1e,f531e9b93e039e01456cc741c1a9b148f7bd98390c966e330fb637971ca27a94,9037d88672933f9f68ee9c9ac0edfc7e411fd715287368f52824bfecca0106b9,79c43a8174dc547997fe129a2bb99599c10365473bd6ab6233122a6d99f3eaac,4b91559812a06c78bf4d1c94a895ad0e8de0beffa22ffe6fe92d5574bf4edc4c,590cae174307ee658dfb0d04c678c5b607ad065ef1971fc166014ea7ae7a6ec2,69aecbaae25b26d1df9903c875ac977d36f8c1b2611f16d742def3e72be5875b,37b4b42c319146292142eb64915d98520d7e2c608ac4cddd2d1c1fb485a81dbd,d40aba42788cbdbb87524c823e27b958175cc0d455f4bff9823f6d81db915307,0df9177b8759809c474fd79262b91d5cfcd0103fdf448077102d0e84147de1c1,e6c3312dfa84eeebb262e79c659a73c4e77e032596fd8ab261d337572b1a3818,2b887e881fbf5a4184272e2d4112fbc19ae090884e4b254449e4bc21bd207c00,2e63842ce507e5432ff1dde68503ade4a134945b56ac20f753dd075bf0d44b2f,b1a395425c8c3b8ac8904852a2a4e8887c5140505e8dd11952c832da014ca766,59101c192848ac3d16108097ea82c210a32a91dd85a1293b455e1e43d0c6883a,c69520f146652a6840cc304974d6085548af1fe8d1ee40f26ec1fc8a29c2f54f,56ae3d51dba688e9685f21b38d33c7ca082d643449ef3595605240f8b27a4357,b5ba0167618493a35f8422282231aeb888cb242281c3441da75b5e7a5fd4e0c7,857f4001f8252c2ac4f632c6926dfd1745d795c4206f486e492c3efc8d6f7864,c0546417cc2437eb8e27d805dc0d8080f9689eeb52990fde8042d2666470a030,406285a4ceaf7ffaa5b1cbccd3e05ca5a3f646db36901a89289bf995b336f666,e17432660ebc96a9306e3da8c5fe2d836a8925d930c9bbf502e3a4330212c942,cb3b1bec8b50a661b84f441d77c827cc3eae3b84ab6a3fe8020675502b707a22
"0","102841","1","0","1.2","0","600","1","0","0","0","94002","0","40004","bgm_M06","90002","90","0","3200101","1","320010101","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102841"
"0","102842","1","0","1.2","0","800","2","0","0","0","94002","0","40004","bgm_M06","90002","90","0","3200101","1","320010102","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102842"
"0","102843","1","0","1.2","0","800","3","0","0","0","94002","0","40004","bgm_M06","90002","90","0","3200102","1","320010103","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102843"
"0","102842","1","0","1.2","0","1200","4","0","0","0","94002","0","40004","bgm_M06","90002","90","0","3200103","1","320010104","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102842"
"0","102841","1","0","1.2","0","1200","5","0","90005","0","94002","0","40004","bgm_M06","90002","90","0","3200104","1","320010105","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102841"
"502001111","102842","1","0","1.2","1","100","6","0","0","0","94002","0","40004","bgm_M126","90002","90","1.2","3200105","5","320010106","0","1.2","32001","140001","50","0","1","90008","0","0","bgm_M126","1","0","1.2","25001","-50","1","0","102842"
"502001121","102843","1","0","1.2","1","100","7","0","0","0","94002","0","40004","bgm_M126","90002","90","1.2","3200105","5","320010107","0","1.2","32001","140001","50","0","1","90008","0","0","bgm_M126","1","0","1.2","25001","-50","1","0","102843"
"502001131","102851","1","0","1.2","0","100","8","0","0","0","94002","0","40004","bgm_M64","90002","90","0","3200105","3","320010108","0","0","32001","140001","50","0","1","90008","0","0","bgm_M64","1","0","1","25001","-50","0","0","102851"
"502001141","102851","1","0","1.2","0","100","9","0","0","0","94002","0","40004","bgm_M64","90002","90","0","3200105","3","320010109","0","0","32001","140001","50","0","1","90008","0","0","bgm_M64","1","0","1","25001","-50","0","0","102851"
"502001151","102852","1","0","0.5","0","100","10","5.1","0","0","94002","0","40004","bgm_M63","90002","90","1","3200105","3","320010110","0","0","32001","140001","50","0","1","90008","0","1","bgm_M63","1","0","1","25001","-50","0","0","102852"
"0","102841","2","0","1.2","0","600","1","0","0","100","94002","0","40004","bgm_M06","90002","90","0","3200101","1","320010201","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102841"
"0","102842","2","0","1.2","0","800","2","0","0","100","94002","0","40004","bgm_M06","90002","90","0","3200101","1","320010202","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102842"
"0","102843","2","0","1.2","0","800","3","0","0","100","94002","0","40004","bgm_M06","90002","90","0","3200102","1","320010203","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102843"
"0","102842","2","0","1.2","0","1200","4","0","0","100","94002","0","40004","bgm_M06","90002","90","0","3200103","1","320010204","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102842"
"0","102841","2","0","1.2","0","1200","5","0","90005","100","94002","0","40004","bgm_M06","90002","90","0","3200104","1","320010205","0","0","32001","140001","20","0","0","90008","0","0","bgm_M06","0","0","0","25001","-50","0","0","102841"
