3a4f2c0e69fd77d444aca0dbbb6a12c6b412549b708c65c8750d8e219c5dba6d,cb24a0746da5a03dd9e8de3ca80dd657e2b7ebc3d483bb8875a113f0c322f30a,10a8ef9334e6be79b2e78b55f28ef2e6ba9d5268897563efc4869a16e7349c7d,3347f12cc5457bd4e5d6aa7363d1e642f134beae0a89b84033daa91c353347ac,25d73a14cb63cc2971b0aa9e16913f73cdb9e7d93df223c0a151f3ef656d8c67,c4b4793c4eb34e0403a7a12dba6ce34154d7885ba5ac3a05b993d2ddb8f7d60b,c08bdd17339dced0a12943b6146ee30cc8a96a20e880575903bf5e94c0a43732,4e7ad6e0e2f0e8ce03b22a3fd151330a0b5a2c825bc56ddbc93c6b5681a600c8
"0","1","1","0","0","0","0","0"
"0","2","2","0","0","0","0","0"
"0","3","3","0","0","0","0","0"
"0","4","4","0","0","0","0","0"
"0","5","5","0","0","0","0","0"
"0","6","6","0","0","0","0","0"
"0","7","7","0","0","0","0","0"
"0","8","8","0","0","0","0","0"
"0","0","9","0","1","0","0","0"
"0","0","10","0","0","0","0","1"
"0","11","11","0","0","0","0","0"
"0","12","12","0","0","0","0","0"
"0","0","13","0","0","1","0","0"
"0","0","14","0","0","0","0","0"
"0","0","15","0","0","0","0","0"
"0","0","16","0","0","0","1","0"
"0","0","17","10056","0","0","0","0"
"0","0","18","0","0","0","0","0"
"0","19","19","0","0","0","0","0"
"0","0","20","10061","0","0","0","0"
"0","0","21","0","0","0","0","0"
"0","0","22","0","0","0","0","0"
"23","0","23","0","0","0","0","0"
"0","0","24","0","0","0","0","0"
"0","25","25","0","0","0","0","0"
"0","0","26","10088","0","0","0","0"
"0","0","27","10102","0","0","0","0"
"0","28","28","0","0","0","0","0"
"0","0","29","30001","0","0","0","0"
"0","30","30","0","0","0","0","0"
