ec83f11ad0d5ced64032145733b34d109dcb55f7fcee67bd81311374300b4c27,0929b9c19fe67c86248b40b7821bafa7a8c78d144b439cbc9c293255f6aa3969,72a51a47a75edb27b72765b0512f66db2957ef7abbe3570a2df42ae1f1168e95,29d57d4c37952918caf637330aa5663d143ebaeab85f32a031442f7def751470,3907722b56505dc5e4b5913f934bcf0ad5897461b6cc453a5b23bb9bf64b9d29,dc910800d841460dafba4bbf800a014071f23fd38a2ced9f76d9397aea6887b0,fd5b2a952dcb81c42fa70ac343c96fc5d2a99870bb450044e1162b7a7753b9ba,3501d4f063f35b846a9708926e9ede65f67a737064ea99d838476aa913fc0732,f7f7de2c571911a140faa57aef6e773673ff3969c45d50b922ec64fd0ed92854,490ccbedf3044970172c09b39fe357e16cb529d224f462ede78f1cdb8f7728a0,1b9c3d995fdc9f7693ce7c5391a9343b7216c3660dfeaba9cdbf28a58c95f56e,c7559ee23316bcb8d24c4483e9c8b44695bf015df81588fa9c70d71f7592fd98,ea226f7de7aed6767f22f65d8ea13ffdf5932dc1da64ca5bda896291081a8c25,4080ddcfc968ae65b8497c79f83b707e9900d2319242c04213a0221b3f411b04,a28e8e2b47186e9f93838e161c0e14f656fc3a471b82333f3f6f0bb19a6381e8,b248854e07a889e1c97bef028cd6fdc8fe43e8c58e39af05f41d21eeba4643c9,18c78ec288d7d678ef6d5a574fadb2f407f71117839d98f6f6a6753976ad3dba,a4ce7bcac0433e61ea9b3269329454cf77c3b93e9044574e5a76ed630e653d6f,dff7ae76191feb932c8c71ffbebc2f864f7202a69af8b6c1acbb75d8df7e6c1a,3da3115178388f7887967e25cac014e429bfe556de59b2e85b2e8b38bdcd4a91,a906c0cd8ec120191cf0f6dbd76fba7ee935f1033917b75ab11c0c1aa08c3024,67f114c960f831a4c9942d9d3797194f8e2b7d9e17f4a2cf515fd385118a1419,e2688c290d2bb7cd582a2604bac300c6641548d21ac47c4463c7318381192c61,1665a738c7ee87001947b1c04f2c94deb9f44ddaa79c74e68cc81cea3138e121,eb1c3d59586f59b652382c5407243f025a373d5dd82d8c0b3c42cf06ffa12d11,c257f4dd0882f69e4144a177d97190ddf182c70edbee06c2e2c55068e03c0180,056bb1feed9c5eadc2247f966d07227b834db897d42b9ccc8f7b039e9d8eaa79
"0","0","4","期間內登入 4 天","0","30109001","0","107","0","0","0","0","30109001","2020-05-15 04:59:59","0","0","1","8011","1","1","2020-04-22 05:00:00","9","0","0","0","0","100"
"0","0","1","閱讀主線劇情第1章第1話","0","30109002","0","107","0","0","0","0","30109002","2020-05-15 04:59:59","801","0","2001001","8008","1","1","2020-04-22 05:00:00","9","1","0","0","0","101"
"0","0","1","期間內透過支援借用通關冒險","0","30109003","0","107","0","0","0","0","30109003","2020-05-15 04:59:59","101","0","1","1012","1","1","2020-04-22 05:00:00","9","1","0","0","0","102"
"0","0","1","通過主線冒險（NORMAL） 6-1","0","30109004","0","107","0","0","0","0","30109004","2020-05-15 04:59:59","101","0","11006001","1001","1","1","2020-04-22 05:00:00","9","1","0","0","0","103"
"0","0","40","將主角Lv升到 Lv40","0","30109005","0","107","0","0","0","0","30109005","2020-05-15 04:59:59","101","0","0","8002","1","1","2020-04-22 05:00:00","9","1","0","0","0","104"
"0","0","5","期間內將新手任務全部通關","0","30109006","0","107","0","0","0","0","30109006","2020-05-15 04:59:59","0","9","1","8010","1","1","2020-04-22 05:00:00","9","0","0","0","0","105"
"0","0","1","期間內與 1 位新手玩家成為好友","0","30110001","0","107","0","0","0","0","30110001","2020-05-15 04:59:59","907","0","0","6017","1","1","2020-04-22 05:00:00","10","0","0","0","0","200"
"0","0","2","期間內與 2 位新手玩家成為好友","0","30110002","0","107","0","0","0","0","30110001","2020-05-15 04:59:59","907","0","0","6017","1","1","2020-04-22 05:00:00","10","0","0","0","0","200"
"0","0","3","期間內與 3 位新手玩家成為好友","0","30110003","0","107","0","0","0","0","30110001","2020-05-15 04:59:59","907","0","0","6017","1","1","2020-04-22 05:00:00","10","0","0","0","0","200"
"0","0","4","期間內與 4 位新手玩家成為好友","0","30110004","0","107","0","0","0","0","30110001","2020-05-15 04:59:59","907","0","0","6017","1","1","2020-04-22 05:00:00","10","0","0","0","0","200"
"0","0","5","期間內與 5 位新手玩家成為好友","0","30110005","0","107","0","0","0","0","30110001","2020-05-15 04:59:59","907","0","0","6017","1","1","2020-04-22 05:00:00","10","0","0","0","0","200"
"0","0","1","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","0","30110006","0","107","0","0","0","0","30110006","2020-05-15 04:59:59","0","0","1","6018","1","1","2020-04-22 05:00:00","10","0","0","0","0","210"
"0","0","2","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","0","30110007","0","107","0","0","0","0","30110006","2020-05-15 04:59:59","0","0","1","6018","1","1","2020-04-22 05:00:00","10","0","0","0","0","210"
"0","0","3","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","0","30110008","0","107","0","0","0","0","30110006","2020-05-15 04:59:59","0","0","1","6018","1","1","2020-04-22 05:00:00","10","0","0","0","0","210"
"0","0","4","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","0","30110009","0","107","0","0","0","0","30110006","2020-05-15 04:59:59","0","0","1","6018","1","1","2020-04-22 05:00:00","10","0","0","0","0","210"
"0","0","5","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","0","30110010","0","107","0","0","0","0","30110006","2020-05-15 04:59:59","0","0","1","6018","1","1","2020-04-22 05:00:00","10","0","0","0","0","210"
