2e008da04eb8b6b3db6fe4b746202e5cfb5053547605c0c17ba08f3c61eb6963,e7631ef453ed5829217c5131c91ec07810113bbf4a6974a306e35e5072d72f73,84a72d11b17c8ca8f618a250f7688d7a4ddc54680026a4cd9b4e021d05e82607,97bb1f668c0e7e0d06a6650306e8e1620861c7171f283fc8baa84529a3c45454,fd366809e705e19f480cd88373ef7ef31e1f41908f5cd9ac161676c7d701b53b,e7980ebdaa1c11da158baadccc81981a7aca3a283e3e630fb029787f48c1c2f4,e1b5f94b0a5e2bce9ca4b18b7690ce0a0dee8ea234c2f013c517c80a90a98ef0,317193cc9b6455ca045852123edde6f03ec233757579662b0dd58b2dc31a8988,1d502af1e62056d9770dc76deb37b18ca6a667ae78dba51e2f3f6768d0cf6a0d,cde336cc471389db1e8f661010a09a07f5b4bb3dece5ad8131b51d64f812814c,c304ad89706a62cf3f490d81f31b121559cd1401f17e097ab1b97dfd79362fc7,37ee492752bf24dc8c519456cdaee874c5e6bebe5139a59bdb0c5f8fac6c3794,4b3d3adb75c452409e3d0b1aa4f5f4a690eed526cc256d7bb17c1d5faf01e19d,03cb9515ecbe32745fce495f303ba9914bd04579a5a04e592a09284f8d630205,53930fbc69325fa672fc951f897af57d3e10cc71a5e5c1bbd341014b5f920769,7a8190066bb443f22fd47a336b96d112036d3044bfcec777bdb503c34c16ad7d,e850374c465228ee8ebf54acb50b26cff2009d6703c7cac65ee41580effd8c48,073e4ef8c1eef2313eb62530dbace6d106ce6fa742e8ecd16c2ba3bfee74f4ae,ffb937c2bf90c8d5cb02dcda2693be7480175086be244d38d6480cca8585824e,b556816398be500114432b6b688d61073de75dd6a4a5b8ef564c46f90fdd08b5,f671e34bc7f2ec6c6874c3a8a9952aa79ed8833f6b7dab0653ebfb54a1b6365c,65694cb86f58bf8d6e3a07244d11da903e25497e46570b41b355d67d8eb7e6f8,7214d35b7ae992ee963bed2b0d5bcb2b8cb0cf0addfc789792ffb7ba7db384f2,fd96c1f0ea9b836c14b9f163db80b6f54a96f11f73af6e81ba30f0f3bfa35ab7,cdf3005bc0ebbc80560f134377aa9221806ac51a47ef9663ee0b7048eada7df2,c674ded766e25e8d4c2fce7afd68b8131b0adcba47b7a6dc8851c4b1872c5620,f0820385d4badc6224fb4c43f61cc5f4c40787215c521cc8489c0953743482a6,710cfcbed4631a843f87c8a3b2de19e4406a0f730fe40e0adb4abc5529708c44,86c318b392043511f64fe85d3491f30ea5148f17541ca8ff24751385fdc05659,0b8a3a8de514dfd93ad7b23b60ec60471f067dc3327bf76c9ebeb646b399be67,e0f167b769ba519b29c9ce944649ea8d85f7378f05db532924914f7c487aabfd,887df07cdb8957c17622db7f2ef605dcd9ba720905973d082371694d270ce454,c2a18ef3a02afcae3460515c89b76ca505e89017dd13cb76d064524107a748cf,c6435b3e8d99a70b0e5fc05947e634a799d7402f462198aafdc879af0200dd26,76c9cdd0a045a28d5acf46cc4adf85b9aa6ef3d6aff95e5896fdab5d2887b6b6,30a8e1f74e8df2304a043c44d25c31729f8f752692ff09b42d6ebd2b76948742
"220011001","0","bgm_M259","0.8","100101","0","50","0","0","0.8","151","5","0","-1","5","91002","2200001","0.8","115106","115556","222001001","90","376","10","20004","0","-376","1","102011","日和的解放冒險","0.8","-188","0.8","0","100","188"
"220021001","0","bgm_M259","0.8","100201","0","50","0","0","0.8","151","5","0","-1","5","91002","2200002","0.8","125256","115586","222001002","90","376","10","20004","0","-376","1","102011","優衣的解放冒險","0.8","-188","0.8","0","100","188"
"220031001","0","bgm_M259","0.8","100301","0","50","0","0","0.8","151","5","0","-1","5","91002","2200003","0.8","125016","115556","222001003","90","376","10","20004","0","-376","1","102011","怜的解放冒險","0.8","-188","0.8","0","100","188"
"220041001","0","bgm_M259","0.8","100401","0","50","0","0","0.8","187","5","0","-1","5","91002","2200004","0.6","116133","126103","222001004","90","376","10","20004","0","-376","1","102011","禊的解放冒險","0.8","-188","0.8","0","100","188"
"220051001","0","bgm_M259","0.8","100501","0","50","0","0","0.6","274","5","0","-1","5","91002","2200005","0.8","119432","129312","222001005","90","376","10","20004","0","-376","1","102011","茉莉的解放冒險","0.8","-188","0.8","0","100","188"
"220061001","0","bgm_M259","0.8","100601","0","50","0","0","0.8","181","5","0","-1","5","91002","2200006","0.8","116582","116612","222001006","90","376","10","20004","0","-376","1","102011","茜里的解放冒險","0.6","-188","0.6","0","100","188"
"220071001","0","bgm_M259","0.8","100701","0","50","0","0","0.6","232","5","0","-1","5","91002","2200007","0.8","118012","128162","222001007","90","376","10","20004","0","-376","1","102011","宮子的解放冒險","0.8","-188","0.8","0","100","188"
"220081001","0","bgm_M259","0.8","100801","0","50","0","0","0.6","268","5","0","-1","5","91002","2200008","0.8","119012","119252","222001008","90","376","10","20004","0","-376","1","102011","雪的解放冒險","0.8","-188","0.8","0","100","188"
"220091001","0","bgm_M259","0.8","100901","0","50","0","0","0.8","262","5","0","-1","5","91002","2200009","0.8","119551","119611","222001009","90","376","10","20004","0","-376","1","102011","杏奈的解放冒險","0.8","-188","0.6","0","100","188"
"220101001","0","bgm_M259","0.8","101001","0","50","0","0","0.8","148","5","0","-1","5","91002","2200010","0.8","125463","125256","222001010","90","376","10","20004","0","-376","1","102011","真步的解放冒險","0.8","-188","0.8","0","100","188"
"220111001","0","bgm_M259","0.8","101101","0","50","0","0","0.8","136","5","0","-1","5","91002","2200011","0.8","125134","115554","222001011","90","376","10","20004","0","-376","1","102011","璃乃的解放冒險","0.8","-188","0.8","0","100","188"
"220121001","0","bgm_M259","0.8","101201","0","50","0","0","0.8","154","5","0","-1","5","91002","2200012","0.8","125226","115616","222001012","90","376","10","20004","0","-376","1","102011","初音的解放冒險","0.8","-188","0.8","0","100","188"
"220131001","0","bgm_M259","0.8","101301","0","50","0","0","0.8","208","5","0","-1","5","91002","2200013","0.8","117552","117612","222001013","90","376","10","20004","0","-376","1","102011","七七香的解放冒險","0.8","-188","0.6","0","100","188"
"220141001","0","bgm_M259","0.8","101401","0","50","0","0","0.8","280","5","0","-1","5","91002","2200014","0.8","119553","119613","222001014","90","376","10","20004","0","-376","1","102011","霞的解放冒險","0.8","-188","0.8","0","100","188"
"220151001","0","bgm_M259","0.8","101501","0","50","0","0","0.6","235","5","0","-1","5","91002","2200015","0.8","118552","118582","222001015","90","376","10","20004","0","-376","1","102011","美里的解放冒險","0.8","-188","0.8","0","100","188"
"220161001","0","bgm_M259","0.8","101601","0","50","0","0","0.8","178","5","0","-1","5","91002","2200016","0.8","116072","116042","222001016","90","376","10","20004","0","-376","1","102011","鈴奈的解放冒險","0.8","-188","0.8","0","100","188"
"220171001","0","bgm_M259","0.8","101701","0","50","0","0","0.8","199","5","0","-1","5","91002","2200017","0.8","117581","117551","222001017","90","376","10","20004","0","-376","1","102011","香織的解放冒險","0.6","-188","0.8","0","100","188"
"220181001","0","bgm_M259","0.8","101801","0","50","0","0","0.8","142","5","0","-1","5","91002","2200018","0.8","115225","115615","222001018","90","376","10","20004","0","-376","1","102011","伊緒的解放冒險","0.8","-188","0.8","0","100","188"
"220201001","0","bgm_M259","0.8","102001","0","50","0","0","0.8","187","5","0","-1","5","91002","2200020","0.8","116043","126013","222001020","90","376","10","20004","0","-376","1","102011","美美的解放冒險","0.8","-188","0.8","0","100","188"
"220211001","0","bgm_M259","0.8","102101","0","50","0","0","0.8","196","5","0","-1","5","91002","2200021","0.8","127101","117191","222001021","90","376","10","20004","0","-376","1","102011","胡桃的解放冒險","0.6","-188","0.8","0","100","188"
"220221001","0","bgm_M259","0.8","102201","0","50","0","0","0.8","184","5","0","-1","5","91002","2200022","0.8","116312","116372","222001022","90","376","10","20004","0","-376","1","102011","依里的解放冒險","0.8","-188","0.8","0","100","188"
"220231001","0","bgm_M259","0.8","102301","0","50","0","0","0.8","166","5","0","-1","5","91002","2200023","0.8","115557","115403","222001023","90","376","10","20004","0","-376","1","102011","綾音的解放冒險","0.8","-188","0.8","0","100","188"
"220251001","0","bgm_M259","0.8","102501","0","50","0","0","0.8","193","5","0","-1","5","91002","2200025","0.8","126373","116462","222001025","90","376","10","20004","0","-376","1","102011","鈴莓的解放冒險","0.8","-188","0.8","0","100","188"
"220261001","0","bgm_M259","0.8","102601","0","50","0","0","0.8","229","5","0","-1","5","91002","2200026","0.8","118431","128281","222001026","90","376","10","20004","0","-376","1","102011","鈴的解放冒險","0.8","-188","0.8","0","100","188"
"220271001","0","bgm_M259","0.8","102701","0","50","0","0","0.8","238","5","0","-1","5","91002","2200027","0.8","118492","118342","222001027","90","376","10","20004","0","-376","1","102011","惠理子的解放冒險","0.8","-188","0.8","0","100","188"
"220281001","0","bgm_M259","0.8","102801","0","50","0","0","0.8","169","5","0","-1","5","91002","2200028","0.8","115403","126011","222001028","90","376","10","20004","0","-376","1","102011","咲戀的解放冒險","0.8","-188","0.8","0","100","188"
"220291001","0","bgm_M259","0.8","102901","0","50","0","0","0.8","190","5","0","-1","5","91002","2200029","0.6","116553","116583","222001029","90","376","10","20004","0","-376","1","102011","望的解放冒險","0.8","-188","0.8","0","100","188"
"220301001","0","bgm_M259","0.8","103001","0","50","0","0","0.8","172","5","0","-1","5","91002","2200030","0.8","116581","116551","222001030","90","376","10","20004","0","-376","1","102011","妮諾的解放冒險","0.8","-188","0.8","0","100","188"
"220311001","0","bgm_M259","0.8","103101","0","50","0","0","0.8","241","5","0","-1","5","91002","2200031","0.8","118013","128043","222001031","90","376","10","20004","0","-376","1","102011","忍的解放冒險","0.8","-188","0.8","0","100","188"
"220321001","0","bgm_M259","0.8","103201","0","50","0","0","0.8","169","5","0","-1","5","91002","2200032","0.8","115317","126011","222001032","90","376","10","20004","0","-376","1","102011","秋乃的解放冒險","0.8","-188","0.8","0","100","188"
"220331001","0","bgm_M259","0.8","103301","0","50","0","0","0.8","175","5","0","-1","5","91002","2200033","0.8","126341","116311","222001033","90","376","10","20004","0","-376","1","102011","真陽的解放冒險","0.8","-188","0.8","0","100","188"
