ade1e01d12bd0c9da79ec1f7817e29f78842d1004869ae365f69e92e52735461,536d93338f432234f143910d1ca53d071d10d2896332e19cb31376acf849e94a,e8a42611f8d705c40dc4d94c40b2e7f0eb2518fa93065e025b1dd5bba5ba48f7,862afc84c0817cc9bd0de78ff69d86208096359df62bd5db5db0fe7f5e8c44ba,6769b714ff61ae6f38ac07b6028754fb79cec4ff80a45c3f16bc72afedf3d189,2c35144657cab2694625a0f3abd458440f24bcfb6c232cdc8ae61cdacf373fd9,7571d00d9fa6222dc9f980a0b3ba2e8b78fed4590da73bab0513701931f78bcc,5b67c271f746e6cad13a30505a5744db0b41568b860ced3548f7650ab3d42c9d,6888e9198030e60f317575cab3bee388c6f57cbe36a85fcd8ba57e94a446d2e6,e20e9d1229aa5da2ad2f649184fc5e0211ebf32f29374006a68cd7ca3aa4e73b,a425e0e29be0c57757598bee6f151a5170de3f6f4954c1c625c52dbafb7cca60,96e05a79ad8dadb3ea46945b2c698e3016587523fb9d6c359a47e697af494c59,27057654d8aed1632139a9dbe786acc371b0cf5ef59d558e476feaaa77896c6c,1dc713300d45ca2ce7204287c1fd56dfee756756ec0903feb7f2fde1164ec8a8,c8584c57838b1b44d8ffdf3a6586c798c90391cc20a042e32da0c2fd566894a5,e96d0b69491ba2338b1fd630f5e618b459ede8cbffed8973f93bd6b5bc136412,fe4c6d2c6990f4a5175938fbdeb0fc78361491416e062e2a4af4065b9cd1e975,6d5f2c18d1f65cf19cdd07e23201026d59c61fa3541fe7f86bfcf31ea84c9876,f490f7ec78ca47c568b53b1b2627ecc2eaf553fc43f07d3491d393eb8dc34d88,ce200ca4532423f7e74b323e54159ca234dc32c44002d6a4579d21884388a9b8,a34b6db7a84b34a99450ee14fb6d7ba93559213973a2367ebfa2efb4598e6bd0,578d4b060d1d0385db194b8409bb22128481faafc01b5f9192a7f38f4f274b08,c9ff31b647e8b5a5ce05e29a25af6a03622e72a8397aba7357742421e92406ec,8d0e49832a8ac961a669dc690d0d0ffcdb5166b9bab4ee282048d3dbc358af6f,6584c3e237bca477359372c1c77600d758769e0e08ba238fc16bbdd2795d7c11,a803fdacb20ce0879e7c50660fb1e063dd0335ac1b80fba930fed4ad954fc2de,eb11871b40851cef53ba06430e9758da26b0a83b213c42771bbb213c4cc80ca4,0c8a19370d56c10468d263542b46c2ef773edbafedd2f151d862e9a3c6f64a8b,5eb3c36aed93fd87868ae506a7d5eb52d5bd9c4c5f371e7461b577fb2f9b0afe,40f7c769ddc6e6261b5b6824a65cc2afa2b6b6ca3045060900a71df2080b1546,4e4bf862c83b788dfcf5fbd173824f6e27a3c6c9bf484c3e786669060c1b72bf,3d011cb47e95d2e39545f8a8a08f7eac03547d8f9c42f8a43fc4bb149ecbd275
"0","0","0","140000","0","0","0","4","130011","31001","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130021","31002","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130031","31003","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130041","31004","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130051","31005","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130061","31006","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130071","31007","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130081","31008","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130091","31009","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130101","31010","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130111","31011","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130121","31012","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130131","31013","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130141","31014","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130151","31015","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130161","31016","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130171","31017","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130181","31018","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
"0","0","0","140000","0","0","0","4","130201","31020","0","0","0","0","0","3","50","2","0","0","0","0","0","1000000","0","0","0","0","0","0","0","0"
