8334693b27bd62ceff37dfaf9ee40e19f542c2f4ec1104b9d3522982ad31394a,a46de33aa235cdd426e7e4e6e4ea973adbd52f3392bab5e06cf0df1328e32121,cce7611a0c858aaedcc2a661ad037cca90d44cb69a187f2a38a72fa91277b2a7,edef134e72c45175617574bc12ac5a6f69a1900a7e939e5b5877a732c3e0128b,33e182469a92b9c0b4094fdd7d59bd00c6b4edf20579cae3d013b966fea38f17,efc5b2f0946bf8ebf3f3d33ba44dc8bffa88c41edc8b2b0f1efec23982e89536,90371edb024f204458fb4b062014985b876a3b29d81f72d5c182881ca88d8897,dbf9f249ad999fbbeafe2c0483db9359bc7c8d3f0ea931d85faa293c7d90f06c,8845e4915c3369d0cd39e82829dcfc3807b9c104a77c491a717737a63a6d1a87,8a6858d04e4a13524690788b14d1e8b66c486d9d45877e5dcf77402088eb2b07,641569bd676148a3454e176dde10aae20668df3a4256cf4525b45a71f887a03d,fa3b6c1d515185c7a9c6ee9ae35bb8dd7ef321f923cb49cac2156892f7ea5f7d,9957b7404937a75797712b32102db2dd2fbd89f0fe3b84d8fbd7eb4a8bc89e20,41490f9199d272c82dab64f7c379df7c61b2438b2da20062396e8d3d2e676158,eff10e115ed4386a2c445824689f377f97346ddb5b21305586b22cbeb97a96df,5d541ba23dccadbf2146199b98c2c8480a01a7ade1b6a7ca5d8ba39eb54e84ac,8f33bf5058ca84d083c8ed6554f1136bb8d2427d180f292c9b8ae8b66c5c36e2,8e9acf41d9539636eb66332ecd9aec1dc21f1dab724012e5b742a1adbd3fff94,424ef182b412d99100945c3a366f00bb1d986f163dadf3442279675cfb9d818d,93a947f5851d05bd9aa4946223f80558902fd7ce48e2f6c0a3f32357ff95a99c,90c0d2e0e7fbac1f9de1a7a40ed5c9cea78add1d1f274e12f87f88f520d545f5,1f0fc75e488032788e030a05913fd2d1d7d619439aa60511505744668aa99758,be6340ec36b5dd4fb166c41bd4540d38d012ef954bf0638fefbc7bdfd30cec3e,78ffe9b8fd8c4714d1c95ffe8c5d5b277d9ace2eb3793ac5ee98d19a9a2388e0,dba9ab862959fc0672cd3412503caea6b795e87114cd87e0bd3b00b53e32fd8e,d03979d79005a43332706db81a8e8b7e001118085a0eb741e9459b01ff88972b,333e93f4b5f8cc6a1864e64fc83093bf2f265b9c929aff30534a8a506f18dffc,cb35e9b449457e347ae82cb4d9f7d042b04784fb5553669851e60fd34e514e76
"0","0","0","0","0","100100101","0","0","100100102","日和衝擊","0","0","0","0","0","0","0","0","0","1001001","1001","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成中幅度的物理傷害。","100100103","100100102","0","0","0"
"0","0","0","0","0","100100201","1.125","0","0","貓咪攻擊","0","0","0","0","0","0","0","0","0","1001002","2001","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","0","0"
"0","0","0","0","0","100100301","1.295","0","100100302","貓咪聯合攻擊","0","0","0","0","0","0","0","0","0","1001003","2001","0","對面前的 1 名敵人造成小幅度的物理傷害，並中幅度的提升自己的物理攻擊力。","0","0","0","0","0"
"0","0","0","0","0","100101101","0","0","100101102","日和燃燒衝擊","0","0","0","0","0","0","0","0","0","1001011","1001","0","對面前的1名敵人造成特大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成大幅度的物理傷害。","0","0","0","0","0"
"0","0","0","0","0","100101201","1.125","0","100101202","貓咪攻擊+","0","0","0","0","0","0","0","0","0","1001012","2001","0","對面前的1名敵人造成大幅度的物理傷害，並且對以自己為中心的範圍內所有敵人造成小幅度的物理傷害。","0","0","0","0","0"
"0","0","0","0","0","100150101","0","0","0","肉球力量！","0","0","0","0","0","0","0","0","0","1001501","3001","0","戰鬥開始時，中幅度提升自己的物理攻擊力。","0","0","0","0","0"
"0","0","0","0","0","100151101","0","0","0","肉球力量！+","0","0","0","0","0","0","0","0","0","1001511","3001","0","戰鬥開始時，大幅度提升自己的物理攻擊力。","0","0","0","0","0"
"0","1","0","0","0","100200101","0","0","0","全體治癒","0","0","0","0","0","0","0","0","0","1002001","1005","0","使己方全體恢復中幅度的 HP。","0","0","0","0","0"
"0","1","0","0","0","100200201","1.6","0","0","花朵射擊","0","0","0","0","0","0","0","0","0","1002002","2002","0","對面前的 1 名敵人造成中幅度的魔法傷害。","0","0","0","0","0"
"0","1","0","0","0","100200301","1.46","0","0","花朵護盾","0","0","0","0","0","0","0","0","0","1002003","2003","0","小幅度提升己方全體的物理防禦力。","0","0","0","0","0"
"0","1","0","0","0","100201101","0","0","100201102","盛開治癒","0","0","0","0","0","0","0","0","0","1002011","1005","0","中幅度恢復全體夥伴的HP，再大幅度提升其物理防禦力，並且展開物理無效的屏障，同時大幅度提升行動速度。","100201103","0","100201104","0","0"
"0","1","0","0","0","100201201","1.6","0","100201202","花朵射擊+","0","0","0","0","0","0","0","0","0","1002012","2002","0","對面前的 1 名敵人造成中幅度的魔法傷害，並中幅度降低其物理攻擊力。","0","100201201","0","0","0"
"0","0","0","0","0","100250101","0","0","0","花朵氣場","0","0","0","0","0","0","0","0","0","1002501","3003","0","戰鬥開始時，中幅度提升自己的魔法攻擊力。","0","0","0","0","0"
"0","0","0","0","0","100251101","0","0","100251102","花朵氣場+","0","0","0","0","0","0","0","0","0","1002511","3003","0","戰鬥開始時，中幅度提升自己的魔法攻擊力，並小幅提升自己的魔法防禦力。","0","0","0","0","0"
"0","0","0","0","0","100300101","0","0","0","斬擊風暴","0","0","0","0","0","0","0","0","0","1003001","1001","0","對面前的 1 名敵人造成特大幅度的物理傷害。","0","0","0","0","0"
"0","0","0","0","0","100300201","0.955","0","0","狂風刺擊","0","0","0","0","0","0","0","0","0","1003002","2001","0","對面前的 1 名敵人造成中幅度的物理傷害。","0","0","0","0","0"
"0","0","0","0","0","100300301","1.3275","0","100300302","反擊斬","0","0","100300305","0","100300306","0","0","0","0","1003003","2001","0","對面前的 1 名敵人造成中幅度的物理傷害。根據攻擊前處於戰鬥反擊姿勢時怜所受到傷害的比例，來提升造成的傷害。","100300303","0","100300304","0","0"
