018de79298a3c00b8514ccae5793c9711fc82375dcb50349208a6249e67b910c,d89a654b212e6e0f7f3275eeeb763aa2359198f64564b1e27ab5b02e389893cc,8db101827776325ae06ebbd457018ba517f0ed70871690026d012dd04742da7d,df22687c3de340a409c42a431890a86facc8225ff5ae785c53f6da6199d5dbdb,d51db8b1e4e1a848fbb847fdd3156ab9311a1b7f928591a07bfe82898e1105fa,95a979358735d0a13ec28f1d4ee2d8351a3fa5793d354c1420b0dae4cc3ae8f5,3e47c25450331fef021938cb6109d1bdd8912809b6627567b54a30a23c412236,3ab7de0f8d2e5c6ebd16083e66bf5ef776acf962a6aba1c8124cf1891e653a45,b1f4c8727d879ffe833abdc3f979079859b901539a56b6252c66a8ec11183922,5e1e6d9c0d23ee6071a62501387c742f24bfb34e1d8710a1963ea7936c3b8bc8,16346bd4ef796d5dd60d7eac747cbf90db46b56524d771fac53032925d995d3e,9552cf6b2b07672b16c135fa3faf4b33bfa2c1b82123715446218fc388226477,5bcbd75b325849656c0fc9b8bb2ca9ba803b566e6b61a4023ef8aae973175664,59f6bff816b2189590f0dc145e8de18bf01ed7ddb9719daa812caf980b605f13,7d99e5a9fa0e93859b5b48ae87f2864dc3715cb43b78436e362384829da2da3c,232411e52122d4c12e96f3f24497218c3713e7d3c674edb77f66dddc84c3fd84,280973fd9c8f0f4b8df66c2e0ded30e16621c8eab08434de1133c2fbc4909819,4ff88f79533cc9137832081b0d8ffa2c750775a01dffb626f8fdc0ca6cc19edf,20e854e79a970eaf4336764521430cb4a5a133a17626f6949de584536bb74724,ac23fcaf648ec0ef413ec35321cea50eaa0890c11820269ad72fad01f3745bda,213574304af75c2bd31a6cc4a09565257674ee26d899a9a8703d5ea00cc2a636,86e1a6205d77f1223b399b830083dadd4cca217913055dbe75140275538c7d9d,807154c5eef63697c5c3432a3638f4a82fce1ee4c857aad0e60d10a19cae011b,1adf05d97ad581443fce94da747b7b5136e0275f6512d6288eb75be025d4d819,3522921a713dba01f3932831f93d636d5116faeb63cf599cc126e6e5aa1ed8d4,93b7a9f42147f46b60d1217a8249f13b2a08d1ea8666c33110f1dd0f9962a062,99878417310ab0d33a2178903d0d434eed9a1a9e47ab98a7bbb31133a12c39ef,013f5552f68a99d3bfcff160d2708d17d66d3b0f82ff1f5e084733e9f3b5ff0a,6a1b9de49a28ff7628867feca5e287415cd55b11aa787941ad62e373ae4e3255,14118846ff8a6e2480e35ee2a3f789f3f6e92a78a4784b11d7c2c32671bd2e10,cf302571da7eb2345b0256d0976e41f892c69eafeaace299b3fd154de796739e,2e777e9b1d32d686245e494bfd231f9241533377e15c342de5248a40a5215ec9,65b567b563a2d0e2a66a58e887c9267178e17d4ef6269a4e66643dbb7d5878f2,69f62b6cb72b78983803cddf46cfc3567a86939a19129d3841a87b1872e8129b,c3288643b246b7fc05a02565cc3449bfd217faf0dc003075b14e3461cebde9c7,d07a0017472c41dddc686b317d3ca2b9af79de68d26cd232929bc5503d0a64a1,214d1c70b8cfc4149b675cd15225e28bd75e9f3a65f8b5240425564013f85919,1be90d9ecd93f427ac6782beec66625510c0e4d47162a5ed76f25c9dbb78b0e4,250726cedafda260927db76549e858ad7d0a260282c69c174894073358f6f923,b1848261d6eb91075bb67a3bf763bfdb2e68a5be99104831ac23b03a5603ba2b,fb1eebb0c2fd762b314b478bc5abf3dc752b3054e5c3849409ca2aa06d3e87da,caec1bf88ca5248a6dfe1b3e8824e176643af58cf73f5bbd8e31f7a63d6b3ef5,db7ab1151f89ea97ba611285acc53eb359c09c768b606103cc46356c8c6b1c3c,fae9285358b9b8dd84413e548ab384593bf3f137cfbac63f0077a6eea773ffa8
"1200","309401","0","僕役‧刀刃（物理）","60","0","0","0","10000","0","0","10000","50000","750000101","0","0","0","1","1200","0","105000000","350","0","0","1","0","10000","0","0","0","0","300000019","0","0","0","70","0","0","0","10000","0","0","0","0"
"0","217300","0","爆裂敵人","100","0","0","0","0","0","0","100","0","750000102","0","100","0","1","0","0","1000000","500","0","0","1","0","100","0","150","0","0","300000008","0","0","0","0","0","9000","0","0","0","250","0","0"
"300","322800","0","奄美魔物","60","0","0","0","10000","0","0","0","27000","750000201","27000","0","10000","1","300","0","100000000","353","0","0","1","0","0","0","10000","0","0","300000008","0","0","0","70","0","10000","0","10000","0","0","0","10000"
"1600","208014","0","小奄美魔物","60","0","0","0","10000","0","0","10000","20000","750000202","0","10000","0","1","1600","0","70000","353","0","0","1","0","10000","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","10000"
"1600","208015","0","小奄美魔物","60","0","0","0","10000","0","0","10000","20000","750000203","0","10000","0","1","1600","0","70000","353","0","0","1","0","10000","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","10000"
"1600","208016","0","小奄美魔物","60","0","0","0","10000","0","0","10000","20000","750000204","0","10000","0","1","1600","0","70000","353","0","0","1","0","10000","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","10000"
"0","217300","0","爆裂敵人","100","0","0","0","0","0","0","100","0","750000205","0","100","0","1","0","0","1000000","500","0","0","1","0","100","0","150","0","0","300000008","0","0","0","0","0","9000","0","0","0","250","0","0"
"1200","309501","0","僕役‧魔能（魔法）","60","0","0","0","10000","0","0","10000","0","750000301","46000","0","0","1","1200","0","109000000","356","0","0","1","0","10000","0","0","0","0","300000008","0","0","0","90","0","0","0","10000","0","0","0","0"
"0","217300","0","爆裂敵人","100","0","0","0","0","0","0","100","0","750000302","0","100","0","1","0","0","1000000","500","0","0","1","0","100","0","150","0","0","300000008","0","0","0","0","0","9000","0","0","0","250","0","0"
"700","308409","0","幻影男爵","60","0","0","0","10000","0","0","10000","21000","750000401","42000","10000","0","1","700","0","143000000","359","0","0","1","0","10000","0","0","0","0","300000001","0","0","0","90","0","0","0","10000","0","0","0","0"
"0","217300","0","爆裂敵人","100","0","0","0","0","0","0","100","0","750000402","0","100","0","1","0","0","1000000","500","0","0","1","0","100","0","150","0","0","300000008","0","0","0","0","0","9000","0","0","0","250","0","0"
"0","313502","0","卡里莎","60","0","0","0","10000","0","0","10000","0","750000501","0","100","0","1","0","0","190000000","362","0","0","1","0","100","0","0","0","0","300000008","0","0","0","130","0","100","0","10000","0","0","0","100"
"500","313502","0","紅","60","0","0","0","0","0","0","0","40000","750000502","1000","0","0","1","500","0","3000000","362","0","0","1","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0"
"2400","313502","0","黃","60","0","0","0","0","0","0","0","0","750000503","0","0","0","1","2400","0","99999999","362","0","0","1","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0"
"10000","313502","0","藍","60","0","0","0","0","0","0","0","0","750000504","0","0","0","1","10000","0","2000000","362","0","0","1","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0"
"700","313502","0","卡里莎","60","0","0","0","0","0","0","0","0","750000505","0","0","0","1","700","0","3000000","362","0","0","1","0","0","0","0","0","0","300000008","0","0","0","0","0","0","0","0","0","0","0","0"
"0","217300","0","爆裂敵人","100","0","0","0","0","0","0","100","0","750000506","0","100","0","1","0","0","1000000","500","0","0","1","0","100","0","150","0","0","300000008","0","0","0","0","0","9000","0","0","0","250","0","0"
