9ed7a0b80369631602874352a4592afb770b355b1836786936e5b81ad92b2ecf,a5dfd8f4482fcdd90e1d43d3a46779da666293ada236e5959b5c374491a642d6,5c4f10390875494a3a4e9683d05d1c03188b0dd1d6812fc33435c21d9b7edb80,49360f2fe404d1bdf62ca3c70f047d8a4c02823258a52e3d37db40c47ffeccce,1ee3540a36497dc0450c9deae3b17c3e950247d2f367fb8e7fa29092cb41762b,c34b15a10d712bb556516b288940c4c7a737bd32abce2eb1598457a87de0c50a,bd9ef699d5540591a705874865f02e92ccfc56d7d6ad792ecb37a011ca53a915,1720c8d5a7199f28dffefc73c727cdaab6a20893e1d90f16aa0e75ff52316b65,03c1ee62137beea7b4cb5d3782cb2e11d5856cbc0dae526108fd456c9d4e8055,6d6f1ec2a7685bf8bb1290b37f00dfdbb0d39a316858039c36c1d5043c356f9b
"5000000","0","0","101","0","111","0","2","25101","3"
"5000000","0","0","201","0","211","0","2","25101","3"
"5500000","0","0","301","0","311","0","2","25101","2"
"5500000","0","0","401","0","411","0","2","25101","2"
"6000000","0","0","501","0","511","0","2","25101","3"
"6000000","0","0","601","0","611","0","2","25101","2"
"6500000","0","0","701","0","711","0","2","25101","2"
"6500000","0","0","801","0","811","0","2","25101","2"
"7000000","0","0","901","0","911","0","2","25101","3"
"7000000","0","0","1001","0","1011","0","2","25101","2"
"7500000","0","1112","1101","0","1111","0","2","25101","2"
"7500000","0","1212","1201","0","1211","0","2","25101","2"
"8000000","0","0","1301","0","1311","0","2","25101","3"
"8000000","0","0","1401","0","1411","0","2","25101","2"
"8500000","0","0","1501","0","1511","0","2","25101","2"
"8500000","0","0","1601","0","1611","0","2","25101","2"
"9000000","0","0","1701","0","1711","0","2","25101","3"
"9000000","0","1812","1801","0","1811","0","2","25101","2"
"9500000","0","0","1901","0","1911","0","2","25101","2"
"9500000","0","0","2001","0","2011","0","2","25101","2"
"10000000","0","0","2101","0","2111","0","2","25101","3"
"10000000","0","0","2201","0","2211","0","2","25101","2"
"10500000","0","0","2301","0","2311","0","2","25101","2"
"10500000","0","0","2401","0","2411","0","2","25101","2"
"11000000","0","0","2501","0","2511","0","2","25101","3"
"11000000","0","2612","2601","0","2611","0","2","25101","2"
"11500000","0","2712","2701","0","2711","0","2","25101","2"
"11500000","0","2812","2801","0","2811","0","2","25101","2"
"12000000","0","0","2901","0","2911","0","2","25101","3"
"12000000","0","3012","3001","0","3011","0","2","25101","2"
"12500000","0","0","3101","0","3111","0","2","25101","2"
"12500000","0","0","3201","0","3211","0","2","25101","2"
"13000000","0","0","3301","0","3311","0","2","25101","3"
