eef941550d524062d85be1307f2e7de3ef231b687c44112e42b128a83388668a,98c165273367cb1c25343c962107486bebdf26b1963c3e430901e826aa8cff6c,ac87a462cbc5e789854ad2eeff9346ced6e66f30d51ab2a1932ab9d803bd6747,7520920d680fa65d11e1ad241a697bfce88cb6328cb8e3ffa15bea352b03912b,fee49caa095409a1cd1f4906ef5cec625b32e6f833fdaa84e5b0c577af9fcf90
"10141107","10141","信賴度","6114101","1"
"10144102","10144","信賴度","6144101","1"
"10151110","10151","信賴度","6124101","1"
"10153102","10153","信賴度","6017101","1"
"0","20015","信賴度","0","1"
"0","20017","信賴度","0","1"
"0","20018","信賴度","0","1"
"0","20019","信賴度","0","1"
"0","20020","信賴度","0","1"
"0","20022","信賴度","0","1"
"0","20023","信賴度","0","1"
"0","20024","信賴度","0","1"
"0","20025","信賴度","0","1"
"0","20026","信賴度","0","1"
"0","20028","信賴度","0","1"
"0","20029","信賴度","0","1"
"0","20030","信賴度","0","1"
"0","20031","信賴度","0","1"
"0","20032","信賴度","0","1"
"0","20035","信賴度","0","1"
"0","20037","信賴度","0","1"
"0","20038","信賴度","0","1"
"0","20042","信賴度","0","1"
"0","20043","信賴度","0","1"
"0","20048","信賴度","0","1"
"0","20049","信賴度","0","1"
"0","20051","信賴度","0","1"
"0","20054","信賴度","0","1"
"0","20055","信賴度","0","1"
"0","20056","信賴度","0","1"
