fa4f64766b3e9a873e55f8589b2756dab1b36e423930ae63d9668342e07c3e68,6dac9fc9f9e9c40c2de0a7c414811af7fc330b64bbb87fde6b6d15df4dab6e55,8a67931209287e0c1f12d68d63b9e52018830a9d075caec35d0cdc0ecf0dcdb4,25509a7cb02234a4d443ebdbdd169bed0bd22178f8fd4e8fc6b41070c5ee3ceb,2cabfb172c88b690e4e7ca51aa3e4210b38b90023d800ff68e09c09673a4d6c2,14b8e84ca8c427e932c27479f1431e810251a4df50cbf4d453251ce68484c39d,0bf4d2fbe01633bcf75d521ff7b1ec546dd3a6fe858080f2c38929791acc1933,c2d87497b6717b89a6c185f7c32aad9aab6674d6726a1d0f64e8c57b9ae2e55d,edc8110ec7c8d8a4f10e96ddeb19a25863d1accae51e6015135050be3c52684b,1e7c341738231ecc196fc9e084c394e80295ba794cd26d6e4270556effd4431f,dce53ef475e3b1088ed8d8bdee772b6995ef051597231d914a95e7e1cd007c8a,214b870367e1b011e7cbbbc0f40ef523f4ca07093aed410fb7ddcc3469b17fd8,0bba77178b05dbc7379dadfc198e3483cc69f73baa3b7d930110714f32fe79ca,8b3deb36d312a40a3b87bb8c38b22b0043e5f1b1a141ce21d1613a95ba11bbec,34a8d87cf49362f13fd267dbc73a7c7ade878df5af2a7071edaef14bad424e90
"2","1001","0","1","喔！\n發現那裡有正在傷腦筋的人！","我是日向♪\n今天也要精神十足的加油喔♪","1.4","騎士先生\n我們過去幫忙吧～","1","0","春咲 日和","1","0","0","0"
"2","1002","0","1","希望可以\n守護重要的人…","跟大家一樣\n我也必須變強一點","1.4","哎呀，我、\n我在說些什麼呢\n啊哈哈…","1","0","草野 優衣","1","0","0","0"
"2","1003","0","1","你所需要的注意力與感受","要不要試試看擊劍呢？","1.4","都可以藉稍微受到磨練喔。","1","0","士條 怜","1","0","0","0"
"2","1004","0","1","今天要玩些什麼呢？","那個，哥哥！","1.5","禊我啊，\n想要玩躲貓貓！","1","0","穗高 禊","1","0","0","0"
"2","1006","0","1","那個…","我是風宮 茜里","1.4","你要跟我…\n一起去嗎？","1","0","風宮 茜里","1","0","0","0"
"2","1007","0","1","我想吃布丁ー","我是出雲 宮子ー","1.5","我對於食物的怨念可是很恐怖的ー","1","0","出雲 宮子","1","0","0","0"
"2","1008","0","1","你也是因為我的美貌\n而吸引過來的吧。","我是虹村雪。","1.4","沒關係。\n被人看，也是我的命運…","1","0","虹村 雪","1","0","0","0"
"2","1009","0","1","我真正的名字是\n安妮羅潔·馮·修特帕魯！","哼…你聽到了可不要後悔！","1.4","人稱「疾風之冥姬」!!","1","0","柊 杏奈","1","0","0","0"
"2","1010","0","1","兔子先生，\n你讓我遇到命運中的王子","我是真步真步王國的公主，\n真步公主","1.5","真的謝謝你了～♪","1","0","姫宮 真步","1","0","0","0"
"2","1011","0","1","為了找尋我那離別的哥哥，\n經歷了許多世界！","我是衣之咲璃乃！","1.4","被我遇到了\n算你命大～！","1","0","衣之咲 璃乃","1","0","0","0"
"2","1012","0","1","什、什麼超能力…\n那是什麼東西呢～？","我是初音，\n我還蠻強的喔。\nYeah☆","1.4","…拜託！\n不要跟任何人說啊～！","1","0","柏崎 初音","1","0","0","0"
"2","1016","0","1","勉強算是女子高中生模特兒的時尚教主！","你好！\n我是美波鈴奈呦～♪","1.4","秀才真的是\nGF（Ｇood feeling）～♪","1","0","美波 鈴奈","1","0","0","0"
"2","1017","0","1","東京就像個遊樂園的地方啊ー","你好啊。\n我是喜屋武香織ー。","1.4","可是，沖繩也是個好地方喔ー","1","0","喜屋武 香織","1","0","0","0"
"2","1018","0","1","還是不太習慣\n被稱作為老師","我是支倉伊緒。","1.4","所以就叫我伊緒吧。","1","0","支倉 伊緒","1","0","0","0"
"2","1020","0","1","啊！哥哥～\n等一下啊～","什麼…？\n美美，\n不懂太複雜的事情…","1.5","不要放美美一個人啊～","1","0","茜 美美","1","0","0","0"
"2","1021","0","1","那個……\n咦……","啊…那個…我是…\n栗…林… 胡桃…","1.5","哇啊啊啊啊啊……","1","0","栗林 胡桃","1","0","0","0"
"2","1022","0","1","為了我，\n浪費那麼寶貴的時間，","我是風宮依里。\n啊啊啊啊啊！","1.4","總之先謝謝你！","1","0","風宮 依里","1","0","0","0"
"2","1023","0","1","哥哥要去哪裡呢？\n什麼？","我是綾音！\n我跟噗吉一起跟著你吧！","1.5","我想要去這裡ー\n快一點、快一點ー","1","0","北條 綾音","1","0","0","0"
"2","1025","0","1","雖然我還不夠成熟，\n接下來還請您多多…，","哇…哇…，\n我叫做天野鈴莓！","1.4","不對，好像怪怪的…\n啊啊啊，對不起！","1","0","天野 鈴莓","1","0","0","0"
"2","1027","0","1","你是我…命中注定的……\n另一半……","……呵呵…我是\n…倉石惠理子……","1.4","我絕對不會………\n鬆開手的…!!","1","0","倉石 惠理子","1","0","0","0"
"2","1028","0","1","如果能節省那些事情的話，\n應該可以過得更悠閒一點！","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？","1.4","…你不覺得嗎？？","1","0","佐佐木 咲戀","1","0","0","0"
"2","1029","0","1","那個…\n你不認識我嗎?!","我是櫻井望！\n請多指教","1.4","哈哈哈，\n看來我還得努力呢～","1","0","櫻井 望","1","0","0","0"
"2","1030","0","1","初次見面，\n我叫做妮諾‧珠貝爾！","鏘鏘！","1.4","將軍，\n跟著我一起統一天下吧！","1","0","妮諾‧珠貝爾","1","0","0","0"
"2","1031","0","1","然後在我隔壁的，是……\n什麼，看不到嗎？","我是上喜忍。\n手上拿的骷髏，是我的父親。","1.4","真是奇怪呢……","1","0","上喜 忍","1","0","0","0"
"2","1033","0","1","但是\n目前還缺少了點東西…","我的目標\n是成為有名的搞笑藝人！","1.5","沒錯，\n那就是會吐槽我的對象…！","1","0","野戶 真陽","1","0","0","0"
"2","1034","0","1","因為有一點緊張…","那個…我是…綾瀬優花…\n那個…不好意思！","1.4","所以，\n先來去喝一杯了…！","1","0","綾瀬 優花梨","1","0","0","0"
"2","1036","0","1","因為不可以跟陌生人說話","我…冰川 鏡華。","1.5","所以沒有辦法…\n在跟你說話了！","1","0","冰川 鏡華","1","0","0","0"
"2","1038","0","1","……啊，鬧鐘響了。","我是柏崎…栞。","1.4","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","1","0","柏崎 栞","1","0","0","0"
"2","1040","0","1","我，從來都沒有交過朋友……","我、我是雙葉碧。","1.4","只有花朵，\n是我唯一的說話對象。","1","0","雙葉 碧","1","0","0","0"
"2","1042","0","1","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","我是三角千歌。","1.4","我衷心這麼期望著。","1","0","三角 千歌","1","0","0","0"
"2","1043","0","1","什麼？\n你是那傢伙的同伴嗎？","我是安藝真琴。","1.4","抱、抱歉，剛才懷疑了你…","1","0","安藝 真琴","1","0","0","0"
"2","1044","0","1","所有具有生命的東西啊！","我就是夜晚的統治者！","1.4","居服在妾身偉大的力量之下吧\n哈哈哈！","1","0","伊莉亞‧奧恩斯坦","1","0","0","0"
"2","1045","0","1","呵呵呵呵呵……啊！","然後騎士就對妖精粗魯的……","1.4","找、找空花有什麼事情嗎!?","1","0","遠見 空花","1","0","0","0"
"2","1046","0","1","可以自由自在的睡覺玩樂♪\n吃飯打架…","我是宮坂珠希喵♪\n當貓很好呦喵？","1.4","嗯～…\n貓咪真的是太棒了～♪","1","0","宮坂 珠希","1","0","0","0"
"2","1048","0","1","那麼趕快來去冒…","我是大神美冬！","1.4","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","1","0","大神 美冬","1","0","0","0"
"2","1049","0","1","無論是冒險、戰鬥、\n打掃還是洗衣服","我是星野靜流！","1.4","全～部的事情，\n都繳給姐姐吧！","1","0","星野 靜流","1","0","0","0"
"2","1050","0","1","正如你所見的，\n是個性感的美少女","我是玉泉美咲。","1.5","就是在學校裡面，\n大家會捧為偶像的存在呦♪","1","0","玉泉 美咲","1","0","0","0"
"2","1052","0","1","？？？？","？？？","1.4","？？？？","1","0","莉瑪","1","0","0","0"
"2","1053","0","1","居然想利用零食\n這點東西來收買我……","我是莫妮卡‧拜斯溫特。","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","莫妮卡‧拜斯溫特","1","0","0","0"
"2","1058","0","1","居然想利用零食\n這點東西來收買我……","我是莫妮卡‧拜斯溫特。","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","貪吃佩可","1","0","0","0"
"2","1059","0","1","居然想利用零食\n這點東西來收買我……","我是莫妮卡‧拜斯溫特。","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","可可蘿","1","0","0","0"
"2","1060","0","1","居然想利用零食\n這點東西來收買我……","我是莫妮卡‧拜斯溫特。","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","1","0","凱留","1","0","0","0"
