3371534da69c29da36cd93f867d27ec946a648c4685f59d148fc777910278e56,56532e1a8f93d0b8af28f9cc1f9efb6892a3b45b412333aee7ae76eabd7b04fe,66c39a3b200adb94bd063c98c1bb1d42320f71c1cb9dc01eeef59fd5d68e254b,8371d0d9a2caf9c3506632cfc6e4cebfbe2b61378bd4996e2a4be2c83514705e,16bb959f8996540d5249e78bb08a66ee13bdbccefcd3cf229159efe6810aeb7a,2b52a4025c5f6dcb61f7b8c949388580d55b131d69b7c6307053ece2e4ec92ce,06702cef171ba9ff92e2961433417942302413a5f11adc07ec01e98d86a421d8,12529a65fbb8efc224ffe583b7036eeb09a3509e701252f66cd1b865932b0652,507c87527ba8b0ad2eb19b78f4c7905c72c40dfd54d174613eafdfb120741bd2,9be7ab62872cdcac2ba659d4e4021a7d084f953da051ebada53599048908754a,d5e94f785bcc454045ee42f41b7d45f84921869bd70c734120cb62cef88153f3,24d334b6a624485a615c46b29e0da63002a88d5619d1ed882da623b78f88d41f,9c0891bdfdf85619d1e74e31acd451c9d7ceca9fa1dd396bd56287b5825cec85,8285a47a49ba97ab8c675ff35f7cc8ba2239c88446e4ddbe556f5106616f2368,3b754ec5d34be601c9642af172091a338c12da0e8c6aa0d7c36fe9fd7eff4335
"0","喔！\n發現那裡有正在傷腦筋的人！","春咲 日和","0","2","我是日向♪\n今天也要精神十足的加油喔♪","1","1.4","0","騎士先生\n我們過去幫忙吧～","1","1001","0","1","0"
"0","希望可以\n守護重要的人…","草野 優衣","0","2","跟大家一樣\n我也必須變強一點","1","1.4","0","哎呀，我、\n我在說些什麼呢\n啊哈哈…","1","1002","0","1","0"
"0","你所需要的注意力與感受","士條 怜","0","2","要不要試試看擊劍呢？","1","1.4","0","都可以藉稍微受到磨練喔。","1","1003","0","1","0"
"0","今天要玩些什麼呢？","穗高 禊","0","2","那個，哥哥！","1","1.5","0","禊我啊，\n想要玩躲貓貓！","1","1004","0","1","0"
"0","那個…","風宮 茜里","0","2","我是風宮 茜里","1","1.4","0","你要跟我…\n一起去嗎？","1","1006","0","1","0"
"0","我想吃布丁ー","出雲 宮子","0","2","我是出雲 宮子ー","1","1.5","0","我對於食物的怨念可是很恐怖的ー","1","1007","0","1","0"
"0","你也是因為我的美貌\n而吸引過來的吧。","虹村 雪","0","2","我是虹村雪。","1","1.4","0","沒關係。\n被人看，也是我的命運…","1","1008","0","1","0"
"0","我真正的名字是\n安妮羅潔·馮·修特帕魯！","柊 杏奈","0","2","哼…你聽到了可不要後悔！","1","1.4","0","人稱「疾風之冥姬」!!","1","1009","0","1","0"
"0","兔子先生，\n你讓我遇到命運中的王子","姫宮 真步","0","2","我是真步真步王國的公主，\n真步公主","1","1.5","0","真的謝謝你了～♪","1","1010","0","1","0"
"0","為了找尋我那離別的哥哥，\n經歷了許多世界！","衣之咲 璃乃","0","2","我是衣之咲璃乃！","1","1.4","0","被我遇到了\n算你命大～！","1","1011","0","1","0"
