39180a316025a09361021c7262750ca871253bcd5e5cda56b7dbad12190c04a9,c1c56688115ad850f210e4a55a9428c18f33fa61da1a15d4f58051b322eb87d3,c92c596bbb8bb107fb25dca06fe10ca2e1781790ab4a13526b38fdadc61796a4,ab42a61ba8368ffb39a477d220950181c076f029b3e3c2eca8e35fd926a09eb9,5dca05da008afc5cbb0e3548f1e414551ed9953be8245aba2c54db93e2cfacd2,7925b914f4f3473353866f7a5a2b0403e3dc24dbf8939a5757968ccbbb66490b,27f76c88e1ee48157e4eb7699f466b52c9e9f252987c41299082e647f8540ccf,14811fd6aa29184c4e4e7026173b21e88c4327c3350f79d6e245d952208fd3ca,84d47e209932b26bc8680c17c433e6cd1de75f19e1b629aea520406963ef3329,27e31a5ca8da4a1e7ab2f06b57d78f7950c00ebd3be7b4ec66fdc3bc6827b748,104fdf6d71f5e811800db40066a67175f9e4695e535ab3f7c8c523e44e4ad49e
"10101","10101001","0","11","0","1","11001010","0","通過主線冒險（NORMAL） 1-10","10101001","1"
"10101","10101002","0","1","0","10","105801","0","將貪吃佩可升到Lv10","10101002","1"
"10101","10101003","0","2","0","2","105801","99017","將貪吃佩可升到RANK2","10101003","1"
"10101","10101004","0","16","0","1","2001006","0","閱覽主線劇情第1章全部","10101004","1"
"10101","10101005","0","9","0","50","0","0","提升角色的技能等級共50次","10101005","1"
"10101","10101006","99010","11","0","1","11002006","31059","通過主線冒險（NORMAL） 2-6","10101006","1"
"10101","10101007","0","10","0","1","0","0","進行1次公主騎士強化","10101007","1"
"10101","10101008","0","12","0","1","21002","0","完成1次經驗值冒險","10101008","1"
"10101","10101009","0","12","0","1","21001","0","完成1次瑪那冒險","10101009","1"
"10101","10101010","0","11","0","1","11002012","0","通過主線冒險（NORMAL） 2-12","10101010","1"
"10101","10101012","0","2","0","3","105801","99017","將貪吃佩可升到RANK3","10101012","1"
"10101","10101013","0","1","0","20","105801","0","將貪吃佩可升到Lv20","10101013","1"
"10101","10101014","0","11","0","1","11003012","0","通過主線冒險（NORMAL） 3-12","10101014","1"
"10101","10101015","0","16","0","1","2002006","0","閱覽主線劇情第2章全部","10101015","1"
"10101","10101016","0","11","0","1","11004010","99010","通過主線冒險（NORMAL） 4-10","10101016","1"
"10101","10101017","0","11","0","1","12002002","0","通過主線冒險（HARD） 2-2","10101017","1"
"10101","10101018","0","3","0","4","1058","0","將與貪吃佩可的羈絆Rank升到4","10101018","1"
"10101","10101019","0","4","0","3","105801","0","將貪吃佩可升到★3","10101019","1"
"10101","10101020","0","11","0","1","11005013","0","通過主線冒險（NORMAL） 5-13","10101020","1"
