276d902bd654b27cf600e84a297804421c5a2cf4411d1e7eba0c07e4bd1f8c4f,bdae1ff806c5aee30ac593d0b85cfb9edc004db8a8ad6f89374841577bd8c048,9b11a341626b037742d35af9b7a7368f42e7a38081be46c976a7d4db6b48db2b,d6763e32641952379a62eb684b7edff944280aee8b8cfa7c9731fb5e218c26f0,ee8a851b20c28d8e0c0614400991c7d4a14211079e9cfc68a322c9366417881f,3c5bebbacf086afe0932e180175fc286ccd52c0b02a521be9af0aec132c6b843,5b155672581878b9e22a68525e7a487ce3b4c93212fa1c20e2c0ddea83762d8b,d02214b0d194f90bf3f2198e0edfe1be6f4dedd45794f4e8d8c905257cb94061,8321850fd99cf610f5a1baba3cc5767141194a01fd25fa7fc5edccc24dd03610,cc42707985b8e8c3a8ec1ded2912843cc7cdaeeb041980294acecf5addbe03ee,2054ea3620e9cecd843db9eaca8be4406d28787b576e404852fd8fe5c95c7f2f,4d397a56e24a93b0e4570b811a845b327422b9eec462fa46969058d8123c8203,37daa16aa36f7c202ec7a33633171ae617d10822ea84243c9444ba511f24c82e,a0f7de513ee967ed8c3186d460dfb74cff3d32e16ad2963b1868cd5d28456049,832c7a76a7879ffac446377a8bcdd453dc7001645c8676352cf2f356fea3d864,c3f2b62aa7fe0de3b56333488911dcec8927c94844eb002b51fbf7a482f01f71,8d832b5db196678c076adc59cfcaa8c8c590a1e0a51b6c1c974cb6f7d03e2317,63bcf94232f9720b3ff921dfc675f943f5be398319956a7a4daa0e1ad1181b08,8deeeccbc011dee328236779d027ec0ef436785f3881b89e3fcec7ccd1718ee0,0b8768eec46f10af742e41ff92f0574cc19aae5ad6c136ee208506e0b7ea57d9,8cf9066d36fa93dc617847f89cff39e79768659c7f597e4305824eda340e4736,528ca0d6dcb5d5de1ad3d740d337aad9381ca8ce347b7e9ba644e31f3d7b16ec,70da7d2298e2924c7b15817786d8044171c810d007fc25e4deb1ab929b38d028,af703c318eb68650d1a5e51e9ef5a8bba387dfda12aff34382195bff46027bd1
"3","0","0","0","0","0","0","1002","1","1","1002","0","10010101","0","0","1","100101","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","1001","10020101","1","0","1","100201","10","1001","1","0","0","1001","0"
"4","0","0","0","0","0","0","1","1002","1001","1","0","10030101","0","0","1","100301","8","1","1002","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1001","0","10040101","0","0","1","100401","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10050101","0","0","1","100501","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10060101","1001","0","1","100601","9","1001","1","0","0","1001","0"
"6","0","0","0","0","0","0","1","1001","1","1002","0","10070101","1002","0","1","100701","9","1","1001","0","0","1","0"
"3","0","0","0","0","0","0","1001","1","1002","1","1002","10080101","1","0","1001","100801","10","1","1001","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1001","1","1001","0","10090101","0","0","1","100901","7","1001","0","0","0","1","0"
"3","0","0","0","0","0","0","1002","1","1","1","1","10100101","1002","0","1002","101001","10","1001","1","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10110101","0","0","1","101101","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10120101","0","0","1","101201","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1002","1","0","10130101","0","0","1001","101301","7","1","0","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10140101","0","0","1","101401","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10150101","0","0","1","101501","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10160101","0","0","1","101601","7","1001","0","0","0","1001","0"
"5","0","0","0","0","0","0","1002","1","1","1","0","10170101","1001","0","1001","101701","9","1001","1","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10180101","0","0","1","101801","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10200101","0","0","1","102001","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10210101","0","0","1","102101","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10220101","0","0","1","102201","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10230101","0","0","1","102301","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1001","1","0","10250101","0","0","1002","102501","8","1","1001","0","0","1001","0"
"4","0","1002","1","0","0","0","1001","1","1001","1","1001","10260101","1","0","1001","102601","12","1002","1","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1002","1","0","10270101","0","0","1002","102701","8","1","1001","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10280101","0","0","1","102801","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10290101","1001","0","1","102901","9","1001","1","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10300101","0","0","1","103001","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10310101","0","0","1","103101","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10320101","0","0","1","103201","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10330101","0","0","1","103301","7","1001","0","0","0","1001","0"
"4","0","0","0","0","0","0","1002","1002","1001","1","0","10340101","0","0","1","103401","8","1","1002","0","0","1","0"
"3","0","1001","1002","0","0","0","1002","1","1","1001","1","10360101","1","0","1002","103601","12","1002","1001","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1001","1","10370101","1001","0","1002","103701","10","1002","1001","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10380101","0","0","1","103801","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10400101","0","0","1","104001","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10420101","0","0","1","104201","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10430101","0","0","1","104301","7","1001","0","0","0","1001","0"
"3","0","1001","1002","0","0","0","1001","1","1","1001","1","10440101","1","0","1002","104401","12","1002","1001","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1002","0","10450101","1002","0","1001","104501","9","1","1001","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10460101","0","0","1","104601","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10470101","0","0","1","104701","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10480101","0","0","1","104801","7","1001","0","0","0","1001","0"
"3","0","1","1002","0","1001","0","1002","1","1","1002","1","10490101","1","0","1","104901","13","1","1001","0","0","1001","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10500101","0","0","1","105001","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10510101","0","0","1","105101","7","1001","0","0","0","1001","0"
"2","0","0","0","0","0","0","1001","1002","1","1002","0","10520101","0","0","1","105201","7","1002","0","0","0","1","0"
"4","0","0","0","0","0","0","1001","1002","1002","1","0","10530101","0","0","1","105301","6","0","0","0","0","1","0"
"4","0","0","1001","0","0","0","1001","1002","1002","1","1","10540101","1002","0","1","105401","11","1","1","0","0","1","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10550101","0","0","1","105501","8","1","1002","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1002","0","10560101","1002","0","1001","105601","9","1","1001","0","0","1002","0"
"3","0","0","0","0","0","0","1001","1","1","1001","0","10570101","0","0","1","105701","7","1002","0","0","0","1002","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10580101","0","0","1","105801","7","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10590101","0","0","1","105901","9","1001","0","0","0","1001","0"
"3","0","0","0","0","0","0","1002","1","1","1002","0","10600101","0","0","1","106001","7","1001","0","0","0","1001","0"
