9eed045b89ab8fe635288092f9e4857259035f23e2902470abf5906f84dc18b5,62fcd4f40ad4564206e85bccae7975b04292759c937b6dc17aaf5f47e782a377,89a1818039b7d0356c35c1d0e97aea56471aa2e5c9880c5a211a3320e1e760c5,27dfa3890dfd11a2b90cdbbb655aa0101ae5b0c384daa9b7d551a9aced79ca27,a74b01b6111ef54da37650b668fd94459e23a055772cb8c18850a25d5e632a8e,dc927921abd3f9e2eb36706d003312d7f749d0e6647a71f89e694a65d6eda45b,ffc4ee790d0d70f63cf4c93798c11093286a4476da886b499346f34f4257a08d,25ec935ff3704bf7cb010c30c917b1095e6ea5f199d737a8181ebb60b00523eb,1b5d89b148aabf254a1bc5462b1ad7fc3a8ece25d0780241bd613908eb2b9bb4,c9bec5c150a2ca9da5e439a04a751bbc073eca3e63bbd2043dcfb872199a3212,b782946799b2fcb71870e24d1acc367a8c4bea4059d4ef7d8395ed50e3df7711,faf5796f0c2353fbee0ca3bfc5a198cb84cac0725194fc3b5bfa3247b7a8ee75,2f94164dcff7b1cb0acdd863dbeb5ef4097f3695d8d440ca5ddb33d9223c64c8,0fd3b63ff27f81ff824855f6554056f95611faf462e6509f1b8ae1332bcdb281
"0","10021","啊啊～好可惜～\n難道你的魂被奄美魔物奪走了嗎～？","1","香織（夏日）","2019/12/02 16:00:00","1","24","2.3","2030/12/17 14:59:59","110501","0","4","24015"
"0","10021","今天的舞蹈也跳得很糟糕呢～\n吃點像苦瓜的東西恢復元氣吧～！","2","香織（夏日）","2019/12/02 16:00:00","1","24","2.3","2030/12/17 14:59:59","110501","0","4","24016"
"0","10021","到處都是奄美魔物，看得我眼花瞭亂～！\n腦袋也昏昏的～！","3","香織（夏日）","2019/12/02 16:00:00","1","24","2.3","2030/12/17 14:59:59","110501","0","4","24017"
"0","10021","船到橋頭自然直、船到橋頭自然直\n下次再努力就好了～！\n到海邊游泳，讓自己煥然一新吧～！","4","香織（夏日）","2019/12/02 16:00:00","1","24","2.3","2030/12/17 14:59:59","110501","0","1","24018"
"0","10021","丟臉的一面\n被你看見了～\n泳裝？　我指的不是泳裝喔～？","5","香織（夏日）","2019/12/02 16:00:00","1","24","2.3","2030/12/17 14:59:59","110501","0","5","24019"
"0","10021","狀態絕佳～！　就按照這個步調\n取回大海的和平吧～！\n歡樂的夏天正在等著我們～！","6","香織（夏日）","2019/12/02 16:00:00","3","24","2.3","2030/12/17 14:59:59","110501","0","2","24020"
"0","10021","不管有幾隻魔物來襲，\n我都不會嚇掉魂喔～！\n哈啾！　啊……不過可能會因為剛剛的噴嚏而掉魂～？","7","香織（夏日）","2019/12/02 16:00:00","3","24","2.3","2030/12/17 14:59:59","110501","0","1","24021"
"0","10021","咿――呀――呀――啊――♪\n戰鬥結束後跳個舞蹈，\n精神百倍呀～！","8","香織（夏日）","2019/12/02 16:00:00","3","24","2.3","2030/12/17 14:59:59","110501","0","2","24022"
"0","10021","咦～？　戰鬥途中\n泳衣不知道跑去哪了～？\n喂，你有看到嗎～？\n為什麼要離開呢～？","9","香織（夏日）","2019/12/02 16:00:00","3","24","2.3","2030/12/17 14:59:59","110501","0","6","24023"
"0","10021","我還很有精神喔～！\n不管是奄美魔物還是別的，\n儘管來～吧～♪","10","香織（夏日）","2019/12/02 16:00:00","3","24","2.3","2030/12/17 14:59:59","110501","0","1","24024"
"0","10021","我的空手道可是世界最強的～！\n只要夏日陽光和蔚藍大海常伴左右，\n我們就能所向無敵喔～！","11","香織（夏日）","2019/12/02 16:00:00","3","24","2.3","2030/12/17 14:59:59","110501","0","2","24025"
