556697c4c8e0568bbe05d0af579b220ad9a07650b374adcd9594f1e161889482,2d486ce1d130dfbd6cfd07cf1b033b89721500e4d0aafc7bfecef01c75208551,48b0118d9d4f0f3e20a0c91d93691803300c1909b5b46722e2e8ac9a92952478,8b9a9655dd3affac8d402a3571d96d4cd3f62b4220118182908b7ceaef0f48b8,a100c57e7690ec74c14aa7fd537121d0f9ee67ad92de8ec7b9a4271791de4c6a,748fc161c4b103b09ec36f66ccfbc339b81223344998043b7e74489defaf2bdb,53d51c1845aec6c12e495184171bdd6974b5fb6c3a5021dbeb527c2cef689102,474d6ea54966da72d77d386db67a59c5d8834874d4b3f292bf5c8c0db54e33fd,0f1fa585efa7df4e475a9230e80241d0876aac0653d7be69879fcd646622abbe,496943908a5a5e7d1961e9771a55b791532549d95dbb8a4eb5a8ab74b0fdd43f,17fbf155fa9c6ea6a5e25f814be39ddc3ce053e6ae012a9c042bdd8904665f95,b3a16db32b2640eed14a202139dff6003e3be0a26c090a81cd8b4e3beb671543,963935fef00458cfc61d2f4583e190dcde703aec77d74144fa38551893983b87,77b55ad5cd78646e53eb38ecdad66c953b269f18ece871d3e7964df35c87e983,3b74889589de7321bf23c074a9cebcf7e56ce857491ff6ae2f2053a96e2bb9e3,eba536e2e11df26c14aafc1c52ffb8ced34356ee62faf3f399930599447aef38,48fe589eee28329a2c86d652e6cd8e06797240f337d009c94c81c02295a11e80,284641a5054398bf849ef42ad33c77d7c2a6dec63f20c3cae9aa72839f3340d7,eb90b6a084da3542709c2177b27688edbbe03b17dfa30d49d36516f00e7dbdfd
"0","0","0","0","1","過去，一切開端","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 序幕","5201000","10201","0","8"
"0","0","0","0","2","殘響：迷宮女王","1","1","20","0","1","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（迷宮女王）","5201001","10201","0","8"
"0","0","0","0","3","殘響：誓約女君","1","1","20","0","1","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（誓約女君）","5201002","10201","0","8"
"0","0","0","0","4","殘響：跳躍王","1","1","20","0","1","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（跳躍王）","5201003","10201","0","8"
"0","0","0","0","5","α Re:load","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第2話","5201004","10201","0","8"
"0","0","0","0","6","原型","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第3話","5201005","10201","0","8"
"0","0","0","0","7","殘響：霸瞳皇帝","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（霸瞳皇帝）","5201006","10201","0","8"
"0","0","0","0","8","殘響：變貌大妃","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（變貌大妃）","5201007","10201","0","8"
"0","0","0","0","9","殘響：嚮導老君","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（嚮導老君）","5201008","10201","0","8"
"0","0","0","0","10","Crowns fusion","1","1","20","0","0","0","0","91002","潛入，阿斯特朗　\n七個願望與創世之殘響 第5話","5201009","10201","0","8"
