3baa9478dd3a8e02a53ef966d582cc6d8dbf59074b841881711a97b6966b0119,cb984853f28122669588179e6105f6f42ba3d0799a70156e47851553c8026767,d28dc1dab44f8a2b3b1742094801d40f68b21f14335ffcbec95fe6d1291a22be,099efbc548cf90ee0ce710fa5998323b7af7607c01bf164f548c7b75b465485c,021b06802d82f85934d7702a1618601ad99a5038ab34769594aede85ccbe1e7d,3db877a416b9d16ba518e7fc3f8894db84bdce9621ddfdb6be4615d311f2acc7,b111edadd8e4ba4060bfa57199a0f0ecceadd924ea19eed27b2fc53bc1fa7bd4,d0a52b80768c4a58eb6f7437a3398aba427762e7673f3a8d40089ddeaedaa862,07badbc9f16e2d14c86a904a21e442b74d6ead6677b2a90c55a7e239ca068dfd,40777a1b6045ea659c8a0bddbf03c6041133727e96c7e14a558b84cbf47d9b8a,f43be1e533ff5829549392648afa2e2fb2b4472c74d171123145dfb55b8ef36b,ca4743cf0467e76a0456422fae1d3f39a9a434fecbe134d0734e1fb272ed705f,ad6902b60d6452e13eccac27842188562e3e80bc7bb7a10fdaf058fd409d4dfd
"0","0","狼","豹","狗","1","1","0","0","豬","3110001","0","0"
"0","0","一","四","二","1","1","0","0","三","3110002","0","0"
"0","0","鱷","鮑","鱘","1","0","0","0","鰆","3110003","0","1"
"0","0","花","也","要","1","1","0","0","亭","3110004","0","0"
"0","0","杉","椰","松","1","1","0","0","椒","3110006","1","0"
"0","0","快","容易","禁食","1","1","0","0","牢固地","3110007","0","1"
"0","0","正確","得體","收集","0","1","0","0","改正","3110009","1","1"
"0","0","但是","因此","不過","1","1","0","0","然後","3110010","0","0"
"0","0","氣球往上身高","身高長高","步步身高","1","1","0","0","測量身高","3110011","0","0"
"0","0","罷工","衝鋒","打擊","1","1","0","0","好球","3110012","0","1"
"0","0","必","奘","畚","1","1","0","0","要","3110013","0","0"
"0","0","六","二","五","1","1","0","0","一","3110015","0","0"
"0","0","公主","皇后","突襲","1","1","0","0","刀刃","3111001","0","0"
"0","0","治癒","炸裂","全體","1","1","0","0","進攻","3111002","0","0"
"0","0","F","J","G","0","1","0","0","H","3120001","1","0"
"0","0","金髮","藍色的","白皮膚","1","1","0","0","黑髮美女","3120002","0","0"
"0","0","反對","討伐","制裁","1","0","0","0","批准","3120006","0","1"
"0","0","Salt Water","Distilled Water","Sea","1","1","0","0","Dam","3120007","0","0"
"0","0","性感的","悠閒的","美味多汁的","1","1","0","0","豪華的","3120008","0","0"
"0","0","茶點","重新再來","精力恢復","1","1","0","0","提神物","3120010","0","1"
"0","0","大量的","熟悉的","古樸的","1","0","0","0","古怪的","3120011","0","1"
"0","0","三心二意","七上八下","見獵心喜","0","1","0","0","見異思遷","3120012","0","1"
"0","0","百折不撓","精衛填海","滴水穿石","1","1","0","0","滄海桑田","3120013","1","0"
"0","0","愁山悶海","豆重榆瞑","眉頭不伸","1","1","0","0","灰身滅智","3120014","0","0"
"0","0","大喜若狂","幸災樂禍","樂嗟苦咄","0","1","0","0","心花怒放","3120015","0","1"
"0","0","宵衣旰食","夙興夜寐","席不暇暖","0","1","0","0","孜孜不倦","3120016","1","1"
"0","0","羅莉老太婆","該死眼鏡女","垃圾貓","1","1","0","0","混帳精靈族","3121001","0","0"
"0","0","物件","阿瓦隆","創造","1","1","0","0","鏡子","3121002","0","0"
"0","0","秀色可餐","龐眉皓髮","仙姿玉色","1","1","0","0","沈腰潘鬢","3130001","0","0"
"0","0","視若無睹","視如草芥","視如敝屣","0","1","0","0","袖手旁觀","3130002","0","1"
"0","0","前所未聞","嫌妻良母","四面受敵","1","1","0","0","五里夢中","3130004","0","0"
"0","0","專心一意","一期一繪","光明正大","1","1","0","0","自炊自擂","3130005","0","0"
"0","0","眉開眼笑","單刀直人","山明水秀","1","1","0","0","千鈞一髮","3130006","0","1"
"0","0","三人成虎","惺味盎然","三位一體","1","1","0","0","垂頭喪氣","3130007","0","1"
"0","0","一髮千鈞","當風秉燭","間不容髮","1","1","0","0","如箭在弦","3130010","1","0"
"0","0","順水推舟","洪爐燎髮","如魚得水","1","0","0","0","下坂走丸","3130011","1","1"
"0","0","連枝比翼","伉儷情深","山盟海誓","0","1","0","0","漏泄春光","3130013","1","0"
"0","0","事不師古","身經百戰","見多識廣","1","0","0","0","老馬識途","3130014","1","1"
"0","0","針鋒相對","龍爭虎鬥","白眉赤眼","0","1","0","0","水火不容","3130016","1","1"
"0","0","煉獄","真空","血盟","1","1","0","0","戰記","3131001","0","0"
"0","0","絕頂","妄想","銷魂","1","1","0","0","旅行","3131002","0","0"
"0","0","番茄","白蘿蔔","茄子","1","1","0","0","黃瓜","3210001","0","1"
"0","0","肺","心臟","腎臟","1","1","0","0","肝臟","3210002","0","0"
"0","0","呼吸系統","排泄系統","消化系統","1","1","0","0","循環系統","3210003","0","1"
"0","0","烏賊","海葵","章魚","1","1","0","0","海參","3210005","0","0"
"0","0","袋鼠","樹懶","無尾熊","1","1","0","0","山豬","3210006","0","0"
"0","0","火金姑","月娘","丹鳥","1","1","0","0","臭蟲","3210008","0","0"
"0","0","斑緣點粉蝶","斑緣點赤蝶","白粉蝶","1","1","0","0","斑緣點藍蝶","3210009","0","0"
"0","0","小指","拇指","中指","1","1","0","0","食指","3210010","0","0"
"0","0","A型","D型","B型","1","1","0","0","C型","3210011","0","0"
"0","0","蜆","蝦子","蛤蜊","1","1","0","0","寄居蟹","3210013","0","0"
"0","0","兔子","狼","馬","1","1","0","0","獅子","3210014","0","0"
"0","0","犀牛","無尾熊","鹿","1","1","0","0","熊","3210015","0","0"
"0","0","鈴奈","咲戀","初音","1","1","0","0","禊","3211001","0","0"
"0","0","帆稀","美冬","嘉夜","1","1","0","0","祈梨","3211002","0","1"
"0","0","蜈蚣","水黽","蜘蛛","1","1","0","0","螞蟻","3220001","0","0"
"0","0","蝗蟲","人類","蚯蚓","1","1","0","0","青蛙","3220002","0","0"
"0","0","鹿角魚","鮟鱇魚","岩魚","1","1","0","0","飛魚","3220003","0","0"
"0","0","孔雀魚","青鱂魚","鬥魚","1","1","0","0","金魚","3220006","0","0"
"0","0","鬱金香","蒲公英","風信子","1","1","0","0","向日葵","3220007","0","0"
"0","0","露脊鯨","鯨鯊","抹香鯨","1","1","0","0","藍鯨","3220009","0","1"
"0","0","台灣黑熊","亞洲錦蛙","穿山甲","1","1","0","0","日本松雀鷹","3220011","0","1"
"0","0","西瓜","香蕉","哈密瓜","1","1","0","0","草莓","3220012","0","1"
"0","0","水","氧氣","光照","1","1","0","0","二氧化碳","3220013","0","1"
"0","0","水綿","寬翅紡織娘","蚤狀溞","1","1","0","0","團藻","3220014","0","1"
"0","0","吉娃娃","索馬利","巴哥","1","1","0","0","西施","3220015","0","1"
"0","0","綠介殼蟲","眼蟲","毛毛蟲","1","1","0","0","海蟑螂","3220016","0","0"
"0","0","莫妮卡","鏡華","美美","1","1","0","0","優花梨","3221001","0","0"
"0","0","智","初音","栞","1","1","0","0","莫妮卡","3221002","0","1"
"0","0","牛","獅子","羊","1","1","0","0","老鼠","3230001","0","0"
"0","0","海鷗","老虎","山貓","1","0","0","0","獅子","3230004","1","1"
"0","0","象牙質","牙齦","琺瑯質","1","1","0","0","牙骨質","3230005","0","1"
"0","0","帝雉","黑面琵鷺","藍腹鷴","1","1","0","0","台灣藍鵲","3230006","0","1"
"0","0","白頭翁開","羅塞塔型","仙人掌型","1","1","0","0","單瓣型","3230007","0","1"
"0","0","鱷魚","日本獼猴","山椒魚","1","1","0","0","海豚","3230008","0","0"
"0","0","飛鼠","雕鴞","蝙蝠","1","1","0","0","兀鷲","3230010","0","0"
"0","0","鼯鼠","鴕鳥","海豚","1","1","0","0","企鵝","3230011","0","0"
"0","0","壁虎","蝸牛","蠑螈","1","0","0","0","蝙蝠","3230012","1","1"
"0","0","頭","屁股","胸","1","1","0","0","腹","3230013","0","1"
"0","0","燕子","麻雀","大天鵝","1","1","0","0","白枕鶴","3230014","0","1"
"0","0","蛇","人類","烏龜","1","1","0","0","蝙蝠","3230016","0","0"
"0","0","可可蘿","凱留","雪菲","1","1","0","0","貪吃佩可","3231001","0","0"
"0","0","可可蘿","拉比林斯達","怜","1","1","0","0","帆稀","3231002","0","1"
"0","0","2","3","4","1","1","0","0","1","3310001","0","0"
"0","0","銀","金","鋁","1","1","0","0","銅","3310003","0","0"
"0","0","公尺","法拉","尺","1","1","0","0","英吋","3310005","0","1"
"0","0","正弦","多切","餘弦","1","1","0","0","正切","3310006","0","1"
"0","0","正方形","扇形","菱形","1","1","0","0","長方形","3310007","0","1"
"0","0","405","112","215","1","1","0","0","827","3310008","0","0"
"0","0","L","A","E","1","1","0","0","D","3310009","0","1"
"0","0","鐵","銀","鋁","1","0","0","0","金","3310010","1","1"
"0","0","肥皂水","硝酸","氫氧化鈉水溶液","1","1","0","0","蒸餾水","3310012","0","0"
"0","0","紅色","桃色","深藍色","1","1","0","0","綠色","3310013","0","1"
"0","0","6","3","5","1","1","0","0","4","3310014","0","0"
"0","0","10:6","12:8","4:1","0","1","0","0","15:9","3310015","0","1"
"0","0","索爾之塔","帕菲之城城鎮","大間","1","1","0","0","蘭德索爾","3311001","0","1"
"0","0","FUN FUN農場","大間","帕菲之城城鎮","1","1","0","0","索爾之塔","3311002","0","0"
"0","0","魚鱗雲","蜘蛛雲","積雨雲","1","1","0","0","捲積雲","3320001","0","1"
"0","0","天津四","心宿二","牛郎星","1","1","0","0","織女星","3320002","0","1"
"0","0","支點","交點","施力點","1","1","0","0","抗力點","3320003","0","1"
"0","0","傳導","反射","對流","1","1","0","0","輻射","3320004","0","1"
"0","0","111","1111","11111","0","1","0","0","111111","3320005","0","1"
"0","0","紅色","黃色","藍色","1","1","0","0","綠色","3320007","0","1"
"0","0","地球","冥王星","天王星","1","1","0","0","海王星","3320008","0","1"
"0","0","天鵝座","大犬座","天鷹座","1","1","0","0","小犬座","3320010","0","0"
"0","0","檸檬果汁","氨水溶液","鹽酸","1","1","0","0","鹽水","3320011","0","0"
"0","0","氯","二氧化碳","溴","1","1","0","0","氧氣","3320014","0","0"
"0","0","與氧混合燃燒會發出聲響","會發出刺鼻味道","為最輕的氣體","1","1","0","0","顏色為水藍色","3320015","0","0"
"0","0","3","0","2","1","1","0","0","1","3320016","0","0"
"0","0","小小甜心","王宮騎士團","月光學院","1","1","0","0","墨丘利財團","3321001","0","0"
"0","0","清涼效果","保溫效果","鼻喉保濕效果","1","1","0","0","美膚效果","3321002","0","0"
