3dfe5715d7c3d9d77b5a343365cead3482d0fc97dbfda5d3a562c5c2e8628fda,77f7ed3ac9db1cb6c3af5e0802957d61da8f2864f0ef8767cb452b2621198765,c5bd08d97fa04c6f2adba74c93104788b251d301f6276c0e1d31142e1de046b8,4d734f4078ce098bd1112793b7799dfd3a9eb243f34ab820b1193e8791765288,437408a7cf104bec13895c21c2ec60daa47b1d8e874e9b05d945759fac733ae3,d0e9d63c4cc67a7220551ebb779383d82ab6fae0c0c47f318b52f27047444785,abc5c570d82d70d869825d943728c5ab7ad77f31c0ece9fbc92e844f6bf36584,1a0fc5637941118c7cfb58094043d817e53dd0673bcbddafba62a78ad69335d2,58a74ed6d6f1ee6f9f2aa7532486c35c92e9efe090150c033f289c917b86206d,c20e53293b798c4ddf31d0b7c93f0f0702397c055aeda38de66f61a93e4190db,72f87d890f23252058152705cc0257892ae2dd160857518569f927afce772404,3e80eda10cee3a83406affc9267283c2e145e391617ebc26673db18cf1537fd3,0b28588e8e48eeda428214ed6aaa0fcc2700f92a2e6eb5bc0c953966d2bf750d,867e9f8661153f8a41c7fb8c07ed8bc822177171f9c38a820bf86ddeff5e038b,27f9ac38b2b4a3e404a0133e5561d9ffa495fdf9253c4401084ea31e740ed4fc,68752e84565dbb690c0accb2548b9c14f307cc72460e7313f89f7aef1a750839,a664974d12ce933dbe43a31d5180615c99faac496f95beaca423fcde3bfb23a2,071baf155ba2331a802f869c02c0f137ddb120ffefb818cb8f3fc8a79d1153cc,a5bdab63a86f7a820bdf911d437eedf0814aa0196e43da78a22a0f37ca65cda5,8b6a7012975eaee94a6d1476c09539d6590950b788e75f1dc1daa225ec5987b8,5be8802167680ee66b0705b3f5705aa310fc47976fe4c94c5a057b3829794e4d,a2cafd8f7f9d88432addf856103efbc7e9bdec1f08acbf1df6d9a407da0f5054,cc2e99ee03253b063de54e38ca3608f7db60c0f94e77a6ca1d0e347afd16a155,00b6357091d77198bb20283685b5493c2cb97f3f1d966d8d713edb2f613534d7,00caeda65fa56416effd219cc7363d126c2305da829f6c9e2d67cf19f0f5b829,049df9ca94e4cc2e1f4adf432dfd18935e9f3f23c50fc44c36551728c8fa2ad6,4ebe00fc920f300e0a97ba3ae31728810e208d875de2c9bf9a356adbcdb7961b
"0","0","2020-04-22 05:00:00","0","0","100","1","2020-05-15 04:59:59","0","期間內登入 4 天","1","0","0","0","0","0","0","9","0","4","30109001","30109001","8011","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","101","2001001","2020-05-15 04:59:59","0","閱讀主線劇情第1章第1話","1","0","0","0","0","801","0","9","0","1","30109002","30109002","8008","107","1","1","0"
"0","0","2020-04-22 05:00:00","0","0","102","1","2020-05-15 04:59:59","0","期間內透過支援借用通關冒險","1","0","0","0","0","101","0","9","0","1","30109003","30109003","1012","107","1","1","0"
"0","0","2020-04-22 05:00:00","0","0","103","11006001","2020-05-15 04:59:59","0","通過主線冒險（NORMAL） 6-1","1","0","0","0","0","101","0","9","0","1","30109004","30109004","1001","107","1","1","0"
"0","0","2020-04-22 05:00:00","0","0","104","0","2020-05-15 04:59:59","0","將主角Lv升到 Lv40","1","0","0","0","0","101","0","9","0","40","30109005","30109005","8002","107","1","1","0"
"0","9","2020-04-22 05:00:00","0","0","105","1","2020-05-15 04:59:59","0","期間內將新手任務全部通關","1","0","0","0","0","0","0","9","0","5","30109006","30109006","8010","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","200","0","2020-05-15 04:59:59","0","期間內與 1 位新手玩家成為好友","1","0","0","0","0","907","0","10","0","1","30110001","30110001","6017","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","200","0","2020-05-15 04:59:59","0","期間內與 2 位新手玩家成為好友","1","0","0","0","0","907","0","10","0","2","30110002","30110001","6017","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","200","0","2020-05-15 04:59:59","0","期間內與 3 位新手玩家成為好友","1","0","0","0","0","907","0","10","0","3","30110003","30110001","6017","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","200","0","2020-05-15 04:59:59","0","期間內與 4 位新手玩家成為好友","1","0","0","0","0","907","0","10","0","4","30110004","30110001","6017","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","200","0","2020-05-15 04:59:59","0","期間內與 5 位新手玩家成為好友","1","0","0","0","0","907","0","10","0","5","30110005","30110001","6017","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","210","1","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 1 位）","1","0","0","0","0","0","0","10","0","1","30110006","30110006","6018","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","210","1","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 2 位）","1","0","0","0","0","0","0","10","0","2","30110007","30110006","6018","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","210","1","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 3 位）","1","0","0","0","0","0","0","10","0","3","30110008","30110006","6018","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","210","1","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 4 位）","1","0","0","0","0","0","0","10","0","4","30110009","30110006","6018","107","1","0","0"
"0","0","2020-04-22 05:00:00","0","0","210","1","2020-05-15 04:59:59","0","期間內守護著成為好友的新手玩家完成新手任務（第 5 位）","1","0","0","0","0","0","0","10","0","5","30110010","30110006","6018","107","1","0","0"
