4fd29d775936db6dd9a138957f47d50b95107a2af005c7af2dc7d73d7229affd,c83300da6c6f45cca9ca62f3d2411b8f9e0258ea06f15c9732e2b8d4c2aa025a,e0aecd7cca91f94aad4b7841d5296b84c274b7a25879df47a9c9b3138fa1da28,6e799a7d43063b93369ced1f176b5b91eddcf922c53185b9adafec8451e560f5,f4f1795d053619ee67bc6c4894861f913de058cfdb91bd53b871337f191b55bd,fe1adf19fd81e0c8c22780a1cf930790a5c9e2fd679c222864281b49be594c02,a6aa175dc31fc17cb9c78fcf8ca0ff791d839dc67051d54d2cf944a058293ee7,c753607ee5a161520fa198e22827efe9b4ecf2500964b96f4e0725b7f8fc0cdc,317ebaf7e72cba1b6e7667199bbde1e89991ae4a9bfb24ee2629f09e9f6296f5,5c96128ac7da52e34f0a1e3b88aff344e8a4f01cfd69c9cf42b26bc130200362,8fda6c128b188510da189882d2ec4aab378d04b53a31d994f57ed83a0e3c8c7a,04198c56d1de85e015adc25567fb900305610017b9a2b572b985ce35033d9d4e,d2d4121e67f09c620f7cd37b137b676136ac398f9eef97453ee79d42539a9262,d26f1ace2bc70feb48dcf2743ddf5a66d21ec5cc6533fd4254db2e2bf98fc785,a9383c1a386933d109f7b68ad6d9ce4ca43e911cf0bcd954f9f77578f020e3a6,cef816dc0e9253c99fa1d999c2b5f1cbcdb8656892a8715721a7a301c3a6a03a,6c606f0aa440f4e39c4b74180e4971d425541ba79b515f6a3cfa2718cf1be122,8117fc91ce4acf5cc3f0407e4e9617978292164fc0d5493b075a0528b6a82866,0b4e44bfe10aa0d71be6ebb84e733df4c490f3d3668d3f153bae9aaaa18fb18b,e089bbff95921bf5f36940c9c07a20cec43a2619f0200a6678049527fa0b36f7,f8f82399085a2d15931e243d06d773daded1381e6ff9ab70d10497821171cda3,f43d37b028dadc5b0d9717be5ddbc29f2adf2f2aa657041b679afe81449cb622,382cd4642e88de1750fdceee0ccec2bec9389bf829334ccf03fe11b5b1490d9a,033b962deb2083fc3f6ac1cb1cb9577a13f1013734114f60fed818610acfd9dc,acf3bb858f75ff9e2d1e28d89300030a04de189872cb9f954fb1beddf7a99a22,2b4fe985112a8737158d639d7e56defca832dfbf2b66f9e08e9a5f7cb7df4888,94dadcecf38711eb7e030d1fb2bf410974ced0d501d1a61170e9cb3e0d351bc8,0ae637ccb8bb3f1f0e9a4074b99667c204eda059f514c4df9a649bc1db12683b,cd059c5a5db9d6ca746f40a4e6396ac2cc3acef96424e83988bfd634ef2d9910,025a97d1bb7f1fe7ad446025336ee1bf9a86fb04fc1ede0a084942a8cd18ecf1,84f04c17d858e7d374f198d1a5b5f2f8f1d34a830d1d226033461bc53b408dbf,0d0b0f649a6258339a257357f72b640c1210bdd75c54317e08645d1e5fa662c3,444b2469924e16a237573014f580b1e25d81da07b617080c617b0d92d79720a0,d03f941a1bd5ebf64dc6defb545e05ce6a322c3efcb0c90691139d50a0cfe06b,f47abee32a25db9d14bc6f66deec2982dc530c26f995d1df77cb5cb17124deb8,3d0ea416eb38fe6c0f97e79ba1f14e2491c21347ddf2375dc051efaba676698d,bda224579b864c0826da6a2d8dd294b8a3358cb332819f289d424b3b0436d335,96e160e094b04ce0a8c1e49d9403d700c99cbc1d8c88fc43aa06d921f4c69e3d,0b6dba55d40c88078cbee5cf65c8d8c2c60e1be3aab55df574add4e1e48ca375,d8cfcea59dba5605c0c3f48d021c474445ad9058d718e6fee6fec8d1240efb53,04d9f95bbbce9eb6419af8342beb60a6ed81937625bb501bde95d5f06220ca8c,534b8cde0e84a2a306bb1878a1b50b68a159235e36501713f2dda1fb4536716b,fdc5f66a2606df745f40c3b91d051e2494ab479f1e70c924e5e2104e5d096e6a,1fd6eed24432544358c76f5c21ab55b94c8cebcc37c4ed426d32fb00457eb0c5
"0","50000","0","1","0","0","1200","0","0","0","60","0","0","300000019","1200","0","0","0","750000101","0","350","10000","0","0","0","10000","0","0","0","0","10000","10000","0","0","0","105000000","70","1","0","0","僕役‧刀刃（物理）","0","0","309401"
"0","0","0","1","0","0","0","0","0","250","100","0","0","300000008","0","0","0","0","750000102","0","500","0","0","0","9000","100","0","0","0","0","0","100","0","0","100","1000000","0","1","0","0","爆裂敵人","0","150","217300"
"10000","27000","0","1","0","0","300","0","0","0","60","0","27000","300000008","300","0","0","0","750000201","0","353","10000","0","0","10000","0","0","0","10000","0","10000","0","0","0","0","100000000","70","1","0","0","奄美魔物","0","10000","322800"
"0","20000","0","1","0","0","1600","0","0","0","60","0","0","300000008","1600","0","0","0","750000202","0","353","0","0","0","0","10000","0","0","10000","0","10000","10000","0","0","10000","70000","0","1","0","0","小奄美魔物","0","0","208014"
"0","20000","0","1","0","0","1600","0","0","0","60","0","0","300000008","1600","0","0","0","750000203","0","353","0","0","0","0","10000","0","0","10000","0","10000","10000","0","0","10000","70000","0","1","0","0","小奄美魔物","0","0","208015"
"0","20000","0","1","0","0","1600","0","0","0","60","0","0","300000008","1600","0","0","0","750000204","0","353","0","0","0","0","10000","0","0","10000","0","10000","10000","0","0","10000","70000","0","1","0","0","小奄美魔物","0","0","208016"
"0","0","0","1","0","0","0","0","0","250","100","0","0","300000008","0","0","0","0","750000205","0","500","0","0","0","9000","100","0","0","0","0","0","100","0","0","100","1000000","0","1","0","0","爆裂敵人","0","150","217300"
"0","0","0","1","0","0","1200","0","0","0","60","0","46000","300000008","1200","0","0","0","750000301","0","356","10000","0","0","0","10000","0","0","0","0","10000","10000","0","0","0","109000000","90","1","0","0","僕役‧魔能（魔法）","0","0","309501"
"0","0","0","1","0","0","0","0","0","250","100","0","0","300000008","0","0","0","0","750000302","0","500","0","0","0","9000","100","0","0","0","0","0","100","0","0","100","1000000","0","1","0","0","爆裂敵人","0","150","217300"
"0","21000","0","1","0","0","700","0","0","0","60","0","42000","300000001","700","0","0","0","750000401","0","359","10000","0","0","0","10000","0","0","0","0","10000","10000","0","0","10000","143000000","90","1","0","0","幻影男爵","0","0","308409"
"0","0","0","1","0","0","0","0","0","250","100","0","0","300000008","0","0","0","0","750000402","0","500","0","0","0","9000","100","0","0","0","0","0","100","0","0","100","1000000","0","1","0","0","爆裂敵人","0","150","217300"
"0","0","0","1","0","0","0","0","0","0","60","0","0","300000008","0","0","0","0","750000501","0","362","10000","0","0","100","10000","0","0","100","0","10000","100","0","0","100","190000000","130","1","0","0","卡里莎","0","0","313502"
"0","40000","0","1","0","0","500","0","0","0","60","0","1000","300000008","500","0","0","0","750000502","0","362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","0","1","0","0","紅","0","0","313502"
"0","0","0","1","0","0","2400","0","0","0","60","0","0","300000008","2400","0","0","0","750000503","0","362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99999999","0","1","0","0","黃","0","0","313502"
"0","0","0","1","0","0","10000","0","0","0","60","0","0","300000008","10000","0","0","0","750000504","0","362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000000","0","1","0","0","藍","0","0","313502"
"0","0","0","1","0","0","700","0","0","0","60","0","0","300000008","700","0","0","0","750000505","0","362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","0","1","0","0","卡里莎","0","0","313502"
"0","0","0","1","0","0","0","0","0","250","100","0","0","300000008","0","0","0","0","750000506","0","500","0","0","0","9000","100","0","0","0","0","0","100","0","0","100","1000000","0","1","0","0","爆裂敵人","0","150","217300"
