83a26c2df1891417efdc9e6a97dc8c12ff62f3aa4bdb2f2d89f81564404a6ae0,16e3cd50d5f3cf53c5a210fd880f8143651fb6a6cd5b9dc8776e718c709f70f5,67fcef755f9609784dd00ad4b90bf321de960934aa1a0cc541307975679ea4de,9340c1481aedf56dc4de3eedd36e63dd02897fe7eb707f60d0d6db43551fa5c0,735778d3cb49eb243f03e5ac28dbf3accfd069f139c45032a153b714695b14a4,77f53ccd5310fefea176912cbeeb9a3e6600b85d64a1cdc4142ab237a7b5a965
"10","500","1","10","1","2"
"10","500","1","20","1","3"
"10","500","1","30","1","4"
"10","500","1","40","1","5"
"10","500","1","50","1","6"
"10","500","1","60","1","7"
"10","500","1","70","1","8"
"10","500","1","80","1","9"
"10","500","1","90","1","10"
"15","500","1","105","1","11"
"15","500","1","120","1","12"
"15","500","1","135","1","13"
"15","500","1","150","1","14"
"15","500","1","165","1","15"
"15","500","1","180","1","16"
"15","500","1","195","1","17"
"15","500","1","210","1","18"
"15","500","1","225","1","19"
"15","500","1","240","1","20"
"25","500","1","265","1","21"
"25","500","1","290","1","22"
"25","500","1","315","1","23"
"25","500","1","340","1","24"
"25","500","1","365","1","25"
"25","500","1","390","1","26"
"25","500","1","415","1","27"
"25","500","1","440","1","28"
"25","500","1","465","1","29"
"25","500","1","490","1","30"
"40","500","1","530","2","31"
"40","500","1","570","2","32"
"40","500","1","610","2","33"
"40","500","1","650","2","34"
"40","500","1","690","2","35"
"40","500","1","730","2","36"
"40","500","1","770","2","37"
"40","500","1","810","2","38"
"40","500","1","850","2","39"
"40","500","1","890","2","40"
"50","500","1","940","2","41"
"50","500","1","990","2","42"
"50","500","1","1040","2","43"
"50","500","1","1090","2","44"
"50","500","1","1140","2","45"
"50","500","1","1190","2","46"
"50","500","1","1240","2","47"
"50","500","1","1290","2","48"
"50","500","1","1340","2","49"
"50","500","1","1390","2","50"
"60","500","1","1450","3","51"
"60","500","1","1510","3","52"
"60","500","1","1570","3","53"
"60","500","1","1630","3","54"
"60","500","1","1690","3","55"
"60","500","1","1750","3","56"
"60","500","1","1810","3","57"
"60","500","1","1870","3","58"
"60","500","1","1930","3","59"
"60","500","1","1990","3","60"
"75","600","1","2065","3","61"
"75","600","1","2140","3","62"
"75","600","1","2215","3","63"
"75","600","1","2290","3","64"
"75","600","1","2365","3","65"
"75","600","1","2440","3","66"
"75","600","1","2515","3","67"
"75","600","1","2590","3","68"
"75","600","1","2665","3","69"
"75","600","1","2740","3","70"
"100","600","1","2840","4","71"
"100","600","1","2940","4","72"
"100","600","1","3040","4","73"
"100","600","1","3140","4","74"
"100","600","1","3240","4","75"
"100","600","1","3340","4","76"
"100","600","1","3440","4","77"
"100","600","1","3540","4","78"
"100","600","1","3640","4","79"
"100","600","1","3740","4","80"
"125","600","1","3865","4","81"
"125","600","1","3990","4","82"
"125","600","1","4115","4","83"
"125","600","1","4240","4","84"
"125","600","1","4365","4","85"
"125","600","1","4490","4","86"
"125","600","1","4615","4","87"
"125","600","1","4740","4","88"
"125","600","1","4865","4","89"
"125","600","1","4990","4","90"
"150","600","1","5140","5","91"
"150","600","1","5290","5","92"
"150","600","1","5440","5","93"
"150","600","1","5590","5","94"
"150","600","1","5740","5","95"
"150","600","1","5890","5","96"
"150","600","1","6040","5","97"
"150","600","1","6190","5","98"
"150","600","1","6340","5","99"
"150","600","1","6490","5","100"
"175","600","1","6665","5","101"
"175","600","1","6840","5","102"
"175","600","1","7015","5","103"
"175","600","1","7190","5","104"
"175","600","1","7365","5","105"
"175","600","1","7540","5","106"
"175","600","1","7715","5","107"
"175","600","1","7890","5","108"
"175","600","1","8065","5","109"
"175","600","1","8240","5","110"
"200","600","1","8440","6","111"
"200","600","1","8640","6","112"
"200","600","1","8840","6","113"
"200","600","1","9040","6","114"
"200","600","1","9240","6","115"
"200","600","1","9440","6","116"
"200","600","1","9640","6","117"
"200","600","1","9840","6","118"
"200","600","1","10040","6","119"
"200","600","1","10240","6","120"
"225","600","1","10465","6","121"
"225","600","1","10690","6","122"
"225","600","1","10915","6","123"
"225","600","1","11140","6","124"
"225","600","1","11365","6","125"
"225","600","1","11590","6","126"
"225","600","1","11815","6","127"
"225","600","1","12040","6","128"
"225","600","1","12265","6","129"
"225","600","1","12490","6","130"
"250","600","1","12740","7","131"
"250","600","1","12990","7","132"
"250","600","1","13240","7","133"
"250","600","1","13490","7","134"
"250","600","1","13740","7","135"
"250","600","1","13990","7","136"
"250","600","1","14240","7","137"
"250","600","1","14490","7","138"
"250","600","1","14740","7","139"
"250","600","1","14990","7","140"
"250","600","1","15240","8","141"
"250","600","1","15490","8","142"
"250","600","1","15740","8","143"
"250","600","1","15990","8","144"
"250","600","1","16240","8","145"
"250","600","1","16490","8","146"
"250","600","1","16740","8","147"
"250","600","1","16990","8","148"
"250","600","1","17240","8","149"
"250","600","1","17490","8","150"
"250","600","1","17740","9","151"
"250","600","1","17990","9","152"
"250","600","1","18240","9","153"
"250","600","1","18490","9","154"
"250","600","1","18740","9","155"
"250","600","1","18990","9","156"
"250","600","1","19240","9","157"
"250","600","1","19490","9","158"
"250","600","1","19740","9","159"
"250","600","1","19990","9","160"
"250","600","1","20240","10","161"
"250","600","1","20490","10","162"
"250","600","1","20740","10","163"
"250","600","1","20990","10","164"
"250","600","1","21240","10","165"
"250","600","1","21490","10","166"
"250","600","1","21740","10","167"
"250","600","1","21990","10","168"
"250","600","1","22240","10","169"
"250","600","1","22490","10","170"
"250","600","1","22740","11","171"
"250","600","1","22990","11","172"
"250","600","1","23240","11","173"
"250","600","1","23490","11","174"
"250","600","1","23740","11","175"
"250","600","1","23990","11","176"
"250","600","1","24240","11","177"
"250","600","1","24490","11","178"
"250","600","1","24740","11","179"
"250","600","1","24990","11","180"
"250","600","1","25240","12","181"
"250","600","1","25490","12","182"
"250","600","1","25740","12","183"
"250","600","1","25990","12","184"
"250","600","1","26240","12","185"
"250","600","1","26490","12","186"
"250","600","1","26740","12","187"
"250","600","1","26990","12","188"
"250","600","1","27240","12","189"
"250","600","1","27490","12","190"
"250","600","1","27740","13","191"
"250","600","1","27990","13","192"
"250","600","1","28240","13","193"
"250","600","1","28490","13","194"
"250","600","1","28740","13","195"
"250","600","1","28990","13","196"
"250","600","1","29240","13","197"
"250","600","1","29490","13","198"
"250","600","1","29740","13","199"
"250","600","1","29990","13","200"
"250","600","1","30240","14","201"
"250","600","1","30490","14","202"
"250","600","1","30740","14","203"
"250","600","1","30990","14","204"
"250","600","1","31240","14","205"
"250","600","1","31490","14","206"
"250","600","1","31740","14","207"
"250","600","1","31990","14","208"
"250","600","1","32240","14","209"
"250","600","1","32490","14","210"
"250","680","1","32740","15","211"
"250","680","1","32990","15","212"
"250","680","1","33240","15","213"
"250","680","1","33490","15","214"
"250","680","1","33740","15","215"
"250","680","1","33990","15","216"
"250","680","1","34240","15","217"
"250","680","1","34490","15","218"
"250","680","1","34740","15","219"
"250","680","1","34990","15","220"
"250","680","1","35240","16","221"
"250","680","1","35490","16","222"
"250","680","1","35740","16","223"
"250","680","1","35990","16","224"
"250","680","1","36240","16","225"
"250","680","1","36490","16","226"
"250","680","1","36740","16","227"
"250","680","1","36990","16","228"
"250","680","1","37240","16","229"
"250","680","1","37490","16","230"
"250","680","1","37740","17","231"
"250","680","1","37990","17","232"
"250","680","1","38240","17","233"
"250","680","1","38490","17","234"
"250","680","1","38740","17","235"
"250","680","1","38990","17","236"
"250","680","1","39240","17","237"
"250","680","1","39490","17","238"
"250","680","1","39740","17","239"
"250","680","1","39990","17","240"
"250","680","1","40240","18","241"
"250","680","1","40490","18","242"
"250","680","1","40740","18","243"
"250","680","1","40990","18","244"
"250","680","1","41240","18","245"
"250","680","1","41490","18","246"
"250","680","1","41740","18","247"
"250","680","1","41990","18","248"
"250","680","1","42240","18","249"
"250","680","1","42490","18","250"
"250","680","1","42740","19","251"
"250","680","1","42990","19","252"
"250","680","1","43240","19","253"
"250","680","1","43490","19","254"
"250","680","1","43740","19","255"
"250","680","1","43990","19","256"
"250","680","1","44240","19","257"
"250","680","1","44490","19","258"
"250","680","1","44740","19","259"
"250","680","1","44990","19","260"
"250","680","1","45240","20","261"
"250","680","1","45490","20","262"
"250","680","1","45740","20","263"
"250","680","1","45990","20","264"
"250","680","1","46240","20","265"
"250","680","1","46490","20","266"
"250","680","1","46740","20","267"
"250","680","1","46990","20","268"
"250","680","1","47240","20","269"
"250","680","1","47490","20","270"
"250","680","1","47740","21","271"
"250","680","1","47990","21","272"
"250","680","1","48240","21","273"
"250","680","1","48490","21","274"
"250","680","1","48740","21","275"
"250","680","1","48990","21","276"
"250","680","1","49240","21","277"
"250","680","1","49490","21","278"
"250","680","1","49740","21","279"
"250","680","1","49990","21","280"
"250","680","1","50240","22","281"
"250","680","1","50490","22","282"
"250","680","1","50740","22","283"
"250","680","1","50990","22","284"
"250","680","1","51240","22","285"
"250","680","1","51490","22","286"
"250","680","1","51740","22","287"
"250","680","1","51990","22","288"
"250","680","1","52240","22","289"
"250","680","1","52490","22","290"
"250","680","1","52740","23","291"
"250","680","1","52990","23","292"
"250","680","1","53240","23","293"
"250","680","1","53490","23","294"
"250","680","1","53740","23","295"
"250","680","1","53990","23","296"
"250","680","1","54240","23","297"
"250","680","1","54490","23","298"
"250","680","1","54740","23","299"
"250","680","1","54990","23","300"
"250","680","1","55240","24","301"
"250","680","1","55490","24","302"
"250","680","1","55740","24","303"
"250","680","1","55990","24","304"
"250","680","1","56240","24","305"
"250","680","1","56490","24","306"
"250","680","1","56740","24","307"
"250","680","1","56990","24","308"
"250","680","1","57240","24","309"
"250","680","1","57490","24","310"
"250","680","1","57740","25","311"
"250","680","1","57990","25","312"
"250","680","1","58240","25","313"
"250","680","1","58490","25","314"
"250","680","1","58740","25","315"
"250","680","1","58990","25","316"
"250","680","1","59240","25","317"
"250","680","1","59490","25","318"
"250","680","1","59740","25","319"
"250","680","1","59990","25","320"
"250","680","1","60240","26","321"
"250","680","1","60490","26","322"
"250","680","1","60740","26","323"
"250","680","1","60990","26","324"
"250","680","1","61240","26","325"
"250","680","1","61490","26","326"
"250","680","1","61740","26","327"
"250","680","1","61990","26","328"
"250","680","1","62240","26","329"
"250","680","1","62490","26","330"
"250","680","1","62740","27","331"
"250","680","1","62990","27","332"
"250","680","1","63240","27","333"
"250","680","1","63490","27","334"
"250","680","1","63740","27","335"
"250","680","1","63990","27","336"
"250","680","1","64240","27","337"
"250","680","1","64490","27","338"
"250","680","1","64740","27","339"
"250","680","1","64990","27","340"
"50","200000","2","50","1","0"
"10","500000","2","60","1","1"
"15","500000","2","75","1","2"
"20","500000","2","95","1","3"
"25","500000","2","120","1","4"
"30","500000","2","150","1","5"
