99ee9cf8d4971beeab21d0a24180db270e59ba2091072e074b3062a3b922a6cc,3baa5379e595b915aa2661b08ed9f68cee3e8389c9ec360febe842a260a30e16,931cf930e73acdfbf0ad04287e41d1fc9f51ce68449eac17c09112b673770d4c,5b92a4f95b4b6c4df0a2a85f06b883a7b0568b816608b4775043eb1226ffde9c,a084cea9bbede424f1f400541563e0e18d1434201c5b2329c5c15377e76d5e1f
"100101","2015/04/01 14:00:00","加油！","2099/08/01 14:59:59","29"
"100201","2015/04/01 14:00:00","謝謝","2099/08/01 14:59:59","30"
"100301","2015/04/01 14:00:00","參戰","2099/08/01 14:59:59","31"
"100401","2015/04/01 14:00:00","早安~！！","2099/08/01 14:59:59","32"
"100501","2021/12/09 12:00:00","有點難為情呢","2099/08/01 14:59:59","59"
"100601","2021/12/09 12:00:00","好厲害喔～♪","2099/08/01 14:59:59","60"
"100701","2021/12/09 12:00:00","布丁～布丁～","2099/08/01 14:59:59","61"
"100801","2021/12/09 12:00:00","叫我嗎？","2099/08/01 14:59:59","62"
"100901","2015/04/01 14:00:00","就是現在！","2099/08/01 14:59:59","33"
"101001","2015/04/01 14:00:00","真是辛苦呀","2099/08/01 14:59:59","34"
"101101","2015/04/01 14:00:00","收到！","2099/08/01 14:59:59","35"
"101201","2015/04/01 14:00:00","開始囉─","2099/08/01 14:59:59","36"
"101301","2021/12/09 12:00:00","出現了！","2099/08/01 14:59:59","63"
"101401","2021/12/09 12:00:00","線索湊齊了呢","2099/08/01 14:59:59","64"
"101501","2021/12/09 12:00:00","好乖好乖♪","2099/08/01 14:59:59","65"
"101601","2015/04/01 14:00:00","OK！","2099/08/01 14:59:59","37"
"101701","2015/04/01 14:00:00","船到橋頭自然直","2099/08/01 14:59:59","38"
"101801","2021/12/09 12:00:00","我來教‧教‧你","2099/08/01 14:59:59","66"
"102001","2015/04/01 14:00:00","晚安","2099/08/01 14:59:59","39"
"102101","2015/04/01 14:00:00","哇！哇！","2099/08/01 14:59:59","40"
"102201","2015/04/01 14:00:00","抖~抖~","2099/08/01 14:59:59","41"
"102301","2015/04/01 14:00:00","怒怒","2099/08/01 14:59:59","42"
"102501","2015/04/01 14:00:00","辛苦啦…哇哇！？","2099/08/01 14:59:59","43"
"102601","2021/12/09 12:00:00","好累喔～","2099/08/01 14:59:59","67"
"102701","2015/04/01 14:00:00","呵呵呵…","2099/08/01 14:59:59","44"
"102801","2015/04/01 14:00:00","要上了！","2099/08/01 14:59:59","45"
"102901","2015/04/01 14:00:00","交給我！","2099/08/01 14:59:59","46"
"103001","2021/12/09 12:00:00","統一天下是也！","2099/08/01 14:59:59","68"
"103101","2015/04/01 14:00:00","晚晚安！","2099/08/01 14:59:59","47"
"103201","2021/12/09 12:00:00","真不好意思","2099/08/01 14:59:59","69"
"103301","2021/12/09 12:00:00","騙你的！","2099/08/01 14:59:59","70"
"103401","2015/04/01 14:00:00","乾杯！！","2099/08/01 14:59:59","48"
"103601","2015/04/01 14:00:00","已通報!!","2099/08/01 14:59:59","49"
"103701","2021/12/09 12:00:00","每日鍛鍊","2099/08/01 14:59:59","71"
"103801","2021/12/09 12:00:00","要不要……休息一下？","2099/08/01 14:59:59","72"
"104001","2015/04/01 14:00:00","剩下就拜託了…","2099/08/01 14:59:59","50"
"104201","2021/12/09 12:00:00","賜你守護……","2099/08/01 14:59:59","73"
"104301","2021/12/09 12:00:00","熱血沸騰啦！","2099/08/01 14:59:59","74"
"104401","2015/04/01 14:00:00","隨我而來吧！","2099/08/01 14:59:59","51"
"104501","2015/04/01 14:00:00","想吃…","2099/08/01 14:59:59","52"
"104601","2015/04/01 14:00:00","喵！","2099/08/01 14:59:59","53"
"104701","2021/12/09 12:00:00","以這雙手來守護！","2099/08/01 14:59:59","75"
"104801","2015/04/01 14:00:00","ＮＯ！","2099/08/01 14:59:59","54"
"104901","2015/04/01 14:00:00","抱歉呦♡","2099/08/01 14:59:59","55"
"105001","2015/04/01 14:00:00","快振作！！","2099/08/01 14:59:59","56"
"105101","2021/12/09 12:00:00","做實驗做實驗……♪","2099/08/01 14:59:59","76"
"105201","2021/12/09 12:00:00","呸呸！","2099/08/01 14:59:59","77"
"105301","2015/04/01 14:00:00","給我等一下！！","2099/08/01 14:59:59","57"
"105401","2021/12/09 12:00:00","真是沒辦法呀","2099/08/01 14:59:59","78"
"105501","2021/12/09 12:00:00","辛苦了！","2099/08/01 14:59:59","58"
"105601","2021/12/09 12:00:00","不用顧慮啦","2099/08/01 14:59:59","79"
"105801","2015/04/01 14:00:00","嗨！！","2099/08/01 14:59:59","26"
"105901","2015/04/01 14:00:00","幹的好","2099/08/01 14:59:59","27"
"106001","2015/04/01 14:00:00","給我記住","2099/08/01 14:59:59","28"
"106101","2021/12/09 12:00:00","哈～哈哈哈！","2099/08/01 14:59:59","80"
"106401","2021/12/09 12:00:00","請多指教囉。","2099/08/01 14:59:59","81"
"106501","2021/12/09 12:00:00","打架時間到了！","2099/08/01 14:59:59","82"
"106601","2021/12/09 12:00:00","不管那麼多了！","2099/08/01 14:59:59","83"
"106701","2021/12/09 12:00:00","答對了～♪","2099/08/01 14:59:59","84"
"106801","2021/12/09 12:00:00","歡迎你！","2099/08/01 14:59:59","85"
"107001","2021/12/09 12:00:00","我模仿看看","2099/08/01 14:59:59","86"
"107101","2021/12/09 12:00:00","來盡情享受吧","2099/08/01 14:59:59","87"
"110801","2021/12/09 12:00:00","真令人沮喪──","2099/08/01 14:59:59","88"
"110901","2021/12/09 12:00:00","好喜歡！","2099/08/01 14:59:59","89"
"111001","2021/12/09 12:00:00","非常有趣","2099/08/01 14:59:59","90"
"111101","2023/01/20 16:00:00","OK唷！","2099/08/01 14:59:59","2"
"111201","2023/01/20 16:00:00","嗨呵～！","2099/08/01 14:59:59","3"
"111301","2023/01/20 16:00:00","謝謝♪","2099/08/01 14:59:59","4"
"111401","2023/01/20 16:00:00","最～喜歡了！","2099/08/01 14:59:59","5"
"111501","2023/01/20 16:00:00","好興奮喔","2099/08/01 14:59:59","6"
"111601","2023/01/20 16:00:00","你也一起來★","2099/08/01 14:59:59","7"
"111701","2023/01/20 16:00:00","不賴嘛","2099/08/01 14:59:59","8"
"111801","2023/01/20 16:00:00","呼嚕呼嚕……","2099/08/01 14:59:59","9"
"111901","2023/01/20 16:00:00","加油！加油！","2099/08/01 14:59:59","10"
"112001","2023/01/20 16:00:00","嗨起來～♪","2099/08/01 14:59:59","11"
"112101","2023/01/20 16:00:00","呀～！","2099/08/01 14:59:59","12"
"112201","2023/01/20 16:00:00","討厭喵～！","2099/08/01 14:59:59","13"
"112301","2023/01/20 16:00:00","咦咦！？","2099/08/01 14:59:59","14"
"112401","2023/01/20 16:00:00","心跳加速","2099/08/01 14:59:59","15"
"112501","2023/01/20 16:00:00","怎、怎麼回事！","2099/08/01 14:59:59","16"
"112601","2023/01/20 16:00:00","這很簡單啊","2099/08/01 14:59:59","17"
"112701","2023/01/20 16:00:00","真幸福♪","2099/08/01 14:59:59","18"
"112801","2023/01/20 16:00:00","各位同志們！","2099/08/01 14:59:59","19"
"112901","2023/01/20 16:00:00","很順利呢～♪","2099/08/01 14:59:59","20"
"113001","2023/01/20 16:00:00","好棒棒♪","2099/08/01 14:59:59","21"
"113101","2023/01/20 16:00:00","我不會輸的/才沒有","2099/08/01 14:59:59","22"
"113201","2023/01/20 16:00:00","最高效率","2099/08/01 14:59:59","23"
"113301","2023/01/20 16:00:00","這是祕密","2099/08/01 14:59:59","24"
"113401","2023/01/20 16:00:00","登台！","2099/08/01 14:59:59","25"
"113501","2025/07/10 10:00:00","加油──！！","2099/08/01 14:59:59","1"
