1c50909318921b7260e56fe6eb48b20e2defd375a6c6a16406c4eb7e3bfca8c5,4380a599f7a938e5ca2bb97e1470574d7783f833cc68aeece8933c356279d5fc,26b54c8afcced8253731c357145b14ff32dc45510d304646dff4ffed5307b774,03cae637c20175c7e1c56d8db5c199e999cdcfad768990f8a47523dbe110688a,2a38ef119c6dff9d4b7bead0bc5a0d2e1a6dbcf157499d0c4d7d5ebbb142c28a,65bc85ddbde7f268e8fc38978cd90610df3ceb6c37109ce87398d0b4328638d3,8729beb32a51172e55462af9e5bfbc208690b8b5f1941e236708b22e5bac9432,a1259172bff3e161d66de5de81f62a5274ec072fbc3da302efda32b8c8ad7e5e,e6183d97d292771fcaa77da200f48c9be74c5773fe0371da3658b7b73c425ac4,8be114c33e23ecb5c019a0655d8465b092ac3fc67ede15490e18aaa26b6b4b72,05e2f421a24a43c91771033a7a71a648a548b76ff6dae8f0afab378bbb1f8c3c,f0715c2994831e4328ae966d5fe60da6e843da7bc248f8058ac02dd54623f746,21b280f209a87dcdd6ed4e0cc1d3adad27862ea3f1113a1856d6c47b1ff8fa98,7dde7fe091e779f2d120cc99a96fa425fb24d769b1af90daaf4f9a5a43325ad0,847485313ad7ebaac36f4d1342d78054d998a7a42752d38524cc7aaa213c7001
"2816","111","1","113","540","1","0","11","112","0","0","0","0","100","2023/02/15 05:00:00"
"2816","211","2","213","493","1","0","21","212","0","0","0","0","100","2023/02/16 05:00:00"
"2816","311","3","313","458","1","0","31","312","0","0","0","0","100","2023/02/17 05:00:00"
"2816","411","4","413","420","1","0","41","412","0","0","0","0","100","2023/02/18 05:00:00"
"2816","511","5","513","380","1","0","51","512","0","0","0","0","100","2023/02/19 05:00:00"
"2816","611","6","613","340","1","0","61","612","0","0","0","0","100","2023/02/20 05:00:00"
"2816","711","7","713","430","1","0","71","712","0","0","1","0","100","2023/02/21 05:00:00"
"2816","811","8","813","402","1","0","81","812","0","0","1","0","100","2023/02/22 05:00:00"
"2816","911","9","913","302","1","0","91","912","0","0","1","0","100","2023/02/23 05:00:00"
"2816","1011","10","1013","264","1","0","101","1012","0","0","1","0","100","2023/02/24 05:00:00"
"2816","1111","11","1113","225","1","0","111","1112","0","0","1","0","100","2023/02/25 05:00:00"
"2816","1211","12","1213","328","1","0","121","1212","0","0","1","0","100","2023/02/26 05:00:00"
"2816","1311","13","1313","280","1","0","131","1312","0","0","1","0","100","2023/02/27 05:00:00"
"2816","1411","14","1413","269","1","0","141","1412","0","0","1","0","100","2023/02/28 05:00:00"
"2816","1511","15","1513","180","1","0","151","1512","0","0","1","0","100","2023/03/01 05:00:00"
"2816","1611","16","1613","138","1","0","161","1612","0","0","1","0","100","2023/03/02 05:00:00"
"2816","1711","17","1713","97","1","0","171","1712","0","0","1","0","100","2023/03/03 05:00:00"
"2816","1811","18","1813","56","1","0","181","1812","0","0","1","0","100","2023/03/04 05:00:00"
"2816","1911","19","1913","150","1","0","191","1912","0","0","1","0","100","2023/03/05 05:00:00"
"2816","2011","20","2013","100","1","0","201","2012","0","0","1","0","100","2023/03/06 05:00:00"
