262a1ba2490d14af0921a09e88398b5eaf6439bf2cd7cb7a26fd86f41a8b4387,befdc7d5e930b26124600f3cd2a3450d0502937f03dc9bcc57b8e3817b424922,35fe879f1424f7e2c89991203290adbb1f36e255e323c65559821d8ece03e84e,6bb1ebf0b578d9f5fd7023e44afb9f233abbaad6bb8e2dc5ca13094d0d876bf5,13cadd27b587fad601d6ca3c7e7b0a9f510c8571de92203a0de56e8d15249c75,388b5e5db63c7992f66e53d50e3da9a5677dbd405c281e21305d55ff8feca23c,e3711f4577ba8c563549f8f9eeb75fc8b8a5beaafc1de9f359d4f6f9dcf3b604,4096736470d41d45bd8f402f70e1fb8bb5d2a7254c61c19f7b097e48811a61e0,e846ebc9277b358ae6ed893c86b1f1f126265634d9dc0d17f2f7e3a9f870bb05
"320010106","43.5","1","11","1","0","502001102","1","0.7"
"320010106","13","2","67","3","0","502001103","2","0.65"
"320010106","-74","3","49","2","0","0","3","0.65"
"320010107","-49","4","13","1","0","502001108","1","0.7"
"320010107","-4","5","62","3","0","502001109","2","0.85"
"320010107","59","6","50","2","0","0","3","0.65"
"320010108","0","7","-10","1","0","0","1","1.05"
"320010109","-15","8","-10","1","0","0","1","1.05"
"320010110","-85","9","-45","1","0","0","1","0.43"
"320010110","85","10","-45","2","0","0","2","0.43"
"320010206","43.5","11","11","1","0","502001202","1","0.7"
"320010206","13","12","67","3","0","502001203","2","0.65"
"320010206","-74","13","49","2","0","0","3","0.65"
"320010207","-49","14","13","1","0","502001208","1","0.7"
"320010207","-4","15","62","3","0","502001209","2","0.85"
"320010207","59","16","50","2","0","0","3","0.65"
"320010208","0","17","-10","1","0","0","1","1.05"
"320010209","-15","18","-10","1","0","0","1","1.05"
"320010210","-85","19","-45","1","0","0","1","0.43"
"320010210","85","20","-45","2","0","0","2","0.43"
"320010306","43.5","21","11","1","0","502001302","1","0.7"
"320010306","13","22","67","3","0","502001303","2","0.65"
"320010306","-74","23","49","2","0","0","3","0.65"
"320010307","-49","24","13","1","0","502001308","1","0.7"
"320010307","-4","25","62","3","0","502001309","2","0.85"
"320010307","59","26","50","2","0","0","3","0.65"
"320010308","0","27","-10","1","0","0","1","1.05"
"320010309","-15","28","-10","1","0","0","1","1.05"
"320010310","-85","29","-45","1","0","0","1","0.43"
"320010310","85","30","-45","2","0","0","2","0.43"
"320010406","43.5","31","11","1","0","502001402","1","0.7"
"320010406","13","32","67","3","0","502001403","2","0.65"
"320010406","-74","33","49","2","0","0","3","0.65"
"320010407","-49","34","13","1","0","502001408","1","0.7"
"320010407","-4","35","62","3","0","502001409","2","0.85"
"320010407","59","36","50","2","0","0","3","0.65"
"320010408","0","37","-10","1","0","0","1","1.05"
"320010409","-15","38","-10","1","0","0","1","1.05"
"320010410","-85","39","-45","1","0","0","1","0.43"
"320010410","85","40","-45","2","0","0","2","0.43"
"320010506","43.5","41","11","1","0","502001502","1","0.7"
"320010506","13","42","67","3","0","502001503","2","0.65"
"320010506","-74","43","49","2","0","0","3","0.65"
"320010507","-49","44","13","1","0","502001508","1","0.7"
"320010507","-4","45","62","3","0","502001509","2","0.85"
"320010507","59","46","50","2","0","0","3","0.65"
"320010508","0","47","-10","1","0","0","1","1.05"
"320010509","-15","48","-10","1","0","0","1","1.05"
"320010510","-85","49","-45","1","0","0","1","0.43"
"320010510","85","50","-45","2","0","0","2","0.43"
"320020106","43.5","51","11","1","0","502002102","1","0.7"
"320020106","13","52","67","3","0","502002103","2","0.65"
"320020106","-74","53","49","2","0","0","3","0.65"
"320020107","-49","54","13","1","0","502002108","1","0.7"
"320020107","-4","55","62","3","0","502002109","2","0.85"
"320020107","59","56","50","2","0","0","3","0.65"
"320020108","0","57","-10","1","0","0","1","1.05"
"320020109","-15","58","-10","1","0","0","1","1.05"
"320020110","-85","59","-45","1","0","0","1","0.43"
"320020110","85","60","-45","2","0","0","2","0.43"
"320020206","43.5","61","11","1","0","502002202","1","0.7"
"320020206","13","62","67","3","0","502002203","2","0.65"
"320020206","-74","63","49","2","0","0","3","0.65"
"320020207","-49","64","13","1","0","502002208","1","0.7"
"320020207","-4","65","62","3","0","502002209","2","0.85"
"320020207","59","66","50","2","0","0","3","0.65"
"320020208","0","67","-10","1","0","0","1","1.05"
"320020209","-15","68","-10","1","0","0","1","1.05"
"320020210","-85","69","-45","1","0","0","1","0.43"
"320020210","85","70","-45","2","0","0","2","0.43"
"320020306","43.5","71","11","1","0","502002302","1","0.7"
"320020306","13","72","67","3","0","502002303","2","0.65"
"320020306","-74","73","49","2","0","0","3","0.65"
"320020307","-49","74","13","1","0","502002308","1","0.7"
"320020307","-4","75","62","3","0","502002309","2","0.85"
"320020307","59","76","50","2","0","0","3","0.65"
"320020308","0","77","-10","1","0","0","1","1.05"
"320020309","-15","78","-10","1","0","0","1","1.05"
"320020310","-85","79","-45","1","0","0","1","0.43"
"320020310","85","80","-45","2","0","0","2","0.43"
"320020406","43.5","81","11","1","0","502002402","1","0.7"
"320020406","13","82","67","3","0","502002403","2","0.65"
"320020406","-74","83","49","2","0","0","3","0.65"
"320020407","-49","84","13","1","0","502002408","1","0.7"
"320020407","-4","85","62","3","0","502002409","2","0.85"
"320020407","59","86","50","2","0","0","3","0.65"
"320020408","0","87","-10","1","0","0","1","1.05"
"320020409","-15","88","-10","1","0","0","1","1.05"
"320020410","-85","89","-45","1","0","0","1","0.43"
"320020410","85","90","-45","2","0","0","2","0.43"
"320020506","43.5","91","11","1","0","502002502","1","0.7"
"320020506","13","92","67","3","0","502002503","2","0.65"
"320020506","-74","93","49","2","0","0","3","0.65"
"320020507","-49","94","13","1","0","502002508","1","0.7"
"320020507","-4","95","62","3","0","502002509","2","0.85"
"320020507","59","96","50","2","0","0","3","0.65"
"320020508","0","97","-10","1","0","0","1","1.05"
"320020509","-15","98","-10","1","0","0","1","1.05"
"320020510","-85","99","-45","1","0","0","1","0.43"
"320020510","85","100","-45","2","0","0","2","0.43"
"320030106","43.5","101","11","1","0","502003102","1","0.7"
"320030106","13","102","67","2","0","502003103","2","0.65"
"320030106","-74","103","49","3","0","0","3","0.65"
"320030107","-49","104","13","1","0","502003108","1","0.7"
"320030107","-4","105","62","3","0","502003109","2","0.85"
"320030107","59","106","50","2","0","0","3","0.65"
"320030108","0","107","-10","1","0","0","1","1.05"
"320030109","-15","108","-10","1","0","0","1","1.05"
"320030110","-85","109","-45","1","0","0","1","0.43"
"320030110","85","110","-45","2","0","0","2","0.43"
"320030206","43.5","111","11","1","0","502003202","1","0.7"
"320030206","13","112","67","2","0","502003203","2","0.65"
"320030206","-74","113","49","3","0","0","3","0.65"
"320030207","-49","114","13","1","0","502003208","1","0.7"
"320030207","-4","115","62","3","0","502003209","2","0.85"
"320030207","59","116","50","2","0","0","3","0.65"
"320030208","0","117","-10","1","0","0","1","1.05"
"320030209","-15","118","-10","1","0","0","1","1.05"
"320030210","-85","119","-45","1","0","0","1","0.43"
"320030210","85","120","-45","2","0","0","2","0.43"
"320030306","43.5","121","11","1","0","502003302","1","0.7"
"320030306","13","122","67","2","0","502003303","2","0.65"
"320030306","-74","123","49","3","0","0","3","0.65"
"320030307","-49","124","13","1","0","502003308","1","0.7"
"320030307","-4","125","62","3","0","502003309","2","0.85"
"320030307","59","126","50","2","0","0","3","0.65"
"320030308","0","127","-10","1","0","0","1","1.05"
"320030309","-15","128","-10","1","0","0","1","1.05"
"320030310","-85","129","-45","1","0","0","1","0.43"
"320030310","85","130","-45","2","0","0","2","0.43"
"320030406","43.5","131","11","1","0","502003402","1","0.7"
"320030406","13","132","67","2","0","502003403","2","0.65"
"320030406","-74","133","49","3","0","0","3","0.65"
"320030407","-49","134","13","1","0","502003408","1","0.7"
"320030407","-4","135","62","3","0","502003409","2","0.85"
"320030407","59","136","50","2","0","0","3","0.65"
"320030408","0","137","-10","1","0","0","1","1.05"
"320030409","-15","138","-10","1","0","0","1","1.05"
"320030410","-85","139","-45","1","0","0","1","0.43"
"320030410","85","140","-45","2","0","0","2","0.43"
"320030506","43.5","141","11","1","0","502003502","1","0.7"
"320030506","13","142","67","2","0","502003503","2","0.65"
"320030506","-74","143","49","3","0","0","3","0.65"
"320030507","-49","144","13","1","0","502003508","1","0.7"
"320030507","-4","145","62","3","0","502003509","2","0.85"
"320030507","59","146","50","2","0","0","3","0.65"
"320030508","0","147","-10","1","0","0","1","1.05"
"320030509","-15","148","-10","1","0","0","1","1.05"
"320030510","-85","149","-45","1","0","0","1","0.43"
"320030510","85","150","-45","2","0","0","2","0.43"
"320040106","-74","151","49","1","0","502004103","1","0.7"
"320040106","13","152","67","3","0","502004104","2","0.85"
"320040106","43.5","153","11","2","0","0","3","0.65"
"320040107","59","154","50","1","0","502004107","1","0.7"
"320040107","-4","155","62","3","0","502004109","2","0.85"
"320040107","-49","156","13","2","0","0","3","0.65"
"320040108","0","157","-10","1","0","0","1","0.8"
"320040109","30","158","20","1","0","0","1","0.9"
