eaf726a855decb10e7f4bd82500a270266de7e35413a379d6ea204993a1a2195,80c8d1cb122dc05425f8a908cb3223f5bebe1dae30bc7cbbb622de824a939039,cd6abc71589f895e4bc1dc3098a3a8c752db2ad62572ba99a988992a4d82049d,1b588bc1d96838a5b46707e0b62ca5f89fa34aadd5e3c8fa7b300a17d51e5c47,be25066abb9e9a14e2704e6ab3afe50bd75c4d2e9af100751350faac066e2e0d,e119c9ab5e099cbd547620f87fa3562f4dc24ae01f139eab48955573fc3c4b7e,3d5e9aa5f073caede9d27d6f144105f496aedea3b22bdc6f2ab527460e65f607,3f44758bf08a173aa0483cf465beb0537dfc1134afe7ff9a7f34ddf993648fe1,f9460b5f232ae051c04a3e3d822b502487d4f8746349a9fef638e794795d8a86,6595fe31db048ae7988c782ad46bfc66ca6c2bf25c8f23c45f91b92a124bbc2a,ee463540dbaf6ec1c5b72dab66155382498f474156cd4af7839d5ae7adb44838,bc5ede043135c34aaa45553793711125ff38abb65810af8d6e492d8fd9c631a1,40001167d2e2242a1b0b6155758f9c9d15b5de9d0b7decf6184edb9e5b2349d5,dbe229bbcba70c1bce8188da5dfbcbae0447569a3dfdd0b2b7d269d856749fdd,cc548cb173a95089a35246eabaddd453860885932f6fe4a44fc0b24f0e51085a,bc2b79d21d2ce9d1fd559bd24b26629568e48e717ca3f242e52b8192b7dc9281,565a72ca1ac65af085acd8767a79cfb8907fdff0759de2e95074c397ff4d0a77,518bf3c575e8033b34f3a3811d2ac300d5c219b0adfa80a7621c89ac4ef4e443,8ab802c68bfffc53823496ae204468be5499bba9c58f6e04650c33544ee13710,073237375601d9cb7e4f5a37eda52be4633becccd79002d518c394c43859fd26
"0","1","0","1","0","0","0","100100201","0","0","0","1001","1001002","100111","0","0","0","0","0","0"
"0","1","0","0","0","0","0","100100801","0","0","1","1001","1001008","0","0","0","-840","0","0","0"
"0","1","0","1","1001011","0","0","100101101","0","0","0","1001","1001011","100131","0","0","0","0","0","0"
"0","1","0","1","1001011","0","0","100101102","0","0","0","1001","1001011","100131","0","0","0","0","0","0"
"0","1","0","1","0","0","0","100200101","0","0","0","1002","1002001","100211","0","0","0","0","0","0"
"0","1","0","0","0","0","0","100200801","0","0","1","1002","1002008","0","0","0","-920","0","0","0"
"0","1","0","0","0","0","0","100201101","0","0","1","1002","1002011","0","0","0","-920","0","0","0"
"0","1","0","1","0","0","0","100201102","0","0","0","1002","1002011","100231","0","0","0","0","0","0"
"0","1","0","1","0","0","0","100300301","0","0","0","1003","1003003","100311","0","0","0","0","0","0"
"0","1","0","0","0","0","0","100300801","0","0","1","1003","1003008","0","0","0","-820","0","0","0"
"0","1","0","1","1003011","0","0","100301101","0","0","0","1003","1003011","100332","0","0","0","0","0","0"
"0","1","0","1","1003011","0","0","100301102","0","0","0","1003","1003011","100332","0","0","0","0","0","0"
"0","1","0","1","0","0","0","100400701","0","0","0","1004","1004007","100411","0","0","0","0","0","0"
"0","1","0","0","0","1","0","100400801","0","0","1","1004","1004008","0","0","0","-900","0","0","0"
"0","1","0","1","0","0","0","100401101","0","0","0","1004","1004011","100431","0","0","0","0","0","0"
"0","1","0","1","1005006","0","0","100500601","0","0","0","1005","1005006","100511","0","0","0","0","0","0"
"0","1","0","1","1005006","0","0","100500602","0","0","0","1005","1005006","100511","0","0","0","0","0","0"
"0","1","0","1","1005006","0","0","100500603","0","0","0","1005","1005006","100511","0","0","0","0","0","0"
"0","1","0","0","0","1","0","100500801","0","0","1","1005","1005008","0","0","0","-840","0","0","0"
"0","1","0","1","1005011","0","0","100501101","0","0","0","1005","1005011","100531","0","0","0","0","0","0"
"0","1","0","1","1005011","0","0","100501102","0","0","0","1005","1005011","100531","0","0","0","0","0","0"
"0","1","0","1","0","0","0","100600301","0","0","0","1006","1006003","100611","0","0","0","0","0","0"
"0","1","0","0","0","1","0","100600801","0","0","1","1006","1006008","0","0","0","-840","0","0","0"
"0","1","0","1","0","0","0","100601101","0","0","0","1006","1006011","100631","0","0","0","0","0","0"
"0","1","0","1","0","0","0","100700101","0","0","0","1007","1007001","100711","0","0","0","0","0","0"
"0","1","0","0","0","1","0","100700801","0","0","1","1007","1007008","0","0","0","-800","0","0","0"
"0","1","0","1","1007011","0","0","100701101","0","0","0","1007","1007011","100731","0","0","0","0","0","0"
"0","1","0","1","1007011","0","0","100701102","0","0","0","1007","1007011","100731","0","0","0","0","0","0"
"0","1","0","1","1008001","0","0","100800101","0","0","0","1008","1008001","100811","0","0","0","0","0","0"
"0","1","0","1","1008001","0","0","100800102","0","0","0","1008","1008001","100811","0","0","0","0","0","0"
"0","1","0","0","0","1","0","100800401","0","0","1","1008","1008004","0","0","0","0","0","0","0"
"0","1","0","1","1008011","0","0","100801101","0","0","0","1008","1008011","100832","0","0","0","0","0","0"
"0","1","0","1","1008011","0","0","100801102","0","0","0","1008","1008011","100832","0","0","0","0","0","0"
