2df93573c799722c7efdb7d2e720f6ff5ef5e857187a3086b060633ffcbbc240,0faebcddebb1d2a06247efde1e7ccfa70bc3a2b201e995e24fc9cf4499ea0bf1,792d9a76e3a84f0217fe4c646acd21dcb9a625bba9e4e8acbe0817f9164c7ea3,31b3ebcc0a561a42dc5e96d4b9b10486be3060096ef9a7ca8db65ccbc9c86f32,1b29a94b1106bce9959f2840cd2b16358a993eb3db6bb2e8e424186291017e75,1cfd473220ac1f48e37dce22c941675ed89adc7439d5f46fa4ba03594b34d5df,b29258466d27bc7f7bad54d1d453595aceab7cc3885a772fb631924159afaa11,365cfabf43a7d3226f3a9b0fb73161947274ec4f510824dc24e72294179ca1a3,12ddce63d10e7024f452ceafce774ee2b116a2bf041faafb7fac79d2ceec8c48,2d0d011bd39fde7c1b955ebb77b8e56aa85e869f1d6df6964e10b88cd9a6b481,1ce435b2fa57019b19f951626b97d506d951e2ae1e2d2d82cec8996aa3c8aaee,8bc430f4b96ec68b3111a42e723df4818c7d95b4908d9d956166c1fd088ad5e5
"2","0","vo_10011600","0","1","15","0","vo_10011600_1501","1150001","0","0","0"
"1","1","0","240","2","15","0","0","1150002","0.997402597402597","0","0"
"4","1","0","0","3","15","0","0","1150003","0","2.4974025974026","1"
"2","0","vo_10011600","0","4","15","0","vo_10011600_1502","1150004","0","0","0"
"1","2","0","118","5","15","0","0","1150005","0.748051948051948","0","0"
"4","2","0","0","6","15","0","0","1150006","0","0.848051948051948","1"
"2","0","vo_10011600","0","7","15","0","vo_10011600_1503","1150007","0","0","0"
"1","2","0","460","8","15","118","0","1150008","1.16363636363636","0","0"
"4","2","0","0","9","15","0","0","1150009","0","1.96363636363636","1"
"2","0","vo_10011600","0","10","15","0","vo_10011600_1504","1150010","0","0","0"
"1","3","0","500","11","15","0","0","1150011","2.07792207792208","0","0"
"4","3","0","0","12","15","0","0","1150012","0","3.47792207792208","1"
"2","0","vo_10011600","0","13","15","0","vo_10011600_1505","1150013","0","0","0"
"1","4","0","248","14","15","0","0","1150014","1.24675324675325","0","0"
"4","4","0","0","15","15","0","0","1150015","0","2.24675324675325","1"
"2","0","vo_10011600","0","16","15","0","vo_10011600_1506","1150016","0","0","0"
"1","4","0","770","17","15","248","0","1150017","1.95324675324675","0","0"
"4","4","0","0","18","15","0","0","1150018","0","1.95324675324675","1"
"2","0","vo_10011600","0","19","15","0","vo_10011600_1507","1150019","0","0","0"
"1","5","0","359","20","15","0","0","1150020","2.07792207792208","0","0"
"4","5","0","0","21","15","0","0","1150021","0","2.97792207792208","1"
"2","0","vo_10011600","0","22","15","0","vo_10011600_1508","1150022","0","0","0"
"1","5","0","770","23","15","359","0","1150023","1.12207792207792","0","0"
"4","5","0","0","24","15","0","0","1150024","0","2.02207792207792","1"
"2","0","vo_10011600","0","25","15","0","vo_10011600_1509","1150025","0","0","0"
"1","6","0","277","26","15","0","0","1150026","1.32987012987013","0","0"
"4","6","0","0","27","15","0","0","1150027","0","2.57987012987013","1"
"2","0","vo_10011600","0","28","15","0","vo_10011600_1510","1150028","0","0","0"
"1","6","0","770","29","15","277","0","1150029","1.87012987012987","0","0"
"4","6","0","0","30","15","0","0","1150030","0","2.87012987012987","1"
"2","0","vo_10011600","0","31","15","0","vo_10011600_1511","1150031","0","0","0"
"1","7","0","361","32","15","0","0","1150032","1.55844155844156","0","0"
"4","7","0","0","33","15","0","0","1150033","0","1.75844155844156","1"
"2","0","vo_10011600","0","34","15","0","vo_10011600_1512","1150034","0","0","0"
"1","7","0","726","35","15","361","0","1150035","1.26753246753247","0","0"
"4","7","0","0","36","15","0","0","1150036","0","2.51753246753247","1"
"2","0","vo_10011600","0","37","15","0","vo_10011600_1513","1150037","0","0","0"
"1","8","0","793","38","15","0","0","1150038","1.99480519480519","0","0"
"4","8","0","0","39","15","0","0","1150039","0","2.49480519480519","1"
"2","0","vo_10011600","0","40","15","0","vo_10011600_1514","1150040","0","0","0"
"1","8","0","793","41","15","793","0","1150041","1.03896103896104","0","0"
"4","8","0","0","42","15","0","0","1150042","0","2.53896103896104","1"
"1","9","0","400","43","15","0","0","1150043","0.01","0","0"
"4","9","0","0","44","15","0","0","1150044","0","0","1"
"2","0","vo_10011600","0","45","15","0","vo_10011600_1515","1150045","0","0","0"
"1","9","0","720","46","15","400","0","1150046","1.32987012987013","0","0"
"2","0","vo_10011600","0","1","16","0","vo_10011600_1601","1160001","0","0","0"
"1","1","0","150","2","16","0","0","1160002","0.623376623376623","0","0"
"4","1","0","0","3","16","0","0","1160003","0","2.12337662337662","1"
"2","0","vo_10011600","0","4","16","0","vo_10011600_1602","1160004","0","0","0"
"1","2","0","716","5","16","0","0","1160005","3.63636363636364","0","0"
"4","2","0","0","6","16","0","0","1160006","0","5.13636363636364","1"
"2","0","vo_10011600","0","7","16","0","vo_10011600_1603","1160007","0","0","0"
"1","3","0","396","8","16","0","0","1160008","1.18441558441558","0","0"
"4","3","0","0","9","16","0","0","1160009","0","2.18441558441558","1"
"2","0","vo_10011600","0","10","16","0","vo_10011600_1604","1160010","0","0","0"
"1","3","0","460","11","16","396","0","1160011","0.353246753246753","0","0"
"4","3","0","0","12","16","0","0","1160012","0","0.553246753246753","1"
"2","0","vo_10011600","0","13","16","0","vo_10011600_1605","1160013","0","0","0"
"1","3","0","704","14","16","460","0","1160014","1.1012987012987","0","0"
"4","3","0","0","15","16","0","0","1160015","0","1.1012987012987","1"
"1","4","0","458","16","16","0","0","1160016","1.95324675324675","0","0"
"4","4","0","0","17","16","0","0","1160017","0","2.45324675324675","1"
"2","0","vo_10011600","0","18","16","0","vo_10011600_1606","1160018","0","0","0"
"1","4","0","758","19","16","458","0","1160019","0.78961038961039","0","0"
"4","4","0","0","20","16","0","0","1160020","0","1.78961038961039","1"
"2","0","vo_10011600","0","21","16","0","vo_10011600_1607","1160021","0","0","0"
"1","5","0","492","22","16","0","0","1160022","1.99480519480519","0","0"
"4","5","0","0","23","16","0","0","1160023","0","2.99480519480519","1"
"2","0","vo_10011600","0","24","16","0","vo_10011600_1608","1160024","0","0","0"
"1","5","0","712","25","16","492","0","1160025","0.748051948051948","0","0"
"4","5","0","0","26","16","0","0","1160026","0","1.99805194805195","1"
"2","0","vo_10011600","0","27","16","0","vo_10011600_1609","1160027","0","0","0"
"1","6","0","260","28","16","0","0","1160028","1.53766233766234","0","0"
"4","6","0","0","29","16","0","0","1160029","0","2.13766233766234","1"
"2","0","vo_10011600","0","30","16","0","vo_10011600_1610","1160030","0","0","0"
"1","6","0","728","31","16","260","0","1160031","1.41298701298701","0","0"
"4","6","0","0","32","16","0","0","1160032","0","1.41298701298701","1"
"1","7","0","165","33","16","0","0","1160033","0.78961038961039","0","0"
"4","7","0","0","34","16","0","0","1160034","0","2.33961038961039","1"
"2","0","vo_10011600","0","35","16","0","vo_10011600_1611","1160035","0","0","0"
"1","7","0","341","36","16","165","0","1160036","0.706493506493507","0","0"
"4","7","0","0","37","16","0","0","1160037","0","1.00649350649351","1"
"2","0","vo_10011600","0","38","16","0","vo_10011600_1612","1160038","0","0","0"
"1","7","0","710","39","16","341","0","1160039","1.45454545454545","0","0"
"4","7","0","0","40","16","0","0","1160040","0","2.95454545454545","1"
"2","0","vo_10011600","0","41","16","0","vo_10011600_1613","1160041","0","0","0"
"1","7","0","770","42","16","710","0","1160042","0.249350649350649","0","0"
"4","7","0","0","43","16","0","0","1160043","0","0.749350649350649","1"
"2","0","vo_10011600","0","44","16","0","vo_10011600_1614","1160044","0","0","0"
"1","8","0","522","45","16","0","0","1160045","2.31896103896104","0","0"
"4","8","0","0","46","16","0","0","1160046","0","3.71896103896104","1"
"2","0","vo_10011600","0","47","16","0","vo_10011600_1615","1160047","0","0","0"
"1","8","0","730","48","16","522","0","1160048","0.714805194805195","0","0"
"4","8","0","0","49","16","0","0","1160049","0","2.71480519480519","1"
"1","9","0","560","50","16","0","0","1160050","0.01","0","0"
"4","9","0","0","51","16","0","0","1160051","0","0","1"
"2","0","vo_10011600","0","52","16","0","vo_10011600_1616","1160052","0","0","0"
"1","9","0","710","53","16","560","0","1160053","0.623376623376623","0","0"
"2","0","vo_10011600","0","1","17","0","vo_10011600_1701","1170001","0","0","0"
"1","1","0","160","2","17","0","0","1170002","0.664935064935065","0","0"
"4","1","0","0","3","17","0","0","1170003","0","2.16493506493507","1"
"2","0","vo_10011600","0","4","17","0","vo_10011600_1702","1170004","0","0","0"
"1","2","0","125","5","17","0","0","1170005","0.730519480519481","0","0"
"4","2","0","0","6","17","0","0","1170006","0","1.53051948051948","1"
"2","0","vo_10011600","0","7","17","0","vo_10011600_1703","1170007","0","0","0"
"1","2","0","770","8","17","125","0","1170008","3.35064935064935","0","0"
"4","2","0","0","9","17","0","0","1170009","0","4.85064935064935","1"
"2","0","vo_10011600","0","10","17","0","vo_10011600_1704","1170010","0","0","0"
"1","3","0","205","11","17","0","0","1170011","0.851948051948052","0","0"
"4","3","0","0","12","17","0","0","1170012","0","2.10194805194805","1"
"2","0","vo_10011600","0","13","17","0","vo_10011600_1705","1170013","0","0","0"
"1","3","0","730","14","17","205","0","1170014","2.72727272727273","0","0"
"4","3","0","0","15","17","0","0","1170015","0","4.47727272727273","1"
