4533a093c805264f7d74069fa356bf11741b3333c45881fe7ed1104b8033694e,8c35a8c360ae75708203107d04114e97a57dc93c4fbd5f1f4a662e082d39ab07,d4eb3667a3ff7242412c6df9f7af815a190c751675d9b80cded21b121250f652,d1e80d349fa31fbf207decfa6f9a04110652d6eac8e9435bfdce95c36a7c281c,0f79c81a95f55e649a7b4d944d221254dc3b4fbdcada23054266fe69facffdaa,a8cf8b601f6d147061e5537c8fcb5bea81fa65b5ab688e86d522e511a5f80b41,4d936d8f0ec34fb6fdfef72b095b404adc1b6ca983772d40c28e05591101b695,4ac3134c9f371fa31efe49b67e8ea3469edaef763cb42885e123202d33f7e0ac,7d612f42e07ac9ae2e09a4803092d62c8885946e5d2dfb81efdccd9e00c309b6,aedbda2f1bc4f8322c482b8c09bef9e037d92cd3170fe3d29ea2cf253fe970bb,d87af720acff75ae53ef6a1ed534a4955e056a978272208c9a50bd58e3ca9eaa,c59d1bdb3a62f2f22dd02e429a099d7e4ba8da7c20ba12dc984b9f42a3d2a52a,6fcdfd662c6a95197a19b82652ecc68219f4c89d44b2f308609a76ebfba489b9,bc826727250deb41c77fb85bc473b0a851bc3b47dfbc8e1b5b81da61b1dc718b,8a72b16d4a62a2f2a6197dba9150ca56ab9284d822154e4205397b26ba1e5774,f05ea0c09f7d3b583d7574310b7876a0978111e99512230fc6bc579887fc393b,20a10ed35fec8762f9e68fb3a88c58fd4e62daa855a24a5f9961675c17a94560,2e750b8a3faca0e1b7ab1bcd3ce70cf21f490037f10cb3ad9464a66999522614,6b77b21425aedf3a033de9a4970de13981b0ff52042fc20468637c8c26d88ecb,1bd30993cb0cb81070ac788e7649fbd2b39cf10cd4487baed7040d411a007efe,b9c6704f159dd8e62c749f360e8d4605f2f93a7b74db7a95ef3aeef8ebab1f5c,cd5c142f03064976ddf47bb176fa68d29bc16e862361d7b52ecab7fe13289292,507b7f4c205d35827f98c64d49a293f1481072535f322435a62697b074f7557a,6f29e873adec5500802fd958fad9ae571e78cb06ade1daad0862207f844417d7,29cff7bc1f305cc6659350e1ee5f1e0ef316925e024d40bedbf87fd0c5034d0a,732dc9a274ff1aea50a3a2ac0d1b3f7b88453fc8c3586576a1e7bbe21394235c,a5ac04086004ccca4505f938b34cc891fed47b0665644c58304c4c92be2b404f,905bc4b50d82f65830fbbccf814210b7160167b660347e937adccc2e09db1d02,a8d1a29e95823cd4489b0eb85e0ad857d83953f18e1e565bf11239a67a04fe0e,64bbcc61438c7a99de0a77852851aab6748d9b18ff0efd4bb496307f2e3737e5,fcbaedefca4486d9960a6f318ace5dae231e42b22ded5c243ba6dd5de7d1663c,5d0f6d3c0f69a9a43f856d4f03fa114fd9027e61e77b14e61cc6c075cbfa9093,0d08bc90bc44f826ee916219e3229c85890a338476b95710dee514ce01a07f88,b3d17c49a16f3505b90e57f73cdb34c18bdcd2a9e9808b78194dc91c3445d8fd,c279ae228f42867b175147eb51faf22bf9cde6e8c83274c852f8269d2f2c9366,d0db646fea73cb3a9d0f6eac4527ee563a8460f62d087bfd5b0d8d39101a330b,31aa76f82a9f6f23f11b6b1c3f1860f87d5738908003cf66a85c000111b6e67d,a1518632442939da5d22ff4c9c896b4badd60132cd97a67690bf4ee0a2dadcf8,af89a13bd3e9ce667f187a49d8f603ca6346c403593c711c56ceecfc8aaa0e4c,9eca47dbee345b633893ed8eec805e9d2f1712c174add5768057b9ed09788185,4499466ad9c6371a9b12486afe246b68b26b2933c8b63f7f36fdc27fc33ec1df
"0","0","0","0","0","0","0","30","258","1","620130001","1","1","1","600110031","0","0","0","61001005","18","0","3001","0","0","36","620060001","0","0","620090001","0","1","0","61001004","0","0","600000003","0","0","0","61001007","3001"
"0","0","0","0","0","0","0","30","258","1","620130001","1","1","1","600110041","0","0","0","61001005","18","0","4001","0","0","36","620060001","0","0","620090001","0","1","0","61001004","0","0","600000004","0","0","0","61001007","4001"
"0","0","0","0","0","0","0","30","268","1","620130002","1","1","1","600110051","0","0","0","61001005","18","0","5001","0","0","36","620060002","0","0","620090002","0","1","0","61001004","0","0","600000005","0","0","0","61001007","5001"
"0","0","0","0","0","0","0","30","273","1","620130003","1","1","1","600110061","0","0","0","61001005","18","0","6001","0","0","36","620060003","0","0","620090003","0","1","0","61001004","0","0","600000006","0","0","0","61001007","6001"
"0","0","0","0","0","0","0","30","281","1","620130004","1","1","1","600110071","0","0","0","61001005","18","0","7001","0","0","36","620060004","0","0","620090004","0","1","0","61001004","0","0","600000007","0","0","0","61001007","7001"
"0","0","0","0","0","0","0","30","288","1","620130005","1","1","1","600110081","0","0","0","61001005","18","0","8001","0","0","36","620060005","0","0","620090005","0","1","0","61001004","0","0","600000008","0","0","0","61001007","8001"
"0","0","0","0","0","0","0","30","298","1","620130006","1","1","1","600110091","0","0","0","61001005","18","0","9001","0","0","36","620060006","0","0","620090006","0","1","0","61001004","0","0","600000009","0","0","0","61001007","9001"
"0","0","0","0","0","0","0","30","309","1","620130007","1","1","1","600110101","0","0","0","61001005","18","0","10001","0","0","36","620060007","0","0","620090007","0","1","0","61001004","0","0","600000010","0","0","0","61001007","10001"
"0","0","0","0","0","0","0","30","313","1","620130008","1","1","1","600110111","0","0","0","61001005","18","0","11001","0","0","36","620060008","0","0","620090008","0","1","0","61001004","0","0","600000011","0","0","0","61001007","11001"
"0","0","0","0","0","0","0","30","321","1","620130009","1","1","1","600110121","0","0","0","61001005","18","0","12001","0","0","36","620060009","0","0","620090009","0","1","0","61001004","0","0","600000012","0","0","0","61001007","12001"
"0","0","0","0","0","0","0","30","326","1","620130010","1","1","1","600110131","0","0","0","61001005","18","0","13001","0","0","36","620060010","0","0","620090010","0","1","0","61001004","0","0","600000013","0","0","0","61001007","13001"
"0","0","0","0","0","0","0","30","336","1","620130011","1","1","1","600110141","0","0","0","61001005","18","0","14001","0","0","36","620060011","0","0","620090011","0","1","0","61001004","0","0","600000014","0","0","0","61001007","14001"
"0","0","0","0","0","0","0","30","341","1","620130012","1","1","1","600110151","0","0","0","61001005","18","0","15001","0","0","36","620060012","0","0","620090012","0","1","0","61001004","0","0","600000015","0","0","0","61001007","15001"
"0","0","0","0","0","0","0","30","351","1","620130013","1","1","1","600110161","0","0","0","61001005","18","0","16001","0","0","36","620060013","0","0","620090013","0","1","0","61001004","0","0","600000016","0","0","0","61001007","16001"
"0","0","0","0","0","0","0","30","356","1","620130014","1","1","1","600110171","0","0","0","61001005","18","0","17001","0","0","36","620060014","0","0","620090014","0","1","0","61001004","0","0","600000017","0","0","0","61001007","17001"
"0","0","0","0","0","0","0","30","366","1","620130015","1","1","1","600110181","0","0","0","61001005","18","0","18001","0","0","36","620060015","0","0","620090015","0","1","0","61001004","0","0","600000018","0","0","0","61001007","18001"
"0","0","0","0","0","0","0","30","371","1","620130016","1","1","1","600110191","0","0","0","61001005","18","0","19001","0","0","36","620060016","0","0","620090016","0","1","0","61001004","0","0","600000019","0","0","0","61001007","19001"
