bd8d4108427b2bb9ca0fd5fac987af4399ee1c94759b74f3936f904a6db503bf,3aa1fbacf2610a1512cdb896802f693d6063acb26bf6c0708000fb3137219939,cad24be273be28cf7620aae2ed05bfd0aa3cff8cd49ee58fd51ed5f322c973af,9387d09c20aae551179f063afeeff3cc52bf76395d681f42223f5e4954c6312d,3cdf7e4396849e0808b0807374e963c3ab110e94261aefb471f38715da66d305,f29bf8a1b2fe709415b2414bb2681f1bb55afacf3271bd7a902e189a6820546d,c2afefc9aba3c29e25bd0f06f3bc0dce542f68bea03da31dc41a3862c3c7a420,992b6c3b4c347f71132eff7f34e95a82f4e634fc3a54b85f3acdd06bcab4c4a5,ec8597fc26c5e1b6a5edbf68cc9ce99ba4a5209188d72f4f0de6fcc6642d1dd5,7a167fea2215b879d27fbcd45440495311d80f4a17c9b81b0f6c51d4989f1306,dd8f24f34b77171236c1ab3c941043b872b554616bcfb994772f80fac9e308c4,7ea99e2f8c0f5febee648ef27aec038066e3661b8ff07d8a8e4f993320b98db8,ab537e35431696f0d41144b2a7e5d81e4dd134b209c4f06206c71995cbaa21eb,61e801981f98dfa73c822701f235f791da0ac47e7baafdf04c60aea5aae997a5,77492d6f9a97ac93c3ef4dad0a1f7555e175bae08743295009ae76ec21755e23,c352824a89e0f442badfaf32418d727cbc9acf0cb7a7c8b95ac3b753e52583cc,2e674eb8e149ff767d7039fd5c5a5671b97bc0c61073a9c6f483bcd8e43e0ce4,4ffaa6fb7f17468f36619693ee71fb4155ae6a309440e4d14bc85c4b41d14384,8136c94ec02e14a7e2ef49f394ceb209e1d28bb4615f4115e65f705aa834bdfc,e0594849cd93ffc99ba3daac254655a5871a7e63c32fd5321d3b85922be3fa2f,3811b9d83af446fc304588a48dab88b3863142c4ab850fc441c4c07d72d74c5c,b0f94186d31eea4526afeac3d08b53100b41586178f65e4ed518f92d1905d878,a741dd7006591fd1aa7570b6b65171c905a431b8238a517f28be15043cf70353,9abd8d4c770ab8ff1f40af0fd163fb8b6c35f9caf86252b16c509dbaef998fa0,20729a939e5b1360f125c5550b0cc8e433dcab3636f29c15e44e2fcae563163b,3591e2a231dc947336e2436ea8b5da7d534cb8790195d492c3904d2389deacda,b4a50ff6ed929bf973c4a4c33daa81cec18094708e1410012a51a60e8ca40d73,819c62b66ce66dc2960c2ca0f9bdffae3af39935208bc22723d899fa974d0ac4,de09fa52bf105af3d3946f1d0c358bec13f4cb32e35184dcc738db28a46c8024,4f86a85365cb2bac520dce1186ab51a4821881b7480fbd109c79cdb660546466,24f78851840134107efa3e69783f0dfc3a6ad4d38d8d94bec2379ce11eb4b7b1,5f5ceaeffa6991dd3622f272c30c6669ce559ba02d9a6c33d2db3f3136e3e708,3fc9389d8b89b3f31448beae88808064351e34c258defc7fa8a3baea21e74f48,bb81756defcaf33bfcb8c83434942c7e17e7f404111e8b2aa80f8ca3c4c17306,d6a33d23f93051d7cc2215db99a0def57c8764a30d74323a95338d5c8b13626c,00c2201bce140806bd4d532e121ddbea70a4c7cdbca9fb715177414766bb5b73,873022644d7878a4afcff9f234633fe33ac6bcfffc2c149074b161c268eb76e3,f2baf78e6c81b53012affb2a98a3daee2f175af6297d365673be12847ba3d96d,5aea4229c474e822dfa233660a770da6aeaaedde75f410ce7bf646a6d4b3cbee,0f27f45771be7231df959c4c1b20ccedd952716de00f323a312e3f9ef6326c23,5243aedc9b1f4f30686a89eb4db0518c45dcfad30d7e4216eeac82f1e30f77f8,99cfc4a288bcc1e08e96165e86cfa3bb8a35fe93d6eda7083f4403b13889e049,8aca938432d2c5f704b6518bf66d0ee9e19c14ebacbed8a4db96945ccf596e0e
"217601","1","0","0","0","0","2500","0","0","0","0","900000","5000","0","0","0","0","0","0","1","0","0","2500","0","0","寶石蜘蛛A","0","804100111","0","200000001","0","900","50","0","0","0","0","0","0","2500","0","200","900"
"217602","1","0","0","0","0","2500","0","0","0","0","900000","5000","0","0","0","0","0","0","1","0","0","2500","0","0","寶石蜘蛛B","0","804100121","0","200000001","0","600","50","0","0","0","0","0","0","2500","0","200","600"
"217603","1","0","0","0","0","2500","0","0","0","0","900000","5000","0","0","0","0","0","0","1","0","0","2500","0","0","寶石蜘蛛C","0","804100131","0","200000001","0","300","50","0","0","0","0","0","0","2500","0","200","300"
"319901","1","0","0","0","0","2500","0","0","2500","0","18000000","12000","0","0","0","0","0","0","1","0","0","2500","0","0","倭","0","804100201","0","300000008","0","700","50","0","0","100","0","70","0","2500","0","600","700"
"319801","1","0","0","0","0","0","0","0","0","0","14000000","0","0","0","0","0","0","0","1","0","0","100","0","0","若菜","0","804100211","0","300000008","0","200","50","0","0","0","0","0","0","100","0","600","200"
"319701","1","0","0","0","0","0","0","0","2500","0","9000000","10000","0","0","0","0","0","0","1","0","0","100","0","0","布武機","0","804100221","0","300000008","0","200","50","0","0","0","0","130","0","300","0","600","200"
"321500","1","0","0","0","0","2500","0","0","2500","0","67000000","16000","0","0","0","0","0","0","1","0","0","2500","0","0","芙蕾雅","0","804100301","16000","300000008","0","1200","50","0","0","100","0","100","0","2500","0","600","1200"
"217700","1","0","0","0","0","2500","0","0","0","0","12000000","12000","0","0","0","0","0","0","1","0","0","2500","0","0","飛龍","0","804100311","0","300000008","0","500","50","0","0","0","0","0","0","2500","0","600","500"
"321600","1","0","0","0","0","2500","0","0","2500","0","80000000","14000","0","0","2500","0","0","0","1","0","0","2500","0","0","阿剌克涅","0","804100401","16000","300000008","30","600","50","0","0","2500","0","160","0","2500","0","700","600"
"321603","1","0","0","0","0","2500","0","0","2500","0","80000000","14000","0","0","0","0","0","0","1","0","0","2500","0","0","阿剌克涅","0","804100402","16000","300000008","30","600","50","0","0","2500","0","110","0","2500","0","700","600"
"321601","1","0","0","0","0","0","0","0","0","0","600000000","36000","0","0","0","0","0","0","1","0","0","5000","0","0","六凶‧魔蜘蛛阿剌克涅","0","804100501","50000","300000009","0","50000","50","0","0","0","0","0","0","5000","0","750","50000"
"321602","1","0","0","0","0","5000","0","0","5000","0","600000000","36000","0","0","150","0","0","0","1","0","0","5000","0","0","六凶‧魔蜘蛛阿剌克涅","0","804100502","40000","300000009","5000","1200","50","150","0","5000","0","130","0","5000","0","750","1200"
"192701","1","0","1500","0","0","0","0","0","316","0","150000","40000","0","0","0","0","0","0","1","0","0","0","0","0","雪菲","0","804100601","0","900000001","0","1000","50","0","0","0","0","50","0","316","0","316","1000"
