20abaf7cb854ada67833d598c46c27865eb1f60b610770052f38735e1870f211,1a10d5905725f61d291b293a58ab1595cf2b504d1c7313e3530a7d422ad002ed,0937e459eb14bc175b1247eb8e6e1cbac5551ce9e5c1130fbc72fe7437c53696,2b9d3fb813236714bd82f113ad030e1a352a697fe97d531f8cf2bfe76d716c6b,18a8b98b1b5afca97188af29cd1ac20e99bb2fd3bf8bbca1640fd471293fea10,e35cbdd9257ba35e00094cafbd03544e5f2947cc0c772aa028800391d6159fb0,74251f8eec7ffd5881eff9d3057d4bfec158a487d560441dd85570cc75568aa1,b7fe2de4990ab3d925d7d1e8f85acd39ba9aab3376beb21e859c4abfab81233d,d345dd359b54bd5fd7d502e97acc39742854b58667bb2e3f5a17b8e789ec6fc9,2a1a94d60ebda18aa4fece6b72e9051bee9ffec060897a151a80f898919b4c1a,043a7fef85bf304760a83b0197c93e31257f41852989b42176fd24ba2220022b,642bdf110b07afbcb972b09179053c3afa11f886b630f80f3aec13ff84b327ba,ce62408a2f9a82a7e2dbbde3a2d7ac386316984b4ff390ea17df81485e378dbc,ceb9617456a1305639e104ed891065359dc9d268ed94cbde45a4ee5cde3e8411,3725dc73d41576032295143c98856741f0659edad47c0a1bf2c5201071876c03,b6b2493bc40421289ae5f51d1e65af107d57f824fe1f0c5bc5a92edb592f6608
"10001101","bgm_M32","0","201","2018/09/17 15:59:59","0","0","1","0","bgm_M32","2018/08/28 16:00:00","塔爾格姆地區","0","0","10001","0"
"10001201","bgm_M32","0","201","2018/09/17 15:59:59","0","0","1","0","bgm_M32","2018/08/28 16:00:00","塔爾格姆地區","0","0","10001","0"
"10002101","bgm_M98_2","0","201","2018/10/24 15:59:59","0","0","1","0","bgm_M98","2018/10/03 16:00:00","馬席納地區","0","0","10002","0"
"10002201","bgm_M98_2","0","201","2018/10/24 15:59:59","0","0","1","0","bgm_M98","2018/10/03 16:00:00","馬席納地區","0","0","10002","0"
"10003101","bgm_M106","0","201","2018/11/20 15:59:59","0","0","1","0","bgm_M106","2018/11/01 15:59:59","蘭德索爾郊外","0","0","10003","0"
"10003201","bgm_M106","0","201","2018/11/20 15:59:59","0","0","1","0","bgm_M106","2018/11/01 15:59:59","蘭德索爾郊外","0","0","10003","0"
"10004101","bgm_M112","0","201","2018/12/20 15:59:59","0","0","1","0","bgm_M112","2018/12/01 16:00:00","塔帕斯海灘 周邊","0","0","10004","0"
"10004201","bgm_M112","0","201","2018/12/20 15:59:59","0","0","1","0","bgm_M112","2018/12/01 16:00:00","塔帕斯海灘 周邊","0","0","10004","0"
"10005101","bgm_M121","0","201","2019/01/22 15:59:59","0","0","1","0","bgm_M121","2019/01/03 16:00:00","伊爾席翁的孤島","0","0","10005","0"
"10005201","bgm_M121","0","201","2019/01/22 15:59:59","0","0","1","0","bgm_M121","2019/01/03 16:00:00","伊爾席翁的孤島","0","0","10005","0"
"10006101","bgm_M128","0","201","2019/02/19 15:59:59","0","0","1","0","bgm_M128","2019/02/01 12:00:00","王城蘭德索爾","0","0","10006","0"
"10006201","bgm_M128","0","201","2019/02/19 15:59:59","0","0","1","0","bgm_M128","2019/02/01 12:00:00","王城蘭德索爾","0","0","10006","0"
"10007101","bgm_M135","0","201","2019/03/25 15:59:59","1","0","1","0","bgm_M135","2019/03/06 16:00:00","蘭德索爾郊外","0","0","10007","0"
"10007102","bgm_M29","80","201","2019/03/25 15:59:59","2","0","1","202","bgm_M29","2019/03/06 16:00:00","靈界","0","1","10007","208"
"10007103","bgm_M135","0","201","2019/03/25 15:59:59","3","1","1","202","bgm_M135","2019/03/06 16:00:00","蘭德索爾中央地區","0","1","10007","209"
"10007201","bgm_M135","0","201","2019/03/25 15:59:59","1","1","1","0","bgm_M135","2019/03/06 16:00:00","蘭德索爾郊外","0","0","10007","0"
"10008101","bgm_M162","0","201","2019/04/17 15:59:59","0","0","1","0","bgm_M162","2019/04/03 16:00:00","蘭德索爾近郊","35","0","10008","0"
"10008201","bgm_M162","0","201","2019/04/17 15:59:59","0","0","1","0","bgm_M162","2019/04/03 16:00:00","蘭德索爾近郊","0","0","10008","0"
"10009101","bgm_M171","0","201","2019/05/16 15:59:59","1","11","1","0","bgm_M171","2019/05/02 16:00:00","咲戀育幼院","110","0","10009","0"
"10009201","bgm_M171","0","201","2019/05/16 15:59:59","1","0","1","0","bgm_M171","2019/05/02 16:00:00","王城蘭德索爾","0","0","10009","0"
"10010101","bgm_M182","180","201","2019/06/17 15:59:59","1","0","1","0","bgm_M182","2019/06/03 16:00:00","往神殿的參道","1","0","10010","0"
"10010201","bgm_M182","0","201","2019/06/17 15:59:59","1","0","1","0","bgm_M182","2019/06/03 16:00:00","往神殿的參道","0","0","10010","0"
"10011101","bgm_M189","0","201","2019/07/15 15:59:59","1","0","1","0","bgm_M189","2019/07/01 16:00:00","王城蘭德索爾","0","0","10011","0"
"10011102","bgm_M189","0","201","2019/07/15 15:59:59","2","0","1","0","bgm_M189","2019/07/01 16:00:00","廚房競技場","110","0","10011","0"
"10011201","bgm_M189","0","201","2019/07/15 15:59:59","1","0","1","0","bgm_M189","2019/07/01 16:00:00","廚房競技場","0","0","10011","0"
"10012101","bgm_M206","0","201","2019/07/31 15:59:59","1","0","1","0","bgm_M206","2019/07/17 16:00:00","王城蘭德索爾","115","0","10012","0"
"10012201","bgm_M206","0","201","2019/07/31 15:59:59","1","0","1","0","bgm_M206","2019/07/17 16:00:00","王城蘭德索爾","0","0","10012","0"
"10013101","bgm_M215","0","201","2019/08/15 15:59:59","1","0","1","0","bgm_M215","2019/08/01 16:00:00","加托羅斯山","110","0","10013","0"
"10013102","bgm_M215","0","201","2019/08/15 15:59:59","2","11","1","202","bgm_M215","2019/08/01 16:00:00","光之裂縫","0","1","10013","208"
"10013201","bgm_M215","0","201","2019/08/15 15:59:59","1","0","1","0","bgm_M215","2019/08/01 16:00:00","光之裂縫","0","0","10013","0"
"10014101","bgm_M32","0","201","2019/08/23 15:59:59","1","0","1","0","bgm_M32","2019/08/16 16:00:00","塔爾格姆地區","0","0","10014","0"
"10014201","bgm_M32","0","201","2019/08/23 15:59:59","0","0","1","0","bgm_M32","2019/08/16 16:00:00","塔爾格姆地區","0","0","10014","0"
"10015101","bgm_M223","0","201","2019/09/15 15:59:59","1","0","1","0","bgm_M223","2019/09/03 16:00:00","大江戶大街","120","0","10015","0"
"10015201","bgm_M223","0","201","2019/09/15 15:59:59","1","0","1","0","bgm_M223","2019/09/03 16:00:00","大江戶大街","0","0","10015","0"
"10016101","bgm_M98_2","0","201","2019/09/24 15:59:59","0","0","1","0","bgm_M98","2019/09/17 16:00:00","馬席納地區","0","0","10016","0"
"10016201","bgm_M98_2","0","201","2019/09/24 15:59:59","0","0","1","0","bgm_M98","2019/09/17 16:00:00","馬席納地區","0","0","10016","0"
"10017101","bgm_M228","0","201","2019/10/15 15:59:59","1","0","1","0","bgm_M228","2019/10/01 16:00:00","蘭德索爾近郊","70","0","10017","0"
"10017102","bgm_M228","0","201","2019/10/15 15:59:59","2","0","1","0","bgm_M228","2019/10/01 16:00:00","郊外的村莊","0","0","10017","0"
"10017201","bgm_M228","0","201","2019/10/15 15:59:59","1","0","1","0","bgm_M228","2019/10/01 16:00:00","郊外的村莊","0","0","10017","0"
"10018101","bgm_M106","0","201","2019/10/24 15:59:59","0","0","1","0","bgm_M106","2019/10/17 16:00:00","蘭德索爾郊外","0","0","10018","0"
"10018201","bgm_M106","0","201","2019/10/24 15:59:59","0","0","1","0","bgm_M106","2019/10/17 16:00:00","蘭德索爾郊外","0","0","10018","0"
"10019101","bgm_M237","0","201","2019/11/15 15:59:59","1","12","1","0","bgm_M237","2019/11/01 16:00:00","晴雨海灘","100","0","10019","0"
"10019201","bgm_M237","0","201","2019/11/15 15:59:59","0","0","1","0","bgm_M237","2019/11/01 16:00:00","晴雨海灘","0","0","10019","0"
"10020101","bgm_M112","0","201","2019/11/24 15:59:59","0","0","1","0","bgm_M112","2019/11/17 16:00:00","塔帕斯海灘 周邊","0","0","10020","0"
"10020201","bgm_M112","0","201","2019/11/24 15:59:59","0","0","1","0","bgm_M112","2019/11/17 16:00:00","塔帕斯海灘 周邊","0","0","10020","0"
"10021101","bgm_M245_02","0","201","2019/12/15 15:59:59","0","0","1","0","bgm_M245","2019/12/02 16:00:00","真步真步王國避暑聖地？","150","0","10021","0"
"10021201","bgm_M245_02","0","201","2019/12/15 15:59:59","0","0","1","0","bgm_M245","2019/12/02 16:00:00","真步真步王國避暑聖地？","0","0","10021","0"
"10022101","bgm_M121","0","201","2019/12/24 15:59:59","0","0","1","0","bgm_M121","2019/12/17 16:00:00","伊爾席翁的孤島","0","0","10022","0"
"10022201","bgm_M121","0","201","2019/12/24 15:59:59","0","0","1","0","bgm_M121","2019/12/17 16:00:00","伊爾席翁的孤島","0","0","10022","0"
"10023101","bgm_M254","0","201","2020/01/16 15:59:59","1","0","1","0","bgm_M254","2020/01/02 16:00:00","聖德蕾莎女學院","70","0","10023","0"
"10023201","bgm_M254","0","201","2020/01/16 15:59:59","0","0","1","0","bgm_M254","2020/01/02 16:00:00","聖德蕾莎女學院","0","0","10023","0"
"10024101","bgm_M128","0","201","2020/01/23 15:59:59","0","0","1","0","bgm_M128","2020/01/16 16:00:00","王城蘭德索爾","0","0","10024","0"
"10024201","bgm_M128","0","201","2020/01/23 15:59:59","0","0","1","0","bgm_M128","2020/01/16 16:00:00","王城蘭德索爾","0","0","10024","0"
"10025101","bgm_M265_Top","0","201","2020/02/18 15:59:59","1","0","1","0","bgm_M265","2020/02/04 16:00:00","鬼屋附近地區","0","0","10025","0"
"10025102","bgm_M265_Top","0","201","2020/02/18 15:59:59","2","0","1","202","bgm_M265","2020/02/04 16:00:00","鬼魂墓地","0","1","10025","0"
"10025201","bgm_M265_Top","0","201","2020/02/18 15:59:59","1","0","1","0","bgm_M265","2020/02/04 16:00:00","鬼魂墓地","0","0","10025","0"
"10026101","bgm_M135","0","201","2020/02/25 15:59:59","1","0","1","0","bgm_M135","2020/02/18 16:00:00","蘭德索爾郊外","0","0","10026","0"
"10026102","bgm_M29","80","201","2020/02/25 15:59:59","2","0","1","202","bgm_M29","2020/02/18 16:00:00","靈界","0","1","10026","208"
