16cfe77365678d5a3f47a52138a646b9b068fe38e25760c77a2527fae0c6cdc2,7260f54ada091c0ca91804015c8ce0798828d2f4ee0d5e276559a80086cef454,d738e20a4463038c2c269f9f48c4ffd937db23bfe40fe40ca9819bfb53c3b17c,b527c8678034c9c277c0b5054e773ee8261b3ede08a6be95c983ef247ab05544,d3fedc658e32d6cc59c869f1312dab41fd39402f3fb1f3098fa1f15988b889e3,4cfc417f6c09e85b0b88890e6bb23055c97aa1e1f8c49e59a6212c8df148a7e3,8971bb4a62ca259aba96b6fad4f75d0322c3e62f79c2fd31cb47b770806c6aeb,462bd0bb0a575928ecffa7a925f40f548f67df92cb0540ee29b5797c1c865a99,147a1ae608e4713cad86c9b811113ed33da8202d20e7ce5a4d06717bf9c2500d,b0c4bb0c53bcd9ead3d973f8411ab95906363c5ba886a4537251ad061e63eece,0515593d29232458fe263e33145af0304c31fd4e82627b2c986d387c7ce8b3b3,72bf8208449458ac6288e94db344dc87e2c7699c6c3350c4e7dd526ac96308c7
"1","2","2030/08/01 14:59:59","2015/12/17 15:00:00","0","20000","0","0","6","可獲得隨機的 EXP 藥水。","0","隨機 EXP 藥水BOX"
"999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","80","20001","60","0","1","用來強化角色的 Lv，使用後增加 60 的 EXP。","0","小型 EXP 藥水"
"999999","2","2030/08/01 14:59:59","2015/12/17 15:00:00","400","20002","300","0","1","用來強化角色的 Lv，使用後增加 300 的 EXP。","0","普通 EXP 藥水"
"999999","3","2030/08/01 14:59:59","2015/12/17 15:00:00","2000","20003","1500","0","1","用來強化角色的 Lv，使用後增加 1500 的 EXP。","0","高劑量 EXP 藥水"
"999999","4","2030/08/01 14:59:59","2015/12/17 15:00:00","10000","20004","7500","0","1","用來強化角色的 Lv，使用後增加 7500 的 EXP。","0","特級 EXP 藥水"
"999999","5","2030/08/01 14:59:59","2015/12/17 15:00:00","50000","20005","37500","0","1","用來強化角色的 Lv，使用後增加 37500 的 EXP。","0","究極EXP藥水"
"999","1","2030/08/01 14:59:59","2021/04/01 16:00:00","0","21001","1","0","21","優花梨（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","優花梨（聖誕節）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2021/05/04 16:00:00","0","21002","2","0","21","矛依未（新年）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","矛依未（新年）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2021/06/02 16:00:00","0","21003","3","0","21","優衣（祭服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","優衣（祭服）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2021/07/05 16:00:00","0","21004","5","0","21","莉瑪（灰姑娘）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","莉瑪（灰姑娘）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2021/05/31 12:00:00","0","21005","6","0","21","珠希（工作服）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","珠希（工作服）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2021/07/31 12:00:00","0","21006","7","0","21","紡希（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","紡希（夏日）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2021/09/30 12:00:00","0","21007","8","0","21","妮諾（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv180/RANK19。","0","妮諾（萬聖節）專用水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2022/04/01 16:00:00","0","21008","9","0","21","真陽（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","真陽（聖誕節）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2022/05/02 16:00:00","0","21009","10","0","21","流夏（新年）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","流夏（新年）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2022/06/08 16:00:00","0","21010","12","0","21","拉比林斯達（超載）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","拉比林斯達（超載）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2022/10/02 16:00:00","0","21011","13","0","21","碧（露營）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","碧（露營）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2022/11/01 16:00:00","0","21012","14","0","21","日和（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","日和（夏日）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2022/12/01 16:00:00","0","21013","15","0","21","禊（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","禊（夏日）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2023/02/01 16:00:00","0","21014","16","0","21","鈴（萬聖節）專用的輝光水晶球。可將角色的能力值強化至Lv215/RANK23。","0","鈴（萬聖節）專用水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2023/04/01 16:00:00","0","21015","17","0","21","依里（聖誕節）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","依里（聖誕節）專用水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2023/05/01 16:00:00","0","21016","20","0","21","深月（新年）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","深月（新年）專用水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2023/01/31 12:00:00","0","21017","21","0","21","嘉夜（解放者）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","嘉夜（解放者）專用水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2023/09/01 16:00:00","0","21018","22","0","21","花凜（煉金術士）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","花凜（煉金術士）專用水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2023/11/01 16:00:00","0","21019","24","0","21","秋乃（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","秋乃（夏日）專用水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2023/12/01 16:00:00","0","21020","25","0","21","空花（夏日）專用的輝光水晶球。可將角色的能力值強化至Lv250/RANK26。","0","空花（夏日）專用水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2024/05/01 16:00:00","0","21021","27","0","21","祈梨（新年）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","祈梨（新年）專用水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2024/06/01 16:00:00","0","21022","28","0","21","怜（星素）專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","怜（星素）專用水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2025/12/15 16:00:00","0","21023","29","0","21","貪吃佩可專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","貪吃佩可專用水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2025/12/15 16:00:00","0","21024","30","0","21","可可蘿專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","可可蘿專用水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2025/12/15 16:00:00","0","21025","31","0","21","凱留專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","凱留專用水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2025/12/15 16:00:00","0","21026","32","0","21","雪菲專用的輝光水晶球。可將角色的能力值強化至Lv280/RANK29。","0","雪菲專用水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2021/08/02 16:00:00","0","21900","4","0","21","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv180/RANK19。","0","輝光水晶球 / Lv180"
"999","1","2030/08/01 14:59:59","2022/06/01 16:00:00","0","21901","11","0","21","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv215/RANK23。","0","輝光水晶球 / Lv215"
"999","1","2030/08/01 14:59:59","2023/04/01 16:00:00","0","21902","18","0","21","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv250/RANK26。","0","輝光水晶球 / Lv250"
"999","1","2030/08/01 14:59:59","2022/12/15 12:00:00","0","21903","19","0","21","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv100/RANK12。","0","輝光水晶球 / Lv100"
"999","1","2030/08/01 14:59:59","2023/09/01 16:00:00","0","21904","23","0","21","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv260/RANK28。","0","輝光水晶球 / Lv260"
"999","1","2030/08/01 14:59:59","2024/03/01 16:00:00","0","21905","26","0","21","所有角色皆可使用的輝光水晶球。可將角色的能力值直接強化至Lv280/RANK29。","0","輝光水晶球 / Lv280"
"999","1","2030/08/01 14:59:59","2022/10/14 16:00:00","0","21951","10001","0","23","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv240。","0","專用裝備1輝光水晶球 / Lv240"
"999","1","2030/08/01 14:59:59","2023/09/16 16:00:00","0","21952","10002","0","23","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv270。","0","專用裝備1輝光水晶球 / Lv270"
"999","1","2030/08/01 14:59:59","2024/07/15 16:00:00","0","21953","10003","0","23","所有角色皆可使用的專用裝備1輝光水晶球。可製作專用裝備1並強化至Lv290。","0","專用裝備1輝光水晶球 / Lv290"
"999","1","2030/08/01 14:59:59","2026/02/01 00:00:00","0","21954","10004","0","23","所有角色皆可使用的專用裝備１輝光水晶球。可製作專用裝備１並強化至Lv340。","0","專用裝備１輝光水晶球 / Lv340"
"999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","120","22001","10","0","3","用來強化角色裝備，使用後增加 10 點裝備強化值。","0","精煉石"
"999999","2","2030/08/01 14:59:59","2015/12/17 15:00:00","720","22002","60","0","3","用來強化角色裝備，使用後增加 60 點裝備強化值。","0","上級精煉石"
"999999","3","2030/08/01 14:59:59","2015/12/17 15:00:00","2400","22003","200","0","3","用來強化角色裝備，使用後增加 200 點裝備強化值。","0","精練結晶"
"999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","23001","0","0","5","使用於已獲得通關 Rank★3 的冒險時，能夠直接略過戰鬥時間的票券。","0","掃蕩券"
"999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","23002","0","0","5","可縮短探險的冒險之所需時間的票券。","0","縮時券"
"999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","23003","0","0","5","可以玩 1 次專精轉蛋的票券。","0","專精券"
"999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","24001","0","0","8","可以玩 1 次白金轉蛋或精選轉蛋的轉蛋券。","0","白金轉蛋券"
"999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","24003","0","0","10","可使共鬥通關的獎勵變得豪華的票券。","0","共鬥券"
"999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","24004","0","0","8","可以玩 10 次白金轉蛋或精選轉蛋的轉蛋券。","0","白金10連轉蛋券"
"999","1","2030/08/01 14:59:59","2021/02/21 12:00:00","0","24009","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中3周年轉蛋券"
"999","1","2030/08/01 14:59:59","2022/02/14 12:00:00","0","24010","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中4周年轉蛋券"
"999","1","2030/08/01 14:59:59","2023/09/01 16:00:00","0","24014","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 公主連結慶典2023紀念轉蛋券"
"999","1","2030/08/01 14:59:59","2023/08/01 16:00:00","0","24015","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 5周年紀念轉蛋券"
"999","1","2030/08/01 14:59:59","2023/08/01 05:00:00","0","24016","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 新手衝刺轉蛋券"
"999","1","2030/08/01 14:59:59","2024/08/23 16:00:00","0","24017","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 公主連結慶典2024紀念轉蛋券"
"999","1","2030/08/01 14:59:59","2025/02/09 12:00:00","0","24018","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 公主連結慶典2025紀念轉蛋券"
"999","1","2030/08/01 14:59:59","2025/08/15 15:00:00","0","24027","0","0","17","能讓隨機一名對象的★3角色成為夥伴的特殊轉蛋券。","0","★3必中 新手衝刺任務轉蛋券"
"999","1","2030/08/01 14:59:59","2026/02/01 05:00:00","0","24028","0","0","17","可以10連抽專用轉蛋的轉蛋券。第10名角色必中★3角色。","0","回歸10連轉蛋券"
"999","1","2030/08/01 14:59:59","2026/02/01 05:00:00","0","24029","0","0","17","可以10連抽專用轉蛋的轉蛋券。第10名角色必中★3角色。","0","回歸SP10連轉蛋券"
"999","1","2026/03/04 15:59:59","2026/02/22 16:00:00","0","24030","0","0","17","可以10連抽專用轉蛋的轉蛋券。","0","佐賀偶像是傳奇合作紀念 10連轉蛋券"
"99999","1","2030/08/01 14:59:59","2020/01/02 16:00:00","0","25001","0","0","20","喚醒角色所潛藏極大力量的道具。","0","公主寶珠"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25011","0","0","29","由構成世界的屬性之力，星素中的火屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","30","星素水晶球（火）"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25012","0","0","29","由構成世界的屬性之力，星素中的水屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","50","星素水晶球（水）"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25013","0","0","29","由構成世界的屬性之力，星素中的風屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","20","星素水晶球（風）"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25014","0","0","29","由構成世界的屬性之力，星素中的光屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","40","星素水晶球（光）"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25015","0","0","29","由構成世界的屬性之力，星素中的闇屬性結晶化後形成的寶玉。使用後可活化相對應的屬性。","60","星素水晶球（闇）"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25021","0","0","29","由構成世界的屬性之力，星素形成的結晶。因其內蘊含的屬性還尚未被分化，因此相當不穩定，可透過激發的方式使其釋出龐大的屬性之力。","10","星素碎片"
"9999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25101","0","0","29","伴隨著星素顯現而出現的寶珠。以不明物質所組成，不知道為何使用後能夠提升公主騎士的權能。","0","大師碎片"
"99999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","25102","0","0","29","大師碎片的碎片。","0","大師碎片（碎片）"
"999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","26101","0","0","9","只有挑戰過露娜之塔的人可以獲得，阿斯特朗的商店內並不流通的珍稀錢幣。","0","露娜幣"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","26201","0","0","25","用來強化EX裝備，使用後增加 1 點強化值。","0","EX裝備強化Pt"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","26202","0","0","25","能用來鍊成EX裝備。","0","EX裝備鍊成Pt"
"999999999","1","2030/08/01 14:59:59","2015/12/17 15:00:00","0","26203","0","0","33","阿爾克絲鍊金堂最厲害的秘術，究極鍊成所使用的寶玉。將裝備效果實體化，並可施加在特殊的武具上。","0","鍊成水晶球"
"999","1","2030/08/01 14:59:59","2020/06/22 16:00:00","0","27001","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2020/08/03 16:00:00","0","27002","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2021/08/02 16:00:00","0","27003","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2022/02/01 16:00:00","0","27004","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2022/05/02 16:00:00","0","27005","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2022/08/01 16:00:00","0","27006","0","0","17","可以交換特定角色的券。","0","4th Anniv. 特別交換券"
"999","1","2030/08/01 14:59:59","2023/01/20 16:00:00","0","27007","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2023/05/11 16:00:00","0","27008","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2023/08/01 16:00:00","0","27009","0","0","17","可以交換特定角色的券。","0","5th Anniv. 特別交換券"
"999","1","2030/08/01 14:59:59","2023/09/01 16:00:00","0","27010","0","0","17","可以交換特定角色的券。","0","合作紀念 特別交換券"
"999","1","2030/08/01 14:59:59","2024/02/07 16:00:00","0","27011","0","0","17","可以交換特定角色的券。","0","特別交換券"
"999","1","2030/08/01 14:59:59","2024/02/07 16:00:00","0","27012","0","0","17","可以交換特定角色的券。","0","新手衝刺 特別交換券"
"999","1","2030/08/01 14:59:59","2024/05/01 16:00:00","0","27013","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
"999","1","2030/08/01 14:59:59","2024/08/15 16:00:00","0","27014","0","0","17","可以交換特定角色的券。","0","6th Anniv. 特別交換券"
"999","1","2030/08/01 14:59:59","2024/10/01 00:00:00","0","27015","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
"999","1","2030/08/01 14:59:59","2025/02/01 00:00:00","0","27016","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
"999","1","2030/08/01 14:59:59","2025/05/01 00:00:00","0","27018","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
"999","1","2030/08/01 14:59:59","2025/08/01 00:00:00","0","27019","0","0","17","可以交換特定角色的券。","0","特別交換券（祭典限定+）"
"999","1","2030/08/01 14:59:59","2025/08/01 00:00:00","0","27020","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
"999","1","2030/08/01 14:59:59","2025/10/01 00:00:00","0","27021","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
"999","1","2030/08/01 14:59:59","2025/12/15 16:00:00","0","27022","0","0","17","可以交換特定角色的券。","0","新手衝刺角色交換券"
"999","1","2030/08/01 14:59:59","2025/12/15 16:00:00","0","27023","0","0","17","可以交換特定角色的券。","0","新手衝刺公主角色交換券"
"999","1","2030/08/01 14:59:59","2026/02/01 00:00:00","0","27024","0","0","17","可以交換特定角色的券。","0","特別交換券（限定+）"
