e95ca60b6681d24930ac20b9757821106d151471ad6eda7914eb7caf12f34d47,52cb54b80b87d5a203a5d825f4b894e14feaa20b65bc14bd5bf9edb183003afa,989bf1919d4148efbcdd039ef494b9707b05cb9afba721a57c337539889e5010,bddf345508eb7f03ba19cdda0dc654875aba300d93baa7aa3b8e774a2a368e48,b2ee23b807f3a6b142498af64fbe2833c2e66a598923f241c5602d69887b7005,08fc71e44a6115f7c736fd7ea4bd52ff2583344f6567ff4be704a8d1bfa37e53,95b9703b3886078f685c7183b1f8815e02d142d4718e963733c80d8c86cf829a,1061a7f35292fb279c7c7faac6deee61015b633fe48fce41f43355fa79317521,f56463ec1f9d16bccf59b7d7572d23dca52cb7ccb88daada38e005fc8d7ddd54,8c451d18f51ed52e6ad038d5219887a669c841214c7dffcc606974a09baabfec,fc0d429abebb2eaf48ee25d55cd6943705bcbd00d2ef1d4287fa5fc8cb4136e7
"0","100701","1001","0","0","0","0","0","0","0","0"
"0","100301","1010","0","0","0","0","0","0","0","0"
"0","105201","1011","0","0","0","0","0","0","0","0"
"0","104601","1012","0","0","0","0","0","0","0","0"
"0","101301","1013","0","0","0","0","0","0","0","0"
"0","111001","1014","0","0","0","0","0","0","0","0"
"0","101801","1015","0","0","0","0","0","0","0","0"
"0","102001","1016","0","0","0","0","0","0","0","0"
"0","103001","1017","0","0","0","0","0","0","0","0"
"0","102801","1018","0","0","0","0","0","0","0","0"
"0","103301","1019","0","0","0","0","0","0","0","0"
"0","103601","1020","0","0","0","0","0","0","0","0"
"0","102301","1021","0","0","0","0","0","0","0","0"
"0","106101","1022","0","0","0","0","0","0","0","0"
"0","110901","1023","0","0","0","0","0","0","0","0"
"0","100101","1096","0","0","0","0","0","0","0","0"
"0","101201","1099","0","0","0","0","0","0","0","0"
"0","106501","1100","0","0","0","0","0","0","0","0"
"0","101601","1101","0","0","0","0","0","0","0","0"
"0","107101","1140","0","0","0","0","0","0","0","0"
"0","107001","1164","0","0","0","0","0","0","0","0"
"0","102801","1166","0","0","0","0","0","0","0","0"
"0","105901","1171","0","0","0","0","0","0","0","0"
"0","105701","1174","0","0","0","0","0","0","0","0"
"0","100601","1175","0","0","0","0","0","0","0","0"
"0","104301","1210","0","0","0","0","0","0","0","0"
