241463ad53d426c328ea9bfd4bf8cff9aef11f697cd3d3768ac7db90ae310b03,7c0d5b70b6049445dba21694981e0f7b0b2ef671b88448c6f4fd8fe54b9eb276,a1d4401efbd957175ed52a2b6148c9e17f3ffd5227dceb9abdae1e580d30090c,4768f7ddc8203c36f429a053d117765f3b8f59c4e8920da0de579b7f3afb7278,3e8b9b0741029d571b0e16483e775e8dccff4e78271de8e3d31abbbc19a3ba3f,3f0c9c3dbbe698256179304256c2da28afdf06853bdc1385d9b8f184eaa46f62,6b1cb2257cea375497181923b489c7b64dddd94593d10e87e3cbbbd2f3c2aaba,c36d7f01bb3043064c14004c6f50fe15ba7ed7a3b6ecc936b0a3fea3bc9dc03f,d4cf1d9021d1f7593b87525d0a8a854f388d66577ca0fe1123af212b1bb0b94a,92df73020a73614b866dbc9dd2b91d32d4e088ddb7507d796b9dbb03e672906a,5e08a6088fa1808685bb97753e86ca5e632ff2cfb2a1cc3697a22329de3fcb8c,1b124dfee7130155a6a79acf567d56b9c2879f734afe71b1678078a99708fab1,2ce7dc8538a82307928be3e429517cdab0634fca8886dbd0992c0fab590c2473,141222e4212b543d15e0ab080b675fbcafb84e7ee33e42bcf358b4c8f359647e,9aace48620c0e20b024e1fe9cc21f4892f071372535ec37d7c3a6214642127a9,bc40437aa091b517a4c74895dd812e79788387766c02c19a6fbbde70a8601cc8,d728eadbe68b8cebe4b4831c946f727e82af85d5c22f29c9b016ee9a55be0df8,1aa4e2e6990604c34cf905da07940de4e356c9e20d675a54adf9574c3a82d44b
"0","0","0","0","0","5000","20000","0","12","1","0","0","0","0","0","0","94002","分數累積獲得 20000 分"
"0","0","0","0","0","10000","40000","0","12","2","0","0","0","0","0","0","94002","分數累積獲得 40000 分"
"0","0","0","0","0","15000","60000","0","12","3","0","0","0","0","0","0","94002","分數累積獲得 60000 分"
"0","0","0","0","0","20000","80000","0","12","4","0","0","0","0","0","0","94002","分數累積獲得 80000 分"
"5","0","2","0","23001","50","100000","0","8","5","0","0","0","0","0","0","91002","分數累積獲得 100000 分"
"0","0","0","0","0","25000","120000","0","12","6","0","0","0","0","0","0","94002","分數累積獲得 120000 分"
"0","0","0","0","0","30000","140000","0","12","7","0","0","0","0","0","0","94002","分數累積獲得 140000 分"
"0","0","0","0","0","35000","160000","0","12","8","0","0","0","0","0","0","94002","分數累積獲得 160000 分"
"0","0","0","0","0","40000","180000","0","12","9","0","0","0","0","0","0","94002","分數累積獲得 180000 分"
"5","0","2","0","23001","50","200000","0","8","10","0","0","0","0","0","0","91002","分數累積獲得 200000 分"
"0","0","0","0","0","55000","220000","0","12","11","0","0","0","0","0","0","94002","分數累積獲得 220000 分"
"0","0","0","0","0","35000","240000","0","12","12","0","0","0","0","0","0","94002","分數累積獲得 240000 分"
"0","0","0","0","0","40000","260000","0","12","13","0","0","0","0","0","0","94002","分數累積獲得 260000 分"
"0","0","0","0","0","45000","280000","0","12","14","0","0","0","0","0","0","94002","分數累積獲得 280000 分"
"150","0","8","0","91002","1","300000","23001","15","15","0","10","0","0","2","0","11001039","分數累積獲得 300000 分"
