e5018480931f41630cd7f14e2e66c2e920205b116db3f98c4b8efb2c05dabd1c,f8e7574a36e35464e71406e62dc61614af7a835e7a4b47c3e139891caf10e111,fbeabe624ede883c98d627b6294ad73888376421ae043929107d2d33a061ae22,46d10e7376f858e01435f0ae79f0e9e8158a8c901d75604f1f82ddf3f83e8d19,43e5febc3c6f7945ec74b8dfb0559bae7d70eae7d87ebbebc82ecd9ef158cbb5,5123c4d84bfe69f4a06e0766ac645c3cf3d2e8db3922f9912a4999a0d440bdb4,94a007de887aea5b4eb23e190b746c0a9f3da5cb49679731b9006a2a85857f03,b0fef84db393f0fe7104233662629495bc7caf6b0eb9c696b5996bc250e604b3,f38b3e581d035d64f0114d731299794c43d8f2b24dca70af1d1d650479674b5d,357375ded9c41c0aae1ce81f50c7cf6748f915a67af2e1d7686e115237f9295e,821a1ea14f9add08aa96120a61396d3d501dd2b5375e92da8639c69a5492bece,e9df5f10a8a670b911b55f9eb6b07f5ebf3a7b35b08fe984351c07422acadf93,53c3ea84712eb658822f7c95b384233fbd299934a33a2893b0ffcc01405fd100,675513a78ad2caf8011c6d175ae3c739ebf6e4e2928d05a0c18493a4dec1c7b4,613e8709ccc4de12ca17f9e69ade66cb24b5c3476831b672d92efd3e0eb39856,3c9ea84109eebaad3e913af0b9b5b093862c9ee873e995bc1f716bd09b8fff35,360edff915f55333883681a7bc951be8655efc9ad36afe0c3d3a01ac13d41c1e,6ef46c1f983d62afa319dcc5a825e51e0dde824a520caa73906ae41e46c90c3a
"8","1","0","0","0","0","0","0","500","1","10","0","0","91002","0","0","0","0"
"8","2","0","0","0","0","0","0","50","11","100","0","0","91002","0","0","0","0"
"8","3","0","0","0","0","0","0","30","101","200","0","0","91002","0","0","0","0"
"8","4","0","0","0","0","0","0","10","201","500","0","0","91002","0","0","0","0"
"8","5","0","0","0","0","0","0","5","501","1000","0","0","91002","0","0","0","0"
"8","6","0","0","0","0","0","0","3","1001","2000","0","0","91002","0","0","0","0"
"8","7","0","0","0","0","0","0","2","2001","4000","0","0","91002","0","0","0","0"
"8","8","0","0","0","0","0","0","1","4001","7999","0","0","91002","0","0","0","0"
"8","9","0","0","0","0","0","0","30","8000","8000","0","0","91002","0","0","0","0"
"8","10","0","0","0","0","0","0","30","8100","8100","0","0","91002","0","0","0","0"
"8","11","0","0","0","0","0","0","30","8200","8200","0","0","91002","0","0","0","0"
"8","12","0","0","0","0","0","0","30","8300","8300","0","0","91002","0","0","0","0"
"8","13","0","0","0","0","0","0","30","8400","8400","0","0","91002","0","0","0","0"
"8","14","0","0","0","0","0","0","30","8500","8500","0","0","91002","0","0","0","0"
"8","15","0","0","0","0","0","0","30","8600","8600","0","0","91002","0","0","0","0"
"8","16","0","0","0","0","0","0","30","8700","8700","0","0","91002","0","0","0","0"
"8","17","0","0","0","0","0","0","30","8800","8800","0","0","91002","0","0","0","0"
"8","18","0","0","0","0","0","0","30","8900","8900","0","0","91002","0","0","0","0"
"8","19","0","0","0","0","0","0","30","9000","9000","0","0","91002","0","0","0","0"
"8","20","0","0","0","0","0","0","30","9100","9100","0","0","91002","0","0","0","0"
"8","21","0","0","0","0","0","0","30","9200","9200","0","0","91002","0","0","0","0"
"8","22","0","0","0","0","0","0","30","9300","9300","0","0","91002","0","0","0","0"
"8","23","0","0","0","0","0","0","30","9400","9400","0","0","91002","0","0","0","0"
"8","24","0","0","0","0","0","0","30","9500","9500","0","0","91002","0","0","0","0"
"8","25","0","0","0","0","0","0","30","9600","9600","0","0","91002","0","0","0","0"
"8","26","0","0","0","0","0","0","30","9700","9700","0","0","91002","0","0","0","0"
"8","27","0","0","0","0","0","0","30","9800","9800","0","0","91002","0","0","0","0"
"8","28","0","0","0","0","0","0","30","9900","9900","0","0","91002","0","0","0","0"
"8","29","0","0","0","0","0","0","30","10000","10000","0","0","91002","0","0","0","0"
"8","30","0","0","0","0","0","0","30","10100","10100","0","0","91002","0","0","0","0"
"8","31","0","0","0","0","0","0","30","10200","10200","0","0","91002","0","0","0","0"
"8","32","0","0","0","0","0","0","30","10300","10300","0","0","91002","0","0","0","0"
"8","33","0","0","0","0","0","0","30","10400","10400","0","0","91002","0","0","0","0"
"8","34","0","0","0","0","0","0","30","10500","10500","0","0","91002","0","0","0","0"
"8","35","0","0","0","0","0","0","30","10600","10600","0","0","91002","0","0","0","0"
"8","36","0","0","0","0","0","0","30","10700","10700","0","0","91002","0","0","0","0"
"8","37","0","0","0","0","0","0","30","10800","10800","0","0","91002","0","0","0","0"
"8","38","0","0","0","0","0","0","30","10900","10900","0","0","91002","0","0","0","0"
"8","39","0","0","0","0","0","0","30","11000","11000","0","0","91002","0","0","0","0"
"8","40","0","0","0","0","0","0","30","11100","11100","0","0","91002","0","0","0","0"
"8","41","0","0","0","0","0","0","30","11200","11200","0","0","91002","0","0","0","0"
"8","42","0","0","0","0","0","0","30","11300","11300","0","0","91002","0","0","0","0"
"8","43","0","0","0","0","0","0","30","11400","11400","0","0","91002","0","0","0","0"
"8","44","0","0","0","0","0","0","30","11500","11500","0","0","91002","0","0","0","0"
"8","45","0","0","0","0","0","0","30","11600","11600","0","0","91002","0","0","0","0"
"8","46","0","0","0","0","0","0","30","11700","11700","0","0","91002","0","0","0","0"
"8","47","0","0","0","0","0","0","30","11800","11800","0","0","91002","0","0","0","0"
"8","48","0","0","0","0","0","0","30","11900","11900","0","0","91002","0","0","0","0"
"8","49","0","0","0","0","0","0","30","12000","12000","0","0","91002","0","0","0","0"
"8","50","0","0","0","0","0","0","30","12100","12100","0","0","91002","0","0","0","0"
"8","51","0","0","0","0","0","0","30","12200","12200","0","0","91002","0","0","0","0"
"8","52","0","0","0","0","0","0","30","12300","12300","0","0","91002","0","0","0","0"
"8","53","0","0","0","0","0","0","30","12400","12400","0","0","91002","0","0","0","0"
"8","54","0","0","0","0","0","0","30","12500","12500","0","0","91002","0","0","0","0"
"8","55","0","0","0","0","0","0","30","12600","12600","0","0","91002","0","0","0","0"
"8","56","0","0","0","0","0","0","30","12700","12700","0","0","91002","0","0","0","0"
"8","57","0","0","0","0","0","0","30","12800","12800","0","0","91002","0","0","0","0"
"8","58","0","0","0","0","0","0","30","12900","12900","0","0","91002","0","0","0","0"
"8","59","0","0","0","0","0","0","30","13000","13000","0","0","91002","0","0","0","0"
"8","60","0","0","0","0","0","0","30","13100","13100","0","0","91002","0","0","0","0"
"8","61","0","0","0","0","0","0","30","13200","13200","0","0","91002","0","0","0","0"
"8","62","0","0","0","0","0","0","30","13300","13300","0","0","91002","0","0","0","0"
"8","63","0","0","0","0","0","0","30","13400","13400","0","0","91002","0","0","0","0"
"8","64","0","0","0","0","0","0","30","13500","13500","0","0","91002","0","0","0","0"
"8","65","0","0","0","0","0","0","30","13600","13600","0","0","91002","0","0","0","0"
"8","66","0","0","0","0","0","0","30","13700","13700","0","0","91002","0","0","0","0"
"8","67","0","0","0","0","0","0","30","13800","13800","0","0","91002","0","0","0","0"
"8","68","0","0","0","0","0","0","30","13900","13900","0","0","91002","0","0","0","0"
"8","69","0","0","0","0","0","0","30","14000","14000","0","0","91002","0","0","0","0"
"8","70","0","0","0","0","0","0","30","14100","14100","0","0","91002","0","0","0","0"
"8","71","0","0","0","0","0","0","30","14200","14200","0","0","91002","0","0","0","0"
"8","72","0","0","0","0","0","0","30","14300","14300","0","0","91002","0","0","0","0"
"8","73","0","0","0","0","0","0","30","14400","14400","0","0","91002","0","0","0","0"
"8","74","0","0","0","0","0","0","30","14500","14500","0","0","91002","0","0","0","0"
"8","75","0","0","0","0","0","0","30","14600","14600","0","0","91002","0","0","0","0"
"8","76","0","0","0","0","0","0","30","14700","14700","0","0","91002","0","0","0","0"
"8","77","0","0","0","0","0","0","30","14800","14800","0","0","91002","0","0","0","0"
"8","78","0","0","0","0","0","0","30","14900","14900","0","0","91002","0","0","0","0"
"8","79","0","0","0","0","0","0","30","15000","15000","0","0","91002","0","0","0","0"
