d87f6006edaed0fa193f2b1b407670bb41fe84be36f9e41ebdea30391d278975,bf2b53ebccf48338c2f5b65a4601a33cc3913e40f1b3c21df1e60ee3c2e2c726,370e0afcc1fd2ac4eee6ded404e96d5addcab37172248509848e43cc5ffdfdec,3f117055822105eb5dffc62062f42e763fe306c985a79e99b74ecbe0e890c934,c32cd115904a4caa49cc8576b2f3ef45b5017a7053cfe860bbb8c43e3677cbea,5092653a24bff5bfda7d8757892fab0a943fdb9a9cd77167f5a984fd803229f6,96f904846e981fa94f604a9bada75e9914955ce215d38eabb1bff1114a3b5a55,80eb9c9957b7f47ffd96a09a63bcf75cef936bce4e7283df081dbaab699a3377,43e9c202b7e5595088151f2ea61ddf951f9c3d2f4e17ee41956109360ba9c206,f2980e456cc6fa810780695ded4d2369889f9e69db71e51990ce49fec446e085,f61744e2ad9d8188082e5715803bd618fd3cbe31224a52d3bd8c23de019ae700,0b9c5890d1bc8db36e7c3067864bb1b71f662c5a8dc4155d637d1ce301785123,f9af85474b4274fdcc89f5c98d2eae095e9551d7b5c57fcebfa8aaa204189d24,48c13cf88a03313c397352ba271ff1029936ffb19b303510799d71d12ab6cbe3,f024a12fd20b338d8829d5efe93e1f27de0fb8dc73cf6b207c1b2e458c290221,ef5167e8a687f96f95210816cfa0321b6a7bff805939045d8762a2df3c67b939,87936fd235e2d3730e22c2c6a091711b26b370a4eeda7cd9c3918ed28d386571,4e0722b964812982149d50af8b0a9757f1bc713acfd4284c2fd8450c2542d004,27c797c823cc3b51203fc384e27962af284722653615fa38218270ae48ee9d06,53702fa549eed40cf04711edd4be256ee93e4101dcff2a68519037d49066024f,f6d76f07c7a1331846e4be7e0db8a8ac4b93f68f764ebb2ebb999af8450e9e62,42f679f97eb1bd014bc3134a198ee2dece89a1f70a23a518b1ee9c4d125d8c01,a19f48e26554615f9404de550694fdc349f14202b4b623a3b52102200f347ce0,9d73b0bfc4c9a5c1453fd21b2250cde515021be2326016d8561e2c56b5653af9
"11001001","0","101","21001001","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-1","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001002","0","101","21001002","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-2","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001003","0","101","21001003","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-3","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001004","0","101","21001004","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-4","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001005","0","101","21001005","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-5","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001006","0","101","21001006","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-6","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001007","0","101","21001007","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-7","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001008","0","101","21001008","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-8","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001009","0","101","21001009","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-9","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
"11001010","0","101","21001010","0","2015/04/01 15:00:00","通過主線冒險(一般) 1-10","0","1","0","0","2030/04/01 14:59:59","20","1001","0","0","0","1","0","0","0","201","0","21001001"
