80e435d7c2fcec6d82762509bc1a152fb8366176a5f568ac803d9c7c34f70a7f,844f5fe7aeb59be868ad7bc7bf30154c6da52124a17d7e855c3dd8c5fb8f0c4e,a2d6569c06b7d4c0d57ffdd448759567f789d7210f5462fcdf9438caca021b3a,812c796ecd901ad832665e04db40d2def2268112448007e10a92ac49928133c7,cc2321b72f06d581e623b966d28b0fa317b7a62adb55a7f158d7ad7bb3369220,7301caef2c1e3d3e66953c3c7bb991fa5311a4db3b20e2884d08f6f7e85528a7,4c71f0ba9a8e7d549774f7257adad1c5b49430f1a59f2f0f3b12cbb85b52dc88,c3617bbfabbefc850e8ac7b1879af1e302f13ab4b9ee00e5894021b19f2ee7c3,626b61864ff8e9b80d16ad1ce4bfc71bea17f31ed3b885e31b7b120d24bfac80,1bcea7b43693d517a18a7b9d66a41382e5497999eec2891b983c2156aacb8f5c,a14de12b12e3fb518d0a1cca49110f6f99091da96b9f3efe5b2c039b093bd683,30874b499599a562c0454ede99c977dc431f656a86124e7d4cf26ce018c1fb47,eb35648a969c811afd9e92691a50366f4a22b1f00a4a841498eef8ed9a60afd8,e1513c5c55287bfa6bb66f5c509f06219a1989d6a9284acfc99edca2341814b6
"2030/12/17 14:59:59","1","就算是我\n該做的時候還是會做的！","2020/08/01 16:00:00","鈴","0","24001","24","10040","0","1","0","102601","0"
"2030/12/17 14:59:59","1","呼…\n這樣子我的工作\n就結束了呢","2020/08/01 16:00:00","鈴","0","24002","24","10040","1","1","0","102601","0"
"2030/12/17 14:59:59","1","結束了結束了\n即使一個人\n也會有辦法的","2020/08/01 16:00:00","鈴","0","24003","24","10040","2","1","0","102601","0"
"2030/12/17 14:59:59","2","太棒了！\n這麼一來\n我終於可以偷懶了…","2020/08/01 16:00:00","鈴","0","24004","24","10040","3","2","0","102601","0"
"2030/12/17 14:59:59","1","想要吃起司的話\n就好好工作\n自己買來吃啦","2020/08/01 16:00:00","鈴","0","24005","24","10040","4","1","0","102601","0"
"2030/12/17 14:59:59","2","你們終於知道\n與我為敵的\n恐怖了吧！","2020/08/01 16:00:00","鈴","0","24006","24","10040","5","2","0","102601","0"
"2030/12/17 14:59:59","2","我意外地\n還蠻行的嘛？","2020/08/01 16:00:00","鈴","0","24007","24","10040","6","2","0","102601","0"
"2030/12/17 14:59:59","4","好累喔…\n老鼠逃跑的速度\n實在太快了啦…","2020/08/01 16:00:00","鈴","0","24008","24","10040","7","4","0","102601","0"
"2030/12/17 14:59:59","4","再這樣下去\n會被\n真陽罵的","2020/08/01 16:00:00","鈴","0","24009","24","10040","8","4","0","102601","0"
"2030/12/17 14:59:59","4","我明明\n就很認真做啊…\n真不甘心～","2020/08/01 16:00:00","鈴","0","24010","24","10040","9","4","0","102601","0"
"2030/12/17 14:59:59","4","被擺了一道…\n老鼠還真是意外的\n難纏啊","2020/08/01 16:00:00","鈴","0","24011","24","10040","10","4","0","102601","0"
"2030/12/17 14:59:59","4","你這傢伙～\n竟然敢偷\n我的起司～！","2020/08/01 16:00:00","鈴","0","24012","24","10040","11","4","0","102601","0"
"2030/12/17 14:59:59","1","好累喔…\n不過，下次\n我一定會守住的…","2020/08/01 16:00:00","鈴","0","24013","24","10040","12","4","1.81","102601","0"
