b80e2e6d8028cad606dfc127e7492b9906329671636a2a40fb9c8d70fc65059e,ffa6bb2c56e80e6f4004baf5630e0207d14ad857598da0a0f0c88c49439197f0,157dc7cfc323a51261f4e8ea2a8f6708abd296c7e73193a78ca495847b01235e,9b22aaa11870b77b52f7199b9777d32cbf25e20253b49d458cadeb01d3017e16,a96d331ed24baf832f6c127ef298b794685635b1dbe8eac540a47163e6eda3da,3106c521672c6f02cf1f121fea7262170aaf7a40fa7205e17e28e7b2ad83bd39,2ea7126145ec268482ba04eebed22fa3531e7ba9cd366b4b7ea82a1f325a25c6,c66df10da90bddb9eac6a2c232791460f8a72e412f30ec06f4f5ea51b000461a,08689e3915da85d2755242ddd3fc50b9e28a07d67bc758cf69735a1de1ba7052,d1d85bd53f4313b285b38d37a2a7305cbcc3fcb0705a4d73abfc9123451d0ef2
"10590","1","1002","1100001","1","32","1003","1","1001","575"
"10590","1","1005","1100002","1","32","1006","1","1004","575"
"10590","2","1008","1100003","1","32","1009","1","1007","575"
"11820","1","1011","1100004","1","33","1012","1","1010","500"
"11820","1","1014","1100005","1","33","1015","1","1013","500"
"11820","2","1017","1100006","1","33","1018","1","1016","500"
"11820","4","1020","1100007","1","33","1021","1","1019","500"
"13050","1","1023","1100008","1","35","1024","1","1022","375"
"13050","1","1026","1100009","1","35","1027","1","1025","375"
"13050","6","1029","1100010","1","35","1030","1","1028","375"
"10590","1","2002","1200001","1","34","2003","2","2001","575"
"10590","1","2005","1200002","1","34","2006","2","2004","575"
"10590","1","2008","1200003","1","34","2009","2","2007","575"
"10590","1","2011","1200004","1","34","2012","2","2010","575"
"10590","2","2014","1200005","1","34","2015","2","2013","575"
"10590","4","2017","1200006","1","34","2018","2","2016","575"
"10590","6","2020","1200007","1","34","2021","2","2019","575"
"11820","1","2023","1200008","1","35","2024","2","2022","500"
"11820","1","2026","1200009","1","35","2027","2","2025","500"
"11820","1","2029","1200010","1","35","2030","2","2028","500"
"11820","1","2032","1200011","1","35","2033","2","2031","500"
"11820","4","2035","1200012","1","35","2036","2","2034","500"
"11820","6","2038","1200013","1","35","2039","2","2037","500"
"13050","1","2041","1200014","1","38","2042","2","2040","375"
"13050","1","2044","1200015","1","38","2045","2","2043","375"
"13050","1","2047","1200016","1","38","2048","2","2046","375"
"13050","1","2050","1200017","1","38","2051","2","2049","375"
"13050","2","2053","1200018","1","38","2054","2","2052","375"
"13050","4","2056","1200019","1","38","2057","2","2055","375"
"13050","6","2059","1200020","1","38","2060","2","2058","375"
"10590","1","3002","1300001","1","37","3003","3","3001","575"
"10590","1","3005","1300002","1","37","3006","3","3004","575"
"10590","1","3008","1300003","1","37","3009","3","3007","575"
"10590","1","3011","1300004","1","37","3012","3","3010","575"
"10590","1","3014","1300005","1","37","3015","3","3013","575"
"10590","1","3017","1300006","1","37","3018","3","3016","575"
"10590","2","3020","1300007","1","37","3021","3","3019","575"
"10590","2","3023","1300008","1","37","3024","3","3022","575"
"10590","4","3026","1300009","1","37","3027","3","3025","575"
"10590","6","3029","1300010","1","37","3030","3","3028","575"
"11820","1","3032","1300011","1","38","3033","3","3031","500"
"11820","1","3035","1300012","1","38","3036","3","3034","500"
"11820","1","3038","1300013","1","38","3039","3","3037","500"
"11820","1","3041","1300014","1","38","3042","3","3040","500"
"11820","1","3044","1300015","1","38","3045","3","3043","500"
"11820","1","3047","1300016","1","38","3048","3","3046","500"
"11820","2","3050","1300017","1","38","3051","3","3049","500"
"11820","4","3053","1300018","1","38","3054","3","3052","500"
"11820","4","3056","1300019","1","38","3057","3","3055","500"
"11820","6","3059","1300020","1","38","3060","3","3058","500"
"13050","1","3062","1300021","1","40","3063","3","3061","375"
"13050","1","3065","1300022","1","40","3066","3","3064","375"
"13050","1","3068","1300023","1","40","3069","3","3067","375"
"13050","1","3071","1300024","1","40","3072","3","3070","375"
"13050","1","3074","1300025","1","40","3075","3","3073","375"
"13050","1","3077","1300026","1","40","3078","3","3076","375"
"13050","2","3080","1300027","1","40","3081","3","3079","375"
"13050","4","3083","1300028","1","40","3084","3","3082","375"
"13050","6","3086","1300029","1","40","3087","3","3085","375"
"13050","6","3089","1300030","1","40","3090","3","3088","375"
"9360","3","4002","2100001","2","29","4003","1","4001","700"
"9360","5","4005","2100002","2","29","4006","1","4004","700"
"9360","7","4008","2100003","2","29","4009","1","4007","700"
"9360","3","4011","2100004","2","29","4012","1","4010","700"
"9360","5","4014","2100005","2","29","4015","1","4013","700"
"9360","7","4017","2100006","2","29","4018","1","4016","700"
"10590","3","4020","2100007","2","30","4021","1","4019","575"
"10590","5","4023","2100008","2","30","4024","1","4022","575"
"10590","7","4026","2100009","2","30","4027","1","4025","575"
"10590","3","4029","2100010","2","30","4030","1","4028","575"
"9360","3","5002","2200001","2","33","5003","2","5001","700"
"9360","5","5005","2200002","2","33","5006","2","5004","700"
"9360","7","5008","2200003","2","33","5009","2","5007","700"
"9360","3","5011","2200004","2","33","5012","2","5010","700"
"9360","5","5014","2200005","2","33","5015","2","5013","700"
"9360","7","5017","2200006","2","33","5018","2","5016","700"
"9360","3","5020","2200007","2","33","5021","2","5019","700"
"9360","5","5023","2200008","2","33","5024","2","5022","700"
"9360","7","5026","2200009","2","33","5027","2","5025","700"
"9360","3","5029","2200010","2","33","5030","2","5028","700"
"9360","5","5032","2200011","2","33","5033","2","5031","700"
"9360","7","5035","2200012","2","33","5036","2","5034","700"
"10590","3","5038","2200013","2","34","5039","2","5037","575"
"10590","5","5041","2200014","2","34","5042","2","5040","575"
"10590","7","5044","2200015","2","34","5045","2","5043","575"
"10590","3","5047","2200016","2","34","5048","2","5046","575"
"10590","5","5050","2200017","2","34","5051","2","5049","575"
"10590","7","5053","2200018","2","34","5054","2","5052","575"
"10590","5","5056","2200019","2","34","5057","2","5055","575"
"10590","7","5059","2200020","2","34","5060","2","5058","575"
"9360","3","6002","2300001","2","33","6003","3","6001","700"
"9360","5","6005","2300002","2","33","6006","3","6004","700"
"9360","7","6008","2300003","2","33","6009","3","6007","700"
"9360","3","6011","2300004","2","33","6012","3","6010","700"
"9360","5","6014","2300005","2","33","6015","3","6013","700"
"9360","7","6017","2300006","2","33","6018","3","6016","700"
"9360","3","6020","2300007","2","33","6021","3","6019","700"
"9360","5","6023","2300008","2","33","6024","3","6022","700"
"9360","7","6026","2300009","2","33","6027","3","6025","700"
"9360","3","6029","2300010","2","33","6030","3","6028","700"
"9360","5","6032","2300011","2","33","6033","3","6031","700"
"9360","7","6035","2300012","2","33","6036","3","6034","700"
"9360","3","6038","2300013","2","33","6039","3","6037","700"
"9360","5","6041","2300014","2","33","6042","3","6040","700"
"9360","7","6044","2300015","2","33","6045","3","6043","700"
"9360","3","6047","2300016","2","33","6048","3","6046","700"
"9360","5","6050","2300017","2","33","6051","3","6049","700"
"9360","7","6053","2300018","2","33","6054","3","6052","700"
"10590","3","6056","2300019","2","34","6057","3","6055","575"
"10590","5","6059","2300020","2","34","6060","3","6058","575"
