9284a56fea7a0cc859e5f83d85805af2725f1fac603aa07de9888310035aae1c,b4c90051663c486ee34838480960280cc20f5280f59770f5a38951018826295c,05980d9b5c628fe1156c90cc4cd08f313b9431d8046b19a416eda6aba197cf09,594aba7cd6c432d6f26449cd1469293cbfd4be8bc40b0a39a623e951b4ea2c6c,526f3551ebb8e79ead08bfff3e76deebb8e9efe42b6e4788e6c62854e5a3f712,79ea31d76bda9180833eee06e843d3f6aac3a77a772045f26cda68b17dd285fb,8a6a5a17d7448c235003da1329cb5baba4c314ec41285257b543ebfd87a0a31a,92dd55de994421f88246f5d62d8622b1019e83147f359c434ce206f9e878a724,3041c3e8050710e1b2bf8cef5937c5664dd196cbcc5463aed74dcccd29569ed7,ef5872138c53fe246d038c157761abf55ff2e00598fc43bfd4a7b9eb9bfff4ef,80f69de184483917b06cb60007b877e6b899640a706ff4048d78e0a0c555a13f,93b859028f46b5799bfc7bef55c73c8401dd979aad8c17378820186b86d48aad,21268e358581dcf3ccbb9dcf575ea868767ff0d2d7469df80a4d6f6d675f123a
"2030/03/26 14:59:00","bgm_M33","bgm_M33","0","0","0","0","1","380000","2018/08/24 16:00:00","1","10001","380000"
"2030/03/26 14:59:00","bgm_M99","bgm_M99","0","0","0","0","2","380000","2018/10/01 16:00:00","1","10002","380000"
"2030/03/26 14:59:00","bgm_M107","bgm_M107","0","0","0","0","3","380000","2018/10/30 16:00:00","1","10003","380000"
"2030/03/26 14:59:00","bgm_M113","bgm_M113","0","0","0","0","4","380000","2018/11/29 16:00:00","1","10004","380000"
"2030/03/26 14:59:00","bgm_M121","bgm_M121","0","0","0","0","5","380000","2019/01/01 16:00:00","1","10005","380000"
"2030/03/26 14:59:00","bgm_M128","bgm_M128","0","0","0","0","6","380000","2019/01/30 16:00:00","1","10006","380000"
"2030/03/26 14:59:00","bgm_M135","bgm_M135","0","0","0","0","7","380000","2019/03/04 16:00:00","1","10007","380000"
"2030/03/26 14:59:00","bgm_M162","bgm_M162","0","0","0","0","8","380000","2019/04/01 16:00:00","1","10008","380000"
"2030/03/26 14:59:00","bgm_M171","bgm_M171","0","0","0","0","9","380000","2019/04/30 16:00:00","1","10009","380000"
"2030/03/26 14:59:00","bgm_M182","bgm_M182","0","0","0","0","10","380000","2019/05/31 16:00:00","1","10010","380000"
"2030/03/26 14:59:00","bgm_M189","bgm_M189","0","0","0","0","11","380000","2019/06/28 16:00:00","1","10011","380000"
"2030/03/26 14:59:00","bgm_M206","bgm_M206","0","0","0","0","12","380000","2019/07/15 16:00:00","1","10012","380000"
"2030/03/26 14:59:00","bgm_M215","bgm_M215","0","0","0","0","13","380000","2019/07/30 16:00:00","1","10013","380000"
"2030/03/26 14:59:00","bgm_M33","bgm_M33","0","0","0","0","14","380000","2019/08/15 16:00:00","1","10014","380000"
"2030/03/26 14:59:00","bgm_M223","bgm_M223","0","0","0","0","15","380000","2019/08/30 16:00:00","1","10015","380000"
"2030/03/26 14:59:00","bgm_M99","bgm_M99","0","0","0","0","16","380000","2019/09/15 16:00:00","1","10016","380000"
"2030/03/26 14:59:00","","","0","0","0","0","17","380000","2019/09/27 16:00:00","1","10017","380000"
"2030/03/26 14:59:00","bgm_M107","bgm_M107","0","0","0","0","18","380000","2019/10/15 16:00:00","1","10018","380000"
"2030/03/26 14:59:00","bgm_M237","bgm_M237","0","0","0","0","19","380000","2019/10/30 16:00:00","1","10019","380000"
