8a262629b65668ad0aa46f5bab7a20739c780f40339741aad6ccb2fec04f1b50,ac3336331cbed821d6aa71c082bb1816eb5607ad938373b3225d2028e31149bc,d3047dff805cdf8dddc58b53d32391e191864fbafa8f307bcf30d1a77669eb40,74087a5fb3e63e92e846250d849b45d595f59e96289318a1b5a3109cab1b0c22,76a7c8b9d716877f593b02e77c28c43000f5e381ed5f96706968dc3d16f582be,69f9823826aea8fad21e5455475fd69712e35c8781c4e443b30630c02c2f442d,2bb24b54ccec3ed7ff40b8566e7ce90a63c19f751d6dd9029e3e5b1f8c20f7e5,47d596b759044ce0e851378891b6d87439b472b4e04fce73fd75e05a48c3c5e9,f4ea79b4ef4205474e6973e9e22f81f251a419ab5103f548ad25e85351d62d87,d1004497e555528d68730dabfdbb0827daf1e47c8aeec29201f061d736ccb6a4,fc5dc5d2e586ea21084428ea809c52318581ae4aa4a6772d216c1028831ce835,4be57f2de516f30e7bc1ee3ab07a43367d50c82422f703216e574a14c6c4ac0d,86cc41ac96e203a77ff09876d7d10fc1328b2223623d1969db868300cb13eaa8,1eb0a7f7914bac1cede75b142d96c63ac51acacd9e523c244e9f35b93954d340,15b73942d6d05d3b723a2b67b53a63309e6eebef9af19391ef4dec301283f960
"400","11002012","雲海山脈","195","45","200010","1","400","4003001","0","31001","10","雲霧繚繞的山脈","501010001","4003002"
"300","11005013","密林大樹","-110","30","200020","1","300","4003003","0","31002","10","立於森林深處的一棵大樹","501010002","4003004"
"200","11007014","斷崖遺跡","-570","-190","200030","1","200","4003005","0","31003","10","位於斷崖絕壁處的遺跡","501010003","4003006"
"100","11011017","蒼海孤塔","750","-30","200040","1","100","4003007","0","31004","10","矗立於大海中謎樣的巨塔","501010004","4003008"
"100","11014014","毒瘴闇稜","465","20","200050","1","100","4003009","0","31005","10","受瘴氣籠罩的暗闇孤峰","501010005","4003010"
"100","11026014","綠龍骸嶺","360","90","200060","1","100","4003011","0","31006","10","佇立於山頂的龍之寢床","501010006","4003012"
"100","11035014","天上浮游城","130","90","200070","1","100","4003013","0","31007","10","天空守衛靜靜沉眠的聖城","501010007","4003014"
"100","11047014","砂瀑底都","-50","120","200080","1","100","4003017","0","31008","10","沙之大瀑布墜落盡頭的都市","501010008","4003018"
"100","11057014","蔚藍王寨","-360","70","200090","1","100","4003019","0","31009","10","聳立於蔚藍海底的海王城寨","501010009","4003020"
"0","11062014","四彩的靈峰","0","0","0","1","100","4003021","0","31010","10","四季繽紛的靈狐仙境","501010010","4003022"
"100","0","特殊地下城","0","0","0","1","100","4003015","31006","32001","10","挑戰完成期間限定地下城","0","4003016"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32002","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32003","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32004","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32005","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32006","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32007","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32008","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32009","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32010","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32011","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32012","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32013","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32014","10","挑戰完成期間限定地下城","0","0"
"100","0","特殊地下城","0","0","0","1","100","0","31006","32015","10","挑戰完成期間限定地下城","0","0"
