84bd15171047fea6190b3bf3ed64177aa4da4b4e608899eb785aa9893e649a86,54e932765b8a0780187f657f32442ad9ce7aefa1466f9a1e596c37fec5118c03,9d6b3942165adcb1b442bb88c5aa540133126410d67f77fa16d2ed12e3d0d6d8,2a4ebcff63d8352bde4f1c49505d85cf9325270c3319b5594778c7548d15b9e5,b0159add38f8b7cfe16e7f229a75237fe5981ade90a79c17a69b3db8b2b8da24,ed337dd7ccaca196c13b5a7c105f59cba777edef5f2bf290155c0ff6869df4e9,3ea719a7290a37cb678bbc7a7dce4539b4b24fc784e459d0f5dcea6bdd251081,7a3d26ff97076bb2b76283fa5cc19cda735c69d63f77081fbb4609ad9d22f098,59db4922b804bb0db0cb9c104d63765f7c4f6f1383966324133bfba9a35c7063
"1001","10000","全難易度合計取得10000分","100101","1","100101","0","0","1001"
"1001","30000","全難易度合計取得30000分","100102","1","100102","0","0","1001"
"1001","50000","全難易度合計取得50000分","100103","1","100103","0","0","1001"
"1001","70000","全難易度合計取得70000分","100104","1","100104","0","0","1001"
"1001","90000","全難易度合計取得90000分","100105","1","100105","1","0","1001"
"1001","105000","全難易度合計取得105000分","100106","1","100106","1","0","1001"
"1001","120000","全難易度合計取得120000分","100107","1","100107","1","0","1001"
"1001","135000","全難易度合計取得135000分","100108","1","100108","1","0","1001"
"1002","0","在NORMAL1難易度戰鬥1次","100109","1","100109","2","1","1001"
"1003","0","在NORMAL2難易度戰鬥1次","100110","1","100110","2","1","1001"
"1004","0","在NORMAL3難易度戰鬥1次","100111","1","100111","2","1","1001"
"1001","10000","在NORMAL難易度取得10000分","100112","1","100112","3","1","1001"
"1001","20000","在NORMAL難易度取得20000分","100113","1","100113","3","1","1001"
"1001","30000","在NORMAL難易度取得30000分","100114","1","100114","3","1","1001"
"1002","0","在HARD1難易度戰鬥1次","100115","1","100115","4","2","1001"
"1003","0","在HARD2難易度戰鬥1次","100116","1","100116","4","2","1001"
"1004","0","在HARD3難易度戰鬥1次","100117","1","100117","4","2","1001"
"1001","15000","在HARD難易度取得15000分","100118","1","100118","5","2","1001"
"1001","30000","在HARD難易度取得30000分","100119","1","100119","5","2","1001"
"1001","45000","在HARD難易度取得45000分","100120","1","100120","5","2","1001"
"1002","0","在EXTRA1難易度戰鬥1次","100121","1","100121","6","3","1001"
"1003","0","在EXTRA2難易度戰鬥1次","100122","1","100122","6","3","1001"
"1004","0","在EXTRA3難易度戰鬥1次","100123","1","100123","6","3","1001"
"1001","20000","在EXTRA難易度取得20000分","100124","1","100124","7","3","1001"
"1001","40000","在EXTRA難易度取得40000分","100125","1","100125","7","3","1001"
"1001","60000","在EXTRA難易度取得60000分","100126","1","100126","7","3","1001"
"1001","10000","全難易度合計取得10000分","100201","1","100201","0","0","1002"
"1001","30000","全難易度合計取得30000分","100202","1","100202","0","0","1002"
"1001","50000","全難易度合計取得50000分","100203","1","100203","0","0","1002"
"1001","70000","全難易度合計取得70000分","100204","1","100204","0","0","1002"
"1001","90000","全難易度合計取得90000分","100205","1","100205","1","0","1002"
"1001","105000","全難易度合計取得105000分","100206","1","100206","1","0","1002"
"1001","120000","全難易度合計取得120000分","100207","1","100207","1","0","1002"
"1001","135000","全難易度合計取得135000分","100208","1","100208","1","0","1002"
"1002","0","在NORMAL1難易度戰鬥1次","100209","1","100209","2","1","1002"
"1003","0","在NORMAL2難易度戰鬥1次","100210","1","100210","2","1","1002"
"1004","0","在NORMAL3難易度戰鬥1次","100211","1","100211","2","1","1002"
"1001","10000","在NORMAL難易度取得10000分","100212","1","100212","3","1","1002"
"1001","20000","在NORMAL難易度取得20000分","100213","1","100213","3","1","1002"
"1001","30000","在NORMAL難易度取得30000分","100214","1","100214","3","1","1002"
"1002","0","在HARD1難易度戰鬥1次","100215","1","100215","4","2","1002"
"1003","0","在HARD2難易度戰鬥1次","100216","1","100216","4","2","1002"
"1004","0","在HARD3難易度戰鬥1次","100217","1","100217","4","2","1002"
"1001","15000","在HARD難易度取得15000分","100218","1","100218","5","2","1002"
"1001","30000","在HARD難易度取得30000分","100219","1","100219","5","2","1002"
"1001","45000","在HARD難易度取得45000分","100220","1","100220","5","2","1002"
"1002","0","在EXTRA1難易度戰鬥1次","100221","1","100221","6","3","1002"
"1003","0","在EXTRA2難易度戰鬥1次","100222","1","100222","6","3","1002"
"1004","0","在EXTRA3難易度戰鬥1次","100223","1","100223","6","3","1002"
"1001","20000","在EXTRA難易度取得20000分","100224","1","100224","7","3","1002"
"1001","40000","在EXTRA難易度取得40000分","100225","1","100225","7","3","1002"
"1001","60000","在EXTRA難易度取得60000分","100226","1","100226","7","3","1002"
"1001","10000","全難易度合計取得10000分","100301","1","100301","0","0","1003"
"1001","30000","全難易度合計取得30000分","100302","1","100302","0","0","1003"
"1001","50000","全難易度合計取得50000分","100303","1","100303","0","0","1003"
"1001","70000","全難易度合計取得70000分","100304","1","100304","0","0","1003"
"1001","90000","全難易度合計取得90000分","100305","1","100305","1","0","1003"
"1001","105000","全難易度合計取得105000分","100306","1","100306","1","0","1003"
"1001","120000","全難易度合計取得120000分","100307","1","100307","1","0","1003"
"1001","135000","全難易度合計取得135000分","100308","1","100308","1","0","1003"
"1002","0","在NORMAL1難易度戰鬥1次","100309","1","100309","2","1","1003"
"1003","0","在NORMAL2難易度戰鬥1次","100310","1","100310","2","1","1003"
"1004","0","在NORMAL3難易度戰鬥1次","100311","1","100311","2","1","1003"
"1001","10000","在NORMAL難易度取得10000分","100312","1","100312","3","1","1003"
"1001","20000","在NORMAL難易度取得20000分","100313","1","100313","3","1","1003"
"1001","30000","在NORMAL難易度取得30000分","100314","1","100314","3","1","1003"
"1002","0","在HARD1難易度戰鬥1次","100315","1","100315","4","2","1003"
"1003","0","在HARD2難易度戰鬥1次","100316","1","100316","4","2","1003"
"1004","0","在HARD3難易度戰鬥1次","100317","1","100317","4","2","1003"
"1001","15000","在HARD難易度取得15000分","100318","1","100318","5","2","1003"
"1001","30000","在HARD難易度取得30000分","100319","1","100319","5","2","1003"
"1001","45000","在HARD難易度取得45000分","100320","1","100320","5","2","1003"
"1002","0","在EXTRA1難易度戰鬥1次","100321","1","100321","6","3","1003"
"1003","0","在EXTRA2難易度戰鬥1次","100322","1","100322","6","3","1003"
"1004","0","在EXTRA3難易度戰鬥1次","100323","1","100323","6","3","1003"
"1001","20000","在EXTRA難易度取得20000分","100324","1","100324","7","3","1003"
"1001","40000","在EXTRA難易度取得40000分","100325","1","100325","7","3","1003"
"1001","60000","在EXTRA難易度取得60000分","100326","1","100326","7","3","1003"
"1001","10000","全難易度合計取得10000分","100401","1","100401","0","0","1004"
"1001","30000","全難易度合計取得30000分","100402","1","100402","0","0","1004"
"1001","50000","全難易度合計取得50000分","100403","1","100403","0","0","1004"
"1001","70000","全難易度合計取得70000分","100404","1","100404","0","0","1004"
"1001","90000","全難易度合計取得90000分","100405","1","100405","1","0","1004"
"1001","105000","全難易度合計取得105000分","100406","1","100406","1","0","1004"
"1001","120000","全難易度合計取得120000分","100407","1","100407","1","0","1004"
"1001","135000","全難易度合計取得135000分","100408","1","100408","1","0","1004"
"1002","0","在NORMAL1難易度戰鬥1次","100409","1","100409","2","1","1004"
"1003","0","在NORMAL2難易度戰鬥1次","100410","1","100410","2","1","1004"
"1004","0","在NORMAL3難易度戰鬥1次","100411","1","100411","2","1","1004"
"1001","10000","在NORMAL難易度取得10000分","100412","1","100412","3","1","1004"
"1001","20000","在NORMAL難易度取得20000分","100413","1","100413","3","1","1004"
"1001","30000","在NORMAL難易度取得30000分","100414","1","100414","3","1","1004"
"1002","0","在HARD1難易度戰鬥1次","100415","1","100415","4","2","1004"
"1003","0","在HARD2難易度戰鬥1次","100416","1","100416","4","2","1004"
"1004","0","在HARD3難易度戰鬥1次","100417","1","100417","4","2","1004"
"1001","15000","在HARD難易度取得15000分","100418","1","100418","5","2","1004"
"1001","30000","在HARD難易度取得30000分","100419","1","100419","5","2","1004"
"1001","45000","在HARD難易度取得45000分","100420","1","100420","5","2","1004"
"1002","0","在EXTRA1難易度戰鬥1次","100421","1","100421","6","3","1004"
"1003","0","在EXTRA2難易度戰鬥1次","100422","1","100422","6","3","1004"
"1004","0","在EXTRA3難易度戰鬥1次","100423","1","100423","6","3","1004"
"1001","20000","在EXTRA難易度取得20000分","100424","1","100424","7","3","1004"
"1001","40000","在EXTRA難易度取得40000分","100425","1","100425","7","3","1004"
"1001","60000","在EXTRA難易度取得60000分","100426","1","100426","7","3","1004"
"1001","10000","全難易度合計取得10000分","100501","1","100501","0","0","1005"
"1001","30000","全難易度合計取得30000分","100502","1","100502","0","0","1005"
"1001","50000","全難易度合計取得50000分","100503","1","100503","0","0","1005"
"1001","70000","全難易度合計取得70000分","100504","1","100504","0","0","1005"
"1001","90000","全難易度合計取得90000分","100505","1","100505","1","0","1005"
"1001","105000","全難易度合計取得105000分","100506","1","100506","1","0","1005"
"1001","120000","全難易度合計取得120000分","100507","1","100507","1","0","1005"
"1001","135000","全難易度合計取得135000分","100508","1","100508","1","0","1005"
"1002","0","在NORMAL1難易度戰鬥1次","100509","1","100509","2","1","1005"
"1003","0","在NORMAL2難易度戰鬥1次","100510","1","100510","2","1","1005"
"1004","0","在NORMAL3難易度戰鬥1次","100511","1","100511","2","1","1005"
"1001","10000","在NORMAL難易度取得10000分","100512","1","100512","3","1","1005"
"1001","20000","在NORMAL難易度取得20000分","100513","1","100513","3","1","1005"
"1001","30000","在NORMAL難易度取得30000分","100514","1","100514","3","1","1005"
"1002","0","在HARD1難易度戰鬥1次","100515","1","100515","4","2","1005"
"1003","0","在HARD2難易度戰鬥1次","100516","1","100516","4","2","1005"
"1004","0","在HARD3難易度戰鬥1次","100517","1","100517","4","2","1005"
"1001","15000","在HARD難易度取得15000分","100518","1","100518","5","2","1005"
"1001","30000","在HARD難易度取得30000分","100519","1","100519","5","2","1005"
"1001","45000","在HARD難易度取得45000分","100520","1","100520","5","2","1005"
"1002","0","在EXTRA1難易度戰鬥1次","100521","1","100521","6","3","1005"
"1003","0","在EXTRA2難易度戰鬥1次","100522","1","100522","6","3","1005"
"1004","0","在EXTRA3難易度戰鬥1次","100523","1","100523","6","3","1005"
"1001","20000","在EXTRA難易度取得20000分","100524","1","100524","7","3","1005"
"1001","40000","在EXTRA難易度取得40000分","100525","1","100525","7","3","1005"
"1001","60000","在EXTRA難易度取得60000分","100526","1","100526","7","3","1005"
"1001","10000","全難易度合計取得10000分","100601","1","100601","0","0","1006"
"1001","30000","全難易度合計取得30000分","100602","1","100602","0","0","1006"
"1001","50000","全難易度合計取得50000分","100603","1","100603","0","0","1006"
"1001","70000","全難易度合計取得70000分","100604","1","100604","0","0","1006"
"1001","90000","全難易度合計取得90000分","100605","1","100605","1","0","1006"
"1001","105000","全難易度合計取得105000分","100606","1","100606","1","0","1006"
"1001","120000","全難易度合計取得120000分","100607","1","100607","1","0","1006"
"1001","135000","全難易度合計取得135000分","100608","1","100608","1","0","1006"
"1002","0","在NORMAL1難易度戰鬥1次","100609","1","100609","2","1","1006"
"1003","0","在NORMAL2難易度戰鬥1次","100610","1","100610","2","1","1006"
"1004","0","在NORMAL3難易度戰鬥1次","100611","1","100611","2","1","1006"
"1001","10000","在NORMAL難易度取得10000分","100612","1","100612","3","1","1006"
"1001","20000","在NORMAL難易度取得20000分","100613","1","100613","3","1","1006"
"1001","30000","在NORMAL難易度取得30000分","100614","1","100614","3","1","1006"
"1002","0","在HARD1難易度戰鬥1次","100615","1","100615","4","2","1006"
"1003","0","在HARD2難易度戰鬥1次","100616","1","100616","4","2","1006"
"1004","0","在HARD3難易度戰鬥1次","100617","1","100617","4","2","1006"
"1001","15000","在HARD難易度取得15000分","100618","1","100618","5","2","1006"
"1001","30000","在HARD難易度取得30000分","100619","1","100619","5","2","1006"
"1001","45000","在HARD難易度取得45000分","100620","1","100620","5","2","1006"
"1002","0","在EXTRA1難易度戰鬥1次","100621","1","100621","6","3","1006"
"1003","0","在EXTRA2難易度戰鬥1次","100622","1","100622","6","3","1006"
"1004","0","在EXTRA3難易度戰鬥1次","100623","1","100623","6","3","1006"
