a95476a9210bbc0e56cfa2ea59a56ffd98f6fa5d8753d99f085c9c3d072c96fd,c924ddb93a11acb5456fd476f1a87e8e530221c9b8c284a646ddcc47e406728e,f59bde21e4d49f34a2de86a82fccc3e8894288b58f1f49288343e5240a86163f,c513b0953e864365fcc5db84cfa8669dfd7261b96bebfa840f3e2d59de7f930a,d2740e763f9f6a2952b98da9d3afab960e6b56f8fe0d49b8630827962c4d08ac,c56dd038655bdb8a94209c1bb0d4b81944d61b96f757a81186352b8d41626455,a23cae0e51a50864cb6bae1e4cf975ef5ccc68f0cc44583175269bec0ad6f9b3,92442120f0c133a61a8950df7fe7fa034946acac151f6210ff1f8beb8e64b4dd,7afff14434002b4f9ce87452043f2a9a42bc16731da6ece5a72722c575be3f52
"1","93001","18001001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"2","93001","18001002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"3","0","11001001","30","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"4","94002","11001001","30000","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","12"
"5","91002","11001001","10","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","8"
"6","0","11003001","40","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"7","20002","11003001","2","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"8","91002","11003001","10","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","8"
"9","0","13002001","20","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"10","0","18004001","20","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"11","0","16006001","25","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"12","0","16007001","25","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"13","22001","16007001","3","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"14","0","11004001","30","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"15","20002","11004001","2","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"16","90007","11004001","500","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"17","0","11005001","40","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"18","94002","11005001","30000","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","12"
"19","90007","11005001","500","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"20","0","11006001","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","5"
"21","20003","11006001","2","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"22","0","15004001","30","-1","2018/01/01 05:00:00","1","2023/04/17 04:59:59","5"
"23","90007","15004001","100","-1","2018/01/01 05:00:00","1","2023/04/17 04:59:59","2"
"24","0","14001001","40","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"25","94002","14001001","80000","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","12"
"26","20003","14001001","2","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"27","0","14003001","50","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"28","94002","14003001","140000","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","12"
"29","22002","14003001","4","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"30","91002","21001001","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"31","94002","21001001","2000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"33","91002","21001002","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"34","22001","21001002","2","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"36","91002","21001003","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"37","22002","21001003","1","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"39","91002","21001004","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"40","22003","21001004","1","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"42","91002","21001005","90","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"43","22003","21001005","2","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"45","91002","21002001","60","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"46","94002","21002001","4000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"48","91002","21002002","60","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"49","22001","21002002","4","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"51","91002","21002003","60","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"52","22002","21002003","2","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"54","91002","21002004","60","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"55","22003","21002004","2","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"57","91002","21003001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"58","91002","28002001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"59","90007","28002001","1000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"60","91002","28002002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"61","90007","28002002","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"62","91002","28002003","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"63","90007","28002003","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"64","91002","28002004","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"65","90007","28002004","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"66","91002","28002005","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"67","90007","28002005","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"68","91002","28002006","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"69","90007","28002006","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"70","91002","28002007","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"71","90007","28002007","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"72","91002","28002008","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"73","90007","28002008","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"74","91002","28002009","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"75","90007","28002009","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"76","91002","28002010","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"77","90007","28002010","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"78","91002","28002011","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"79","90007","28002011","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"80","91002","28002012","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"81","90007","28002012","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"82","91002","28002013","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"83","90007","28002013","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"84","91002","28002014","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"85","90007","28002014","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"86","91002","26001001","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"87","91002","26003001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"88","91002","26008001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"89","91002","24002001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"90","91002","24004001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"91","91002","21005001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"92","91002","21005002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"93","91002","21005003","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"94","91002","21005004","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"95","91002","21005005","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"96","91002","21005006","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"97","91002","21005007","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"98","91002","21005018","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"99","91002","21005028","30","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"100","91002","21005038","40","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"101","91002","26002001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"102","91002","26002002","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"103","91002","26002003","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"104","91002","26002004","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"105","91002","26002005","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"106","91002","26002006","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"107","91002","26002007","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"108","91002","26002008","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"109","91002","26002009","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"110","91002","26002010","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"111","91002","26005001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"112","91002","26005002","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"113","91002","21007001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"115","91002","28006001","1000","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"116","0","28005001","20","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","5"
"117","20001","28005001","10","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","2"
"118","94002","15005001","1500","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","12"
"119","93001","18001003","200","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"120","93001","18001004","200","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","6"
"121","0","11101001","20","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"122","20003","11101001","2","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","2"
"123","91002","21102001","50","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"124","91002","21103001","100","-1","2018/01/01 05:00:00","1","2030/12/31 23:59:59","8"
"128","0","11001002","30","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","5"
"129","94002","11001002","30000","-1","2018/01/01 05:00:00","1","2021/02/09 04:59:59","12"
