28ac95bfce00bd86a316a24744bc8ac8c81cd8e33cbd1c260e0006123502180e,3a34c6dd2fd5b3e44f3c6da575869884ce00520d940ab82ef49d4ea09df19cf4,18630b84f6ec94b5ee58de616d7725b669f6e0c67249d6e746c840583dfb86d4,a0fb82da29933f04f7ca7c95f43cd720fbd3eeea55df01bf244ef2c9b699e2fa,824d2328daf89a5923bed4f6e23e0dae0e13e1ad50602fbee6d703a6261aba4e,2c8c669231c395d03a8c891d7621d5b75009ee97f038af9567b341f78f74137e,cbdb9cd5e888ce8ff8dcb8ddd3ba80e6b764d12109be866f264c6c47327a606c,1d5ccf7b22941cb52caf10a948c2879c5eea364034c88c00e08ff18f53d4cf35,495db657ab083b38cd78cd6da48217247da7569d1e20bea72d77650e0347e549,af918dc05f1a8d317176a96b6ec06f2248c168e31d046c3bf2fa4f0cc5999b24,811194b8172ed3924b77df087f99ee9775342496821743deb6adfa0685e74203,446c632ff85fd3ffd2222d04c3a6f7d291f5f1b8b2041794a1f1b72fbec9c755,d2ce1675f8e6e88a2f527265598c1bd713cba563cef8d53071345f45967ee9fd,d21e7e3d73dd80363230d8980e3666f0cb7bbf56af943611134a639b8541a817,39ba849d0c663a8acd0e21cca4dfde56df6b692f23c2593a9bccd0cccfa37e78,d20bcabef2b0ba6953768d0d2031ab0893e2b8900819a52fe7807bc0cc3c2eb9,390eb56845f1f8781b3502cf12c7a08c0f8c72da11a5e6d84f94a8d6d686f07b,06caf65d0ec5c23e408433f132c6e9944231d25d8edb601197dbd18359f57968,e12e5938fda8240e2253e05361aee61c52c5ff1045bf2d34ff9c208f313923ba,85e6f128ba198f5dc7535c9f7b7f5768c7b09a52e59ef72ea8350ebb58b61a4b,335a5ec4e58939beb10b4146d681ff06edf6d24ffd780fe924b98b416921bf23,c7a2ae1dba58e3229acb9c187e1170c7a930fae29db18485205e8bd8b622f182,8ac77d549c6f4dc7175b5331464a855f02b73404531652d974b9cbc523c43195,547798650c98772e79a799c46081039a5fa933df96780e371a01b35e032fa768,34935b2d43acb2c2a8828121757f29ef85b0c1db9e421fb8d2b139f56a5a0c66,e7cff5b15f88e68d17bfa2e1237a282416089dd2ae5f4f9e376e4ba1a774711e,6a94337554fd18732b5a541b1b2caca0601c34b2f942d61110ed2ea99a10f361,9ce6a8695336444ef098e0c82d2128a7fa60d93d224dab81d1881d8a672238a9,a2f1049e0661d51391c9923b6a7cc71180b8d41e74cfd23cd3839773a9b856ed,3690b18132caf2eb9e403fb913bbfca5b849348cc15a8eda9a63a06f4eb17da9,743729b18e9decfea186adaef2178e4950ecb659c8f8bb6cbb70e9d1f07a8cde,49e5b78f7cf90f5723b4407c090526ef883e20b80447e17f1f8d70ebc62cc985,08280faa12d5cd442d9b834ae125e7cde1a3ceedb09609deed7b843cc55ea290,e7c598d176a22c6a67909644b10c7939528e1c670fdfef435f8ee21172cc9ab4,f3bd6b653c5e97e6d413b9b64cc6ccfdb78a1d654adf307e662ecc936da359c7,9250304ab483b8822c50c0951e111ee8456400366b3ca3d5d5b11caa694c277e,e562fb96366164ddf64a1a1eed190b3979b032d7ffbc14f91fb740e0c3e250bd,90e31482befd1d9fd1178dfec8afa4c2879afab8190c1ba08022a2bfb6da1a6e,675bdfef384ffc2b06990db9c444d25846c5447043e43a209ae99ca53baae953,71c10fb6da2100e6492a0a06660ffbffc46db80de6570992968b71083dc3c96c,95a24a90806b01f8dc0827febea529e8cc744388caf63f61c388e3524017a247
"0","0","0","0","0","620090001","620060001","0","61001004","0","61001007","1","0","0","18","1001","1001","0","0","0","620130001","1","0","61001005","0","0","30","36","1","1","258","0","600000001","0","0","0","600110011","0","0","1","0"
"0","0","0","0","0","620090001","620060001","0","61001004","0","61001007","1","0","0","18","2001","2001","0","0","0","620130001","1","0","61001005","0","0","30","36","1","1","258","0","600000002","0","0","0","600110021","0","0","1","0"
"0","0","0","0","0","620090001","620060001","0","61001004","0","61001007","1","0","0","18","3001","3001","0","0","0","620130001","1","0","61001005","0","0","30","36","1","1","258","0","600000003","0","0","0","600110031","0","0","1","0"
"0","0","0","0","0","620090001","620060001","0","61001004","0","61001007","1","0","0","18","4001","4001","0","0","0","620130001","1","0","61001005","0","0","30","36","1","1","258","0","600000004","0","0","0","600110041","0","0","1","0"
"0","0","0","0","0","620090002","620060002","0","61001004","0","61001007","1","0","0","18","5001","5001","0","0","0","620130002","1","0","61001005","0","0","30","36","1","1","268","0","600000005","0","0","0","600110051","0","0","1","0"
"0","0","0","0","0","620090003","620060003","0","61001004","0","61001007","1","0","0","18","6001","6001","0","0","0","620130003","1","0","61001005","0","0","30","36","1","1","273","0","600000006","0","0","0","600110061","0","0","1","0"
"0","0","0","0","0","620090004","620060004","0","61001004","0","61001007","1","0","0","18","7001","7001","0","0","0","620130004","1","0","61001005","0","0","30","36","1","1","281","0","600000007","0","0","0","600110071","0","0","1","0"
"0","0","0","0","0","620090005","620060005","0","61001004","0","61001007","1","0","0","18","8001","8001","0","0","0","620130005","1","0","61001005","0","0","30","36","1","1","288","0","600000008","0","0","0","600110081","0","0","1","0"
"0","0","0","0","0","620090006","620060006","0","61001004","0","61001007","1","0","0","18","9001","9001","0","0","0","620130006","1","0","61001005","0","0","30","36","1","1","298","0","600000009","0","0","0","600110091","0","0","1","0"
"0","0","0","0","0","620090007","620060007","0","61001004","0","61001007","1","0","0","18","10001","10001","0","0","0","620130007","1","0","61001005","0","0","30","36","1","1","309","0","600000010","0","0","0","600110101","0","0","1","0"
"0","0","0","0","0","620090008","620060008","0","61001004","0","61001007","1","0","0","18","11001","11001","0","0","0","620130008","1","0","61001005","0","0","30","36","1","1","313","0","600000011","0","0","0","600110111","0","0","1","0"
"0","0","0","0","0","620090009","620060009","0","61001004","0","61001007","1","0","0","18","12001","12001","0","0","0","620130009","1","0","61001005","0","0","30","36","1","1","321","0","600000012","0","0","0","600110121","0","0","1","0"
"0","0","0","0","0","620090010","620060010","0","61001004","0","61001007","1","0","0","18","13001","13001","0","0","0","620130010","1","0","61001005","0","0","30","36","1","1","326","0","600000013","0","0","0","600110131","0","0","1","0"
"0","0","0","0","0","620090011","620060011","0","61001004","0","61001007","1","0","0","18","14001","14001","0","0","0","620130011","1","0","61001005","0","0","30","36","1","1","336","0","600000014","0","0","0","600110141","0","0","1","0"
"0","0","0","0","0","620090012","620060012","0","61001004","0","61001007","1","0","0","18","15001","15001","0","0","0","620130012","1","0","61001005","0","0","30","36","1","1","341","0","600000015","0","0","0","600110151","0","0","1","0"
"0","0","0","0","0","620090013","620060013","0","61001004","0","61001007","1","0","0","18","16001","16001","0","0","0","620130013","1","0","61001005","0","0","30","36","1","1","351","0","600000016","0","0","0","600110161","0","0","1","0"
"0","0","0","0","0","620090014","620060014","0","61001004","0","61001007","1","0","0","18","17001","17001","0","0","0","620130014","1","0","61001005","0","0","30","36","1","1","356","0","600000017","0","0","0","600110171","0","0","1","0"
"0","0","0","0","0","620090015","620060015","0","61001004","0","61001007","1","0","0","18","18001","18001","0","0","0","620130015","1","0","61001005","0","0","30","36","1","1","366","0","600000018","0","0","0","600110181","0","0","1","0"
