f04e82ccfb2414831c8861e52698af51887dd8bc5fec3e249ee6235eea878524,0760c00cb94d39fe4668d26d71f94bbb5a2c856d94c18cd3bb6155a1ef81c39c,acd1260b2bd129c88ccef7371fd04e6d794a4683dda11f21f80c1258050d69a9,58d8ad77a97bbba859c95341bf82574db57f325066d5701a6bd87b6b542907e5,9bb01ada7763f8aa8dcc84d06183a72edf61a17c220e141274601ee92f8b1d94
"22","53001","10001001","10001","1"
"22","53004","10001002","10001","1"
"22","53007","10001003","10001","1"
"22","53010","10001004","10001","1"
"22","53013","10001005","10001","1"
"22","53016","10001006","10001","1"
"22","53019","10001007","10001","1"
"22","53022","10001008","10001","1"
"22","53002","10001009","10001","1"
"22","53005","10001010","10001","1"
"22","53008","10001011","10001","1"
"22","53011","10001012","10001","1"
"22","53014","10001013","10001","1"
"22","53017","10001014","10001","1"
"22","53020","10001015","10001","1"
"22","53023","10001016","10001","1"
"22","53001","10002001","10002","1"
"22","53002","10002002","10002","1"
"22","53005","10002003","10002","1"
"22","53008","10002004","10002","1"
"22","53011","10002005","10002","1"
"22","53014","10002006","10002","1"
"22","53017","10002007","10002","1"
"22","53020","10002008","10002","1"
"22","53023","10002009","10002","1"
"22","53003","10002010","10002","1"
"22","53006","10002011","10002","1"
"22","53009","10002012","10002","1"
"22","53012","10002013","10002","1"
"22","53015","10002014","10002","1"
"22","53018","10002015","10002","1"
"22","53021","10002016","10002","1"
"22","53024","10002017","10002","1"
"22","53002","10003001","10003","1"
"22","53002","10003002","10003","2"
"22","53003","10003003","10003","1"
"22","53003","10003004","10003","2"
"22","53003","10003005","10003","3"
"22","53006","10003006","10003","1"
"22","53009","10003007","10003","1"
"22","53012","10003008","10003","1"
"22","53015","10003009","10003","1"
"22","53018","10003010","10003","1"
"22","53021","10003011","10003","1"
"22","53024","10003012","10003","1"
"22","53006","10003013","10003","2"
"22","53009","10003014","10003","2"
"22","53012","10003015","10003","2"
"22","53015","10003016","10003","2"
"22","53018","10003017","10003","2"
"22","53021","10003018","10003","2"
"22","53024","10003019","10003","2"
"22","53006","10003020","10003","3"
"22","53009","10003021","10003","3"
"22","53012","10003022","10003","3"
"22","53015","10003023","10003","3"
"22","53018","10003024","10003","3"
"22","53021","10003025","10003","3"
"22","53024","10003026","10003","3"
