dc129375b1991cb5cc8014dcf33b7f931f886c9f76bc81df9f2a443cc9eacdd0,7d4d579c892913c68b08c321f2c66e34a807705c28c17d65a3808d441daf2f71,20b155b8eb50c582483795b7b877f94d5e046d2cf8804ffdd997cb4b7724793c,3b8586cdf77b99166229ce6dae79419a5ac0605ace5e96389cd6a19c77acf1ec,19e1c4a1ee0a3fdabe63a30da00e8c19a36bc96589403b16e6aa341b5e59bcc5,d3e9cccb2fbc2d9c36ea06a0277564e3a81dd6d8787bb54f3a50364c73e273e1,4806a392790abb327e9008b77a3dd605168b160ca9c1f733e781e177882f7b15,e61a741c5196736196080c40895e8ea873c0b7a069675018a730303b6d241a1e,3900ae09336204f3502a4d74860936667d3ade9079a06cf1f4b87212363aee3f,9a064267e68c91ca67b675830604544bfbf709f8b87b59cbb6d064948c675d94
"0","0","Mug","Bug","Pug","2110001","Hug","0","0","1"
"0","0","Technician","Technology","Technical","2110003","Techie","0","0","1"
"0","0","暴風雪","雪崩","樹冰","2110005","冰瀑","0","0","1"
"0","0","化石","磁鐵","大理石","2110006","黑曜石","0","0","1"
"0","0","River","Ocean","Oceania","2110007","Bay","0","0","1"
"0","0","Hashtag","At","Dash","2110008","Slash","0","0","1"
"0","0","不會曬到太陽的地方","會曬到太陽的地方","建築物裡面","2110010","總是很涼快的地方","0","0","1"
"0","0","更替","更新","更正","2110011","更動","0","0","1"
"0","0","風吹雪","暴風雪","虹村雪","2110012","六月雪","0","0","1"
"0","0","Apple","Grape","Orange","2110014","Banana","0","0","1"
"0","0","拋物線","地平線","新幹線","2110016","電話線","0","0","1"
"0","0","白歷史","黑歷史","藍歷史","2110018","紅歷史","0","0","1"
"0","0","味醂","醬油","味噌","2110019","醋","0","0","1"
"0","0","Bus","Track","Truck","2110021","Train","0","0","1"
"0","0","難上加難","火上加油","愈描愈黑","2110022","加油添醋","0","0","1"
"0","0","Brain","Liver","Heart","2110023","Stomach","0","0","1"
"0","0","開演","啟用","啟動","2110024","開場","0","0","1"
"0","0","loin","coin","line","2110025","cane","0","0","1"
"0","0","服侍","服裝","常服","2110026","便服","0","0","1"
"0","0","水標","水印","流水號","2110028","水章","0","0","1"
"0","0","Spider","Elephant","Owl","2110031","Cockroach","0","0","1"
"0","0","浪","狼","啷","2110032","朗","0","0","1"
"0","0","錦上添花","如虎添翼","雪上加霜","2110034","雪中送炭","0","0","1"
"0","0","功虧一簣","不勞而獲","前功盡棄","2110035","勞而無功","0","0","1"
"0","0","愛不忍釋","忍無可忍","慘不忍睹","2110036","隱忍不發","0","0","1"
"0","0","煮菜","開除","捕魷魚","2110037","攪和","0","0","1"
"0","0","喜歡下棋","實力相當","遇到敵人","2110038","棋藝很高","0","0","1"
"0","0","水仙","百合","牽牛花","2110039","茉莉花","0","0","1"
"0","0","Afraid","Keen","Aware","2110040","Nervous","0","0","1"
"0","0","Papaya","Parrot","Pitaya","2110041","Pineapple","0","0","1"
"0","0","川","氵","六","2110042","二","0","0","1"
"0","0","羊","冷","水","2110043","次","0","0","1"
"0","0","盟","朝","期","2110044","明","0","0","1"
"0","0","火龍果","榴蓮","石榴","2110045","釋迦","0","0","1"
"0","0","宣示","宣誓","諠誓","2110046","諠示","0","0","1"
"0","0","起牀","起床","請床","2110047","超床","0","0","1"
"0","0","非","不","未","2110049","無","0","0","1"
"0","0","不","非","未","2110050","無","0","0","1"
"0","0","不","無","未","2110051","非","0","0","1"
"0","0","不","未","無","2110052","非","0","0","1"
"0","0","一頭栽進去","三分鐘熱度","有名無實","2110053","照三餐問候","0","0","1"
"0","0","可拆解的","可溶解的","孤獨的","2110054","單一的","0","0","1"
"0","0","久旱逢甘霖","春秋無義戰","金榜題名時","2110056","他鄉遇故知","0","0","1"
"0","0","十","百","萬 ","2110058","千","0","0","1"
"0","0","九","十","七","2110060","八","0","0","1"
"0","0","咕嚕靈波～","神奇真步魔法靈咕嚕靈波～","與真步的羈絆","2111001","常保童話之心的公主","0","0","1"
"0","0","切嚕～☆","嘟嚕嚕嚕嚕～★","夢想成為超級巨星☆☆★","2111002","太讚了吧☆","0","0","1"
"0","0","有獸耳及獸尾","尖尖的長耳","頭部有雙角","2111003","人口最多","0","0","1"
"0","0","咕咕","哞哞","哇哇","2111004","嗡嗡","0","0","1"
"0","0","心型吉拿棒","綜合莓果蛋糕","大天使之淚","2111005","蘋果派","0","0","1"
"0","0","Hammer","Pillar","Pliers","2120002","Screwdriver","0","0","1"
"0","0","House","Balustrate","Cottage","2120004","Building","0","0","1"
"0","0","AIDS","PTSD","SARS","2120005","ADSL","0","0","1"
"0","0","TS","TD","TY","2120006","STS","0","0","1"
"0","0","愧","醜","酉","2120009","酒","0","0","1"
"0","0","因時制宜","不知變通","無可奈何","2120011","委曲求全","0","0","1"
"0","0","電車","電報","電燈","2120012","電源","0","0","1"
"0","0","醬油","味醂","味噌","2120013","醋","0","0","1"
"0","0","refrigerator","itinerary","harmonious","2120014","bankrupt","0","0","1"
"0","0","節儉","勤奮求學","四季分明","2120016","風景秀麗","0","0","1"
"0","0","老人顏貌俊美","老年人精神煥發","老人生氣的樣子","2120017","老但樣貌年輕","0","0","1"
"0","0","Long Way","Freeway","Railway","2120018","Fly Away","0","0","1"
"0","0","徒勞無功","吹糠見米","枉費心機","2120021","無濟於事","0","0","1"
"0","0","瘠人肥己","地不愛寶","錙銖必較","2120022","葛屨履霜","0","0","1"
"0","0","對牛彈琴","口若懸河","白費口舌","2120023","雞同鴨講","0","0","1"
"0","0","海底撈月","魑魅魍魎","天方夜譚","2120025","鐵樹開花","0","0","1"
"0","0","屈指可數","恆河沙數","微乎其微","2120026","寥寥無幾","0","0","1"
