b22cb406f6106ff712e4cf5399db4a1b7fe84b44bd73aafe89940bd7c37183ec,18b3cd966bae65254f2c853f02d8a53d8ab03231969c06535481be0960511089,2d4ef6fdfd2b33336b44f19741de0c201b9a7780eb2452c82e243d2527c3ba48,9b1d6044f5e42a2f9d2a12d925a4033a80374a09d96a215ae9a6df1feabeb4e6,bf65b5e365e65a198ed9e50effa87917e3d50eecbf4e64823b245ee06a3c02f9,d535ed0c807ac2e7b738af1ecf05c85289119cb56e9dc40bb2e728f3fb1187d6,86fb93031722666269af889f2faf07c02b137eb4096ff8ca3d1925992b249d0e,c09204090767b9b99420f8caf6364ca0c4e8be749794d9f4cb73158c545835cd,302372dfcc1a053185103c8968f69ec808951f948895a57e033f88e150e14ac4,b991845cdf75a63ea6d6bfa14b7d678de8f3e655ffb1e9f53a20b52c546f8025,602c99a6c7ea1acd4324eb7b3b37551f3808aa08c990601f1f8493e36dab390b,a5b365be6c02afd3981008085e94ec7ef71a0686deb421cb75180f4264ae06ec,fcfc320764aac7b461ab6c39840b373eed0a974996efd6f5d9ac7866f85db05a,a17b08817579589d982cbc150056090117d77ef0d9c5a950b3d5e33d542c02e9,e89a76e0cbb979a976e62388a784c5b12ab4cc3e981848d2ca75a3b0f3efac98,1516764aea4ab1340a396c02ed7e785f2240d0f0df992a26676bf677f4329bad,8a27994b865e3718f7c8f02310cbe50c2be676fdb980ea151083f2780e120506,7a2954785524b26150f9af8afa8b464188cb392d373e12717b7bcc04d590597b,4dec5d96ce3bf60ba20b0f02cf0c4515b2706d9a6be458411672cb24c8eafd22,0854c84f7a2f700ade810cbc5c27ba84651df1e0885ff33ee4261bc0f3841ee4,d44ded95ea4122268f7d455e7387d6343f8f556cc00800eaa778163c64de4289
"0","1","0","1","0","5","1001","0","8","31043","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","2","0","8","1001","0","8","31043","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","3","0","10","1001","0","8","31043","0","2","90006","0","0","3","2","1500","91002","1500","1"
"0","4","0","4","0","12","1001","0","8","31043","0","2","90006","0","0","4","2","2000","91002","2000","1"
"0","5","0","5","0","14","1001","0","8","31043","0","2","90006","0","0","5","2","2500","91002","2500","1"
"0","6","0","6","0","16","1001","0","8","31043","0","2","90006","0","0","6","2","3000","91002","3000","1"
"0","7","0","7","0","18","1001","0","8","31043","0","2","90006","0","0","7","2","3500","91002","3500","1"
"0","9","0","8","0","20","1001","0","8","31043","0","2","90006","0","0","8","2","4000","91002","4000","1"
"0","-1","0","9","0","25","1001","0","8","31043","0","2","90006","0","0","10","2","4500","91002","4500","1"
"0","1","0","10","0","5","1002","0","8","31022","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","11","0","8","1002","0","8","31022","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","12","0","10","1002","0","8","31022","0","2","90006","0","0","3","2","1500","91002","1500","1"
"0","4","0","13","0","12","1002","0","8","31022","0","2","90006","0","0","4","2","2000","91002","2000","1"
"0","5","0","14","0","14","1002","0","8","31022","0","2","90006","0","0","5","2","2500","91002","2500","1"
"0","6","0","15","0","16","1002","0","8","31022","0","2","90006","0","0","6","2","3000","91002","3000","1"
"0","7","0","16","0","18","1002","0","8","31022","0","2","90006","0","0","7","2","3500","91002","3500","1"
"0","8","0","17","0","20","1002","0","8","31022","0","2","90006","0","0","8","2","4000","91002","4000","1"
"0","9","0","18","0","25","1002","0","8","31022","0","2","90006","0","0","9","2","4500","91002","4500","1"
"0","-1","0","19","0","30","1002","0","8","31022","0","2","90006","0","0","10","2","5000","91002","5000","1"
"0","1","0","20","0","5","1003","0","8","31042","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","21","0","8","1003","0","8","31042","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","22","0","10","1003","0","8","31042","0","2","90006","0","0","3","2","1500","91002","1500","1"
"0","4","0","23","0","12","1003","0","8","31042","0","2","90006","0","0","4","2","2000","91002","2000","1"
"0","5","0","24","0","14","1003","0","8","31042","0","2","90006","0","0","5","2","2500","91002","2500","1"
"0","6","0","25","0","16","1003","0","8","31042","0","2","90006","0","0","6","2","3000","91002","3000","1"
"0","7","0","26","0","18","1003","0","8","31042","0","2","90006","0","0","7","2","3500","91002","3500","1"
"0","8","0","27","0","20","1003","0","8","31042","0","2","90006","0","0","8","2","4000","91002","4000","1"
"0","9","0","28","0","25","1003","0","8","31042","0","2","90006","0","0","9","2","4500","91002","4500","1"
"0","-1","0","29","0","30","1003","0","8","31042","0","2","90006","0","0","10","2","5000","91002","5000","1"
"0","1","0","30","0","5","1004","0","8","31018","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","31","0","8","1004","0","8","31018","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","32","0","10","1004","0","8","31018","0","2","90006","0","0","3","2","1500","91002","1500","1"
"0","4","0","33","0","12","1004","0","8","31018","0","2","90006","0","0","4","2","2000","91002","2000","1"
"0","5","0","34","0","14","1004","0","8","31018","0","2","90006","0","0","5","2","2500","91002","2500","1"
"0","6","0","35","0","16","1004","0","8","31018","0","2","90006","0","0","6","2","3000","91002","3000","1"
"0","7","0","36","0","18","1004","0","8","31018","0","2","90006","0","0","7","2","3500","91002","3500","1"
"0","8","0","37","0","20","1004","0","8","31018","0","2","90006","0","0","8","2","4000","91002","4000","1"
"0","9","0","38","0","25","1004","0","8","31018","0","2","90006","0","0","9","2","4500","91002","4500","1"
"0","-1","0","39","0","30","1004","0","8","31018","0","2","90006","0","0","10","2","5000","91002","5000","1"
"0","1","0","40","0","5","1005","0","8","31025","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","41","0","8","1005","0","8","31025","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","42","0","10","1005","0","8","31025","0","2","90006","0","0","3","2","1500","91002","1500","1"
"0","4","0","43","0","12","1005","0","8","31025","0","2","90006","0","0","4","2","2000","91002","2000","1"
"0","5","0","44","0","14","1005","0","8","31025","0","2","90006","0","0","5","2","2500","91002","2500","1"
"0","6","0","45","0","16","1005","0","8","31025","0","2","90006","0","0","6","2","3000","91002","3000","1"
"0","7","0","46","0","18","1005","0","8","31025","0","2","90006","0","0","7","2","3500","91002","3500","1"
"0","8","0","47","0","20","1005","0","8","31025","0","2","90006","0","0","8","2","4000","91002","4000","1"
"0","9","0","48","0","25","1005","0","8","31025","0","2","90006","0","0","9","2","4500","91002","4500","1"
"0","-1","0","49","0","30","1005","0","8","31025","0","2","90006","0","0","10","2","5000","91002","5000","1"
"0","1","0","50","0","5","1006","0","8","31043","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","51","0","8","1006","0","8","31043","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","52","0","10","1006","0","8","31043","0","2","90006","0","0","3","2","1500","91002","1500","1"
"0","4","0","53","0","12","1006","0","8","31043","0","2","90006","0","0","4","2","2000","91002","2000","1"
"0","5","0","54","0","14","1006","0","8","31043","0","2","90006","0","0","5","2","2500","91002","2500","1"
"0","6","0","55","0","16","1006","0","8","31043","0","2","90006","0","0","6","2","3000","91002","3000","1"
"0","7","0","56","0","18","1006","0","8","31043","0","2","90006","0","0","7","2","3500","91002","3500","1"
"0","8","0","57","0","20","1006","0","8","31043","0","2","90006","0","0","8","2","4000","91002","4000","1"
"0","9","0","58","0","25","1006","0","8","31043","0","2","90006","0","0","9","2","4500","91002","4500","1"
"0","-1","0","59","0","30","1006","0","8","31043","0","2","90006","0","0","10","2","5000","91002","5000","1"
"0","1","0","60","0","5","1007","0","8","31022","0","2","90006","0","0","1","2","500","91002","500","1"
"0","2","0","61","0","8","1007","0","8","31022","0","2","90006","0","0","2","2","1000","91002","1000","1"
"0","3","0","62","0","10","1007","0","8","31022","0","2","90006","0","0","3","2","1500","91002","1500","1"
