51dd25f82463467bd4412dd15dde29aff113b57a1d236b072bcc420699443ec0,1a119bf75fc0452afc1e137cd2f21081991d1dcd4207115bbe72a2288653ee37,f9ebecb7d98cd976c07291f27ad5cade29491bbd7b7c9c0cfd6eb9f3b230777c,dd55519109440d848e78f6ac982480cbbd000292005fd44f0dceaaaed269684e,37665d825deac44d4aaae4d9e5c366d6b0072a11c209f93695ac93d2221e4e21,1f5f38c09d7d61554e14f9f661ac8a53e7e620ad32e3850cf20e026dd313ddfe,3f56373f5df772c51bb4add8f297fbf780af8084c48968c6955c2586fdd61b78,f24a3bec9e307adec9c3e7b4b1ac1bd161319ce0caa3aaccb5b498d334098787,d7cf47edc9c07b7a132af7a4c3ce29e4f187c0d3eb6edba8035dc7659d834ae6,0c19be11f02316ada71e426221d3fc3785fb98e13e607f9c288e7b69163b89b2,16c2ae0413337aa72a617da803d38a46288477a7dfb58c865e1a442807540b23,813ea3e13aa62dba4cd7a4363f4e60091d26308cce6cf3860f08a35fa3cd39c1,067beb66c1088fe23870bf7dd3a26423a4da23c597c5db3b51a15683755e750a,9072043d443447d7d7e5b4b24d778362f336ad9665ee82ccba5f896951509ff5
"0","24001","0","401","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","102301","2","綾音","10046","太棒了，噗吉！\n這樣就能當\n哥哥他們的榜樣了！","24"
"0","24002","2.21","402","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","102301","2","綾音","10046","我們贏了！\n有噗吉和我在一起，\n不管來了怎麼樣的球，\n我都會打出全壘打的！","24"
"0","24003","0","403","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","102301","2","綾音","10046","好耶好耶！\n哥哥你有看見嗎？\n我有好好努力喔！","24"
"0","24004","1.99","701","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","192201","1","旭","10046","特訓好像有成果了！\n照著這個步調繼續練習，\n持續進步下去吧！","24"
"0","24005","2.21","702","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192201","2","旭","10046","很好，感覺很棒！\n看樣子我應該能夠好好地\n盡到隊長的職責。","24"
"0","24006","3.33","703","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","192201","1","旭","10046","比賽將近，\n我似乎有抓到感覺了！\n一口氣邁向全國大賽吧！","24"
"0","24007","0","801","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","192301","2","社員3","10046","這點程度輕鬆得很，\n畢竟我們可是\n以全國大賽為目標啊。","24"
"0","24008","2.68","802","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192301","2","社員3","10046","我也算是\n沙灘棒球選手啊，\n不管什麼球來了，\n我都會把它打飛到觀眾席去的。","24"
"0","24009","0","803","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","192301","2","社員3","10046","感覺很不錯，\n這樣比賽時應該也能好好活躍，\n我要大肆表現一番！","24"
"0","24010","0","501","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192501","1","","10046","太好了！","24"
"0","24011","0","502","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192501","1","","10046","贏了！","24"
"0","24012","0","503","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192501","1","","10046","感覺不錯！","24"
"0","24013","5.33","111","2020/07/31 12:00:00","0","2030/12/17 14:59:59","6","113501","2","美里","10046","哎呀～該不會我\n不小心贏了嗎？\n可能是因為我有\n看著大家練習吧～","24"
"0","24014","6.85","112","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","113501","2","美里","10046","老師想幫上大家的忙，\n所以也努力試試看了～！\n看來似乎有順利丟出去，\n太好了～！","24"
"0","24015","3","113","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","113501","2","美里","10046","練習辛苦了～！\n老師也很高興\n能夠幫上忙喔～♪\n接下來也一起努力加油吧～！","24"
"0","24016","6.11","611","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192401","2","大地","10046","看來練習得還不夠啊，\n我甚至沒有\n拿出真本事投呢，\n再練一次！","24"
"0","24017","6.75","612","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192401","2","大地","10046","哼，這是理所當然的結果。\n我的球才不會讓任何人打到！\n要是還想繼續打，\n我就奉陪到底！","24"
"0","24018","0","613","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","192401","2","大地","10046","很好！\n就以這股氣勢，朝全國前進吧！\n看我用三振解決掉所有對手！","24"
"0","24019","4.52","211","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","113401","1","初音","10046","閃亮亮☆\n初音大勝利喲～！\n為了讓大家能更加進步，\n我也會繼續努力下去的！","24"
"0","24020","3.89","212","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","113401","1","初音","10046","好耶！我贏了！\n不管是啦啦隊還是投手，\n都交給我初音吧！","24"
"0","24021","13.49","213","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","113401","2","初音","10046","很好～就像這樣繼續\n努力吧……雖然是這麼想，\n但因為用了超能力……\n我開始想睡了……呼嚕……","24"
"0","24022","3.17","311","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","106501","2","嘉夜","10046","真是場好比賽！\n我太熱血沸騰，\n不小心就用全力丟球了。","24"
"0","24023","4.42","312","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","106501","2","嘉夜","10046","如何？\n老娘的球很熾熱吧！\n不過，你們的鬥志\n也是挺不錯的喔。","24"
"0","24024","2.89","313","2020/07/31 12:00:00","0","2030/12/17 14:59:59","6","106501","1","嘉夜","10046","什麼嘛，就這點程度而已嗎？\n我還完全沒投個夠呢，\n再繼續比下去吧！","24"
"0","24025","3.71","421","2020/07/31 12:00:00","0","2030/12/17 14:59:59","4","102301","3","綾音","10046","差一點點了說～！\n下次我一定會跟噗吉一起\n贏給你們看的！","24"
"0","24026","5.1","721","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","192201","1","旭","10046","真是一場好比賽呢！\n不過果然還是好不甘心……\n我會再多做練習，\n下次絕對會是我贏！","24"
"0","24027","4.34","821","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192301","3","社員3","10046","嘖……還差一步啊。\n下次我一定會贏的，\n做好心理準備吧。","24"
"0","24028","0","521","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","192501","1","","10046","真是一場好比賽，\n下次再比一次吧。","24"
"-360","24029","5.62","101","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","113501","2","美里","10046","做得非常好喔～♪\n看你這麼努力，老師很開心，\n今後也為了比賽，\n一起繼續練習下去吧～","24"
"-360","24030","9.58","102","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","113501","2","美里","10046","這是你努力的成果呢～！\n照這樣繼續練習下去，\n應該會獲得更棒的成績吧。\n我很期待喔～！","24"
"-360","24031","0","103","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","113501","2","美里","10046","好孩子，好孩子～♪\n你這麼認真努力，\n我要好～好誇獎一番。","24"
"-360","24032","9.13","104","2020/07/31 12:00:00","0","2030/12/17 14:59:59","2","113501","1","美里","10046","朝著夢想前進了一步呢。\n照這個步調，一起實現夢想吧。\n目標是全國大賽～！","24"
"-360","24033","8.27","105","2020/07/31 12:00:00","0","2030/12/17 14:59:59","1","113501","2","美里","10046","狀態很好呢～♪\n你比賽時一定也會\n大有活躍的。\n我很期待喔～！","24"
