6520b057ec861fb475538ecd3fba8d00b8d9748d11974ad2105fac4f4dd9b10e,11f34063b9f04542918adb6924ebbf4fc20d5531883fd90ff28f6df2c10cc015,ac93d67959d73085124bf0286398106d204e03c84b50aa6ff4adb1d44325fb42,245af7ef9957c566e283fd5c838c4a355cda81f7f878a4b233611fbd64609dcd,a6655010f6c7a035e2e67284dfd92a5b72efb3c1ab8987cc8f6da481b6f7fe94,f76293689f5f4f48173b49e36380a5edcd562111f558d0b3f51928c52e7d5bb7,06d1ead4a9ed989f161603ad5355d7cd0d28df6b14bc0cab6379962aaa5df00f,8dfed9bf39c79b7b662861072d822bb480eb12b4b42c92b3512e953e601c3349,02388faf1c877f6e210ba5806d6a6dd5120c68e840575d5ecff4c2bdcbb69858,cb22723c0cbe04b13d07cc8ee5998c67f8b7e938054f78658b6190bc38fe4922
"10000","1","302","0","0","1","2018/01/01 15:00:00","2018/02/28 14:59:59","0","0"
"10001","1","302","0","0","1","2018/02/28 15:00:00","2018/03/15 14:59:59","0","0"
"10002","1","302","0","0","1","2018/03/15 15:00:00","2018/03/31 14:59:59","0","0"
"10003","1","302","0","0","1","2018/12/21 16:00:00","2018/12/27 15:59:59","0","0"
"10004","1","302","0","0","1","2018/04/16 15:00:00","2018/04/30 11:59:59","0","0"
"10005","1","302","0","0","1","2019/01/03 16:00:00","2019/01/09 15:59:59","0","0"
"10006","1","302","0","0","2","2018/10/09 16:00:00","2018/10/22 15:59:59","0","0"
"10007","1","302","0","0","2","2018/10/22 16:00:00","2018/11/08 15:59:59","0","0"
"10008","1","302","0","0","1","2018/11/08 16:00:00","2018/11/15 15:59:59","0","0"
"10009","1","302","0","0","1","2018/11/15 16:00:00","2018/11/30 15:59:59","0","0"
"10010","1","302","0","0","1","2018/11/30 16:00:00","2018/12/13 15:59:59","0","0"
"10011","1","302","0","0","1","2018/12/13 16:00:00","2018/12/27 15:59:59","0","0"
"10012","1","302","0","0","2","2018/12/27 16:00:00","2019/01/09 15:59:59","0","0"
"10013","1","302","0","0","2","2019/01/09 16:00:00","2019/01/22 15:59:59","0","0"
"10014","1","302","0","0","1","2019/01/22 16:00:00","2019/02/01 11:59:59","0","0"
"10015","1","302","0","0","1","2019/02/13 16:00:00","2019/02/27 15:59:59","0","0"
"10016","1","302","0","0","1","2019/02/27 16:00:00","2019/03/13 15:59:59","0","0"
"10017","1","302","0","0","1","2019/03/13 16:00:00","2019/03/27 15:59:59","0","0"
"10018","1","302","0","0","1","2019/03/27 16:00:00","2019/04/03 15:59:59","0","0"
"10019","1","302","0","0","1","2019/04/03 16:00:00","2019/04/19 15:59:59","0","0"
"10020","1","302","0","0","1","2019/04/19 16:00:00","2019/05/07 15:59:59","0","0"
"10021","1","302","0","0","1","2019/05/14 16:00:00","2019/06/03 15:59:59","0","0"
"10022","1","302","0","0","1","2019/06/03 16:00:00","2019/06/17 15:59:59","0","0"
"10023","1","302","0","0","1","2019/06/17 16:00:00","2019/07/01 15:59:59","0","0"
"10024","1","302","0","0","1","2019/07/15 16:00:00","2019/07/26 15:59:59","0","0"
"10025","1","302","0","0","1","2019/07/26 16:00:00","2019/08/01 15:59:59","0","0"
"10026","1","302","0","0","1","2019/08/28 16:00:00","2019/09/02 15:59:59","0","0"
"10027","1","302","0","0","1","2019/08/01 16:00:00","2019/08/15 15:59:59","0","0"
"10028","1","302","0","0","1","2019/08/15 16:00:00","2019/08/28 15:59:59","0","0"
"10029","1","302","0","0","1","2019/09/09 16:00:00","2019/09/17 15:59:59","0","0"
"10030","1","302","0","0","1","2019/09/17 16:00:00","2019/09/20 15:59:59","0","0"
"10031","1","302","0","0","1","2019/09/20 16:00:00","2019/10/01 15:59:59","0","0"
"10032","1","302","0","0","1","2019/10/01 16:00:00","2019/10/15 15:59:59","0","0"
"10033","1","302","0","0","1","2019/10/15 16:00:00","2019/10/18 15:59:59","0","0"
"10034","1","302","0","0","1","2019/10/18 16:00:00","2019/11/01 15:59:59","0","0"
"10035","1","302","0","0","1","2019/11/01 16:00:00","2019/11/15 15:59:59","0","0"
"10036","1","302","0","0","1","2020/12/01 16:00:00","2020/12/04 15:59:59","90001","0"
"10037","1","302","0","0","1","2019/11/19 16:00:00","2019/12/02 15:59:59","0","0"
"10038","1","302","0","0","1","2019/12/02 16:00:00","2019/12/13 15:59:59","0","0"
"10039","1","302","0","0","1","2020/12/21 16:00:00","2020/12/26 15:59:59","90002","0"
"10040","1","302","0","0","1","2019/12/16 16:00:00","2019/12/30 15:59:59","0","0"
"10041","1","302","0","0","1","2019/12/30 16:00:00","2020/01/02 15:59:59","0","0"
"10042","1","302","0","0","4","2020/01/02 16:00:00","2020/01/10 15:59:59","0","0"
"10043","1","302","0","0","4","2020/01/28 16:00:00","2020/02/04 15:59:59","90003","0"
"10044","1","302","0","0","4","2020/01/10 16:00:00","2020/01/21 15:59:59","0","0"
"10045","1","302","0","0","4","2020/02/04 16:00:00","2020/02/14 15:59:59","0","0"
"10046","1","302","0","0","4","2020/02/14 16:00:00","2020/02/19 15:59:59","90004","0"
"10047","1","302","0","0","4","2020/02/19 16:00:00","2020/03/04 15:59:59","0","0"
"10048","1","302","0","0","4","2020/03/04 16:00:00","2020/03/13 15:59:59","0","0"
"10049","1","302","0","0","4","2020/03/13 16:00:00","2020/03/19 15:59:59","0","0"
"10050","1","302","0","0","4","2020/03/19 16:00:00","2020/04/01 15:59:59","0","0"
"10051","1","302","0","0","4","2020/04/01 16:00:00","2020/04/14 15:59:59","0","0"
"10052","1","302","0","0","4","2020/04/14 16:00:00","2020/04/22 15:59:59","90005","0"
"10053","1","302","0","0","4","2020/04/22 16:00:00","2020/05/05 15:59:59","0","0"
"10054","1","302","0","0","4","2020/05/08 16:00:00","2020/05/15 15:59:59","0","0"
"10055","1","302","0","0","4","2020/05/15 16:00:00","2020/05/22 15:59:59","90006","0"
"10056","1","302","0","0","4","2020/05/22 16:00:00","2020/06/03 15:59:59","0","0"
"10057","1","302","0","0","4","2020/06/03 16:00:00","2020/06/15 15:59:59","0","0"
"10058","1","302","0","0","4","2020/06/15 16:00:00","2020/06/22 15:59:59","0","0"
"10059","1","302","0","0","4","2020/08/03 16:00:00","2020/08/06 15:59:59","90007","0"
"10060","1","302","0","0","4","2020/09/30 16:00:00","2020/10/13 15:59:59","0","0"
"10061","1","302","0","0","4","2020/10/13 16:00:00","2020/10/26 15:59:59","0","0"
"10062","1","302","0","0","4","2020/11/13 16:00:00","2020/11/18 15:59:59","90008","0"
"10063","1","302","0","0","4","2020/07/02 16:00:00","2020/07/13 15:59:59","0","0"
"10064","1","302","0","0","4","2020/07/13 16:00:00","2020/07/20 15:59:59","90009","0"
"10065","1","302","0","0","4","2020/07/20 16:00:00","2020/07/30 15:59:59","0","0"
"10066","1","302","0","0","4","2020/07/30 16:00:00","2020/08/03 15:59:59","0","0"
"10067","1","302","0","0","4","2020/08/06 16:00:00","2020/08/17 15:59:59","0","0"
"10068","1","302","0","0","4","2020/09/11 16:00:00","2020/09/16 15:59:59","90010","0"
"10069","1","302","0","0","4","2020/08/21 16:00:00","2020/09/01 15:59:59","0","0"
"10070","1","302","0","0","4","2020/09/04 16:00:00","2020/09/11 15:59:59","0","0"
"10071","1","302","0","0","4","2020/10/26 16:00:00","2020/11/02 15:59:59","90011","0"
"10072","1","302","0","0","4","2020/09/16 16:00:00","2020/09/24 15:59:59","0","0"
"10073","1","302","0","0","4","2020/09/24 16:00:00","2020/09/30 15:59:59","0","0"
"10074","1","302","0","0","4","2020/11/05 16:00:00","2020/11/13 15:59:59","0","0"
"10075","1","302","0","0","4","2020/11/18 16:00:00","2020/11/26 15:59:59","0","0"
"10076","1","302","0","0","4","2020/11/26 16:00:00","2020/12/01 15:59:59","90012","0"
"10077","1","302","0","0","4","2020/12/04 16:00:00","2020/12/14 15:59:59","0","0"
"10078","1","302","0","0","4","2020/12/14 16:00:00","2020/12/18 15:59:59","90013","0"
"10079","1","302","0","0","4","2020/12/26 16:00:00","2021/01/06 15:59:59","0","0"
"10080","1","302","0","0","4","2021/01/06 16:00:00","2021/01/14 15:59:59","0","0"
"10081","1","302","0","0","4","2021/01/15 16:00:00","2021/01/20 15:59:59","90014","0"
"10082","1","302","0","0","4","2021/01/20 16:00:00","2021/02/01 15:59:59","0","0"
"10083","1","302","0","0","4","2021/02/01 16:00:00","2021/02/11 15:59:59","0","0"
"10084","1","302","0","0","4","2021/02/15 16:00:00","2021/02/19 15:59:59","90015","0"
"10085","1","302","0","0","4","2021/02/19 16:00:00","2021/03/02 15:59:59","0","0"
"10086","1","302","0","0","4","2021/03/12 16:00:00","2021/03/17 15:59:59","90016","0"
"10087","1","302","0","0","4","2021/03/02 16:00:00","2021/03/12 15:59:59","0","0"
"10088","1","302","0","0","4","2021/04/16 16:00:00","2021/04/27 15:59:59","90017","0"
"10089","1","302","0","0","4","2021/03/28 16:00:00","2021/04/06 15:59:59","0","0"
"10090","1","302","0","0","4","2021/04/06 16:00:00","2021/04/16 15:59:59","0","0"
"10091","1","302","0","0","4","2021/03/17 16:00:00","2021/03/28 15:59:59","90018","0"
"10092","1","302","0","0","4","2021/04/27 16:00:00","2021/05/07 15:59:59","0","0"
"10093","1","302","0","0","4","2021/05/07 16:00:00","2021/05/16 15:59:59","0","0"
"10094","1","302","0","0","4","2021/05/16 16:00:00","2021/05/21 15:59:59","90019","0"
"10095","1","302","0","0","4","2021/05/21 16:00:00","2021/05/26 15:59:59","90020","0"
"10096","1","302","0","0","4","2021/05/26 16:00:00","2021/06/02 15:59:59","0","0"
"10097","1","302","0","0","4","2021/06/04 16:00:00","2021/06/14 15:59:59","0","0"
"10098","1","302","0","0","4","2021/06/14 16:00:00","2021/06/19 15:59:59","90021","0"
"10099","1","302","0","0","4","2021/06/19 16:00:00","2021/06/27 15:59:59","0","0"
"10100","1","302","30118","0","4","2021/06/27 16:00:00","2021/07/02 15:59:59","0","0"
"10101","1","302","30117","0","5","2021/06/27 16:00:00","2021/07/02 15:59:59","0","0"
"10102","1","302","30120","0","6","2021/07/05 16:00:00","2021/07/14 15:59:59","0","0"
"10103","1","302","30121","0","5","2021/08/09 16:00:00","2021/08/25 15:59:59","90022","0"
"10104","1","302","30122","0","4","2021/07/14 16:00:00","2021/07/24 15:59:59","0","0"
"10105","1","302","30123","0","4","2021/07/21 16:00:00","2021/07/30 15:59:59","0","0"
"10106","1","302","30125","0","4","2021/08/01 16:00:00","2021/08/09 15:59:59","0","0"
"10107","1","302","0","0","4","2021/07/14 16:00:00","2021/07/21 15:59:59","90023","0"
"10108","1","302","30127","0","4","2021/08/25 16:00:00","2021/09/01 15:59:59","0","0"
"10109","1","302","30128","0","4","2021/08/25 16:00:00","2021/08/31 15:59:59","0","0"
"10110","1","302","0","0","4","2021/09/01 16:00:00","2021/09/12 15:59:59","0","0"
"10111","1","302","0","0","4","2021/09/12 16:00:00","2021/09/22 15:59:59","90024","0"
"10112","1","302","0","0","4","2021/09/22 16:00:00","2021/10/02 15:59:59","0","0"
"10113","1","302","0","0","4","2021/10/02 16:00:00","2021/10/11 15:59:59","0","0"
"10114","1","302","0","0","4","2021/10/11 16:00:00","2021/10/18 15:59:59","90025","0"
"10115","1","302","30137","0","4","2021/10/18 16:00:00","2021/10/26 15:59:59","0","0"
"10116","1","302","30136","0","4","2021/10/18 16:00:00","2021/10/22 15:59:59","90026","0"
"10117","1","302","30138","0","4","2021/10/22 16:00:00","2021/10/26 15:59:59","90027","0"
"10118","1","302","0","0","4","2021/10/26 16:00:00","2021/11/01 15:59:59","0","0"
"10119","1","302","0","0","4","2021/11/04 16:00:00","2021/11/13 15:59:59","0","0"
"10120","1","302","0","0","4","2021/11/09 16:00:00","2021/11/16 15:59:59","0","0"
"10121","1","302","30144","0","4","2021/11/16 16:00:00","2021/11/24 15:59:59","0","0"
"10122","1","302","30143","0","4","2021/11/16 16:00:00","2021/11/20 15:59:59","90028","0"
"10123","1","302","30145","0","4","2021/11/20 16:00:00","2021/11/25 15:59:59","0","0"
"10124","1","302","30146","0","4","2021/11/25 16:00:00","2021/12/02 15:59:59","90029","0"
"10125","1","302","0","0","4","2021/12/02 16:00:00","2021/12/11 15:59:59","0","0"
"10126","1","302","0","0","4","2021/12/10 16:00:00","2021/12/17 15:59:59","0","0"
"10127","1","302","40005","0","4","2021/12/17 16:00:00","2021/12/25 15:59:59","0","0"
"10128","1","302","0","0","4","2021/12/25 16:00:00","2022/01/02 15:59:59","0","0"
"10129","1","302","0","0","4","2022/01/05 16:00:00","2022/01/10 15:59:59","0","0"
"10130","1","302","0","0","4","2022/01/10 16:00:00","2022/01/15 15:59:59","90030","0"
"10131","1","302","0","0","4","2022/01/15 16:00:00","2022/01/20 15:59:59","0","0"
"10132","1","302","0","0","4","2022/01/20 16:00:00","2022/01/26 15:59:59","0","0"
"10133","1","302","30157","0","4","2022/01/26 16:00:00","2022/02/01 15:59:59","0","0"
"10134","1","302","30156","0","5","2022/01/26 16:00:00","2022/02/01 15:59:59","90031","0"
"10135","1","302","0","0","4","2022/02/04 16:00:00","2022/02/12 15:59:59","0","0"
"10136","1","302","0","0","4","2022/02/12 16:00:00","2022/02/19 15:59:59","0","0"
"10137","1","302","0","0","4","2022/02/19 16:00:00","2022/02/26 15:59:59","0","0"
