tbl,idx,stat
"2060012_02","","100"
"2030001_07","","91"
"emblem_mission_data","","489"
"shiori_mission_reward_data","shiori_mission_reward_data_0_mission_reward_id","138 2"
"shiori_item","","3"
"campaign_schedule","","359"
"2020001_03","","51"
"2030001_11","","111"
"tower_ex_quest_data","tower_ex_quest_data_0_floor_num","20 1"
"sekai_boss_mode","","12"
"prizegacha_data","","13"
"clan_battle_last_attack_reward","","3"
"2060012_08","","163"
"tower_area_data","","20"
"gacha_exchange_lineup","","127"
"clan_cost_group","","6"
"2060012_09","","145"
"ttk_story","ttk_story_0_ttk_score","5 1"
"odds_name_data","","89"
"grand_arena_daily_rank_reward","","40"
"2050001_09","","72"
"space_battle_data","","1"
"omp_drama","omp_drama_0_drama_id","601 67"
"dear_reward","dear_reward_0_event_id_1_chara_index","125 14 5"
"sekai_boss_damage_rank_reward","","15"
"ticket_gacha_data","","1"
"clan_battle_2_map_data","clan_battle_2_map_data_0_clan_battle_id","89 4"
"movie","movie_0_story_id","247 2"
"2060012_11","","144"
"2020001_08","","127"
"2060001_04","","16"
"room_effect_reward_get","sqlite_autoindex_room_effect_reward_get_1","78 8 1"
"2050001_08","","79"
"detect_dps","","720"
"pct_itempoint","pct_itempoint_0_item_id","3 1"
"tower_cloister_quest_data","","7"
"room_skin_color","","3"
"kaiser_add_times_data","","192"
"clan_battle_s_map_data","clan_battle_s_map_data_0_clan_battle_id","86 4"
"album_voice_list","album_voice_list_0_unit_id","3182 37"
"room_unit_comments","room_unit_comments_0_unit_id","3661 24"
"room_unit_comments","sqlite_autoindex_room_unit_comments_1","3661 24 8 2 1"
"2100001_02","","3"
"omp_story_data","omp_story_data_0_story_seq","15 1"
"omp_story_data","omp_story_data_0_event_id","15 8"
"shiori_stationary_mission_data","","69"
"hatsune_special_enemy","","65"
"campaign_freegacha","","8"
"room_item_announcement","","1"
"2020001_04","","7"
"2030001_12","","129"
"2041001_01","","73"
"nyx_phase_data","","3"
"nyx_story_data","nyx_story_data_0_story_phase","15 5"
"nyx_story_data","nyx_story_data_0_story_seq","15 1"
"hatsune_unlock_unit_condition","hatsune_unlock_unit_condition_0_condition_mission_id","22 1"
"hatsune_unlock_unit_condition","hatsune_unlock_unit_condition_0_unit_id_1_event_id","22 2 1"
"sekai_top_data","sekai_top_data_0_sekai_id","22 11"
"still","still_0_still_group_id","687 6"
"still","still_0_story_id","687 2"
"chara_fortune_rail","","71"
"2040001_07","","154"
"sekai_boss_fix_reward","","10"
"chara_fortune_schedule","","4"
"2020001_07","","121"
"2060012_10","","154"
"2060001_03","","149"
"pct_tap_speed","","8"
"hatsune_description","hatsune_description_0_event_id_1_type","220 6 3"
"room_item","","408"
"unlock_rarity_6","unlock_rarity_6_0_material_id","408 15"
"unlock_rarity_6","unlock_rarity_6_0_unit_id_1_unlock_level","408 4 3"
"unlock_rarity_6","unlock_rarity_6_0_unit_id_1_slot_id","408 4 2"
"unlock_rarity_6","sqlite_autoindex_unlock_rarity_6_1","408 4 2 1"
"album_production_list","album_production_list_0_unit_id","969 9"
"voice_group","","99"
"grand_arena_time_reward_schedule","","3"
"ttk_enemy","","8"
"clan_grade","","13"
"voice_group_chara","","71"
"unit_motion_list","","113"
"2020001_01","","41"
"shiori_quest_condition","","60"
"clan_battle_schedule","","26"
"chara_fortune_reward","","16"
"guild","","18"
"dungeon_area_data","","6"
"unit_status_coefficient","","1"
"event_navi_comment","","129"
"kaiser_restriction_group","kaiser_restriction_group_0_restriction_group_id","100 20"
"kaiser_restriction_group","sqlite_autoindex_kaiser_restriction_group_1","100 20 1"
"navi_comment","","73"
"2020001_05","","118"
"2041001_02","","73"
"2060001_01","","70"
"kaiser_quest_data","","5"
"dear_setting","","9"
"event_wave_group_data","","4518"
"hatsune_diary_data","hatsune_diary_data_0_contents_type","17 9"
"hatsune_unlock_story_condition","hatsune_unlock_story_condition_0_event_id","216 8"
"room_effect","","15"
"unit_promotion_status","sqlite_autoindex_unit_promotion_status_1","1920 16 1"
"2050001_03","","137"
"shop_static_data","","126"
"fke_happening_list","","20"
"fke_reward","","1"
"shiori_event_list","","3"
"fix_lineup_group_set","fix_lineup_group_set_0_team_level_from_1_team_level_to","24 3 2"
"fix_lineup_group_set","sqlite_autoindex_fix_lineup_group_set_1","24 4 1 1"
"sekai_enemy_parameter","","6"
"clan_battle_s_boss_data","","130"
"unit_rarity","unit_rarity_0_unit_material_id","668 6"
"unit_rarity","unit_rarity_0_unit_id","668 6"
"unit_rarity","sqlite_autoindex_unit_rarity_1","668 6 1"
"pct_result","pct_result_0_character_id","4 2"
"hatsune_bg_change","","1"
"unit_comments","unit_comments_0_unit_id_1_use_type","1420 6 4"
"unit_comments","unit_comments_0_unit_id","1420 6"
"2030001_09","","91"
"2060012_04","","102"
"pct_gaming_motion","","8"
"pct_evaluation","","5"
"event_top_adv","event_top_adv_0_event_id_1_type","367 11 3"
"event_gacha_data","","41"
"hatsune_bg_change_data","hatsune_bg_change_data_0_target_type_1_area_id","10 5 2"
"grand_arena_max_season_rank_reward","","118"
"dear_story_detail","dear_story_detail_0_story_group_id_1_chara_index","242 27 10"
"2020001_10","","127"
"2010001_02","","2"
"shiori_wave_group_data","","180"
"hatsune_map","","14"
"stamp","","32"
