id,condition_type,condition_num,reward_type_1,reward_id_1,reward_count_1,reward_type_2,reward_id_2,reward_count_2,reward_type_3,reward_id_3,reward_count_3,reward_type_4,reward_id_4,reward_count_4,description
"1","1","15","12","94002","20000","0","0","0","0","0","0","0","0","0","มากินพุดดิ้งให้ครบ 15 ชนิดกันเถอะ"
"2","1","30","12","94002","30000","0","0","0","0","0","0","0","0","0","มากินพุดดิ้งให้ครบ 30 ชนิดกันเถอะ"
"3","1","40","8","91002","50","0","0","0","0","0","0","0","0","0","มากินพุดดิ้งให้ครบ 40 ชนิดกันเถอะ"
"4","1","50","12","94002","50000","0","0","0","0","0","0","0","0","0","มากินพุดดิ้งให้ครบ 50 ชนิดกันเถอะ"
"5","1","55","8","91002","50","0","0","0","0","0","0","0","0","0","มากินพุดดิ้งให้ครบ 55 ชนิดกันเถอะ"
"6","1","60","12","94002","100000","0","0","0","0","0","0","0","0","0","มากินพุดดิ้งให้ครบ 60 ชนิดกันเถอะ"
"7","1","66","15","11001164","1","8","91002","100","0","0","0","0","0","0","มากินพุดดิ้งให้ครบทั้งหมด 66 ชนิดกันเถอะ"
"8","2","25","12","94002","50000","0","0","0","0","0","0","0","0","0","สะสมบันทึกพุดดิ้งให้ถึง 25%"
"9","2","50","8","91002","50","0","0","0","0","0","0","0","0","0","สะสมบันทึกพุดดิ้งให้ถึง 50%"
"10","2","75","12","94002","100000","0","0","0","0","0","0","0","0","0","สะสมบันทึกพุดดิ้งให้ถึง 75%"
"11","2","100","16","9000100","1","15","11001165","1","8","91002","100","0","0","0","สะสมบันทึกพุดดิ้งให้ถึง 100%"
