id,name,constrain_group,condition_type_1,condition_type_2,condition_type_3,condition_value_1,condition_value_2,condition_value_3
"1","ผู้เป็นหนึ่ง","0","1","2","3","1","1","1"
"2","ผู้ไร้ที่ติ","0","1","2","3","1","1","1"
"3","ผู้เร็วสุดในแลนด์โซลด์","1","1","2","3","1","1","1"
"4","ผู้สงบและแน่วแน่","0","1","2","3","1","1","1"
"5","ผู้เร็วสุดในประวัติศาสตร์","0","1","2","3","1","1","1"
"6","ผู้แกร่งสุด-เร็วสุด","0","1","2","3","1","1","1"
"7","ผู้เป็นที่สุด","2","1","2","3","1","1","1"
"8","ผู้สมบูรณ์แบบ","0","1","2","3","1","1","1"
"9","ผู้ยอดเยี่ยมที่สุด","0","1","2","3","1","1","1"
"10","ผู้ที่เทียบเท่าพันคน","0","1","2","3","1","1","1"
"11","ผู้เป็นหนึ่ง","0","1","2","3","1","1","1"
"12","ผู้ไร้คู่แข่งในใต้หล้า","0","1","2","3","1","1","1"
"13","ผู้สงบและมั่นคง","0","1","2","3","1","1","0"
"14","ผู้ไฮเปอร์","0","1","2","3","1","1","0"
"15","แห่งความเร็วแสง","0","1","2","3","1","1","0"
"16","ผู้ไม่เหมือนใคร","0","1","2","3","1","1","0"
"17","ผู้ท้าทายขีดจำกัด","0","1","2","3","1","1","0"
"18","ผู้ไร้เทียมทาน","0","1","2","3","1","1","0"
"19","ผู้เปล่งประกาย","0","1","2","3","1","1","0"
"20","ผู้มากประสบการณ์","0","1","2","3","1","1","0"
"21","แห่งพายุโหม","0","1","2","3","1","1","0"
"22","แห่งสายฟ้าฟาด","0","1","2","3","1","1","0"
"23","ผู้เคลื่อนที่ได้อย่างอิสระ","0","1","2","3","1","0","1"
"24","ผู้ที่ไม่เคยมีมาก่อน","0","1","2","3","1","0","1"
"25","ผู้เป็นตัวแทน","0","1","2","3","1","0","1"
"26","ผู้มีความเร็วเสียง","0","1","2","3","1","0","1"
"27","ผู้อยู่เหนือขีดจำกัด","0","1","2","3","1","0","1"
"28","ผู้กล้าหาญและแข็งแกร่ง","0","1","2","3","1","0","1"
"29","ผู้กล้าหาญและเด็ดเดี่ยว","2","1","2","3","1","0","1"
"30","ผู้สง่างามน่าเกรงขาม","2","1","2","3","1","0","1"
"31","ผู้มีกลยุทธ์","0","1","2","3","1","0","1"
"32","ผู้ไม่หวั่นไหว","0","1","2","3","1","0","1"
"33","ผู้ทำตามความฝัน","0","1","2","3","1","0","0"
"34","สุดไนซ์","0","1","2","3","1","0","0"
"35","ผู้สม่ำเสมอ","0","1","2","3","1","0","0"
"36","ผู้ฝึกหัด","2","1","2","3","1","0","0"
"37","ผู้มีอนาคตสดใส","0","1","2","3","1","0","0"
"38","มือใหม่","0","1","2","3","1","0","0"
"39","ผู้เริ่มต้น","0","1","2","3","1","0","0"
"40","ผู้หมั่นเพียร","0","1","2","3","1","0","0"
"41","ผู้เป็นดาวรุ่งพุ่งแรง","0","1","2","3","1","0","0"
"42","ผู้ไม่ยอมแพ้","0","1","2","3","1","0","0"
"43","ผู้ไม่ย่อท้อต่ออุปสรรค","0","1","2","3","1","0","0"
"44","ผู้มีจิตวิญญาณนักสู้","0","1","2","3","1","0","0"
"45","ผู้ที่ถูกเลือก","0","1","2","3","2","1","1"
"46","ผู้เป็นที่สุด","2","1","2","3","2","1","1"
"47","แห่งโอเชียนบลู","1","1","2","3","2","1","1"
"48","แห่งท้องทะเล","2","1","2","3","2","1","1"
"49","ผู้ปกครองมหาสมุทร","2","1","2","3","2","1","1"
"50","ในตำนาน","0","1","2","3","2","1","1"
"51","ผู้ทำให้โลกสั่นสะเทือน","2","1","2","3","2","1","1"
"52","ผู้ป่าเถื่อน","1","1","2","3","2","1","1"
"53","ผู้มีพลังแห่งเทพเจ้า","0","1","2","3","2","1","1"
"54","ผู้ทิ้งห่างขาดลอย","2","1","2","3","2","1","1"
"55","ผู้ไม่สามารถหยุดยั้งได้","1","1","2","3","2","1","0"
"56","ผู้ดุเดือด","2","1","2","3","2","1","0"
"57","ผู้ยิ่งใหญ่","0","1","2","3","2","1","0"
"58","ผู้มาพร้อมกับพรสวรรค์","1","1","2","3","2","1","0"
"59","แห่งมหาสมุทร","0","1","2","3","2","1","0"
"60","ผู้มีอะดรีนาลีนเต็มพิกัด","1","1","2","3","2","1","0"
"61","แห่งเมืองโอมะ","0","1","2","3","2","1","0"
"62","ผู้เชี่ยวชาญ","0","1","2","3","2","1","0"
"63","ผู้มีประสบการณ์","0","1","2","3","2","1","0"
"64","ผู้มีชีวิตชีวา","0","1","2","3","2","1","0"
"65","ผู้มีฝีมือระดับเทพ","0","1","2","3","2","1","0"
"66","ผู้เหนือมนุษย์","2","1","2","3","2","0","1"
"67","ผู้กล้าหาญ","0","1","2","3","2","0","1"
"68","ผู้ไม่หยุดพัก","0","1","2","3","2","0","1"
"69","ผู้เร็วเหนือจริง","2","1","2","3","2","0","1"
"70","ผู้พิชิตคลื่น","0","1","2","3","2","0","1"
"71","ผู้เกรี้ยวกราด","0","1","2","3","2","0","1"
"72","ผู้ไม่ยอมเป็นรองใคร","2","1","2","3","2","0","1"
"73","ผู้กำลังมาแรง","0","1","2","3","2","0","1"
"74","ผู้ไร้กฎเกณฑ์","0","1","2","3","2","0","1"
"75","ผู้บ้าคลั่ง","0","1","2","3","2","0","1"
"76","ผู้ดุดัน","0","1","2","3","2","0","1"
"77","ผู้โด่งดัง","0","1","2","3","2","0","0"
"78","แห่งชายหาด","2","1","2","3","2","0","0"
"79","ผู้สดใสร่าเริง","2","1","2","3","2","0","0"
"80","ผู้ไม่หยุดยั้ง","2","1","2","3","2","0","0"
"81","เดอะมัสเซิล","0","1","2","3","2","0","0"
"82","แห่งประกายคลื่น","0","1","2","3","2","0","0"
"83","ผู้มากพรสวรรค์","2","1","2","3","2","0","0"
"84","ผู้สร้างสีสัน","0","1","2","3","2","0","0"
"85","ผู้ลึกลับ","0","1","2","3","2","0","0"
"86","สุดอันตราย","0","1","2","3","2","0","0"
"87","ผู้ไม่ท้อ","0","1","2","3","2","0","0"
"88","ผู้มีไลท์สปีด","2","1","2","3","3","1","1"
"89","ผู้เป็นโปรเฟสชันแนล","1","1","2","3","3","1","1"
"90","ระดับท็อป","0","1","2","3","3","1","1"
"91","เหรียญทอง","2","1","2","3","3","1","1"
"92","ผู้เป็นที่สุด","2","1","2","3","3","1","1"
"93","เดอะเบสท์","0","1","2","3","3","1","1"
"94","ผู้เพอร์เฟค","2","1","2","3","3","1","1"
"95","ผู้ที่ร้อยปีจะมีแค่ 1 คน","1","1","2","3","3","1","1"
"96","ระดับเลเจนดารี","2","1","2","3","3","1","1"
