reading_id,reading,start_chara,end_chara,is_over,read_type,panel_id,detail_text,version
"1000100","ริงโกะ","ร","ก","0","1","10001","ผลไม้สีแดงมีรสหวานอมเปรี้ยว","1"
"1000101","แอปเปิล","อ","ล","0","2","10001","คำเรียกภาษาอังกฤษของ <ริงโกะ>","1"
"1000102","ผลไม้ต้องห้าม","ผ","ม","0","2","10001","ผลไม้ที่ว่ากันว่าจะกลายเป็นต้นไม้แห่งปัญญา ที่จริงแล้วมีทฤษฎีที่ว่าไม่ใช่แอปเปิลอยู่ด้วย","1"
"1000200","กอริลลา","ก","ล","0","1","10002","สิ่งมีชีวิตตัวสีดำ แข็งแรง ร่างกายกำยำ ชอบกินกล้วย","1"
"1000201","ไพรเมต","พ","ต","0","2","10002","ประเภทของสัตว์ชนิดหนึ่ง","1"
"1000202","โฮก โฮก","ฮ","ก","0","2","10002","คำเลียนแบบเสียงร้องอันดุดันของกอริลล่า","1"
"1000203","มาสเตอร์อุคิคี่","ม","ค","0","3","10002","ฤาษีลิงผู้แข็งแกร่งที่สถิตอยู่บน <หอคอยลูน่า> ไม่ใช่กอริลล่า เป็นลิง แต่เป็นเหมือนญาติกันเลยพอหยวนๆ ได้แบบหวุดหวิด","1"
"1000204","ยักษ์มีขน","ย","น","0","1","10002","กอริลลาเป็นลิงขนาดใหญ่ บางทีอาจเรียกว่า ลิงยักษ์","1"
"1000300","แตร","ต","ร","0","1","10003","ชื่อเรียกเครื่องดนตรีทองเหลืองชนิดหนึ่งแบบรวมๆ","1"
"1000301","ทรัมเป็ต","ท","ต","0","2","10003","เครื่องเป่าทองเหลืองชนิดหนึ่ง","1"
"1000302","เครื่องเป่า","ค","ป","0","2","10003","เครื่องดนตรีประเภทหนึ่ง บอกก่อนว่าคำอ่านใน Princess Connect อย่าง <ซ้อมแซ็ก> นั้นเหมือนจะมีแต่ก็ไม่มี","1"
"1000303","เป่าดังไปทำให้ปวดหู","ป","ห","0","2","10003","เสียงของเครื่องเป่าที่ดังไปอาจทำร้ายแก้วหูได้","1"
"1000400","สัปปะรด","ส","ด","0","1","10004","ผลไม้ที่เติบโตในเขตร้อน มีสีเหลือง รสหวานอมเปรี้ยว","1"
"1000401","อานานัส","อ","ส","0","2","10004","ชื่อเรียกอีกแบบของ <สัปปะรด>","1"
"1000500","ทับทิม","ท","ม","0","1","10005","อัญมณีสีแดงสดใส ถูกเรียกว่าเป็นราชินีแห่งอัญมณี","1"
"1000501","อัญมณีมีค่ายากที่จะหา","อ","ห","0","1","10005","แร่ธาตุราคาแพงและหายาก มีความสวยงาม ใช้ทำเป็นเครื่องประดับ","1"
"1000502","การ์เนต","ก","ต","0","2","10005","อัญมณีสีไวน์แดง ถูกเรียกอีกชื่อว่าพลอยแดงโกเมน","1"
"1000503","จิวเวลรี่","จ","ร","0","2","10005","ชื่อเรียกภาษาอังกฤษของอัญมณี","1"
"1000504","เข็มกลัดของอากิโนะ","ข","น","0","3","10005","เข็มกลัดชิ้นสวยที่ <อากิโนะ> คุณหนูของ <ตระกูลวิสทีเรีย> ใส่ติดตัว","1"
"1000505","มณีแดงแห่งวิสทีเรีย","ม","ย","0","3","10005","อุปกรณ์เฉพาะตัวสำหรับ <อากิโนะ> เป็นอัญมณีที่ส่งต่อกันมาในตระกูลวิสทีเรีย","1"
"1000600","ของที่เหมือนเบียร์","ข","ร","0","1","10006","เครื่องดื่มที่มีความคล้าย <เบียร์> มาก","1"
"1000601","เหยือก","ห","ก","0","1","10006","ภาชนะใส่เครื่องดื่ม มีหูจับอยู่ที่ด้านหนึ่ง","1"
"1000602","เบียร์นุ่มๆ","บ","ม","0","3","10006","คำที่ <ยูคาริ> ใช้เรียก <ของที่เหมือนเบียร์> จะให้ดื่มมากไปไม่ได้","1"
"1000603","อีเทอร์นัลจั๊ก","อ","ก","0","3","10006","อุปกรณ์เฉพาะตัวสำหรับ <ยูคาริ> ดื่มเท่าไรก็ไหลเพิ่มออกมาไม่มีวันหมด","1"
"1000700","คันธนูและลูกศร","ค","ร","0","1","10007","อาวุธที่ประกอบด้วยคันธนูและลูกศร","1"
"1000701","ธนู","ธ","น","0","2","10007","อาวุธที่โจมตีจากการยิงระยะไกล","1"
"1000702","แอโรว์","อ","ว","0","2","10007","คำเรียกภาษาอังกฤษของ <ลูกศร>","1"
"1000703","โบว์","บ","ว","0","2","10007","คำเรียกภาษาอังกฤษของ <ธนู>","1"
