sub_story_id,original_event_id,title,unlock_condition_quest_id,unlock_condition_boss_id,read_condition_event_story_id
"1005801","10058","ไดอารี่แห่งสายใย 1","10058108","0","5058003"
"1005802","10058","ไดอารี่แห่งสายใย 2","10058110","0","5058003"
"1005803","10058","ไดอารี่แห่งสายใย 3","10058112","0","5058003"
"1005804","10058","ไดอารี่แห่งสายใย 4","10058115","0","5058004"
"1005805","10058","ไดอารี่แห่งสายใย 5","10058115","1005801","5058005"
"1005901","10059","ไดอารี่แห่งสายใย 6","10059103","0","5059001"
"1005902","10059","ไดอารี่แห่งสายใย 7","10059106","0","5059002"
"1005903","10059","ไดอารี่แห่งสายใย 8","10059109","0","5059004"
"1005904","10059","ไดอารี่แห่งสายใย 9","10059112","0","5059005"
"1005905","10059","ไดอารี่แห่งสายใย 10","10059115","0","5059006"
"1005906","10059","ไดอารี่แห่งสายใย 11","10059115","1005901","5059007"
"1005907","10059","หน้าพิเศษ","0","0","0"
