login_bonus_id,name,login_bonus_type,start_time,end_time,adv_id
"9100201","ยุย [เนื้อเรื่องวันเกิด]","9","2023-04-05 5:00:00","2023-04-06 4:59:59","1002500"
"9100901","อันนะ [เนื้อเรื่องวันเกิด]","9","2023-07-05 5:00:00","2023-07-06 4:59:59","1009500"
"9101601","สึซึนะ [เนื้อเรื่องวันเกิด]","9","2023-04-10 5:00:00","2023-04-11 4:59:59","1016500"
"9101701","คาโอริ [เนื้อเรื่องวันเกิด]","9","2023-07-07 5:00:00","2023-07-08 4:59:59","1017500"
"9102001","มิมิ [เนื้อเรื่องวันเกิด]","9","2023-04-03 5:00:00","2023-04-04 4:59:59","1020500"
"9102101","คุรุมิ [เนื้อเรื่องวันเกิด]","9","2023-06-09 5:00:00","2023-06-10 4:59:59","1021500"
"9102301","อายาเนะ [เนื้อเรื่องวันเกิด]","9","2023-05-10 5:00:00","2023-05-11 4:59:59","1023500"
"9104001","อาโออิ [เนื้อเรื่องวันเกิด]","9","2023-06-06 5:00:00","2023-06-07 4:59:59","1040500"
"9104201","จิกะ [เนื้อเรื่องวันเกิด]","9","2023-06-03 5:00:00","2023-06-04 4:59:59","1042500"
"9104401","อิลิยา [เนื้อเรื่องวันเกิด]","9","2023-05-05 5:00:00","2023-05-06 4:59:59","1044500"
"9105501","อายูมิ [เนื้อเรื่องวันเกิด]","9","2023-04-07 5:00:00","2023-04-08 4:59:59","1055500"
"9105601","รุกะ [เนื้อเรื่องวันเกิด]","9","2023-07-11 5:00:00","2023-07-12 4:59:59","1056500"
"9105801","เปโกรีน [เนื้อเรื่องวันเกิด]","9","2023-03-31 5:00:00","2023-04-01 4:59:59","1058500"
"9105901","คกโคโระ [เนื้อเรื่องวันเกิด]","9","2023-05-11 5:00:00","2023-05-12 4:59:59","1059500"
"9106301","อาริสะ [เนื้อเรื่องวันเกิด]","9","2023-06-17 5:00:00","2023-06-18 4:59:59","1063500"
"9106501","คายะ [เนื้อเรื่องวันเกิด]","9","2023-06-25 5:00:00","2023-06-26 4:59:59","1065500"
