training_id,clan_battle_id,battle_start_time,battle_end_time,interval_start_time,interval_end_time
"1038","1038","2023/09/15 12:00:00","2023/09/22 23:59:59","2023/09/23 00:00:00","2023/10/16 11:59:59"
"1039","1039","2023/10/16 12:00:00","2023/10/23 23:59:59","2023/10/24 00:00:00","2023/11/16 11:59:59"
"1040","1040","2023/11/16 12:00:00","2023/11/23 23:59:59","2023/11/24 00:00:00","2023/12/17 11:59:59"
"1041","1041","2023/12/17 12:00:00","2023/12/24 23:59:59","2023/12/25 00:00:00","2024/01/16 11:59:59"
"1042","1042","2024/01/16 12:00:00","2024/01/23 23:59:59","2024/01/24 00:00:00","2024/02/16 11:59:59"
"1043","1043","2024/02/16 12:00:00","2024/02/23 23:59:59","2024/02/24 00:00:00","2024/03/17 11:59:59"
"1044","1044","2024/03/17 12:00:00","2024/03/24 23:59:59","2024/03/25 00:00:00","2024/04/17 11:59:59"
"1045","1045","2024/04/17 12:00:00","2024/04/24 23:59:59","2024/04/25 00:00:00","2024/05/18 11:59:59"
"1046","1046","2024/05/18 12:00:00","2024/05/25 23:59:59","2024/05/26 00:00:00","2024/06/15 11:59:59"
"1047","1047","2024/06/15 12:00:00","2024/06/22 23:59:59","2024/06/23 00:00:00","2024/07/16 11:59:59"
"1048","1048","2024/07/16 12:00:00","2024/07/23 23:59:59","2024/07/24 00:00:00","2024/08/15 11:59:59"
"1049","1049","2024/08/15 12:00:00","2024/08/22 23:59:59","2024/08/23 00:00:00","2024/09/15 11:59:59"
"1050","1050","2024/09/15 12:00:00","2024/09/22 23:59:59","2024/09/23 00:00:00","2024/10/15 11:59:59"
"1051","1051","2024/10/15 12:00:00","2024/10/22 23:59:59","2024/10/23 00:00:00","2024/11/15 11:59:59"
"1052","1052","2024/11/15 12:00:00","2024/11/22 23:59:59","2024/11/23 00:00:00","2024/12/16 11:59:59"
