legion_mission_id,category_id,disp_group,description,mission_condition,legion_boss_id,condition_value,condition_num,mission_reward_id,start_time,end_time
"10000101","1000","10","มาต่อสู้ 1 ครั้ง กันเถอะ","7000","0","0","1","10000101","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000102","1000","10","มาต่อสู้ 5 ครั้ง กันเถอะ","7000","0","0","5","10000102","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000103","1000","10","มาต่อสู้ 10 ครั้ง กันเถอะ","7000","0","0","10","10000103","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000104","1000","10","มาต่อสู้ 15 ครั้ง กันเถอะ","7000","0","0","15","10000104","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000105","1000","10","มาต่อสู้ 20 ครั้ง กันเถอะ","7000","0","0","20","10000105","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000106","1000","10","มาต่อสู้ 25 ครั้ง กันเถอะ","7000","0","0","25","10000106","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000107","1000","10","มาต่อสู้ 30 ครั้ง กันเถอะ","7000","0","0","30","10000107","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000108","1000","10","มาต่อสู้ 35 ครั้ง กันเถอะ","7000","0","0","35","10000108","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10000109","1000","10","มาต่อสู้ 40 ครั้ง กันเถอะ","7000","0","0","40","10000109","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10050501","1005","50","ทำดาเมจมิโซระสะสมครบ 3,000,000","7001","1005","0","3000000","10050501","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10050502","1005","50","ทำดาเมจมิโซระสะสมครบ 9,000,000","7001","1005","0","9000000","10050502","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10050503","1005","50","ทำดาเมจมิโซระสะสมครบ 15,000,000","7001","1005","0","15000000","10050503","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10050511","1005","51","ทำดาเมจมิโซระให้ได้ 1,000,000 ใน 1 แบทเทิล","7002","1005","1000000","1","10050511","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10050512","1005","51","ทำดาเมจมิโซระให้ได้ 3,000,000 ใน 1 แบทเทิล","7002","1005","3000000","1","10050512","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10060601","1006","60","ทำดาเมจรันฟาสะสมครบ 5,000,000","7001","1006","0","5000000","10060601","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10060602","1006","60","ทำดาเมจรันฟาสะสมครบ 15,000,000","7001","1006","0","15000000","10060602","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10060603","1006","60","ทำดาเมจรันฟาสะสมครบ 24,000,000","7001","1006","0","24000000","10060603","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10060611","1006","61","ทำดาเมจรันฟาให้ได้ 2,000,000 ใน 1 แบทเทิล","7002","1006","2000000","1","10060611","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10060612","1006","61","ทำดาเมจรันฟาให้ได้ 5,000,000 ใน 1 แบทเทิล","7002","1006","5000000","1","10060612","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10070701","1007","70","ทำดาเมจอาโซลด์สะสมครบ 3,000,000","7001","1007","0","3000000","10070701","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10070702","1007","70","ทำดาเมจอาโซลด์สะสมครบ 9,000,000","7001","1007","0","9000000","10070702","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10070703","1007","70","ทำดาเมจอาโซลด์สะสมครบ 15,000,000","7001","1007","0","15000000","10070703","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10070711","1007","71","ทำดาเมจอาโซลด์ให้ถึง 1,000,000 ใน 1 แบทเทิล","7002","1007","1000000","1","10070711","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10070712","1007","71","ทำดาเมจอาโซลด์ให้ถึง 3,000,000 ใน 1 แบทเทิล","7002","1007","3000000","1","10070712","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10080801","1008","80","ทำดาเมจคาริสะสะสมครบ 5,000,000","7001","1008","0","5000000","10080801","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10080802","1008","80","ทำดาเมจคาริสะสะสมครบ 15,000,000","7001","1008","0","15000000","10080802","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10080803","1008","80","ทำดาเมจคาริสะสะสมครบ 24,000,000","7001","1008","0","24000000","10080803","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10080811","1008","81","ทำดาเมจคาริสะให้ได้ 2,000,000 ใน 1 แบทเทิล","7002","1008","2000000","1","10080811","2023/12/11 12:00:00","2023/12/18 11:59:59"
"10080812","1008","81","ทำดาเมจคาริสะให้ได้ 5,000,000 ใน 1 แบทเทิล","7002","1008","5000000","1","10080812","2023/12/11 12:00:00","2023/12/18 11:59:59"
