unit_id,unit_name,age,guild,race,height,weight,birth_month,birth_day,blood_type,favorite,voice,voice_id,catch_copy,self_text,guild_id
"100101","ฮิโยริ","16","ทวิงเคิลวิช","บีสท์","155","44","8","27","A","ช่วยเหลือผู้คน เชียร์","Nao Toyama","0","รักการช่วยเหลือผู้คน! สาวน้อยนักสู้ผู้มุ่งไปข้างหน้า","สวัสดีค่ะ! ฮิโยริค่ะ!\nถ้ามีคนเดือดร้อนอยู่ล่ะก็จะไปช่วยเอง!\nถ้าไม่รังเกียจมาด้วยกันไหม?","2"
"100201","ยุย","17","ทวิงเคิลวิช","มนุษย์","158","47","4","5","O","ทำอาหาร สังเกตผู้คน","Risa Taneda","0","เด็กสาวจิตใจดีที่เชี่ยวชาญการสนับสนุนการต่อสู้","ถึงไม่รู้ว่าจะช่วยได้มากแค่ไหน...\nแต่ฉันก็จะพยายาม\nสนับสนุนทุกคนนะ!","2"
"100301","เรย์","18","ทวิงเคิลวิช","ปีศาจ","163","46","1","12","B","อ่านหนังสือ ขี่ม้า ดื่มชา","Saori Hayami","0","อัศวินมาดเท่ผู้เถรตรงกับทุกเรื่อง","ที่ได้พบกับนายก็คงเป็นชะตาบางอย่างแน่\nในฐานะสหายที่มุ่งสู่ยอดหอคอยด้วยกัน\nมาพยายามกันนะ ฝากตัวด้วย","2"
"100401","มิโซงิ","9","ลิตเติ้ลริริคัล","มนุษย์","128","27","8","10","O","แกล้งคน สำรวจ","Sumire Morohoshi","0","เด็กขี้แกล้งผู้ชอบการสำรวจ","ไว้ใจฉันเรื่องแกล้งคนได้เลย!\nพี่จ๋า ระวังอย่าไปติดกับดักด้วยล่ะ♪","5"
"100501","มัทสึริ","12","กองอัศวินแห่งวังหลวง (Nightmare)","บีสท์","146","40","11","25","O","เล่นเป็นฮีโร่","Asami Shimoda","0","สาวน้อยอัศวินฝึกหัดผู้หลงใหลในฮีโร่","? ? ?","8"
"100601","อาคาริ","13","กองทัพราชอาณาจักรปีศาจ (เดียโบลอส)","ปีศาจ","150","42","11","22","O","แซกโซโฟน","Azumi Asakura","0","คนดังของทุกคนที่แสนจะขี้อ้อน","อาคาริ ยังมีเรื่องที่ไม่รู้อีกเยอะเลย...\nเพราะงั้นจากนี้\nสอนอะไรหลายๆ อย่างให้ด้วยนะ พี่ชาย!","7"
"100701","มิยาโกะ","14","กองทัพราชอาณาจักรปีศาจ (เดียโบลอส)","ปีศาจ","130","32","1","23","B","ทานพุดดิ้ง","Sora Amamiya","0","วิญญาณสาวน้อยผู้รักพุดดิ้ง","ฉันไม่รู้เรื่องยากๆ หรอก~\nแต่ถ้าได้กินพุดดิ้งทุกวัน\nเป็นวิญญาณแบบนี้ต่อไปก็ได้ล่ะ~","7"
"100801","ยูกิ","14","ไวซ์ฟลูเกล สาขาแลนด์โซล","เอลฟ์","150","40","10","10","AB","ส่องกระจกดูตัวเอง","Naomi Ohzora","0","เราช่างงามกว่าใคร","เรานี่ช่างงดงามจริงน้า...\nถึงจะคิดว่าทั้งสวยแถมน่ารักนี่บาปจริงๆ\nแต่เป็นมาตั้งแต่เกิดแล้วก็ช่วยไม่ได้นี่นะ♪","15"
"100901","อันนะ","17","ทไวไลท์คาราวาน","ปีศาจ","159","45","7","5","A","เขียนนิยาย","Asami Takano","0","ผู้ป่วยจูนิเบียวที่เชื่อในชาติก่อน <เฮคาทีสลาตัน>","เข้าใจนะ ห้ามเรียกชื่อจริงฉันเด็ดขาดล่ะ?\nให้ระแวงถึงหูและตาของ<องค์กร>อยู่เสมอ\nนั่นคือ ศาสตร์การเอาชีวิตรอดล่ะ...!","13"
"101001","มาโฮะ","16","หน่วยลาดตระเวน (คาออน)","บีสท์","155","42","9","22","O","เพ้อฝัน สะสมตุ๊กตา","Maaya Uchida","0","องค์หญิงแห่งราชอาณาจักรมาโฮะมาโฮะ","เจ้าหญิงมาโฮะ องค์หญิงมาโฮะแห่งราชอาณาจักรมาโฮะมาโฮะเจ้า!\nทำหน้าปั้นยากเชียวเป็นอะไรเหรอเจ้า?\nราชอาณาจักรมาโฮะมาโฮะอยู่ไกลมากเลยเหรอเจ้า?","10"
