command_id,drama_id,command_type,param_01,param_02,param_03,param_04,param_05,param_06,param_07,param_08
"111001","111","1","1","118511","202","-273","-345","2","0","wac_215_karin_idle_normal"
"111002","111","1","1","105811","205","170","-355","2","1","wac_215_idle_joy1"
"111003","111","1","1","105911","202","50","-325","2","1","wac_215_idle_normal_joy"
"111004","111","1","1","106011","203","300","-330","2","1","wac_215_idle_arm_crossed"
"111005","111","1","1","106431","204","450","-360","2","1","wac_215_idle_normal2"
"111006","111","131","1","","","","","","",""
"112001","112","93","1","0","","","","","",""
"112002","112","3","118511","wac_215_karin_talk_normal","1","","","0.2","",""
"112003","112","21","vo_wac_220215","vo_wac_220215_000","0","0","","","",""
"112004","112","11","118511","[เรือนเลิศรส] ทุกคน\nขอบคุณที่มานะคะ!","20","1","1","0","0","0.5"
"112005","112","91","112004","","","","","","",""
"112006","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112007","112","3","105811","wac_215_peko_oissu","0","wac_215_talk_normal","1","0.2","0.2",""
"112008","112","21","vo_wac_220215","vo_wac_220215_001","0","0","","","",""
"112009","112","11","105811","คุณคาริน ดีจ้า!\nมีอะไรเหรอคะ?\nถึงได้เรียกพวกเรามาที่\nชานเมืองแลนด์โซลแบบนี้","20","1","1","0","0","0.5"
"112010","112","91","112009","","","","","","",""
"112011","112","3","105811","wac_215_idle_normal","1","","","0.2","",""
"112012","112","3","118511","wac_215_karin_talk_normal","1","","","0.2","",""
"112013","112","21","vo_wac_220215","vo_wac_220215_002","0","0","","","",""
"112014","112","11","118511","วันนี้ฉันมีเรื่องสำคัญที่อยาก\nร้องขอทุกคนค่ะ","20","1","1","0","0","0.5"
"112015","112","91","112014","","","","","","",""
"112016","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112017","112","3","106011","wac_215_talk_arm_crossed","0","wac_215_talk_arm_crossed_loop","1","0.2","0",""
"112018","112","21","vo_wac_220215","vo_wac_220215_003","0","0","","","",""
"112019","112","11","106011","เรื่องร้องขอสำคัญ?\nคงไม่ได้จะพยายามยัดเยียด\nให้ทำเรื่องยุ่งยากอะไรอีกใช่ไหม......","20","1","1","0","0","0.5"
"112020","112","91","112019","","","","","","",""
"112021","112","3","106011","wac_215_idle_arm_crossed","1","","","0.2","",""
"112022","112","3","118511","wac_215_karin_talk_normal","1","","","0.2","",""
"112023","112","21","vo_wac_220215","vo_wac_220215_004","0","0","","","",""
"112024","112","11","118511","จริงๆ แล้วเรามีแผนดำเนินการ\nปรับปรุงภูมิทัศน์ให้เมืองดูสดใสขึ้น\nด้วยการวาดรูปบนผนัง\nที่อยู่ล้อมรอบแลนด์โซลค่ะ","20","1","1","0","0","0.5"
"112025","112","91","112024","","","","","","",""
"112026","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112027","112","3","106431","wac_215_shefy_humu","0","wac_215_talk_normal","1","0.2","0.2",""
"112028","112","21","vo_wac_220215","vo_wac_220215_005","0","0","","","",""
"112029","112","11","106431","วาดรูปบนกำแพงที่อยู่รอบๆ แลนด์โซล?\nหืม น่าสนใจดีนี่\nให้วาดตรงนี้เหรอ?","20","1","1","0","0","0.5"
"112030","112","91","112029","","","","","","",""
"112031","112","3","106431","wac_215_idle_normal2_joy","1","","","0.2","",""
"112032","112","3","118511","wac_215_karin_talk_normal","1","","","0.2","",""
"112033","112","21","vo_wac_220215","vo_wac_220215_006","0","0","","","",""
"112034","112","11","118511","ค่ะ เริ่มจากตรงนี้\nจนวนรอบกำแพงแลนด์โซลหนึ่งรอบ\nอยากให้เต็มไปด้วยรูปวาดค่ะ","20","1","1","0","0","0.5"
"112035","112","91","112034","","","","","","",""
"112036","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112037","112","3","106431","wac_215_talk_sad","1","","","0.2","",""
"112038","112","21","vo_wac_220215","vo_wac_220215_007","0","0","","","",""
"112039","112","11","106431","เอ๊ะ? บนกำแพงแลนด์โซล......\nวนหนึ่งรอบ?","20","1","1","0","0","0.5"
"112040","112","91","112039","","","","","","",""
"112041","112","3","106431","wac_215_idle_sad","1","","","0.2","",""
"112042","112","3","118511","wac_215_karin_talk_wish","1","","","0.2","",""
"112043","112","21","vo_wac_220215","vo_wac_220215_008","0","0","","","",""
"112044","112","11","118511","ใช่ค่ะ♪ หากตกแต่งแลนด์โซล\nด้วยรูปภาพที่แสนวิเศษได้\nไม่คิดว่ามันจะกลายเป็นเมือง\nที่มีเสน่ห์มากๆ เหรอคะ?","20","1","1","0","0","0.5"
"112045","112","91","112044","","","","","","",""
"112046","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112047","112","3","105911","wac_215_coccoro_talk_wish","1","","","0.2","",""
"112048","112","21","vo_wac_220215","vo_wac_220215_009","0","0","","","",""
"112049","112","11","105911","นี่ช่าง......\nเป็นแผนที่ยิ่งใหญ่\nและอลังการมากเลยนะคะ\nท่านคาริน","20","1","1","0","0","0.5"
"112050","112","91","112049","","","","","","",""
"112051","112","3","105911","wac_215_coccoro_idle_wish","1","","","0.2","",""
"112052","112","3","105811","wac_215_peko_talk_guts2","0","wac_215_peko_talk_guts2_loop","1","0.2","0",""
"112053","112","21","vo_wac_220215","vo_wac_220215_010","0","0","","","",""
"112054","112","11","105811","ตื่นเต้นจังค่ะ! แจ่มไปเลยนะคะ☆\nถ้าอย่างนั้น ให้จิตรกรที่ทำงานในวังหลวง\nมาช่วยสอนวิธีวาดภาพให้กันเถอะค่ะ♪","20","1","1","0","0","0.5"
"112055","112","91","112054","","","","","","",""
"112056","112","3","105811","wac_215_peko_idle_guts2","1","","","0.2","",""
"112057","112","4","105811","0","","","","","",""
"112058","112","4","105911","0","","","","","",""
"112059","112","3","105811","wac_215_idle_joy1","1","","","0.2","",""
"112060","112","3","105911","wac_215_idle_normal","1","","","0.2","",""
"112061","112","3","106431","wac_215_idle_surprise1","1","","","0.2","",""
"112062","112","3","106011","wac_215_kyaru_anger","1","wac_215_talk_anger2","1","0.2","0.2",""
"112063","112","21","vo_wac_220215","vo_wac_220215_011","0","0","","","",""
"112064","112","11","106011","เดี๋ยวก่อนๆๆ!!\nก็บอกว่ารอก่อนไง!?\nพวกเธอรู้ไหมว่ากำแพงแลนด์โซล\nรอบหนึ่งมันยาวมากขนาดไหน!","20","1","1","0","0","0.5"
"112065","112","91","112064","","","","","","",""
"112066","112","3","106011","wac_215_idle_anger2","1","","","0.2","",""
"112067","112","3","106011","wac_215_talk_sad","1","","","0.2","",""
"112068","112","21","vo_wac_220215","vo_wac_220215_012","0","0","","","",""
"112069","112","11","106011","ระยะทางถึงขั้นที่แค่เดินธรรมดาๆ\nก็เหนื่อยแล้วนะ?\nลำพังแค่พวกเราจะไหวได้ไง......","20","1","1","0","0","0.5"
"112070","112","91","112069","","","","","","",""
"112071","112","3","106011","wac_215_idle_sad","1","","","0.2","",""
"112072","112","3","105911","wac_215_coccoro_talk_wish2","1","","","0.2","",""
"112073","112","21","vo_wac_220215","vo_wac_220215_013","0","0","","","",""
"112074","112","11","105911","ท่านแคล ถ้างั้นเราไป\nขอความร่วมมือจากกิลด์อื่นด้วยดีไหมคะ\nถ้าทุกท่านร่วมมือกันล่ะก็......","20","1","1","0","0","0.5"
"112075","112","91","112074","","","","","","",""
"112076","112","3","105911","wac_215_coccoro_idle_wish2","1","","","0.2","",""
"112077","112","3","106011","wac_215_kyaru_talk_doya","0","wac_215_kyaru_talk_doya_loop","1","0.2","0",""
"112078","112","21","vo_wac_220215","vo_wac_220215_014","0","0","","","",""
"112079","112","11","106011","ไฟแรงเกินไปไหม โคโระสึเกะ......\nอ๊า เฮ้อ ช่วยไม่ได้นะ\nคาริน เธอถนัดเรื่องแบบนั้นใช่ไหม?\nที่เรียกว่าคอลออฟอะไรนั่นน่ะ","20","1","1","0","0","0.5"
"112080","112","91","112079","","","","","","",""
"112081","112","3","106011","wac_215_idle_arm_crossed","1","","","0.2","",""
"112082","112","4","105811","1","","","","","",""
"112083","112","4","105911","1","","","","","",""
"112084","112","3","105911","wac_215_idle_normal_joy","1","","","0.2","",""
"112085","112","3","106431","wac_215_idle_normal2_joy","1","","","0.2","",""
"112086","112","3","118511","wac_215_karin_talk_wish","1","","","0.2","",""
"112087","112","21","vo_wac_220215","vo_wac_220215_015","0","0","","","",""
"112088","112","11","118511","เข้าใจแล้วค่ะ\nฉันจะสรุปเอกสารคำขอส่งให้แต่ละกิลด์นะคะ\nคอลออฟกิลด์......!","20","1","1","0","0","0.5"
"112089","112","91","112088","","","","","","",""
"112090","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112091","112","3","118511","wac_215_karin_talk_normal","1","","","0.2","",""
"112092","112","21","vo_wac_220215","vo_wac_220215_016","0","0","","","",""
"112093","112","11","118511","ถ้างั้น ฉันจะไปเรียกกิลด์อื่นมา\nระหว่างที่ทุกคนกำลังวาดรูปนะคะ\nเติมเต็มผนังของแลนด์โซลด้วยรูปวาดสวยๆ\nและสร้างสัญลักษณ์ให้แลนด์โซลกันเถอะค่ะ!","20","1","1","0","0","0.5"
"112094","112","91","112093","","","","","","",""
"112095","112","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"112096","112","3","105811","wac_215_peko_talk_wish","0","wac_215_peko_talk_wish_loop","1","0.2","0.2",""
"112097","112","21","vo_wac_220215","vo_wac_220215_017","0","0","","","",""
"112098","112","11","105811","เข้าใจแล้วค่ะ! \nฉันจะวาดรูปอาหารปีศาจนะคะ","20","1","1","0","0","0.5"
"112099","112","91","112098","","","","","","",""
"112100","112","3","105811","wac_215_peko_idle_wish","1","","","0.2","",""
"112101","112","3","106011","wac_215_kyaru_talk_anger","0","wac_215_talk_arm_crossed_loop","1","0.2","0.2",""
"112102","112","21","vo_wac_220215","vo_wac_220215_018","0","0","","","",""
"112103","112","11","106011","อย่าวาดอะไรพิเรนทร์สิ!\nเอาเถอะ แผนการก็ไม่ได้แย่หรอก?\nน่าสนุกดีด้วย...ถ้างั้น\nมาลองพยายามทำด้วยกันดูเถอะ!","20","1","1","0","0","0.5"
"112104","112","91","112103","","","","","","",""
"112105","112","3","106011","wac_215_idle_arm_crossed","1","","","0.2","",""
"112106","112","3","105811","wac_215_cmn_eieio","0","wac_215_cmn_eieio_loop","1","0.2","0",""
"112107","112","3","106431","wac_215_cmn_eieio","0","wac_215_cmn_eieio_loop","1","0.2","0",""
"112108","112","93","0.1","","","","","","",""
"112109","112","3","105911","wac_215_cmn_eieio","0","wac_215_cmn_eieio_loop","1","0.2","0",""
"112110","112","3","106011","wac_215_cmn_eieio","0","wac_215_cmn_eieio_loop","1","0.2","0.2",""
"112111","112","93","0.9","","","","","","",""
"112112","112","3","118511","wac_215_handclap","0","wac_215_karin_idle_normal","1","0.2","0.2",""
"112113","112","93","2","0","","","","","",""
"112114","112","91","0","","","","","","",""
"113001","113","3","118511","wac_215_karin_idle_normal","1","","","0.2","",""
"113002","113","3","105811","wac_215_idle_joy1","1","","","0.2","",""
"113003","113","93","0.1","","","","","","",""
"113004","113","3","105911","wac_215_coccoro_idle_wish","1","","","0.2","",""
"113005","113","3","106011","wac_215_idle_arm_crossed","1","","","0.2","",""
"113006","113","93","0.1","","","","","","",""
"113007","113","3","106431","wac_215_idle_normal2_joy","1","","","0.2","",""
"113008","113","91","0","","","","","","",""
"211001","211","1","1","105811","202","-108","-212.75","2","0","wac_default_11"
"211002","211","5","1","111","201","-108","-212.75","2","0","wac_default_11"
"211003","211","31","1","1","0","0","1","1","",""
"211004","211","31","2","2","0","0","1","0","",""
"211005","211","31","11","11","0","0","1","0","",""
"211006","211","3","105811","wac_paint_11","0","","0","0.2","",""
"211007","211","3","111","wac_paint_11","0","","0","0.2","",""
"211008","211","93","0.3","0","","","","","",""
"211009","211","32","11","1","","","","","","wac_default_11"
"211010","211","23","se_10035700","se_10035700_roller","0","","","","",""
"211011","211","131","1","","","","","","",""
"212001","212","3","105811","wac_talk_kyapi_in","0","wac_talk_kyapi_loop","1","0.2","",""
"212002","212","3","111","wac_no_items","1","","","0.2","",""
"212003","212","2","105811","200","-340","0","","","",""
"212004","212","2","111","200","-340","0","","","",""
"212005","212","32","1","0","","","","","",""
"212006","212","32","2","1","","","","","",""
"212007","212","32","11","0","","","","","",""
"212008","212","21","vo_wac_220216","vo_wac_220216_000","0","0","","","",""
"212009","212","11","105811","แฮะๆ~♪ วาดรูป วาดรูป~!\nนี่อาจเป็นครั้งแรกในชีวิต\nที่ได้วาดรูปใหญ่ขนาดนี้เลยค่ะ!","20","1","1","0","0","0.5"
"212010","212","91","0","","","","","","",""
"212011","212","21","vo_wac_220216","vo_wac_220216_001","0","0","","","",""
"212012","212","11","105811","แน่นอนว่าฉันมีความสุขที่ได้นั่งล้อม\nโต๊ะอาหารพร้อมหน้ากันทุกคนค่ะ\nแต่การทำบางอย่างด้วยกันกับทุกคนก็......\nแจ่มไปเลยนะคะ☆","20","1","1","0","0","0.5"
"212013","212","91","0","","","","","","",""
"212014","212","22","0","0","","","","","",""
"213001","213","3","105811","wac_idle_kyapi","1","","","0.2","",""
"213002","213","3","111","wac_no_items","1","","","0.2","",""
"213003","213","2","105811","200","-340","0","","","",""
"213004","213","2","111","200","-340","0","","","",""
"213005","213","32","1","0","","","","","",""
"213006","213","32","2","1","","","","","",""
"213007","213","32","11","0","","","","","",""
"213008","213","91","0","","","","","","",""
"311001","311","1","1","105911","202","-108","-212.75","2","0","wac_default_01"
"311002","311","5","1","111","201","-108","-212.75","2","0","wac_default_03"
"311003","311","31","1","1","0","0","1","1","",""
"311004","311","31","2","2","0","0","1","0","",""
"311005","311","31","11","11","0","0","1","0","",""
