prizegacha_id,prize_memory_id_1,prize_memory_id_2,prize_memory_id_3,prize_memory_id_4,prize_memory_id_5,prize_memory_id_6,prize_memory_id_7,prize_memory_id_8,prize_memory_id_9,prize_memory_id_10,prize_memory_id_11,prize_memory_id_12,prize_memory_id_13,prize_memory_id_14,prize_memory_id_15,prize_memory_id_16,prize_memory_id_17,prize_memory_id_18,prize_memory_id_19,prize_memory_id_20,gacha_prize1,gacha_prize10,prize_fixed_compensation,prize_fixed_compensation_quantity,rarity_odds,disp_prize_fixed_compensation
"100001","31075","31078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100002","31077","31079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100003","31057","31063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100004","31081","31083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100005","31056","31013","31027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100006","31084","31086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100007","31088","31087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100008","31091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100009","31100","31103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100010","31104","31106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100011","31092","31094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100012","31111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100013","31095","31096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100014","31100","31103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100015","31115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100016","31104","31106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100017","31120","31119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100018","31075","31078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100019","31107","31108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100020","31077","31079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100021","31111","31113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100022","31114","31065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100023","31081","31083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100025","31115","31117","31084","31086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100026","31120","31119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100027","31088","31087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100028","31122","31091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100029","31131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100031","31134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100032","31110","31109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100033","31139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100034","31127","31128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100035","31129","31066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100036","31103","31100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100037","31078","31075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100038","31144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100039","31131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100040","31079","31077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100041","31104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100042","31118","31150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100043","31134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100044","31155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100045","31137","31138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100046","31081","31083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100047","31106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
"100048","31139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","10","5","1","100000","5"
