legion_battle_bonus_id,type,legion_boss_id,condition_hp,legion_battle_effect_id,duration,title,description
"1005","2","1005","0","1005","0","ฟื้นฟู 250 TP","เมื่อเริ่มแบทเทิล ฟื้นฟู 250 TP ให้พวกพ้อง"
"1006","2","1006","0","1006","0","ฟื้นฟู 250 TP","เมื่อเริ่มแบทเทิล ฟื้นฟู 250 TP ให้พวกพ้อง"
"1007","2","1007","0","1007","0","ฟื้นฟู 250 TP","เมื่อเริ่มแบทเทิล ฟื้นฟู 250 TP ให้พวกพ้อง"
"1008","2","1008","0","1008","0","ฟื้นฟู 250 TP","เมื่อเริ่มแบทเทิล ฟื้นฟู 250 TP ให้พวกพ้อง"
"100501","1","1005","184300000000","100501","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100502","1","1005","176700000000","100502","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100503","1","1005","171000000000","100503","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100504","1","1005","165300000000","100504","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
"100505","1","1005","159600000000","100505","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100506","1","1005","152000000000","100506","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100507","1","1005","146300000000","100507","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100508","1","1005","140600000000","100508","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
"100509","1","1005","133000000000","100509","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100510","1","1005","127300000000","100510","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100511","1","1005","121600000000","100511","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100512","1","1005","114000000000","100512","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100513","1","1005","108300000000","100513","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100514","1","1005","102600000000","100514","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
"100515","1","1005","96900000000","100515","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100516","1","1005","89300000000","100516","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100517","1","1005","83600000000","100517","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100518","1","1005","77900000000","100518","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
"100519","1","1005","70300000000","100519","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100520","1","1005","64600000000","100520","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100521","1","1005","58900000000","100521","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100522","1","1005","51300000000","100522","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100523","1","1005","45600000000","100523","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100524","1","1005","39900000000","100524","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
"100525","1","1005","34200000000","100525","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100526","1","1005","26600000000","100526","36000","ฟื้นฟู 150 TP","เมื่อเริ่มแบทเทิล ฟื้นฟู 150 TP ให้พวกพ้อง"
"100527","1","1005","20900000000","100527","36000","อมตะ 10s","เมื่อเริ่มแบทเทิล พวกพ้องจะอยู่ในสถานะอมตะเป็นเวลา 10 วินาที"
"100528","1","1005","15200000000","100528","36000","ลดโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังโจมตีกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100529","1","1005","7600000000","100529","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100530","1","1005","1900000000","100530","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
"100601","1","1006","300700000000","100601","36000","เพิ่มโจมตีเวท 90s","เมื่อเริ่มแบทเทิล เพิ่มพลังโจมตีเวทให้แก่พวกพ้อง 90 วินาที"
"100602","1","1006","288300000000","100602","36000","เพิ่มโจมตีกายภาพ 90s","เมื่อเริ่มแบทเทิล เพิ่มพลังโจมตีกายภาพให้แก่พวกพ้องเป็นเวลา 90 วินาที"
"100603","1","1006","279000000000","100603","36000","ลดป้องกันกายภาพ 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันกายภาพของศัตรูเป็นเวลา 90 วินาที"
"100604","1","1006","269700000000","100604","36000","ลดป้องกันเวท 90s","เมื่อเริ่มแบทเทิล ลดพลังป้องกันเวทของศัตรูเป็นเวลา 90 วินาที"
