equipment_id,equipment_name,description,promotion_level,craft_flg,equipment_enhance_point,sale_price,require_level,hp,atk,magic_str,def,magic_def,physical_critical,magic_critical,wave_hp_recovery,wave_energy_recovery,dodge,physical_penetrate,magic_penetrate,life_steal,hp_recovery_rate,energy_recovery_rate,energy_reduce_rate,enable_donation,accuracy
"130011","เนี้ยนเปี้ยนเบลต์","เข็มขัดที่ฮิโยริใส่\nบนหัวเข็มขัดมีอสูรห้าวหาญคอยจับจ้องอยู่\nช่วยกระตุ้นสัญชาตญาณต่อสู้ และเพิ่มพลัง\nให้กับหมัด","98","1","0","0","1","0","94","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0"
"130021","บลอสซัมวิช","ที่คาดผมที่ยุยใช้\nประดับด้วยลูกไม้ลายดอกแสนน่ารัก\nช่วยเพิ่มพลังรักษาและปกป้อง\nพรรคพวก","98","1","0","0","1","0","0","46","5","5","0","0","0","0","0","0","0","0","5","0","0","0","0"
"130031","เกลโกลบ","ถุงมือคู่โปรดของเรย์\nใช้ได้ทั้งรุกและรับ การโจมตีที่\nปล่อยออกมาจะทะลุทะลวงทุกศัตรูที่ขวางหน้า\nไม่ว่าหน้าไหน","98","1","0","0","1","110","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130041","ทริคกิฟต์","กล่องตกใจที่มิโซงิโอ้อวดว่าเป็นผลงานชิ้นเอก\nแม้จะดูเหมือนของเล่นเด็ก แต่หน้าตาสุดอิมแพค\nและซาวด์เอฟเฟกต์สุดช็อก จะทำให้ศัตรูตกใจ\nได้อย่างแน่นอน","98","1","0","0","1","0","67","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130051","จัสติสเมดัล","เหรียญที่มัทสึริได้มาจากกองอัศวินและเก็บไว้อย่างดี\nทุกครั้งที่เห็นเหรียญเปล่งประกาย\nสปิริตผดุงความยุติธรรมในใจของมัทสึริจะยิ่งแกร่งกล้าขึ้น\nทำให้เธอกล้าเผชิญไม่ว่าอธรรมหน้าไหน","98","1","0","0","1","130","0","0","9","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130061","เดมอนส์ไทรเดนท์","หอกปีศาจที่รักของอาคาริ\nพลังเวทอันกล้าแกร่งที่แฝงอยู่ในอาวุธ\nจะแปลงโฉมปีศาจตัวน้อยให้กลายเป็นแม่มดสุดเซ็กซี่ได้\nอย่างงดงาม","98","1","0","0","1","0","0","72","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130071","ขนมวิญญาณโกสต์พุดดิ้ง","สุดยอดพุดดิ้งของโปรดของมิยาโกะ\nผ่านการคัดเลือกวัตถุดิบทีละชิ้นอย่างพิถีพิถัน\nความอร่อยเข้าขั้นเทพอาจทำให้ร่างกาย\nละลายโดยไม่รู้ตัว","98","1","0","0","1","230","0","0","9","3","0","0","0","0","3","0","0","0","0","0","0","0","0"
"130081","กลิตเตอร์คอมแพคต์","กระจกพกพาชิ้นโปรดของยูกิ\nของประดับแวววับยิ่งช่วยดึงให้ยูกิเปล่งประกาย\nชนิดที่ว่ามนุษยชาติจะต้องตกตะลึงกัน\nเลยทีเดียว","98","1","0","0","1","0","0","63","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130091","วอร์เทกซ์ธอร์น","อาวุธที่เฮคาทีสลาตันควบคุม\nคนธรรมดาจะไร้สมรรถภาพในพริบตาเมื่อโดนกลืนกิน\nยามที่คมดาบสียามเย็นส่องประกายชวนสะพรึง\nความมืดจะกลายเป็นวายุ ร้องเรียกให้คนเขลาดิ่งลงสู่นรก","98","1","0","0","1","0","0","90","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
"130101","เพียวเมลเฮนแวนด์","คทาเวทแสนน่ารักเจิดจ้า\nเมื่อใช้จะปล่อยเวทสนับสนุนและสายลม\nแฟนตาซีออกมา ทำให้ได้รับการปกป้องจากราชอาณาจักร\nมาโฮะมาโฮะ","98","1","0","0","1","0","0","42","6","5","0","0","0","0","0","0","0","0","5","0","0","0","0"
