id,score,mission_detail,reward_type_1,reward_id_1,reward_count_1,reward_type_2,reward_id_2,reward_count_2,reward_type_3,reward_id_3,reward_count_3,reward_type_4,reward_id_4,reward_count_4,reward_type_5,reward_id_5,reward_count_5
"1","10000","สะสมคะแนนรวมถึง 10000pt","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"2","20000","สะสมคะแนนรวมถึง 20000pt","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"3","30000","สะสมคะแนนรวมถึง 30000pt","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"4","50000","สะสมคะแนนรวมถึง 50000pt","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"5","80000","สะสมคะแนนรวมถึง 80000pt","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"6","100000","สะสมคะแนนรวมถึง 100000pt","12","94002","100000","0","0","0","0","0","0","0","0","0","0","0","0"
"7","120000","สะสมคะแนนรวมถึง 120000pt","8","91002","100","0","0","0","0","0","0","0","0","0","0","0","0"
"8","150000","สะสมคะแนนรวมถึง 150000pt","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"9","200000","สะสมคะแนนรวมถึง 200000pt","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"10","250000","สะสมคะแนนรวมถึง 250000pt","8","91002","100","0","0","0","0","0","0","0","0","0","0","0","0"
"11","300000","สะสมคะแนนรวมถึง 300000pt","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"12","350000","สะสมคะแนนรวมถึง 350000pt","12","94002","200000","0","0","0","0","0","0","0","0","0","0","0","0"
"13","400000","สะสมคะแนนรวมถึง 400000pt","8","91002","100","0","0","0","0","0","0","0","0","0","0","0","0"
