id,event_id,type,description
"1","10001","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"2","10001","1","เมื่อเล่นเควสต์กิจกรรม บอสจะปรากฏตัวขึ้น\nโดยจะท้าทายบอสได้ด้วยตั๋วบอส\nเมื่อล้มบอสได้ จะได้รับตราพิชิตจำนวนมาก ดังนั้นมาสู้ให้เต็มที่กันเลย"
"3","10001","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"4","10002","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"5","10002","1","เมื่อเล่นเควสต์กิจกรรม บอสจะปรากฏตัวขึ้น\nโดยจะท้าทายบอสได้ด้วยตั๋วบอส\nเมื่อล้มบอสได้ จะได้รับตราพิชิตจำนวนมาก ดังนั้นมาสู้ให้เต็มที่กันเลย"
"6","10002","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"7","10003","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"8","10003","1","เมื่อเล่นเควสต์กิจกรรม บอสจะปรากฏตัวขึ้น\nโดยจะท้าทายบอสได้ด้วยตั๋วบอส\nเมื่อล้มบอสได้ จะได้รับตราพิชิตจำนวนมาก ดังนั้นมาสู้ให้เต็มที่กันเลย"
"9","10003","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"10","10004","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"11","10004","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"12","10004","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"13","10004","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"14","10005","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"15","10005","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"16","10005","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"17","10005","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"18","10006","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"19","10006","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"20","10006","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"21","10007","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"22","10007","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"23","10007","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"24","10007","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"25","10008","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"26","10008","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"27","10008","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"28","10009","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"29","10009","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"30","10009","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"31","10009","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"32","10010","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"33","10010","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"34","10010","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"35","10010","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"36","10010","3","สเปเชียลแบทเทิลโหมดคือการแบทเทิลที่จะเปลี่ยนไป 3 ขั้น\nมารับรางวัลและรางวัลภารกิจสุดหรูยิ่งขึ้นกัน ในช่วงเวลากิจกรรมจะมีร่างเดียวให้พิชิตเท่านั้น ปรับปาร์ตี้แล้วไปท้าทายกัน"
"37","10011","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"38","10011","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"39","10011","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"40","10011","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"41","10011","3","สเปเชียลแบทเทิลโหมดคือการแบทเทิลที่จะเปลี่ยนไป 3 ขั้น\nมารับรางวัลและรางวัลภารกิจสุดหรูยิ่งขึ้นกัน ในช่วงเวลากิจกรรมจะมีร่างเดียวให้พิชิตเท่านั้น ปรับปาร์ตี้แล้วไปท้าทายกัน"
"42","10012","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"43","10012","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"44","10012","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"45","10012","3","สเปเชียลแบทเทิลโหมดคือการแบทเทิลที่จะเปลี่ยนไป 3 ขั้น\nมารับรางวัลและรางวัลภารกิจสุดหรูยิ่งขึ้นกัน ในช่วงเวลากิจกรรมจะมีร่างเดียวให้พิชิตเท่านั้น ปรับปาร์ตี้แล้วไปท้าทายกัน"
"46","10013","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"47","10013","1","หากทำภารกิจเฉพาะกิจกรรมสำเร็จ จะมีตัวละครให้ปลดล็อก\nมาตั้งเป้าเคลียร์ภารกิจเฉพาะในช่วงจัดกิจกรรมกันเถอะ"
"48","10013","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"49","10013","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"50","10013","3","สเปเชียลแบทเทิลโหมดคือการแบทเทิลที่จะเปลี่ยนไป 3 ขั้น\nมารับรางวัลและรางวัลภารกิจสุดหรูยิ่งขึ้นกัน ในช่วงเวลากิจกรรมจะมีร่างเดียวให้พิชิตเท่านั้น ปรับปาร์ตี้แล้วไปท้าทายกัน"
"51","10014","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"52","10014","1","เมื่อเล่นเควสต์กิจกรรม บอสจะปรากฏตัวขึ้น\nโดยจะท้าทายบอสได้ด้วยตั๋วบอส\nเมื่อล้มบอสได้ จะได้รับตราพิชิตจำนวนมาก ดังนั้นมาสู้ให้เต็มที่กันเลย"
"53","10014","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"54","10014","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"55","10015","1","คุณสามารถสนุกไปกับเนื้อเรื่องพิเศษในกิจกรรมได้\nเนื้อเรื่องกิจกรรมจะปลดล็อกเมื่อเล่นเควสต์กิจกรรม"
"56","10015","1","บอสสุดแกร่ง VERY HARD ปรากฏตัวขึ้นแล้ว\nสามารถพิชิตบอส VERY HARD ได้หนึ่งตนต่อวันเท่านั้น\nเตรียมตัวให้พร้อมและตั้งใจท้าทายให้เต็มที่กัน"
"57","10015","1","การแลกตราพิชิตเป็นโอกาสในการได้ของรางวัล\nในบรรดารางวัลยังมีเมโมรี่พีซของตัวละครที่ปรากฏในกิจกรรมอีกด้วย\nสะสมให้ได้เยอะๆ แล้วมาเป็นเพื่อนกับตัวละครกัน"
"58","10015","3","สเปเชียลแบทเทิลโหมดคือการแบทเทิลที่จะเปลี่ยนไป 3 ขั้น\nมารับรางวัลและรางวัลภารกิจสุดหรูยิ่งขึ้นกัน ในช่วงเวลากิจกรรมจะมีร่างเดียวให้พิชิตเท่านั้น ปรับปาร์ตี้แล้วไปท้าทายกัน"
