goods_id,name,rarity,shelf_position_id,detail_scale_x,detail_scale_y,description
"10101","ฟิกเกอร์สึมุกิ","3","1","0.3046875","0.478515625","ฟิกเกอร์สึมุกิชั้นยอด เต็มเปี่ยมไปด้วยความมีชีวิตชีวา มีรายละเอียดพิถีพิถัน ทำให้รู้สึกถึงความเร่าร้อนและความประทับใจจากงานแสดงไลฟ์อันยอดเยี่ยมที่สุดอย่างชัดเจน มอบความกระตือรือร้นให้ในแต่ละวัน"
"10102","ฟิกเกอร์โนโซมิ","3","1","0.365234375","0.490234375","ฟิกเกอร์โนโซมิชั้นยอด เต็มเปี่ยมไปด้วยความมีชีวิตชีวา มีรายละเอียดพิถีพิถัน ทำให้รู้สึกถึงความเร่าร้อนและความประทับใจจากงานแสดงไลฟ์อันยอดเยี่ยมที่สุดอย่างชัดเจน มอบความกระตือรือร้นให้ในแต่ละวัน"
"10103","ฟิกเกอร์จิกะ","3","1","0.291015625","0.478515625","ฟิกเกอร์จิกะชั้นยอด เต็มเปี่ยมไปด้วยความมีชีวิตชีวา มีรายละเอียดพิถีพิถัน ทำให้รู้สึกถึงความเร่าร้อนและความประทับใจจากงานแสดงไลฟ์อันยอดเยี่ยมที่สุดอย่างชัดเจน มอบความกระตือรือร้นให้ในแต่ละวัน"
"10201","กระดาษลายเซ็นสึมุกิ","3","2","0.440625","0.440625","กระดาษพร้อมลายเซ็นจากปลายปากกาอันเจิดจ้าด้วยเอกลักษณ์เฉพาะตัวของสึมุกิ พร้อมข้อความที่มาจากความรู้สึก มีแฟนคลับหลายคนนับเป็นสมบัติล้ำค่าประจำตระกูลด้วยนะ"
"10202","กระดาษลายเซ็นโนโซมิ","3","2","0.440625","0.440625","กระดาษพร้อมลายเซ็นจากปลายปากกาอันเจิดจ้าด้วยเอกลักษณ์เฉพาะตัวของโนโซมิ พร้อมข้อความที่มาจากความรู้สึก มีแฟนคลับหลายคนนับเป็นสมบัติล้ำค่าประจำตระกูลด้วยนะ"
"10203","กระดาษลายเซ็นจิกะ","3","2","0.440625","0.440625","กระดาษพร้อมลายเซ็นจากปลายปากกาอันเจิดจ้าด้วยเอกลักษณ์เฉพาะตัวของจิกะ พร้อมข้อความที่มาจากความรู้สึก มีแฟนคลับหลายคนนับเป็นสมบัติล้ำค่าประจำตระกูลด้วยนะ"
"10301","เข็มกลัดที่ระลึกของสึมุกิ","3","3","1.40625","1.40625","เข็มกลัดที่ระลึกซัมเมอร์ไลฟ์ชื่อสึมุกิรุ่นลิมิเต็ด ดีไซน์เลิศหรูและเก๋ไก๋ ออกแบบเป็นสีเฉพาะตัวของสมาชิกแต่ละคน ตั้งเป้าหมาย ฟูลคอมพลีท!"
"10302","เข็มกลัดที่ระลึกของโนโซมิ","3","3","1.40625","1.40625","เข็มกลัดที่ระลึกซัมเมอร์ไลฟ์ชื่อโนโซมิรุ่นลิมิเต็ด ดีไซน์เลิศหรูและเก๋ไก๋ ออกแบบเป็นสีเฉพาะตัวของสมาชิกแต่ละคน ตั้งเป้าหมาย ฟูลคอมพลีท!"
"10303","เข็มกลัดที่ระลึกของจิกะ","3","3","1.40625","1.40625","เข็มกลัดที่ระลึกซัมเมอร์ไลฟ์ชื่อจิกะรุ่นลิมิเต็ด ดีไซน์เลิศหรูและเก๋ไก๋ ออกแบบเป็นสีเฉพาะตัวของสมาชิกแต่ละคน ตั้งเป้าหมาย ฟูลคอมพลีท!"
"10304","เข็มกลัดที่ระลึกคาร์มิน่า","3","3","1.40625","1.40625","เข็มกลัดที่ระลึกรุ่นลิมิเต็ดที่ทำขึ้นเพื่อเป็นของที่ระลึกงานซัมเมอร์ไลฟ์ เครื่องประดับหรูหราที่สลักตราสัญลักษณ์ มาจับคู่ให้เข้ากับเข็มกลัดสมาชิกทุกคนกันเถอะ!"
