ub_id,top_description,in_game_description,ub_type,ub_value_1,ub_value_2,ub_value_3,ub_value_4
"101","สร้างบาเรียป้องกันในช่วงเวลาสั้นๆ (อัตราเพิ่ม TP: สูง)","สร้างบาเรียป้องกันในช่วงเวลาสั้นๆ!","2001","3","0","0","0"
"102","วิ่งเร็วขึ้นและกระโดดสูงขึ้นเล็กน้อยในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ต่ำ)","วิ่งเร็วขึ้นและกระโดดสูงขึ้นเล็กน้อยในช่วงเวลาหนึ่ง!","3","5","5","5","0"
"103","วิ่งเร็วขึ้นปานกลางในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ปานกลาง)","วิ่งเร็วขึ้นปานกลางในช่วงเวลาหนึ่ง!","1","4","6","0","0"
"104","สร้างบาเรียป้องกันในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ต่ำ)","สร้างบาเรียป้องกันในช่วงเวลาหนึ่ง!","2001","5","0","0","0"
"105","วิ่งเร็วขึ้นเล็กน้อยในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ต่ำ)","วิ่งเร็วขึ้นเล็กน้อยในช่วงเวลาหนึ่ง!","1","6","3","0","0"
"106","ลดความเร็วคู่แข่งลงเล็กน้อยในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: สูง)","ลดความเร็วคู่แข่งลงเล็กน้อยในช่วงเวลาหนึ่ง!","1001","6","4","0","0"
"107","วิ่งเร็วขึ้นและกระโดดสูงขึ้นอย่างมากในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ต่ำ)","วิ่งเร็วขึ้นและกระโดดสูงขึ้นอย่างมากในช่วงเวลาหนึ่ง!","3","5","17","16","0"
"108","วิ่งเร็วขึ้นปานกลางในรอบนี้ (อัตราเพิ่ม TP: ต่ำ)","วิ่งเร็วขึ้นปานกลางในรอบนี้!","1","40","8","0","0"
"109","วิ่งเร็วขึ้นอย่างมากในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ต่ำมาก)","วิ่งเร็วขึ้นอย่างมากในช่วงเวลาหนึ่ง!","1","4","30","0","0"
"110","คู่แข่งจะช้าลงอย่างมากในรอบนี้ (อัตราเพิ่ม TP: ต่ำ)","คู่แข่งจะช้าลงอย่างมากในรอบนี้!","1001","40","10","0","0"
"111","สร้างบาเรียป้องกันในช่วงเวลาสั้นมาก (อัตราเพิ่ม TP: สูง)","สร้างบาเรียป้องกันในช่วงเวลาสั้นมาก!","2001","1","0","0","0"
"112","คู่แข่งที่นำอยู่จะวิ่งช้าลงอย่างมากในช่วงเวลาสั้นๆ (อัตราเพิ่ม TP: ต่ำ)","คู่แข่งที่นำอยู่จะวิ่งช้าลงอย่างมากในช่วงเวลาสั้นๆ!","1004","4","15","0","0"
"113","วิ่งเร็วขึ้นเล็กน้อยในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: สูง)","วิ่งเร็วขึ้นเล็กน้อยในช่วงเวลาหนึ่ง!","1","6","5","0","0"
"114","กระโดดสูงขึ้นเล็กน้อยในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: สูง)","กระโดดสูงขึ้นเล็กน้อยในช่วงเวลาหนึ่ง!","2","5","5","0","0"
"115","สร้างบาเรียป้องกันการลดความสามารถเป็นเวลานาน (อัตราเพิ่ม TP: สูงมาก)","สร้างบาเรียป้องกันการลดความสามารถเป็นเวลานาน!","2002","7","0","0","0"
"116","เพิ่มความเร็วขึ้นเล็กน้อยอย่างต่อเนื่อง (อัตราเพิ่ม TP: สูงมาก)","เพิ่มความเร็วขึ้นเล็กน้อยอย่างต่อเนื่อง!","1","25","3","0","0"
"117","คู่แข่งจะวิ่งช้าลงเล็กน้อยอย่างต่อเนื่อง (อัตราเพิ่ม TP: สูงมาก)","คู่แข่งจะวิ่งช้าลงเล็กน้อยอย่างต่อเนื่อง!","1001","25","3","0","0"
"118","วิ่งเร็วขึ้นและกระโดดสูงขึ้นอย่างมากเป็นเวลานาน (อัตราเพิ่ม TP: ปานกลาง)","วิ่งเร็วขึ้นและกระโดดสูงขึ้นอย่างมากเป็นเวลานาน!","3","7","30","20","0"
"119","คู่แข่งที่นำอยู่จะวิ่งช้าลงอย่างมากในช่วงเวลาหนึ่ง (อัตราเพิ่ม TP: ปานกลาง)","คู่แข่งที่นำอยู่จะวิ่งช้าลงอย่างมากในช่วงเวลาหนึ่ง!","1004","4","15","0","0"
"120","สร้างบาเรียป้องกันการลดความสามารถเป็นเวลานาน (อัตราเพิ่ม TP: สูง)","สร้างบาเรียป้องกันการลดความสามารถเป็นเวลานาน!","2002","7","0","0","0"
"121","กระโดดสูงขึ้นอย่างมากเป็นเวลานาน (อัตราเพิ่ม TP: ปานกลาง)","กระโดดสูงขึ้นอย่างมากเป็นเวลานาน!","2","12","30","0","0"
"122","คู่แข่งที่นำอยู่จะวิ่งช้าลงเรื่อยๆ (อัตราเพิ่ม TP: ปานกลาง)","คู่แข่งที่นำอยู่จะวิ่งช้าลงเรื่อยๆ!","1004","30","15","0","0"
"123","วิ่งเร็วขึ้นอย่างมากในชั่วครู่ แล้วลดความเร็วลง (อัตราเพิ่ม TP: สูง)","วิ่งเร็วขึ้นอย่างมากในชั่วครู่ แล้วลดความเร็วลง!","4","4","11","2","8"
"124","วิ่งเร็วขึ้นปานกลางเป็นเวลานาน (อัตราเพิ่ม TP: สูง)","วิ่งเร็วขึ้นปานกลางเป็นเวลานาน!","1","8","9","0","0"
"125","สร้างบาเรียป้องกันในช่วงเวลาสั้นๆ (อัตราเพิ่ม TP: ปานกลาง)","สร้างบาเรียป้องกันในช่วงเวลาสั้นๆ!","2001","4","0","0","0"
"126","คู่แข่งจะวิ่งช้าลงเรื่อยๆ (อัตราเพิ่ม TP: สูงมาก)","คู่แข่งจะวิ่งช้าลงเรื่อยๆ!","1001","30","3","0","0"
"127","วิ่งเร็วขึ้นอย่างมากเป็นเวลานาน! (อัตราเพิ่ม TP: ต่ำมาก)","วิ่งเร็วขึ้นอย่างมากเป็นเวลานาน!","1","10","22","0","0"
