tbl,idx,stat
"pkb_navi_comment","","33"
"ske_story_data","ske_story_data_0_original_event_id","12 6"
"event_boss_treasure_content","","1162"
"goldset_data_2","","70"
"emblem_mission_data","","610"
"shiori_mission_reward_data","shiori_mission_reward_data_0_mission_reward_id","682 2"
"shiori_item","","15"
"campaign_schedule","","721"
"tower_ex_quest_data","tower_ex_quest_data_0_floor_num","33 1"
"event_navi_comment_condition","","253"
"prizegacha_data","","32"
"clan_battle_last_attack_reward","","3"
"tower_area_data","","33"
"gacha_exchange_lineup","gacha_exchange_lineup_0_exchange_id","236 2"
"clan_cost_group","","6"
"ttk_story","ttk_story_0_ttk_score","5 1"
"odds_name_data","","141"
"grand_arena_daily_rank_reward","","40"
"dear_reward","dear_reward_0_event_id_1_chara_index","260 15 5"
"clan_battle_2_map_data","clan_battle_2_map_data_0_clan_battle_id","154 5"
"movie","movie_0_story_id","301 2"
"pct_itempoint","pct_itempoint_0_item_id","3 1"
"tower_cloister_quest_data","","20"
"room_skin_color","","3"
"kaiser_add_times_data","","192"
"pkb_reward","","1"
"clan_battle_s_map_data","clan_battle_s_map_data_0_clan_battle_id","134 4"
"album_voice_list","album_voice_list_0_unit_id","3182 37"
"room_unit_comments","room_unit_comments_0_unit_id","4495 24"
"room_unit_comments","sqlite_autoindex_room_unit_comments_1","4495 24 8 2 1"
"shiori_stationary_mission_data","","345"
"hatsune_special_enemy","","119"
"campaign_freegacha","","14"
"room_item_announcement","","1"
"lto_story_data","lto_story_data_0_event_id","1 1"
"nyx_phase_data","","3"
"nyx_story_data","nyx_story_data_0_story_phase","15 5"
"nyx_story_data","nyx_story_data_0_story_seq","15 1"
"hatsune_unlock_unit_condition","hatsune_unlock_unit_condition_0_condition_mission_id","35 1"
"hatsune_unlock_unit_condition","hatsune_unlock_unit_condition_0_unit_id_1_event_id","35 2 1"
"still","still_0_still_group_id","943 5"
"still","still_0_story_id","943 2"
"chara_fortune_rail","","86"
"chara_fortune_schedule","","6"
"pct_tap_speed","","8"
"hatsune_description","hatsune_description_0_event_id_1_type","355 6 3"
"clan_battle_recommend_data","clan_battle_recommend_data_0_recommend_group","9 3"
"room_item","","416"
"growth_parameter","","5"
"unlock_rarity_6","unlock_rarity_6_0_material_id","574 10"
"unlock_rarity_6","unlock_rarity_6_0_unit_id_1_unlock_level","574 4 3"
"unlock_rarity_6","unlock_rarity_6_0_unit_id_1_slot_id","574 4 2"
"unlock_rarity_6","unlock_rarity_6_0_unit_id","574 4"
"unlock_rarity_6","sqlite_autoindex_unlock_rarity_6_1","574 4 2 1"
"lto_letter_script","lto_letter_script_0_letter_id","54 54"
"album_production_list","album_production_list_0_unit_id","1324 9"
"voice_group","","105"
"ttk_enemy","","8"
"clan_grade","","10"
"voice_group_chara","","72"
"unit_motion_list","","150"
"shiori_quest_condition","","300"
"clan_battle_schedule","","38"
"chara_fortune_reward","","24"
"guild","","17"
"pkb_drama","pkb_drama_0_drama_id","429 12"
"dungeon_area_data","","7"
"unit_status_coefficient","","1"
"event_navi_comment","","1188"
"kaiser_restriction_group","kaiser_restriction_group_0_restriction_group_id","100 20"
"kaiser_restriction_group","sqlite_autoindex_kaiser_restriction_group_1","100 20 1"
"clan_battle_training_schedule","clan_battle_training_schedule_0_clan_battle_id","1 1"
"navi_comment","","77"
"kaiser_quest_data","","5"
"dear_setting","","18"
"event_wave_group_data","","4518"
"hatsune_diary_data","hatsune_diary_data_0_contents_type","17 9"
"hatsune_unlock_story_condition","hatsune_unlock_story_condition_0_event_id","314 9"
"room_effect","","20"
"unit_promotion_status","sqlite_autoindex_unit_promotion_status_1","3120 20 1"
"fke_happening_list","","20"
"fke_reward","","1"
"shiori_event_list","","15"
"fix_lineup_group_set","fix_lineup_group_set_0_team_level_from_1_team_level_to","24 3 2"
"fix_lineup_group_set","sqlite_autoindex_fix_lineup_group_set_1","24 4 1 1"
"clan_battle_s_boss_data","","190"
"unit_rarity","unit_rarity_0_unit_material_id","868 6"
"unit_rarity","unit_rarity_0_unit_id","868 6"
"unit_rarity","sqlite_autoindex_unit_rarity_1","868 6 1"
"pct_result","pct_result_0_character_id","4 2"
"hatsune_bg_change","","2"
"unit_comments","unit_comments_0_unit_id_1_use_type","1915 6 4"
"unit_comments","unit_comments_0_unit_id","1915 6"
"pct_gaming_motion","","8"
"pct_evaluation","","5"
