event_id,system_name,tutorial_quest_id,tutorial_chara_index,tutorial_story_id
"10017","ระดับความเชื่อใจ","10017102","1","6017101"
"10048","ระดับความเชื่อใจ","10048103","1","6048101"
"10049","ระดับความเชื่อใจ","10049102","1","6025101"
"10050","ระดับความเชื่อใจ","10050103","1","6050106"
"10051","ระดับความเชื่อใจ","10051103","1","6027101"
"10052","ระดับความเชื่อใจ","10052103","1","6052101"
"10054","ระดับความเชื่อใจ","10054103","1","6054101"
"10055","ระดับความเชื่อใจ","10055103","1","6029201"
"10056","ระดับความเชื่อใจ","10056103","1","6056101"
"10060","ระดับความเชื่อใจ","10060103","1","6033201"
"10061","ระดับความเชื่อใจ","10061106","1","6061101"
"10065","ระดับความเชื่อใจ","10065103","1","6038101"
"10066","ระดับความเชื่อใจ","10066108","1","6066101"
"10067","ระดับความเชื่อใจ","10067103","1","6040101"
"10068","ระดับความเชื่อใจ","10068103","1","6068101"
"10069","ระดับความเชื่อใจ","10069103","1","6042101"
"10071","ระดับความเชื่อใจ","10071103","1","6044101"
"20015","ระดับความเชื่อใจ","0","1","0"
"20017","ระดับความเชื่อใจ","0","1","0"
