id,discription,type_1,type_2,type_3,type_4
"2001","ไอเทมที่ได้จาก '{0}' วันที่ {1}","1","2","0","0"
"2002","ไอเทมที่ได้จาก '{0}'","3","0","0","0"
"2003","ไอเทมที่ได้จาก '{0}'","4","0","0","0"
"2004","รางวัลจัดอันดับแบทเทิลอารีน่า อับดับที่ {0}","5","0","0","0"
"2005","รางวัลจัดอันดับปริ้นเซสอารีน่า อับดับที่ {0}","6","0","0","0"
"2006","รางวัลจากแคลนแบทเทิลเดือน {0} รอบ {1} อันดับที่ {2}","10","11","7","0"
"2007","รางวัลจากแคลนแบทเทิลประจำเดือน {0} อันดับที่ {1}","10","8","0","0"
"2008","รางวัลที่ได้จาก{0}","9","0","0","0"
"2009","รางวัลจากแคลนแบทเทิลเดือน {0} อันดับที่ {2}","10","11","7","0"
"2010","ไอเทมชดเชยจาก '{0}' วันที่ {1}","1","2","0","0"
"2011","ไอเทมที่ได้จาก '{0}' '{2}' วันที่ {1}","1","2","16","0"
"2012","ไอเทมที่ได้จาก '{0}' วันที่ {1}","17","2","0","0"
"2013","ไอเทมที่ได้จาก '{0}'","1","0","0","0"
"2014","รางวัลวนครบ {2} รอบในแคลนแบทเทิลเดือน {0}","10","11","19","0"
"2015","รางวัลเพิ่มเติมจาก '{0}'","20","0","0","0"
"2016","ไอเทมที่ได้เป็นของขวัญจาก{0}","1","0","0","0"
"3001","ไอเทมที่ได้จากการเปิดกิลด์เฮ้าส์ชั้น 2","0","0","0","0"
"3002","ไอเทมที่ได้จากการเปิดกิลด์เฮ้าส์ชั้น 3","0","0","0","0"
"9101","ของแทนคำขอโทษจากทีมงาน","0","0","0","0"
"9102","ของชดเชยจากทีมงาน","0","0","0","0"
"9103","กรุณาท้าทายภายใน 4 ครั้งเพื่อรับ","0","0","0","0"
"9104","ไอเทมชดเชยสำหรับชุดเพชรราย 3 เดือน","0","0","0","0"
"9201","ไอเทมขอบคุณสำหรับความร่วมมือในการปิดปรับปรุงเซิร์ฟเวอร์","0","0","0","0"
"9202","ไอเทมขอบคุณสำหรับการอัปเกรดเวอร์ชั่น","0","0","0","0"
"9203","ของขวัญจากทีมงาน","0","0","0","0"
"9204","รางวัลจาก 'แคมเปญลงทะเบียนล่วงหน้า' ครบ 50,000 คน","0","0","0","0"
"9205","รางวัลจากแคมเปญ Five Star","0","0","0","0"
"9206","รางวัลจากแคมเปญ Like Fanpage ถึงจำนวนที่กำหนด","0","0","0","0"
"9208","รางวัลจากแคมเปญ Like and Share VDO","0","0","0","0"
"9209","ของแถมจากการใช้งาน LinksMate","0","0","0","0"
"9210","Star Present จาก LinksMate","0","0","0","0"
"9211","รางวัลจาก 'แคมเปญลงทะเบียนล่วงหน้าเวอร์ชั่น DMM' ครบ 100,000 คน","0","0","0","0"
"9212","ของขวัญพิเศษจากการออกรายการวิทยุครบรอบ 1 ปี","0","0","0","0"
"9213","ของขวัญไอเทมกิลด์เฮ้าส์จากทีมงาน","0","0","0","0"
"9214","ของขวัญพิเศษจากรายการ 'Koukai Nama Housou 2018 Aki'","0","0","0","0"
"9215","ของขวัญที่มาพร้อมกับการอัปเดตหอคอยลูน่า","0","0","0","0"
"9216","ของขวัญที่มาพร้อมกับการแลกรางวัลภารกิจ","0","0","0","0"
"9217","ของขวัญฉลองอนิเมะซีซั่น 2 ออกอากาศ","0","0","0","0"
"9218","ของขวัญฉลองการปรากฎตัวของโทโมะ (แมจิคัล)","0","0","0","0"
"9219","ของขวัญจากไอเทมกิลด์เฮาส์ 'Dragalia Lost'","0","0","0","0"
"9301","สตามิน่าส่วนเกินจำนวนจำกัดที่ได้","0","0","0","0"
"9302","รางวัลจากการป้องกันแบทเทิลอารีน่า","0","0","0","0"
"9303","รางวัลจากการป้องกันปริ้นเซสอารีน่า","0","0","0","0"
"9304","รางวัลที่ได้มาจากการซัพพอร์ตแคลน","0","0","0","0"
"9305","ไอเทมเพิ่มพลังอุปกรณ์บางส่วนก่อนเพิ่ม Rank","0","0","0","0"
"9306","เหรียญที่แปลงจาก EXP ผู้เล่น","0","0","0","0"
"9307","ไอเทมที่ได้จากการพิชิตแคลนแบทเทิล","0","0","0","0"
"9308","มานาที่ได้มาจากการกด Like ของสมาชิกแคลน","0","0","0","0"
"9309","รางวัลเวลาของแบทเทิลอารีน่าที่เกินจำนวนจำกัด","0","0","0","0"
"9310","รางวัลจากแบทเทิลอารีน่าที่เกินจำนวนจำกัด","0","0","0","0"
"9311","รางวัลเวลาของปริ้นเซสแบทเทิลอารีน่าที่เกินจำนวนจำกัด","0","0","0","0"
"9312","รางวัลจากปริ้นเซสแบทเทิลอารีน่าที่เกินจำนวนจำกัด","0","0","0","0"
"9313","รางวัลการแลกตัวละครที่เกินจำนวนจำกัด","0","0","0","0"
"9314","ไอเทมที่แลกเปลี่ยนจากแต้มแลกตัวละครเมื่ออัปเดตกาชา","0","0","0","0"
"9315","เหรียญที่ได้มาจากการแปลงสตามิน่า","0","0","0","0"
"9316","ไอเทมที่แลกเปลี่ยนจากแต้มแลกตัวละครช่วงเทศกาลพิเศษ","0","0","0","0"
"9317","รางวัลที่ได้จากการสนับสนุนเพื่อน","0","0","0","0"
"9318","ของขวัญจากการครอบครองตั๋วแลกพิเศษเกินจำนวนที่กำหนด","0","0","0","0"
"9319","ไอเทมที่ได้จากการซื้อ","0","0","0","0"
"9320","ไอเทมที่ได้จากการแปลงแต้มแลกเปลี่ยนตัวละคร CSP","0","0","0","0"
"9321","รางวัลจากตั๋วแลกเปลี่ยนเมโมรี่พีซที่มาจากการครอบครองเกินจำนวนที่กำหนด","0","0","0","0"
"9322","ไอเทมที่ได้จากการรับชมเนื้อเรื่อง","0","0","0","0"
"9323","ไอเทมที่ได้จากปฏิทินของทุกคน","0","0","0","0"
"9324","รางวัลจัดอันดับปริ้นเซสอารีน่า สำหรับ {0} วันที่ไม่ได้เข้าเกม","23","0","0","0"
"9401","ไอเทมชุดเพชรรายเดือน","0","0","0","0"
"9402","ไอเทมชุดเสริมพลังงาน 7 วัน","0","0","0","0"
"9403","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ I'","0","0","0","0"
"9404","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ II'","0","0","0","0"
"9405","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ III'","0","0","0","0"
"9406","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ IV'","0","0","0","0"
"9407","ไอเทมที่ได้จากการซื้อ 'พรแห่งเทพธิดา'","0","0","0","0"
"9408","ไอเทมที่ได้จากการซื้อ 'พรแห่งเทพธิดา V.2'","0","0","0","0"
"9409","ไอเทมชุดเพชรราย 3 เดือน","0","0","0","0"
"9410","ไอเทมที่ได้จากการซื้อ 'แพ็คฉลองครึ่งปี I'","0","0","0","0"
"9411","ไอเทมที่ได้จากการซื้อ 'แพ็คฉลองครึ่งปี II'","0","0","0","0"
"9412","ไอเทมที่ได้จากการซื้อ 'พรแห่งเทพธิดา V.3'","0","0","0","0"
"9413","ไอเทมที่ได้จากการซื้อ 'แพ็คสุดคุ้ม'","0","0","0","0"
"9414","ไอเทมที่ได้จากการซื้อ 'แพ็คฉลองครบรอบ 1 ปี'","0","0","0","0"
"9415","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ V'","0","0","0","0"
"9416","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VI'","0","0","0","0"
"9417","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ I (รีเซล)'","0","0","0","0"
"9418","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ II (รีเซล)'","0","0","0","0"
"9419","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ III (รีเซล)'","0","0","0","0"
"9420","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ IV (รีเซล)'","0","0","0","0"
"9421","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ I (ครบรอบ 3 ปี)'","0","0","0","0"
"9422","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ II (ครบรอบ 3 ปี)'","0","0","0","0"
"9423","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ III (ครบรอบ 3 ปี)'","0","0","0","0"
"9424","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ IV (ครบรอบ 3 ปี)'","0","0","0","0"
"9425","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ V (ครบรอบ 3 ปี)'","0","0","0","0"
"9426","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VI (ครบรอบ 3 ปี)'","0","0","0","0"
"9427","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VII'","0","0","0","0"
"9428","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VIII'","0","0","0","0"
"9429","ไอเทมที่ได้จากการซื้อ 'แพ็คฉลองครบรอบ 3 ปี'","0","0","0","0"
"9431","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ I (ครบรอบ 4 ปี)","0","0","0","0"
"9432","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ II (ครบรอบ 4 ปี)","0","0","0","0"
"9433","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ III (ครบรอบ 4 ปี)","0","0","0","0"
"9434","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ IV (ครบรอบ 4 ปี)","0","0","0","0"
"9435","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ V (ครบรอบ 4 ปี)","0","0","0","0"
"9436","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VI (ครบรอบ 4 ปี)","0","0","0","0"
"9437","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VII (ครบรอบ 4 ปี)","0","0","0","0"
"9438","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ VIII (ครบรอบ 4 ปี)","0","0","0","0"
"9439","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ IX (ครบรอบ 4 ปี)","0","0","0","0"
"9440","ไอเทมที่ได้จากการซื้อ 'ชุดไอเทมอุปกรณ์ X (ครบรอบ 4 ปี)","0","0","0","0"
"9501","ไอเทมที่ได้จาก 'โบนัสล็อกอินกิจกรรม' วันที่ {1}","13","2","0","0"
"9502","ไอเทมที่ได้จากการเคลียร์เควสต์กิจกรรมครั้งแรก","13","0","0","0"
"9503","ไอเทมที่ได้จากการเคลียร์เควสต์กิจกรรม {1}","13","14","0","0"
"9504","ไอเทมที่ได้จากการโจมตีบอสกิจกรรม '{1}' ครั้งแรก","13","15","0","0"
"9505","ไอเทมที่ได้จากการแบทเทิลบอสกิจกรรม '{1}'","13","15","0","0"
"9506","ไอเทมที่ได้จากการทำภารกิจกิจกรรมสำเร็จ","13","0","0","0"
"9507","ไอเทมที่ได้จาก '{1}'","13","12","0","0"
"9508","ไอเทมที่ได้จาก '{0}'","13","0","0","0"
"9509","ไอเทมที่ได้จากการไขปริศนา","0","0","0","0"
"9510","ไอเทมที่ได้จาก '{0}'","18","0","0","0"
"9511","ไอเทมที่ได้จากกิจกรรมในเดือนมีนาคม","0","0","0","0"
"9512","ไอเทมที่ได้จากการเคลียร์เควสต์ไซด์สตอรี่ครั้งแรก","13","0","0","0"
"9513","ไอเทมที่ได้จากการเคลียร์เควสต์ไซด์สตอรี่ {1}","13","14","0","0"
"9514","ไอเทมที่ได้จากการต่อสู้บอสของไซด์สตอรี่ {1}","13","15","0","0"
"9515","ไอเทมที่ได้จากทำภารกิจในไซด์สตอรี่สำเร็จ","13","0","0","0"
"9516","ไอเทมที่ได้จากล็อกอินโบนัสของกิจกรรมรีรัน วันที่ {1}","13","2","0","0"
